,Report_Date,Burkina Faso_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.15144117373934,345.3884772789697,True,1,0.03966423641076809,688.6381164242969
1,2020-01-23,0,75.15144117373934,345.3884772789697,True,2,0.04524683325957092,688.6381164242969
2,2020-01-24,0,75.15144117373934,345.3884772789697,True,3,0.0516151015739955,688.6381164242969
3,2020-01-25,0,75.15144117373934,345.3884772789697,True,4,0.05887959579890058,688.6381164242969
4,2020-01-26,0,75.15144117373934,345.3884772789697,True,5,0.06716642153295549,688.6381164242969
5,2020-01-27,0,75.15144117373934,345.3884772789697,True,6,0.07661942142768385,688.6381164242969
6,2020-01-28,0,75.15144117373934,345.3884772789697,True,7,0.08740266785667689,688.6381164242969
7,2020-01-29,0,75.15144117373934,345.3884772789697,True,8,0.09970330526141263,688.6381164242969
8,2020-01-30,0,75.15144117373934,345.3884772789697,True,9,0.11373479103723118,688.6381164242969
9,2020-01-31,0,75.15144117373934,345.3884772789697,True,10,0.12974059059390491,688.6381164242969
10,2020-02-01,0,75.15144117373934,345.3884772789697,True,11,0.1479983899170297,688.6381164242969
11,2020-02-02,0,75.15144117373934,345.3884772789697,True,12,0.16882489768912035,688.6381164242969
12,2020-02-03,0,75.15144117373934,345.3884772789697,True,13,0.19258131893678912,688.6381164242969
13,2020-02-04,0,75.15144117373934,345.3884772789697,True,14,0.21967959340180127,688.6381164242969
14,2020-02-05,0,75.15144117373934,345.3884772789697,True,15,0.25058950455431894,688.6381164242969
15,2020-02-06,0,75.15144117373934,345.3884772789697,True,16,0.2858467795583934,688.6381164242969
16,2020-02-07,0,75.15144117373934,345.3884772789697,True,17,0.32606231676231323,688.6381164242969
17,2020-02-08,0,75.15144117373934,345.3884772789697,True,18,0.37193269563679376,688.6381164242969
18,2020-02-09,0,75.15144117373934,345.3884772789697,True,19,0.4242521447560336,688.6381164242969
19,2020-02-10,0,75.15144117373934,345.3884772789697,True,20,0.4839261666593027,688.6381164242969
20,2020-02-11,0,75.15144117373934,345.3884772789697,True,21,0.5519870445048685,688.6381164242969
21,2020-02-12,0,75.15144117373934,345.3884772789697,True,22,0.6296114846016135,688.6381164242969
22,2020-02-13,0,75.15144117373934,345.3884772789697,True,23,0.7181406814437081,688.6381164242969
23,2020-02-14,0,75.15144117373934,345.3884772789697,True,24,0.8191031280353133,688.6381164242969
24,2020-02-15,0,75.15144117373934,345.3884772789697,True,25,0.9342405343025463,688.6381164242969
25,2020-02-16,0,75.15144117373934,345.3884772789697,True,26,1.0655372604256685,688.6381164242969
26,2020-02-17,0,75.15144117373934,345.3884772789697,True,27,1.2152537200818274,688.6381164242969
27,2020-02-18,0,75.15144117373934,345.3884772789697,True,28,1.385964260842027,688.6381164242969
28,2020-02-19,0,75.15144117373934,345.3884772789697,True,29,1.5806000851131337,688.6381164242969
29,2020-02-20,0,75.15144117373934,345.3884772789697,True,30,1.8024978346053422,688.6381164242969
30,2020-02-21,0,75.15144117373934,345.3884772789697,True,31,2.055454523542507,688.6381164242969
31,2020-02-22,0,75.15144117373934,345.3884772789697,True,32,2.3437895694547417,688.6381164242969
32,2020-02-23,0,75.15144117373934,345.3884772789697,True,33,2.672414733512259,688.6381164242969
33,2020-02-24,0,75.15144117373934,345.3884772789697,True,34,3.046912842261227,688.6381164242969
34,2020-02-25,0,75.15144117373934,345.3884772789697,True,35,3.4736262155090802,688.6381164242969
35,2020-02-26,0,75.15144117373934,345.3884772789697,True,36,3.9597557657791183,688.6381164242969
36,2020-02-27,0,75.15144117373934,345.3884772789697,True,37,4.513471756218549,688.6381164242969
37,2020-02-28,0,75.15144117373934,345.3884772789697,True,38,5.144037196832049,688.6381164242969
38,2020-02-29,0,75.15144117373934,345.3884772789697,True,39,5.8619448113088835,688.6381164242969
39,2020-03-01,0,75.15144117373934,345.3884772789697,True,40,6.679068402880367,688.6381164242969
40,2020-03-02,0,75.15144117373934,345.3884772789697,True,41,7.608829267667573,688.6381164242969
41,2020-03-03,0,75.15144117373934,345.3884772789697,True,42,8.666378022818574,688.6381164242969
42,2020-03-04,0,75.15144117373934,345.3884772789697,True,43,9.868791803369033,688.6381164242969
43,2020-03-05,0,75.15144117373934,345.3884772789697,True,44,11.235286198381937,688.6381164242969
44,2020-03-06,0,75.15144117373934,345.3884772789697,True,45,12.787440498326967,688.6381164242969
45,2020-03-07,0,75.15144117373934,345.3884772789697,True,46,14.54943375905418,688.6381164242969
46,2020-03-08,0,75.15144117373934,345.3884772789697,True,47,16.548287793265473,688.6381164242969
47,2020-03-09,0,75.15144117373934,345.3884772789697,True,48,18.814111412970696,688.6381164242969
48,2020-03-10,1,75.15144117373934,345.3884772789697,True,49,21.380337999227503,688.6381164242969
49,2020-03-11,2,75.15144117373934,345.3884772789697,True,50,24.283945706304703,688.6381164242969
50,2020-03-12,2,75.15144117373934,345.3884772789697,True,51,27.56564626868786,688.6381164242969
51,2020-03-13,2,75.15144117373934,345.3884772789697,True,52,31.27002445301768,688.6381164242969
52,2020-03-14,2,75.15144117373934,345.3884772789697,True,53,35.44560571569092,688.6381164242969
53,2020-03-15,3,75.15144117373934,345.3884772789697,True,54,40.14482470186282,688.6381164242969
54,2020-03-16,15,75.15144117373934,345.3884772789697,True,55,45.4238620788597,688.6381164242969
55,2020-03-17,15,75.15144117373934,345.3884772789697,True,56,51.342312218876806,688.6381164242969
56,2020-03-18,20,75.15144117373934,345.3884772789697,True,57,57.962640015841444,688.6381164242969
57,2020-03-19,33,75.15144117373934,345.3884772789697,True,58,65.3493824644696,688.6381164242969
58,2020-03-20,40,75.15144117373934,345.3884772789697,True,59,73.56805063575811,688.6381164242969
59,2020-03-21,64,75.15144117373934,345.3884772789697,True,60,82.68369169550658,688.6381164242969
60,2020-03-22,75,75.15144117373934,345.3884772789697,True,61,92.75908015588783,688.6381164242969
61,2020-03-23,99,75.15144117373934,345.3884772789697,True,62,103.85252417273621,688.6381164242969
62,2020-03-24,114,75.15144117373934,345.3884772789697,True,63,116.015297703501,688.6381164242969
63,2020-03-25,146,75.15144117373934,345.3884772789697,True,64,129.28874338073948,688.6381164242969
