,Report_Date,Chad_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,125.84962926813343,635.4161300689894,False,1,0.013963981539054936,1270.8322601379793
1,2020-01-23,0,125.84962926813343,635.4161300689894,False,2,0.015301330112113246,1270.8322601379793
2,2020-01-24,0,125.84962926813343,635.4161300689894,False,3,0.016766756597904768,1270.8322601379793
3,2020-01-25,0,125.84962926813343,635.4161300689894,False,4,0.018372526682777626,1270.8322601379793
4,2020-01-26,0,125.84962926813343,635.4161300689894,False,5,0.020132080637668512,1270.8322601379793
5,2020-01-27,0,125.84962926813343,635.4161300689894,False,6,0.02206014578481007,1270.8322601379793
6,2020-01-28,0,125.84962926813343,635.4161300689894,False,7,0.024172859730405182,1270.8322601379793
7,2020-01-29,0,125.84962926813343,635.4161300689894,False,8,0.026487905393298625,1270.8322601379793
8,2020-01-30,0,125.84962926813343,635.4161300689894,False,9,0.02902465895811373,1270.8322601379793
9,2020-01-31,0,125.84962926813343,635.4161300689894,False,10,0.03180435198914434,1270.8322601379793
10,2020-02-01,0,125.84962926813343,635.4161300689894,False,11,0.03485024905939022,1270.8322601379793
11,2020-02-02,0,125.84962926813343,635.4161300689894,False,12,0.038187842378471754,1270.8322601379793
12,2020-02-03,0,125.84962926813343,635.4161300689894,False,13,0.04184506504482149,1270.8322601379793
13,2020-02-04,0,125.84962926813343,635.4161300689894,False,14,0.045852524702692014,1270.8322601379793
14,2020-02-05,0,125.84962926813343,635.4161300689894,False,15,0.05024375955441251,1270.8322601379793
15,2020-02-06,0,125.84962926813343,635.4161300689894,False,16,0.05505551886436564,1270.8322601379793
16,2020-02-07,0,125.84962926813343,635.4161300689894,False,17,0.06032807029485808,1270.8322601379793
17,2020-02-08,0,125.84962926813343,635.4161300689894,False,18,0.06610553663708844,1270.8322601379793
18,2020-02-09,0,125.84962926813343,635.4161300689894,False,19,0.07243626474458494,1270.8322601379793
19,2020-02-10,0,125.84962926813343,635.4161300689894,False,20,0.07937322974377634,1270.8322601379793
20,2020-02-11,0,125.84962926813343,635.4161300689894,False,21,0.08697447788893288,1270.8322601379793
21,2020-02-12,0,125.84962926813343,635.4161300689894,False,22,0.09530361174892733,1270.8322601379793
22,2020-02-13,0,125.84962926813343,635.4161300689894,False,23,0.10443032176369205,1270.8322601379793
23,2020-02-14,0,125.84962926813343,635.4161300689894,False,24,0.11443096859168582,1270.8322601379793
24,2020-02-15,0,125.84962926813343,635.4161300689894,False,25,0.12538922108918998,1270.8322601379793
25,2020-02-16,0,125.84962926813343,635.4161300689894,False,26,0.1373967552211445,1270.8322601379793
26,2020-02-17,0,125.84962926813343,635.4161300689894,False,27,0.15055401970513108,1270.8322601379793
27,2020-02-18,0,125.84962926813343,635.4161300689894,False,28,0.16497107473893438,1270.8322601379793
28,2020-02-19,0,125.84962926813343,635.4161300689894,False,29,0.18076851076213954,1270.8322601379793
29,2020-02-20,0,125.84962926813343,635.4161300689894,False,30,0.1980784548580756,1270.8322601379793
30,2020-02-21,0,125.84962926813343,635.4161300689894,False,31,0.2170456731191166,1270.8322601379793
31,2020-02-22,0,125.84962926813343,635.4161300689894,False,32,0.2378287780813354,1270.8322601379793
32,2020-02-23,0,125.84962926813343,635.4161300689894,False,33,0.26060155118965034,1270.8322601379793
33,2020-02-24,0,125.84962926813343,635.4161300689894,False,34,0.28555439118825043,1270.8322601379793
34,2020-02-25,0,125.84962926813343,635.4161300689894,False,35,0.31289590035007897,1270.8322601379793
35,2020-02-26,0,125.84962926813343,635.4161300689894,False,36,0.34285462157085406,1270.8322601379793
36,2020-02-27,0,125.84962926813343,635.4161300689894,False,37,0.37568094056540646,1270.8322601379793
37,2020-02-28,0,125.84962926813343,635.4161300689894,False,38,0.41164916872550034,1270.8322601379793
38,2020-02-29,0,125.84962926813343,635.4161300689894,False,39,0.4510598236377953,1270.8322601379793
39,2020-03-01,0,125.84962926813343,635.4161300689894,False,40,0.4942421258278592,1270.8322601379793
40,2020-03-02,0,125.84962926813343,635.4161300689894,False,41,0.5415567320013503,1270.8322601379793
41,2020-03-03,0,125.84962926813343,635.4161300689894,False,42,0.5933987269074859,1270.8322601379793
42,2020-03-04,0,125.84962926813343,635.4161300689894,False,43,0.6502008979640101,1270.8322601379793
43,2020-03-05,0,125.84962926813343,635.4161300689894,False,44,0.7124373189689971,1270.8322601379793
44,2020-03-06,0,125.84962926813343,635.4161300689894,False,45,0.7806272715952446,1270.8322601379793
45,2020-03-07,0,125.84962926813343,635.4161300689894,False,46,0.8553395359304553,1270.8322601379793
46,2020-03-08,0,125.84962926813343,635.4161300689894,False,47,0.9371970841037831,1270.8322601379793
47,2020-03-09,0,125.84962926813343,635.4161300689894,False,48,1.0268822140396043,1270.8322601379793
48,2020-03-10,0,125.84962926813343,635.4161300689894,False,49,1.1251421636154642,1270.8322601379793
49,2020-03-11,0,125.84962926813343,635.4161300689894,False,50,1.2327952489854104,1270.8322601379793
50,2020-03-12,0,125.84962926813343,635.4161300689894,False,51,1.3507375745739696,1270.8322601379793
51,2020-03-13,0,125.84962926813343,635.4161300689894,False,52,1.4799503662602933,1270.8322601379793
52,2020-03-14,0,125.84962926813343,635.4161300689894,False,53,1.6215079835649215,1270.8322601379793
53,2020-03-15,0,125.84962926813343,635.4161300689894,False,54,1.7765866712293086,1270.8322601379793
54,2020-03-16,0,125.84962926813343,635.4161300689894,False,55,1.946474115443312,1270.8322601379793
55,2020-03-17,0,125.84962926813343,635.4161300689894,False,56,2.132579875126289,1270.8322601379793
56,2020-03-18,0,125.84962926813343,635.4161300689894,False,57,2.33644676409583,1270.8322601379793
57,2020-03-19,1,125.84962926813343,635.4161300689894,False,58,2.5597632656493055,1270.8322601379793
58,2020-03-20,1,125.84962926813343,635.4161300689894,False,59,2.804377067012935,1270.8322601379793
59,2020-03-21,1,125.84962926813343,635.4161300689894,False,60,3.0723098072454285,1270.8322601379793
60,2020-03-22,1,125.84962926813343,635.4161300689894,False,61,3.365773138467555,1270.8322601379793
61,2020-03-23,1,125.84962926813343,635.4161300689894,False,62,3.6871862066578203,1270.8322601379793
62,2020-03-24,3,125.84962926813343,635.4161300689894,False,63,4.039194664617891,1270.8322601379793
63,2020-03-25,3,125.84962926813343,635.4161300689894,False,64,4.424691335953485,1270.8322601379793
