,Report_Date,Chad_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,3,125.84962926813343,635.4161300689894,False,65,4.846838654890069,1270.8322601379793
65,2020-03-27,3,125.84962926813343,635.4161300689894,False,66,5.3090930122612505,1270.8322601379793
66,2020-03-28,3,125.84962926813343,635.4161300689894,False,67,5.815231142840518,1270.8322601379793
67,2020-03-29,3,125.84962926813343,635.4161300689894,False,68,6.369378693047558,1270.8322601379793
68,2020-03-30,5,125.84962926813343,635.4161300689894,False,69,6.976041110598464,1270.8322601379793
69,2020-03-31,7,125.84962926813343,635.4161300689894,False,70,7.64013699845918,1270.8322601379793
70,2020-04-01,7,125.84962926813343,635.4161300689894,False,71,8.367034073987355,1270.8322601379793
71,2020-04-02,8,125.84962926813343,635.4161300689894,False,72,9.162587869792105,1270.8322601379793
72,2020-04-03,8,125.84962926813343,635.4161300689894,False,73,10.033183304864826,1270.8322601379793
73,2020-04-04,9,125.84962926813343,635.4161300689894,False,74,10.985779242061554,1270.8322601379793
74,2020-04-05,9,125.84962926813343,635.4161300689894,False,75,12.027956130016827,1270.8322601379793
75,2020-04-06,9,125.84962926813343,635.4161300689894,False,76,13.167966802830165,1270.8322601379793
76,2020-04-07,10,125.84962926813343,635.4161300689894,False,77,14.41479047798456,1270.8322601379793
77,2020-04-08,10,125.84962926813343,635.4161300689894,False,78,15.77818995030739,1270.8322601379793
78,2020-04-09,11,125.84962926813343,635.4161300689894,False,79,17.268771925509785,1270.8322601379793
79,2020-04-10,11,125.84962926813343,635.4161300689894,False,80,18.898050368833243,1270.8322601379793
80,2020-04-11,11,125.84962926813343,635.4161300689894,False,81,20.678512660225756,1270.8322601379793
81,2020-04-12,18,125.84962926813343,635.4161300689894,False,82,22.623688244640714,1270.8322601379793
82,2020-04-13,23,125.84962926813343,635.4161300689894,False,83,24.748219341638208,1270.8322601379793
83,2020-04-14,23,125.84962926813343,635.4161300689894,False,84,27.067933129394657,1270.8322601379793
84,2020-04-15,23,125.84962926813343,635.4161300689894,False,85,29.599914641277515,1270.8322601379793
85,2020-04-16,27,125.84962926813343,635.4161300689894,False,86,32.362579405043626,1270.8322601379793
86,2020-04-17,27,125.84962926813343,635.4161300689894,False,87,35.37574461228822,1270.8322601379793
87,2020-04-18,33,125.84962926813343,635.4161300689894,False,88,38.66069732610937,1270.8322601379793
88,2020-04-19,33,125.84962926813343,635.4161300689894,False,89,42.240257915702756,1270.8322601379793
89,2020-04-20,33,125.84962926813343,635.4161300689894,False,90,46.13883654631663,1270.8322601379793
90,2020-04-21,33,125.84962926813343,635.4161300689894,False,91,50.382480151564785,1270.8322601379793
91,2020-04-22,33,125.84962926813343,635.4161300689894,False,92,54.998906874317896,1270.8322601379793
92,2020-04-23,33,125.84962926813343,635.4161300689894,False,93,60.01752448665367,1270.8322601379793
93,2020-04-24,40,125.84962926813343,635.4161300689894,False,94,65.46942879642882,1270.8322601379793
94,2020-04-25,46,125.84962926813343,635.4161300689894,False,95,71.38737753003326,1270.8322601379793
95,2020-04-26,46,125.84962926813343,635.4161300689894,False,96,77.8057346652481,1270.8322601379793
96,2020-04-27,46,125.84962926813343,635.4161300689894,False,97,84.76037969872142,1270.8322601379793
97,2020-04-28,52,125.84962926813343,635.4161300689894,False,98,92.28857590073062,1270.8322601379793
98,2020-04-29,52,125.84962926813343,635.4161300689894,False,99,100.42879127536689,1270.8322601379793
99,2020-04-30,73,125.84962926813343,635.4161300689894,False,100,109.22046575584115,1270.8322601379793
100,2020-05-01,73,125.84962926813343,635.4161300689894,False,101,118.70371818021114,1270.8322601379793
101,2020-05-02,117,125.84962926813343,635.4161300689894,False,102,128.918986879008,1270.8322601379793
102,2020-05-03,117,125.84962926813343,635.4161300689894,False,103,139.90659833638244,1270.8322601379793
103,2020-05-04,117,125.84962926813343,635.4161300689894,False,104,151.7062594377408,1270.8322601379793
104,2020-05-05,170,125.84962926813343,635.4161300689894,False,105,164.35647036562594,1270.8322601379793
105,2020-05-06,170,125.84962926813343,635.4161300689894,False,106,177.8938573203309,1270.8322601379793
106,2020-05-07,253,125.84962926813343,635.4161300689894,False,107,192.35242697426708,1270.8322601379793
107,2020-05-08,260,125.84962926813343,635.4161300689894,False,108,207.76274794368214,1270.8322601379793
108,2020-05-09,322,125.84962926813343,635.4161300689894,False,109,224.15106856212918,1270.8322601379793
