,Report_Date,Grenada_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
48,2020-03-10,0,0,78.00426873409668,10.987671713316514,True,49,1.1710155127828166,21.918325553986747
49,2020-03-11,0,0,78.00426873409668,10.987671713316514,True,50,1.2859935949361916,21.918325553986747
50,2020-03-12,0,0,78.00426873409668,10.987671713316514,True,51,1.4114950518369382,21.918325553986747
51,2020-03-13,0,0,78.00426873409668,10.987671713316514,True,52,1.5483277375869404,21.918325553986747
52,2020-03-14,0,0,78.00426873409668,10.987671713316514,True,53,1.6973303428152806,21.918325553986747
53,2020-03-15,0,0,78.00426873409668,10.987671713316514,True,54,1.8593669211184891,21.918325553986747
54,2020-03-16,0,0,78.00426873409668,10.987671713316514,True,55,2.035319784285606,21.918325553986747
55,2020-03-17,0,0,78.00426873409668,10.987671713316514,True,56,2.226080574648363,21.918325553986747
56,2020-03-18,0,0,78.00426873409668,10.987671713316514,True,57,2.4325393405787157,21.918325553986747
57,2020-03-19,0,0,78.00426873409668,10.987671713316514,True,58,2.6555714733334455,21.918325553986747
58,2020-03-20,0,0,78.00426873409668,10.987671713316514,True,59,2.8960224130966377,21.918325553986747
59,2020-03-21,0,0,78.00426873409668,10.987671713316514,True,60,3.1546901018856675,21.918325553986747
60,2020-03-22,1,1,78.00426873409668,10.987671713316514,True,61,3.432305252969156,21.918325553986747
61,2020-03-23,1,1,78.00426873409668,10.987671713316514,True,62,3.729509621416159,21.918325553986747
62,2020-03-24,1,1,78.00426873409668,10.987671713316514,True,63,4.046832597417301,21.918325553986747
63,2020-03-25,1,1,78.00426873409668,10.987671713316514,True,64,4.384666599793992,21.918325553986747
64,2020-03-26,7,7,78.00426873409668,10.987671713316514,True,65,4.7432419154397305,21.918325553986747
65,2020-03-27,7,7,78.00426873409668,10.987671713316514,True,66,5.122601801830183,21.918325553986747
66,2020-03-28,7,7,78.00426873409668,10.987671713316514,True,67,5.522578831343468,21.918325553986747
67,2020-03-29,9,9,78.00426873409668,10.987671713316514,True,68,5.942773592097713,21.918325553986747
68,2020-03-30,9,9,78.00426873409668,10.987671713316514,True,69,6.382536952423949,21.918325553986747
69,2020-03-31,9,9,78.00426873409668,10.987671713316514,True,70,6.840957126534701,21.918325553986747
70,2020-04-01,9,9,78.00426873409668,10.987671713316514,True,71,7.316852730673083,21.918325553986747
71,2020-04-02,10,10,78.00426873409668,10.987671713316514,True,72,7.808772879538465,21.918325553986747
72,2020-04-03,12,12,78.00426873409668,10.987671713316514,True,73,8.31500513653922,21.918325553986747
73,2020-04-04,12,12,78.00426873409668,10.987671713316514,True,74,8.83359180218558,21.918325553986747
74,2020-04-05,12,12,78.00426873409668,10.987671713316514,True,75,9.362354617275043,21.918325553986747
75,2020-04-06,12,12,78.00426873409668,10.987671713316514,True,76,9.898927496964667,21.918325553986747
76,2020-04-07,12,12,78.00426873409668,10.987671713316514,True,77,10.44079643332941,21.918325553986747
77,2020-04-08,12,12,78.00426873409668,10.987671713316514,True,78,10.98534524872145,21.918325553986747
78,2020-04-09,12,12,78.00426873409668,10.987671713316514,True,79,11.529905492840575,21.918325553986747
79,2020-04-10,14,14,78.00426873409668,10.987671713316514,True,80,12.07180849163742,21.918325553986747
80,2020-04-11,14,14,78.00426873409668,10.987671713316514,True,81,12.60843740547322,21.918325553986747
81,2020-04-12,14,14,78.00426873409668,10.987671713316514,True,82,13.137277153307698,21.918325553986747
82,2020-04-13,14,14,78.00426873409668,10.987671713316514,True,83,13.655960209149457,21.918325553986747
83,2020-04-14,14,14,78.00426873409668,10.987671713316514,True,84,14.16230656075471,21.918325553986747
84,2020-04-15,14,14,78.00426873409668,10.987671713316514,True,85,14.654356509226785,21.918325553986747
85,2020-04-16,14,14,78.00426873409668,10.987671713316514,True,86,15.1303954430689,21.918325553986747
86,2020-04-17,14,8,78.00426873409668,10.987671713316514,True,87,15.588970198720197,21.918325553986747
87,2020-04-18,14,8,78.00426873409668,10.987671713316514,True,88,16.028897080475623,21.918325553986747
88,2020-04-19,14,8,78.00426873409668,10.987671713316514,True,89,16.44926202092526,21.918325553986747
89,2020-04-20,14,8,78.00426873409668,10.987671713316514,True,90,16.849413693033767,21.918325553986747
90,2020-04-21,14,8,78.00426873409668,10.987671713316514,True,91,17.228950622050274,21.918325553986747
91,2020-04-22,15,9,78.00426873409668,10.987671713316514,True,92,17.58770348574215,21.918325553986747
92,2020-04-23,15,9,78.00426873409668,10.987671713316514,True,93,17.9257138404558,21.918325553986747
93,2020-04-24,15,8,78.00426873409668,10.987671713316514,True,94,18.243210480670232,21.918325553986747
94,2020-04-25,18,11,78.00426873409668,10.987671713316514,True,95,18.540584547750257,21.918325553986747
95,2020-04-26,18,11,78.00426873409668,10.987671713316514,True,96,18.818364367934365,21.918325553986747
96,2020-04-27,18,11,78.00426873409668,10.987671713316514,True,97,19.077190838135778,21.918325553986747
97,2020-04-28,19,9,78.00426873409668,10.987671713316514,True,98,19.317794006766796,21.918325553986747
98,2020-04-29,20,7,78.00426873409668,10.987671713316514,True,99,19.540971328397823,21.918325553986747
99,2020-04-30,20,7,78.00426873409668,10.987671713316514,True,100,19.747567915148693,21.918325553986747
100,2020-05-01,20,7,78.00426873409668,10.987671713316514,True,101,19.938458970511235,21.918325553986747
101,2020-05-02,21,8,78.00426873409668,10.987671713316514,True,102,20.114534476135383,21.918325553986747
102,2020-05-03,21,8,78.00426873409668,10.987671713316514,True,103,20.27668610993406,21.918325553986747
103,2020-05-04,21,8,78.00426873409668,10.987671713316514,True,104,20.42579630386475,21.918325553986747
104,2020-05-05,21,8,78.00426873409668,10.987671713316514,True,105,20.56272929993323,21.918325553986747
105,2020-05-06,21,8,78.00426873409668,10.987671713316514,True,106,20.68832403065093,21.918325553986747
106,2020-05-07,21,8,78.00426873409668,10.987671713316514,True,107,20.803388632384138,21.918325553986747
107,2020-05-08,21,8,78.00426873409668,10.987671713316514,True,108,20.908696393788205,21.918325553986747
108,2020-05-09,21,8,78.00426873409668,10.987671713316514,True,109,21.004982944051264,21.918325553986747
109,2020-05-10,21,8,78.00426873409668,10.987671713316514,True,110,21.09294449452936,21.918325553986747
110,2020-05-11,21,8,78.00426873409668,10.987671713316514,True,111,21.173236960463978,21.918325553986747
111,2020-05-12,21,8,78.00426873409668,10.987671713316514,True,112,21.246475805144662,21.918325553986747
112,2020-05-13,21,8,78.00426873409668,10.987671713316514,True,113,21.31323646579025,21.918325553986747
113,2020-05-14,21,7,78.00426873409668,10.987671713316514,True,114,21.374055237576133,21.918325553986747
114,2020-05-15,22,8,78.00426873409668,10.987671713316514,True,115,21.4294305089144,21.918325553986747
115,2020-05-16,22,8,78.00426873409668,10.987671713316514,True,116,21.479824256813906,21.918325553986747
116,2020-05-17,22,8,78.00426873409668,10.987671713316514,True,117,21.525663725604446,21.918325553986747
117,2020-05-18,22,8,78.00426873409668,10.987671713316514,True,118,21.56734322534416,21.918325553986747
118,2020-05-19,22,8,78.00426873409668,10.987671713316514,True,119,21.60522599778498,21.918325553986747
119,2020-05-20,22,5,78.00426873409668,10.987671713316514,True,120,21.63964610786751,21.918325553986747
120,2020-05-21,22,5,78.00426873409668,10.987671713316514,True,121,21.6709103274235,21.918325553986747
121,2020-05-22,22,5,78.00426873409668,10.987671713316514,True,122,21.699299985183636,21.918325553986747
122,2020-05-23,22,5,78.00426873409668,10.987671713316514,True,123,21.725072763439172,21.918325553986747
123,2020-05-24,22,5,78.00426873409668,10.987671713316514,True,124,21.748464426915238,21.918325553986747
124,2020-05-25,23,5,78.00426873409668,10.987671713316514,True,125,21.769690473707318,21.918325553986747
125,2020-05-26,23,5,78.00426873409668,10.987671713316514,True,126,21.788947701631464,21.918325553986747
126,2020-05-27,23,5,78.00426873409668,10.987671713316514,True,127,21.806415686155873,21.918325553986747
127,2020-05-28,23,5,78.00426873409668,10.987671713316514,True,128,21.82225816831956,21.918325553986747
