,Report_Date,Grenada_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,78.00426873409668,10.987671713316514,True,1,0.010571860652190648,21.918325553986747
1,2020-01-23,0,0,78.00426873409668,10.987671713316514,True,2,0.011673810682676946,21.918325553986747
2,2020-01-24,0,0,78.00426873409668,10.987671713316514,True,3,0.01289055424592582,21.918325553986747
3,2020-01-25,0,0,78.00426873409668,10.987671713316514,True,4,0.014234034955370472,21.918325553986747
4,2020-01-26,0,0,78.00426873409668,10.987671713316514,True,5,0.015717435847927556,21.918325553986747
5,2020-01-27,0,0,78.00426873409668,10.987671713316514,True,6,0.017355307291727642,21.918325553986747
6,2020-01-28,0,0,78.00426873409668,10.987671713316514,True,7,0.019163707937827776,21.918325553986747
7,2020-01-29,0,0,78.00426873409668,10.987671713316514,True,8,0.021160360011790308,21.918325553986747
8,2020-01-30,0,0,78.00426873409668,10.987671713316514,True,9,0.02336482036214101,21.918325553986747
9,2020-01-31,0,0,78.00426873409668,10.987671713316514,True,10,0.02579866881344887,21.918325553986747
10,2020-02-01,0,0,78.00426873409668,10.987671713316514,True,11,0.028485715512451524,21.918325553986747
11,2020-02-02,0,0,78.00426873409668,10.987671713316514,True,12,0.03145222910653382,21.918325553986747
12,2020-02-03,0,0,78.00426873409668,10.987671713316514,True,13,0.03472718775506455,21.918325553986747
13,2020-02-04,0,0,78.00426873409668,10.987671713316514,True,14,0.03834255514552962,21.918325553986747
14,2020-02-05,0,0,78.00426873409668,10.987671713316514,True,15,0.0423335838677441,21.918325553986747
15,2020-02-06,0,0,78.00426873409668,10.987671713316514,True,16,0.04673914869003252,21.918325553986747
16,2020-02-07,0,0,78.00426873409668,10.987671713316514,True,17,0.0516021124800744,21.918325553986747
17,2020-02-08,0,0,78.00426873409668,10.987671713316514,True,18,0.05696972771853337,21.918325553986747
18,2020-02-09,0,0,78.00426873409668,10.987671713316514,True,19,0.06289407676337556,21.918325553986747
19,2020-02-10,0,0,78.00426873409668,10.987671713316514,True,20,0.06943255423386444,21.918325553986747
20,2020-02-11,0,0,78.00426873409668,10.987671713316514,True,21,0.076648395091501,21.918325553986747
21,2020-02-12,0,0,78.00426873409668,10.987671713316514,True,22,0.08461125219530996,21.918325553986747
22,2020-02-13,0,0,78.00426873409668,10.987671713316514,True,23,0.09339782729396322,21.918325553986747
23,2020-02-14,0,0,78.00426873409668,10.987671713316514,True,24,0.1030925595785256,21.918325553986747
24,2020-02-15,0,0,78.00426873409668,10.987671713316514,True,25,0.11378837604607747,21.918325553986747
25,2020-02-16,0,0,78.00426873409668,10.987671713316514,True,26,0.12558750800238105,21.918325553986747
26,2020-02-17,0,0,78.00426873409668,10.987671713316514,True,27,0.13860237804412553,21.918325553986747
27,2020-02-18,0,0,78.00426873409668,10.987671713316514,True,28,0.15295656178727904,21.918325553986747
28,2020-02-19,0,0,78.00426873409668,10.987671713316514,True,29,0.16878582842232664,21.918325553986747
29,2020-02-20,0,0,78.00426873409668,10.987671713316514,True,30,0.18623926384902095,21.918325553986747
30,2020-02-21,0,0,78.00426873409668,10.987671713316514,True,31,0.20548047963592211,21.918325553986747
31,2020-02-22,0,0,78.00426873409668,10.987671713316514,True,32,0.2266889103196269,21.918325553986747
32,2020-02-23,0,0,78.00426873409668,10.987671713316514,True,33,0.25006120055339914,21.918325553986747
33,2020-02-24,0,0,78.00426873409668,10.987671713316514,True,34,0.27581268227424005,21.918325553986747
34,2020-02-25,0,0,78.00426873409668,10.987671713316514,True,35,0.3041789403108626,21.918325553986747
35,2020-02-26,0,0,78.00426873409668,10.987671713316514,True,36,0.3354174626217016,21.918325553986747
36,2020-02-27,0,0,78.00426873409668,10.987671713316514,True,37,0.3698093685402919,21.918325553986747
37,2020-02-28,0,0,78.00426873409668,10.987671713316514,True,38,0.4076612049125574,21.918325553986747
38,2020-02-29,0,0,78.00426873409668,10.987671713316514,True,39,0.4493067957241953,21.918325553986747
39,2020-03-01,0,0,78.00426873409668,10.987671713316514,True,40,0.49510912561546333,21.918325553986747
40,2020-03-02,0,0,78.00426873409668,10.987671713316514,True,41,0.5454622314390911,21.918325553986747
41,2020-03-03,0,0,78.00426873409668,10.987671713316514,True,42,0.6007930686082267,21.918325553986747
42,2020-03-04,0,0,78.00426873409668,10.987671713316514,True,43,0.6615633102858314,21.918325553986747
43,2020-03-05,0,0,78.00426873409668,10.987671713316514,True,44,0.7282710273826991,21.918325553986747
44,2020-03-06,0,0,78.00426873409668,10.987671713316514,True,45,0.8014521857880322,21.918325553986747
45,2020-03-07,0,0,78.00426873409668,10.987671713316514,True,46,0.8816818842344142,21.918325553986747
46,2020-03-08,0,0,78.00426873409668,10.987671713316514,True,47,0.9695752417530855,21.918325553986747
47,2020-03-09,0,0,78.00426873409668,10.987671713316514,True,48,1.0657878279653754,21.918325553986747
