,Report_Date,Zambia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,127.66370148881124,1106.4382725981911,True,1,0.024216860127120626,1587.76145417961
1,2020-01-23,0,0,127.66370148881124,1106.4382725981911,True,2,0.02650225237471712,1587.76145417961
2,2020-01-24,0,0,127.66370148881124,1106.4382725981911,True,3,0.029003318712229935,1587.76145417961
3,2020-01-25,0,0,127.66370148881124,1106.4382725981911,True,4,0.03174041189801614,1587.76145417961
4,2020-01-26,0,0,127.66370148881124,1106.4382725981911,True,5,0.03473580523154146,1587.76145417961
5,2020-01-27,0,0,127.66370148881124,1106.4382725981911,True,6,0.03801387375898676,1587.76145417961
6,2020-01-28,0,0,127.66370148881124,1106.4382725981911,True,7,0.041601292571530175,1587.76145417961
7,2020-01-29,0,0,127.66370148881124,1106.4382725981911,True,8,0.04552725380776206,1587.76145417961
8,2020-01-30,0,0,127.66370148881124,1106.4382725981911,True,9,0.04982370412344544,1587.76145417961
9,2020-01-31,0,0,127.66370148881124,1106.4382725981911,True,10,0.05452560455784845,1587.76145417961
10,2020-02-01,0,0,127.66370148881124,1106.4382725981911,True,11,0.05967121490747998,1587.76145417961
11,2020-02-02,0,0,127.66370148881124,1106.4382725981911,True,12,0.0653024049167115,1587.76145417961
12,2020-02-03,0,0,127.66370148881124,1106.4382725981911,True,13,0.07146499481205808,1587.76145417961
13,2020-02-04,0,0,127.66370148881124,1106.4382725981911,True,14,0.07820912794455667,1587.76145417961
14,2020-02-05,0,0,127.66370148881124,1106.4382725981911,True,15,0.08558967856461745,1587.76145417961
15,2020-02-06,0,0,127.66370148881124,1106.4382725981911,True,16,0.09366669803800425,1587.76145417961
16,2020-02-07,0,0,127.66370148881124,1106.4382725981911,True,17,0.1025059031224852,1587.76145417961
17,2020-02-08,0,0,127.66370148881124,1106.4382725981911,True,18,0.11217921026464746,1587.76145417961
18,2020-02-09,0,0,127.66370148881124,1106.4382725981911,True,19,0.12276532024808454,1587.76145417961
19,2020-02-10,0,0,127.66370148881124,1106.4382725981911,True,20,0.13435035793057204,1587.76145417961
20,2020-02-11,0,0,127.66370148881124,1106.4382725981911,True,21,0.14702857225214544,1587.76145417961
21,2020-02-12,0,0,127.66370148881124,1106.4382725981911,True,22,0.16090310218166917,1587.76145417961
22,2020-02-13,0,0,127.66370148881124,1106.4382725981911,True,23,0.17608681480033153,1587.76145417961
23,2020-02-14,0,0,127.66370148881124,1106.4382725981911,True,24,0.19270322230065018,1587.76145417961
24,2020-02-15,0,0,127.66370148881124,1106.4382725981911,True,25,0.21088748531352183,1587.76145417961
25,2020-02-16,0,0,127.66370148881124,1106.4382725981911,True,26,0.230787510668489,1587.76145417961
26,2020-02-17,0,0,127.66370148881124,1106.4382725981911,True,27,0.2525651524490392,1587.76145417961
27,2020-02-18,0,0,127.66370148881124,1106.4382725981911,True,28,0.27639752603116974,1587.76145417961
28,2020-02-19,0,0,127.66370148881124,1106.4382725981911,True,29,0.3024784456959073,1587.76145417961
29,2020-02-20,0,0,127.66370148881124,1106.4382725981911,True,30,0.3310199973917573,1587.76145417961
30,2020-02-21,0,0,127.66370148881124,1106.4382725981911,True,31,0.36225425929852906,1587.76145417961
31,2020-02-22,0,0,127.66370148881124,1106.4382725981911,True,32,0.3964351840175978,1587.76145417961
32,2020-02-23,0,0,127.66370148881124,1106.4382725981911,True,33,0.43384065749403117,1587.76145417961
33,2020-02-24,0,0,127.66370148881124,1106.4382725981911,True,34,0.4747747511723988,1587.76145417961
34,2020-02-25,0,0,127.66370148881124,1106.4382725981911,True,35,0.5195701854105224,1587.76145417961
35,2020-02-26,0,0,127.66370148881124,1106.4382725981911,True,36,0.5685910238346547,1587.76145417961
36,2020-02-27,0,0,127.66370148881124,1106.4382725981911,True,37,0.6222356201271754,1587.76145417961
37,2020-02-28,0,0,127.66370148881124,1106.4382725981911,True,38,0.6809398407062308,1587.76145417961
38,2020-02-29,0,0,127.66370148881124,1106.4382725981911,True,39,0.7451805888990717,1587.76145417961
39,2020-03-01,0,0,127.66370148881124,1106.4382725981911,True,40,0.8154796585412492,1587.76145417961
40,2020-03-02,0,0,127.66370148881124,1106.4382725981911,True,41,0.8924079474673223,1587.76145417961
41,2020-03-03,0,0,127.66370148881124,1106.4382725981911,True,42,0.976590064111147,1587.76145417961
42,2020-03-04,0,0,127.66370148881124,1106.4382725981911,True,43,1.068709363421893,1587.76145417961
43,2020-03-05,0,0,127.66370148881124,1106.4382725981911,True,44,1.1695134515431633,1587.76145417961
44,2020-03-06,0,0,127.66370148881124,1106.4382725981911,True,45,1.2798202022152676,1587.76145417961
45,2020-03-07,0,0,127.66370148881124,1106.4382725981911,True,46,1.4005243316636473,1587.76145417961
46,2020-03-08,0,0,127.66370148881124,1106.4382725981911,True,47,1.532604582849092,1587.76145417961
47,2020-03-09,0,0,127.66370148881124,1106.4382725981911,True,48,1.6771315743973083,1587.76145417961
48,2020-03-10,0,0,127.66370148881124,1106.4382725981911,True,49,1.835276374316225,1587.76145417961
49,2020-03-11,0,0,127.66370148881124,1106.4382725981911,True,50,2.0083198637684334,1587.76145417961
50,2020-03-12,0,0,127.66370148881124,1106.4382725981911,True,51,2.197662961711823,1587.76145417961
51,2020-03-13,0,0,127.66370148881124,1106.4382725981911,True,52,2.404837787170844,1587.76145417961
52,2020-03-14,0,0,127.66370148881124,1106.4382725981911,True,53,2.631519842268873,1587.76145417961
53,2020-03-15,0,0,127.66370148881124,1106.4382725981911,True,54,2.879541305950825,1587.76145417961
54,2020-03-16,0,0,127.66370148881124,1106.4382725981911,True,55,3.150905535562409,1587.76145417961
55,2020-03-17,0,0,127.66370148881124,1106.4382725981911,True,56,3.447802881130515,1587.76145417961
56,2020-03-18,2,2,127.66370148881124,1106.4382725981911,True,57,3.772627925303503,1587.76145417961
57,2020-03-19,2,2,127.66370148881124,1106.4382725981911,True,58,4.1279982704467795,1587.76145417961
58,2020-03-20,2,2,127.66370148881124,1106.4382725981911,True,59,4.516775003322479,1587.76145417961
59,2020-03-21,2,2,127.66370148881124,1106.4382725981911,True,60,4.94208497707247,1587.76145417961
60,2020-03-22,3,3,127.66370148881124,1106.4382725981911,True,61,5.407345059813057,1587.76145417961
61,2020-03-23,3,3,127.66370148881124,1106.4382725981911,True,62,5.916288508957518,1587.76145417961
62,2020-03-24,3,3,127.66370148881124,1106.4382725981911,True,63,6.4729936403015245,1587.76145417961
