,Report_Date,Uruguay_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
26,2020-02-17,0,74.18484792074702,356.53031128348465,True,27,6.756736307756754,710.8987036986821
27,2020-02-18,0,74.18484792074702,356.53031128348465,True,28,7.449130386172147,710.8987036986821
28,2020-02-19,0,74.18484792074702,356.53031128348465,True,29,8.211652380165676,710.8987036986821
29,2020-02-20,0,74.18484792074702,356.53031128348465,True,30,9.051227848267535,710.8987036986821
30,2020-02-21,0,74.18484792074702,356.53031128348465,True,31,9.97542830637298,710.8987036986821
31,2020-02-22,0,74.18484792074702,356.53031128348465,True,32,10.992523309977523,710.8987036986821
32,2020-02-23,0,74.18484792074702,356.53031128348465,True,33,12.111534937641844,710.8987036986821
33,2020-02-24,0,74.18484792074702,356.53031128348465,True,34,13.342294349071633,710.8987036986821
34,2020-02-25,0,74.18484792074702,356.53031128348465,True,35,14.695499956537809,710.8987036986821
35,2020-02-26,0,74.18484792074702,356.53031128348465,True,36,16.182776585370487,710.8987036986821
36,2020-02-27,0,74.18484792074702,356.53031128348465,True,37,17.8167348040963,710.8987036986821
37,2020-02-28,0,74.18484792074702,356.53031128348465,True,38,19.611029373623715,710.8987036986821
38,2020-02-29,0,74.18484792074702,356.53031128348465,True,39,21.580415494120192,710.8987036986821
39,2020-03-01,0,74.18484792074702,356.53031128348465,True,40,23.740801214831528,710.8987036986821
40,2020-03-02,0,74.18484792074702,356.53031128348465,True,41,26.109294014024357,710.8987036986821
41,2020-03-03,0,74.18484792074702,356.53031128348465,True,42,28.70423915301277,710.8987036986821
42,2020-03-04,0,74.18484792074702,356.53031128348465,True,43,31.545246961689433,710.8987036986821
43,2020-03-05,0,74.18484792074702,356.53031128348465,True,44,34.6532057281654,710.8987036986821
44,2020-03-06,0,74.18484792074702,356.53031128348465,True,45,38.050276351392114,710.8987036986821
45,2020-03-07,0,74.18484792074702,356.53031128348465,True,46,41.75986438793656,710.8987036986821
46,2020-03-08,0,74.18484792074702,356.53031128348465,True,47,45.80656460434925,710.8987036986821
47,2020-03-09,0,74.18484792074702,356.53031128348465,True,48,50.21607266520985,710.8987036986821
48,2020-03-10,0,74.18484792074702,356.53031128348465,True,49,55.015058184244836,710.8987036986821
49,2020-03-11,0,74.18484792074702,356.53031128348465,True,50,60.230993093189525,710.8987036986821
50,2020-03-12,0,74.18484792074702,356.53031128348465,True,51,65.8919292032544,710.8987036986821
51,2020-03-13,4,74.18484792074702,356.53031128348465,True,52,72.02621902143365,710.8987036986821
52,2020-03-14,6,74.18484792074702,356.53031128348465,True,53,78.6621744224414,710.8987036986821
53,2020-03-15,8,74.18484792074702,356.53031128348465,True,54,85.82765875695316,710.8987036986821
54,2020-03-16,29,74.18484792074702,356.53031128348465,True,55,93.54960948854296,710.8987036986821
55,2020-03-17,50,74.18484792074702,356.53031128348465,True,56,101.85349057728105,710.8987036986821
56,2020-03-18,79,74.18484792074702,356.53031128348465,True,57,110.76267662917107,710.8987036986821
57,2020-03-19,94,74.18484792074702,356.53031128348465,True,58,120.29777433414384,710.8987036986821
58,2020-03-20,110,74.18484792074702,356.53031128348465,True,59,130.47589089566603,710.8987036986821
59,2020-03-21,135,74.18484792074702,356.53031128348465,True,60,141.30986391641034,710.8987036986821
60,2020-03-22,158,74.18484792074702,356.53031128348465,True,61,152.80747236435948,710.8987036986821
61,2020-03-23,162,74.18484792074702,356.53031128348465,True,62,164.97065352106551,710.8987036986821
62,2020-03-24,189,74.18484792074702,356.53031128348465,True,63,177.79475582574406,710.8987036986821
63,2020-03-25,217,74.18484792074702,356.53031128348465,True,64,191.26786180077184,710.8987036986821
64,2020-03-26,238,74.18484792074702,356.53031128348465,True,65,205.37021823592764,710.8987036986821
65,2020-03-27,274,74.18484792074702,356.53031128348465,True,66,220.0738119602455,710.8987036986821
66,2020-03-28,303,74.18484792074702,356.53031128348465,True,67,235.34212832465542,710.8987036986821
67,2020-03-29,309,74.18484792074702,356.53031128348465,True,68,251.13012555855704,710.8987036986821
68,2020-03-30,320,74.18484792074702,356.53031128348465,True,69,267.38445125289905,710.8987036986821
69,2020-03-31,338,74.18484792074702,356.53031128348465,True,70,284.0439174384805,710.8987036986821
70,2020-04-01,350,74.18484792074702,356.53031128348465,True,71,301.04023847057556,710.8987036986821
71,2020-04-02,369,74.18484792074702,356.53031128348465,True,72,318.29902193171273,710.8987036986821
72,2020-04-03,386,74.18484792074702,356.53031128348465,True,73,335.7409880496523,710.8987036986821
73,2020-04-04,400,74.18484792074702,356.53031128348465,True,74,353.2833789270854,710.8987036986821
74,2020-04-05,406,74.18484792074702,356.53031128348465,True,75,370.8415064921634,710.8987036986821
75,2020-04-06,415,74.18484792074702,356.53031128348465,True,76,388.3303787111299,710.8987036986821
76,2020-04-07,424,74.18484792074702,356.53031128348465,True,77,405.66633820790554,710.8987036986821
77,2020-04-08,456,74.18484792074702,356.53031128348465,True,78,422.7686465727991,710.8987036986821
78,2020-04-09,473,74.18484792074702,356.53031128348465,True,79,439.5609514043882,710.8987036986821
79,2020-04-10,494,74.18484792074702,356.53031128348465,True,80,455.9725811208893,710.8987036986821
80,2020-04-11,501,74.18484792074702,356.53031128348465,True,81,471.93962397881586,710.8987036986821
81,2020-04-12,480,74.18484792074702,356.53031128348465,True,82,487.4057614169946,710.8987036986821
82,2020-04-13,483,74.18484792074702,356.53031128348465,True,83,502.3228405189245,710.8987036986821
83,2020-04-14,492,74.18484792074702,356.53031128348465,True,84,516.6511847831207,710.8987036986821
84,2020-04-15,493,74.18484792074702,356.53031128348465,True,85,530.3596553948926,710.8987036986821
85,2020-04-16,502,74.18484792074702,356.53031128348465,True,86,543.4254859558874,710.8987036986821
86,2020-04-17,508,74.18484792074702,356.53031128348465,True,87,555.8339216259689,710.8987036986821
87,2020-04-18,517,74.18484792074702,356.53031128348465,True,88,567.5776986731114,710.8987036986821
88,2020-04-19,528,74.18484792074702,356.53031128348465,True,89,578.6564026136472,710.8987036986821
89,2020-04-20,535,74.18484792074702,356.53031128348465,True,90,589.0757427895019,710.8987036986821
90,2020-04-21,543,74.18484792074702,356.53031128348465,True,91,598.8467788531203,710.8987036986821
91,2020-04-22,549,74.18484792074702,356.53031128348465,True,92,607.9851307669705,710.8987036986821
92,2020-04-23,557,74.18484792074702,356.53031128348465,True,93,616.5101991266237,710.8987036986821
93,2020-04-24,563,74.18484792074702,356.53031128348465,True,94,624.4444173873035,710.8987036986821
94,2020-04-25,596,74.18484792074702,356.53031128348465,True,95,631.8125523322577,710.8987036986821
95,2020-04-26,606,74.18484792074702,356.53031128348465,True,96,638.6410641862549,710.8987036986821
96,2020-04-27,620,74.18484792074702,356.53031128348465,True,97,644.9575333669109,710.8987036986821
97,2020-04-28,625,74.18484792074702,356.53031128348465,True,98,650.7901571064801,710.8987036986821
98,2020-04-29,630,74.18484792074702,356.53031128348465,True,99,656.1673161166074,710.8987036986821
99,2020-04-30,643,74.18484792074702,356.53031128348465,True,100,661.1172090988587,710.8987036986821
100,2020-05-01,648,74.18484792074702,356.53031128348465,True,101,665.6675511739661,710.8987036986821
101,2020-05-02,652,74.18484792074702,356.53031128348465,True,102,669.8453311365321,710.8987036986821
102,2020-05-03,655,74.18484792074702,356.53031128348465,True,103,673.6766217509,710.8987036986821
103,2020-05-04,657,74.18484792074702,356.53031128348465,True,104,677.1864369969148,710.8987036986821
104,2020-05-05,670,74.18484792074702,356.53031128348465,True,105,680.3986301645435,710.8987036986821
105,2020-05-06,673,74.18484792074702,356.53031128348465,True,106,683.3358269056945,710.8987036986821
106,2020-05-07,684,74.18484792074702,356.53031128348465,True,107,686.0193877127952,710.8987036986821
107,2020-05-08,694,74.18484792074702,356.53031128348465,True,108,688.4693947512329,710.8987036986821
108,2020-05-09,702,74.18484792074702,356.53031128348465,True,109,690.7046584823341,710.8987036986821
109,2020-05-10,707,74.18484792074702,356.53031128348465,True,110,692.7427400412973,710.8987036986821
110,2020-05-11,711,74.18484792074702,356.53031128348465,True,111,694.5999858554669,710.8987036986821
111,2020-05-12,717,74.18484792074702,356.53031128348465,True,112,696.2915714852014,710.8987036986821
112,2020-05-13,719,74.18484792074702,356.53031128348465,True,113,697.8315521310733,710.8987036986821
113,2020-05-14,724,74.18484792074702,356.53031128348465,True,114,699.2329176707318,710.8987036986821
114,2020-05-15,732,74.18484792074702,356.53031128348465,True,115,700.5076504635765,710.8987036986821
115,2020-05-16,733,74.18484792074702,356.53031128348465,True,116,701.6667844911253,710.8987036986821
116,2020-05-17,734,74.18484792074702,356.53031128348465,True,117,702.7204646871743,710.8987036986821
117,2020-05-18,737,74.18484792074702,356.53031128348465,True,118,703.678005557253,710.8987036986821
118,2020-05-19,738,74.18484792074702,356.53031128348465,True,119,704.5479483949092,710.8987036986821
119,2020-05-20,746,74.18484792074702,356.53031128348465,True,120,705.3381165767964,710.8987036986821
120,2020-05-21,749,74.18484792074702,356.53031128348465,True,121,706.0556685632286,710.8987036986821
121,2020-05-22,753,74.18484792074702,356.53031128348465,True,122,706.7071483495779,710.8987036986821
122,2020-05-23,764,74.18484792074702,356.53031128348465,True,123,707.2985332101737,710.8987036986821
