,Report_Date,Romania_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
116,2020-05-17,16871,5874,91.74516924140259,9405.927665003122,True,117,16926.76326039123,18480.09856580428
117,2020-05-18,17036,5986,91.74516924140259,9405.927665003122,True,118,17069.14391918266,18480.09856580428
118,2020-05-19,17191,5888,91.74516924140259,9405.927665003122,True,119,17201.793504393998,18480.09856580428
119,2020-05-20,17387,5884,91.74516924140259,9405.927665003122,True,120,17325.22561162229,18480.09856580428
120,2020-05-21,17585,5848,91.74516924140259,9405.927665003122,True,121,17439.94973042438,18480.09856580428
121,2020-05-22,17712,5769,91.74516924140259,9405.927665003122,True,122,17546.467142825364,18480.09856580428
122,2020-05-23,17857,5494,91.74516924140259,9405.927665003122,True,123,17645.2675456025,18480.09856580428
123,2020-05-24,18070,5486,91.74516924140259,9405.927665003122,True,124,17736.826332468318,18480.09856580428
124,2020-05-25,18283,5448,91.74516924140259,9405.927665003122,True,125,17821.60246933254,18480.09856580428
125,2020-05-26,18429,5339,91.74516924140259,9405.927665003122,True,126,17900.03689545611,18480.09856580428
126,2020-05-27,18594,5205,91.74516924140259,9405.927665003122,True,127,17972.551384922655,18480.09856580428
127,2020-05-28,18791,4927,91.74516924140259,9405.927665003122,True,128,18039.547805916816,18480.09856580428
