,Report_Date,Romania_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,91.74516924140259,9405.927665003122,True,1,7.064803897932989,18480.09856580428
1,2020-01-23,0,0,91.74516924140259,9405.927665003122,True,2,7.706021455243358,18480.09856580428
2,2020-01-24,0,0,91.74516924140259,9405.927665003122,True,3,8.405411352572775,18480.09856580428
3,2020-01-25,0,0,91.74516924140259,9405.927665003122,True,4,9.168246146950143,18480.09856580428
4,2020-01-26,0,0,91.74516924140259,9405.927665003122,True,5,10.00027534682503,18480.09856580428
5,2020-01-27,0,0,91.74516924140259,9405.927665003122,True,6,10.907768379028447,18480.09856580428
6,2020-01-28,0,0,91.74516924140259,9405.927665003122,True,7,11.897561392744466,18480.09856580428
7,2020-01-29,0,0,91.74516924140259,9405.927665003122,True,8,12.977108236723792,18480.09856580428
8,2020-01-30,0,0,91.74516924140259,9405.927665003122,True,9,14.154535974205487,18480.09856580428
9,2020-01-31,0,0,91.74516924140259,9405.927665003122,True,10,15.438705330380982,18480.09856580428
10,2020-02-01,0,0,91.74516924140259,9405.927665003122,True,11,16.83927649984827,18480.09856580428
11,2020-02-02,0,0,91.74516924140259,9405.927665003122,True,12,18.366780776472552,18480.09856580428
12,2020-02-03,0,0,91.74516924140259,9405.927665003122,True,13,20.032698505493233,18480.09856580428
13,2020-02-04,0,0,91.74516924140259,9405.927665003122,True,14,21.849543897685635,18480.09856580428
14,2020-02-05,0,0,91.74516924140259,9405.927665003122,True,15,23.83095728797154,18480.09856580428
15,2020-02-06,0,0,91.74516924140259,9405.927665003122,True,16,25.991805466126856,18480.09856580428
16,2020-02-07,0,0,91.74516924140259,9405.927665003122,True,17,28.34829075517778,18480.09856580428
17,2020-02-08,0,0,91.74516924140259,9405.927665003122,True,18,30.91806956369233,18480.09856580428
18,2020-02-09,0,0,91.74516924140259,9405.927665003122,True,19,33.720381191396,18480.09856580428
19,2020-02-10,0,0,91.74516924140259,9405.927665003122,True,20,36.77618772324136,18480.09856580428
20,2020-02-11,0,0,91.74516924140259,9405.927665003122,True,21,40.10832590503842,18480.09856580428
21,2020-02-12,0,0,91.74516924140259,9405.927665003122,True,22,43.74167195370667,18480.09856580428
22,2020-02-13,0,0,91.74516924140259,9405.927665003122,True,23,47.70332031672735,18480.09856580428
23,2020-02-14,0,0,91.74516924140259,9405.927665003122,True,24,52.02277745789845,18480.09856580428
24,2020-02-15,0,0,91.74516924140259,9405.927665003122,True,25,56.73217180929913,18480.09856580428
25,2020-02-16,0,0,91.74516924140259,9405.927665003122,True,26,61.866481091518594,18480.09856580428
26,2020-02-17,0,0,91.74516924140259,9405.927665003122,True,27,67.4637782645142,18480.09856580428
27,2020-02-18,0,0,91.74516924140259,9405.927665003122,True,28,73.56549742845715,18480.09856580428
28,2020-02-19,0,0,91.74516924140259,9405.927665003122,True,29,80.21672104576453,18480.09856580428
29,2020-02-20,0,0,91.74516924140259,9405.927665003122,True,30,87.46648989996227,18480.09856580428
30,2020-02-21,0,0,91.74516924140259,9405.927665003122,True,31,95.36813724132551,18480.09856580428
31,2020-02-22,0,0,91.74516924140259,9405.927665003122,True,32,103.97964859009323,18480.09856580428
32,2020-02-23,0,0,91.74516924140259,9405.927665003122,True,33,113.3640486714582,18480.09856580428
33,2020-02-24,0,0,91.74516924140259,9405.927665003122,True,34,123.58981693772888,18480.09856580428
34,2020-02-25,0,0,91.74516924140259,9405.927665003122,True,35,134.73133308637628,18480.09856580428
35,2020-02-26,1,1,91.74516924140259,9405.927665003122,True,36,146.8693539014171,18480.09856580428
36,2020-02-27,1,1,91.74516924140259,9405.927665003122,True,37,160.09152262187118,18480.09856580428
37,2020-02-28,3,3,91.74516924140259,9405.927665003122,True,38,174.4929118656536,18480.09856580428
38,2020-02-29,3,3,91.74516924140259,9405.927665003122,True,39,190.1766008995309,18480.09856580428
39,2020-03-01,3,3,91.74516924140259,9405.927665003122,True,40,207.25428773331623,18480.09856580428
40,2020-03-02,3,3,91.74516924140259,9405.927665003122,True,41,225.8469361151451,18480.09856580428
41,2020-03-03,3,3,91.74516924140259,9405.927665003122,True,42,246.0854569983024,18480.09856580428
42,2020-03-04,4,3,91.74516924140259,9405.927665003122,True,43,268.1114234204494,18480.09856580428
43,2020-03-05,6,5,91.74516924140259,9405.927665003122,True,44,292.07781696281637,18480.09856580428
44,2020-03-06,9,8,91.74516924140259,9405.927665003122,True,45,318.1498030173989,18480.09856580428
45,2020-03-07,9,6,91.74516924140259,9405.927665003122,True,46,346.50553095973885,18480.09856580428
46,2020-03-08,15,12,91.74516924140259,9405.927665003122,True,47,377.3369539768725,18480.09856580428
47,2020-03-09,15,12,91.74516924140259,9405.927665003122,True,48,410.85066170640937,18480.09856580428
48,2020-03-10,25,22,91.74516924140259,9405.927665003122,True,49,447.26871697443505,18480.09856580428
49,2020-03-11,45,39,91.74516924140259,9405.927665003122,True,50,486.829485748061,18480.09856580428
50,2020-03-12,49,43,91.74516924140259,9405.927665003122,True,51,529.7884469152873,18480.09856580428
51,2020-03-13,89,82,91.74516924140259,9405.927665003122,True,52,576.4189656458676,18480.09856580428
52,2020-03-14,123,114,91.74516924140259,9405.927665003122,True,53,627.0130108528775,18480.09856580428
53,2020-03-15,131,122,91.74516924140259,9405.927665003122,True,54,681.8817936550134,18480.09856580428
54,2020-03-16,158,149,91.74516924140259,9405.927665003122,True,55,741.3562997357549,18480.09856580428
55,2020-03-17,184,168,91.74516924140259,9405.927665003122,True,56,805.7876841258178,18480.09856580428
56,2020-03-18,260,241,91.74516924140259,9405.927665003122,True,57,875.5474922406306,18480.09856580428
57,2020-03-19,277,252,91.74516924140259,9405.927665003122,True,58,951.0276660547779,18480.09856580428
58,2020-03-20,308,283,91.74516924140259,9405.927665003122,True,59,1032.6402891968864,18480.09856580428
59,2020-03-21,367,315,91.74516924140259,9405.927665003122,True,60,1120.8170196523429,18480.09856580428
60,2020-03-22,433,366,91.74516924140259,9405.927665003122,True,61,1216.0081538720976,18480.09856580428
61,2020-03-23,576,505,91.74516924140259,9405.927665003122,True,62,1318.681261669996,18480.09856580428
62,2020-03-24,794,704,91.74516924140259,9405.927665003122,True,63,1429.3193276848,18480.09856580428
63,2020-03-25,906,803,91.74516924140259,9405.927665003122,True,64,1548.418332797907,18480.09856580428
64,2020-03-26,1029,912,91.74516924140259,9405.927665003122,True,65,1676.484208223402,18480.09856580428
65,2020-03-27,1292,1151,91.74516924140259,9405.927665003122,True,66,1814.029096588367,18480.09856580428
66,2020-03-28,1452,1276,91.74516924140259,9405.927665003122,True,67,1961.5668588286992,18480.09856580428
67,2020-03-29,1815,1566,91.74516924140259,9405.927665003122,True,68,2119.607773815313,18480.09856580428
68,2020-03-30,2109,1835,91.74516924140259,9405.927665003122,True,69,2288.652389988009,18480.09856580428
69,2020-03-31,2245,1943,91.74516924140259,9405.927665003122,True,70,2469.184505568647,18480.09856580428
70,2020-04-01,2460,2116,91.74516924140259,9405.927665003122,True,71,2661.6632767170777,18480.09856580428
71,2020-04-02,2738,2356,91.74516924140259,9405.927665003122,True,72,2866.514481677247,18480.09856580428
72,2020-04-03,3183,2767,91.74516924140259,9405.927665003122,True,73,3084.121003667176,18480.09856580428
73,2020-04-04,3613,3138,91.74516924140259,9405.927665003122,True,74,3314.81263575835,18480.09856580428
74,2020-04-05,3864,3339,91.74516924140259,9405.927665003122,True,75,3558.8553565559832,18480.09856580428
75,2020-04-06,4057,3475,91.74516924140259,9405.927665003122,True,76,3816.440274847869,18480.09856580428
76,2020-04-07,4417,3760,91.74516924140259,9405.927665003122,True,77,4087.6724926030925,18480.09856580428
77,2020-04-08,4761,4013,91.74516924140259,9405.927665003122,True,78,4372.5601861559035,18480.09856580428
78,2020-04-09,5202,4307,91.74516924140259,9405.927665003122,True,79,4671.00425183006,18480.09856580428
79,2020-04-10,5467,4468,91.74516924140259,9405.927665003122,True,80,4982.788900816721,18480.09856580428
80,2020-04-11,5990,4941,91.74516924140259,9405.927665003122,True,81,5307.573614633353,18480.09856580428
81,2020-04-12,6300,5132,91.74516924140259,9405.927665003122,True,82,5644.88688272473,18480.09856580428
82,2020-04-13,6633,5388,91.74516924140259,9405.927665003122,True,83,5994.122133818071,18480.09856580428
83,2020-04-14,6879,5477,91.74516924140259,9405.927665003122,True,84,6354.536239402427,18480.09856580428
84,2020-04-15,7216,5627,91.74516924140259,9405.927665003122,True,85,6725.250909333653,18480.09856580428
85,2020-04-16,7707,5958,91.74516924140259,9405.927665003122,True,86,7105.257215960547,18480.09856580428
86,2020-04-17,8067,6148,91.74516924140259,9405.927665003122,True,87,7493.423376284871,18480.09856580428
87,2020-04-18,8418,6267,91.74516924140259,9405.927665003122,True,88,7888.5057957093395,18480.09856580428
88,2020-04-19,8746,6403,91.74516924140259,9405.927665003122,True,89,8289.163238269863,18480.09856580428
89,2020-04-20,8936,6441,91.74516924140259,9405.927665003122,True,90,8693.97384511202,18480.09856580428
90,2020-04-21,9242,6591,91.74516924140259,9405.927665003122,True,91,9101.454584817873,18480.09856580428
91,2020-04-22,9710,6780,91.74516924140259,9405.927665003122,True,92,9510.082595894568,18480.09856580428
92,2020-04-23,10096,7073,91.74516924140259,9405.927665003122,True,93,9918.317782634262,18480.09856580428
93,2020-04-24,10417,7033,91.74516924140259,9405.927665003122,True,94,10324.625958457227,18480.09856580428
94,2020-04-25,10635,7144,91.74516924140259,9405.927665003122,True,95,10727.501801189199,18480.09856580428
95,2020-04-26,11036,7363,91.74516924140259,9405.927665003122,True,96,11125.490894936904,18480.09856580428
96,2020-04-27,11339,7557,91.74516924140259,9405.927665003122,True,97,11517.210182469751,18480.09856580428
97,2020-04-28,11616,7549,91.74516924140259,9405.927665003122,True,98,11901.366236271493,18480.09856580428
98,2020-04-29,11978,7716,91.74516924140259,9405.927665003122,True,99,12276.770868951224,18480.09856580428
99,2020-04-30,12240,7506,91.74516924140259,9405.927665003122,True,100,12642.35373579483,18480.09856580428
100,2020-05-01,12567,7495,91.74516924140259,9405.927665003122,True,101,12997.17172416077,18480.09856580428
101,2020-05-02,12732,7414,91.74516924140259,9405.927665003122,True,102,13340.415066398707,18480.09856580428
102,2020-05-03,13163,7504,91.74516924140259,9405.927665003122,True,103,13671.410246077683,18480.09856580428
103,2020-05-04,13512,7425,91.74516924140259,9405.927665003122,True,104,13989.619884211432,18480.09856580428
104,2020-05-05,13837,7542,91.74516924140259,9405.927665003122,True,105,14294.639887570205,18480.09856580428
105,2020-05-06,14107,7455,91.74516924140259,9405.927665003122,True,106,14586.194212020577,18480.09856580428
106,2020-05-07,14499,7467,91.74516924140259,9405.927665003122,True,107,14864.127639265129,18480.09856580428
107,2020-05-08,14811,7465,91.74516924140259,9405.927665003122,True,108,15128.396986403934,18480.09856580428
108,2020-05-09,15131,7280,91.74516924140259,9405.927665003122,True,109,15379.06116695276,18480.09856580428
109,2020-05-10,15362,7350,91.74516924140259,9405.927665003122,True,110,15616.270502902713,18480.09856580428
110,2020-05-11,15588,7361,91.74516924140259,9405.927665003122,True,111,15840.2556542198,18480.09856580428
111,2020-05-12,15778,7091,91.74516924140259,9405.927665003122,True,112,16051.316489111688,18480.09856580428
112,2020-05-13,16002,7005,91.74516924140259,9405.927665003122,True,113,16249.8111694661,18480.09856580428
113,2020-05-14,16247,6141,91.74516924140259,9405.927665003122,True,114,16436.145674654825,18480.09856580428
114,2020-05-15,16437,5997,91.74516924140259,9405.927665003122,True,115,16610.76393634655,18480.09856580428
115,2020-05-16,16704,6036,91.74516924140259,9405.927665003122,True,116,16774.1387093481,18480.09856580428
