,Report_Date,Diamond Princess_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,25.477742669875866,355.69783048097,True,1,0.05542034665810245,711.3956609619402
1,2020-01-23,0,0,25.477742669875866,355.69783048097,True,2,0.0815635055785207,711.3956609619402
2,2020-01-24,0,0,25.477742669875866,355.69783048097,True,3,0.12003696314379807,711.3956609619402
3,2020-01-25,0,0,25.477742669875866,355.69783048097,True,4,0.1766538209870805,711.3956609619402
4,2020-01-26,0,0,25.477742669875866,355.69783048097,True,5,0.25996493148210925,711.3956609619402
5,2020-01-27,0,0,25.477742669875866,355.69783048097,True,6,0.3825449797277386,711.3956609619402
6,2020-01-28,0,0,25.477742669875866,355.69783048097,True,7,0.5628788751990531,711.3956609619402
7,2020-01-29,0,0,25.477742669875866,355.69783048097,True,8,0.8281241898177111,711.3956609619402
8,2020-01-30,0,0,25.477742669875866,355.69783048097,True,9,1.2181468113342515,711.3956609619402
9,2020-01-31,0,0,25.477742669875866,355.69783048097,True,10,1.7913957493918071,711.3956609619402
10,2020-02-01,0,0,25.477742669875866,355.69783048097,True,11,2.633410165187532,711.3956609619402
11,2020-02-02,0,0,25.477742669875866,355.69783048097,True,12,3.8690408962857825,711.3956609619402
12,2020-02-03,0,0,25.477742669875866,355.69783048097,True,13,5.679799709693535,711.3956609619402
13,2020-02-04,0,0,25.477742669875866,355.69783048097,True,14,8.32804084371707,711.3956609619402
14,2020-02-05,0,0,25.477742669875866,355.69783048097,True,15,12.189712722690645,711.3956609619402
15,2020-02-06,0,0,25.477742669875866,355.69783048097,True,16,17.796696705691563,711.3956609619402
16,2020-02-07,61,61,25.477742669875866,355.69783048097,True,17,25.88727527723696,711.3956609619402
17,2020-02-08,61,61,25.477742669875866,355.69783048097,True,18,37.45729060290074,711.3956609619402
18,2020-02-09,64,64,25.477742669875866,355.69783048097,True,19,53.79260846847025,711.3956609619402
19,2020-02-10,135,135,25.477742669875866,355.69783048097,True,20,76.44378797439754,711.3956609619402
20,2020-02-11,135,135,25.477742669875866,355.69783048097,True,21,107.07989196594511,711.3956609619402
21,2020-02-12,175,175,25.477742669875866,355.69783048097,True,22,147.14853965613688,711.3956609619402
22,2020-02-13,175,175,25.477742669875866,355.69783048097,True,23,197.31512343152193,711.3956609619402
23,2020-02-14,218,218,25.477742669875866,355.69783048097,True,24,256.8007877447271,711.3956609619402
24,2020-02-15,285,285,25.477742669875866,355.69783048097,True,25,322.95382110912976,711.3956609619402
25,2020-02-16,355,355,25.477742669875866,355.69783048097,True,26,391.47308963068303,711.3956609619402
26,2020-02-17,454,454,25.477742669875866,355.69783048097,True,27,457.4111966332335,711.3956609619402
27,2020-02-18,542,542,25.477742669875866,355.69783048097,True,28,516.5241390090293,711.3956609619402
28,2020-02-19,621,620,25.477742669875866,355.69783048097,True,29,566.244864297484,711.3956609619402
29,2020-02-20,634,631,25.477742669875866,355.69783048097,True,30,605.8712605592938,711.3956609619402
30,2020-02-21,634,631,25.477742669875866,355.69783048097,True,31,636.1177670977601,711.3956609619402
31,2020-02-22,634,631,25.477742669875866,355.69783048097,True,32,658.4522843874252,711.3956609619402
32,2020-02-23,691,688,25.477742669875866,355.69783048097,True,33,674.544165986258,711.3956609619402
33,2020-02-24,691,688,25.477742669875866,355.69783048097,True,34,685.9341292936856,711.3956609619402
34,2020-02-25,691,688,25.477742669875866,355.69783048097,True,35,693.8950466408057,711.3956609619402
35,2020-02-26,705,691,25.477742669875866,355.69783048097,True,36,699.4103595460361,711.3956609619402
36,2020-02-27,705,691,25.477742669875866,355.69783048097,True,37,703.2080327090301,711.3956609619402
37,2020-02-28,705,689,25.477742669875866,355.69783048097,True,38,705.8119785226822,711.3956609619402
38,2020-02-29,705,689,25.477742669875866,355.69783048097,True,39,707.5922596431732,711.3956609619402
39,2020-03-01,705,689,25.477742669875866,355.69783048097,True,40,708.8070041819458,711.3956609619402
40,2020-03-02,705,689,25.477742669875866,355.69783048097,True,41,709.6347445690449,711.3956609619402
41,2020-03-03,706,690,25.477742669875866,355.69783048097,True,42,710.1982565321136,711.3956609619402
42,2020-03-04,706,690,25.477742669875866,355.69783048097,True,43,710.5816455319126,711.3956609619402
43,2020-03-05,706,690,25.477742669875866,355.69783048097,True,44,710.8423753782769,711.3956609619402
44,2020-03-06,706,660,25.477742669875866,355.69783048097,True,45,711.0196374219545,711.3956609619402
45,2020-03-07,706,660,25.477742669875866,355.69783048097,True,46,711.1401285364977,711.3956609619402
46,2020-03-08,706,660,25.477742669875866,355.69783048097,True,47,711.2220195060908,711.3956609619402
47,2020-03-09,706,660,25.477742669875866,355.69783048097,True,48,711.2776710728705,711.3956609619402
48,2020-03-10,706,660,25.477742669875866,355.69783048097,True,49,711.3154884896785,711.3956609619402
49,2020-03-11,706,374,25.477742669875866,355.69783048097,True,50,711.3411858215129,711.3956609619402
50,2020-03-12,706,374,25.477742669875866,355.69783048097,True,51,711.3586469285852,711.3956609619402
51,2020-03-13,706,374,25.477742669875866,355.69783048097,True,52,711.370511363885,711.3956609619402
52,2020-03-14,706,374,25.477742669875866,355.69783048097,True,53,711.3785728782167,711.3956609619402
53,2020-03-15,706,374,25.477742669875866,355.69783048097,True,54,711.3840503769915,711.3956609619402
54,2020-03-16,706,374,25.477742669875866,355.69783048097,True,55,711.3877721107199,711.3956609619402
55,2020-03-17,706,374,25.477742669875866,355.69783048097,True,56,711.3903008642807,711.3956609619402
56,2020-03-18,712,380,25.477742669875866,355.69783048097,True,57,711.3920190357104,711.3956609619402
57,2020-03-19,712,380,25.477742669875866,355.69783048097,True,58,711.3931864517284,711.3956609619402
58,2020-03-20,712,380,25.477742669875866,355.69783048097,True,59,711.3939796545272,711.3956609619402
59,2020-03-21,712,379,25.477742669875866,355.69783048097,True,60,711.394518597042,711.3956609619402
60,2020-03-22,712,379,25.477742669875866,355.69783048097,True,61,711.3948847819069,711.3956609619402
61,2020-03-23,712,379,25.477742669875866,355.69783048097,True,62,711.3951335863653,711.3956609619402
62,2020-03-24,712,377,25.477742669875866,355.69783048097,True,63,711.3953026366114,711.3956609619402
63,2020-03-25,712,115,25.477742669875866,355.69783048097,True,64,711.3954174978178,711.3956609619402
64,2020-03-26,712,105,25.477742669875866,355.69783048097,True,65,711.395495540266,711.3956609619402
65,2020-03-27,712,105,25.477742669875866,355.69783048097,True,66,711.3955485662037,711.3956609619402
66,2020-03-28,712,105,25.477742669875866,355.69783048097,True,67,711.3955845946724,711.3956609619402
67,2020-03-29,712,99,25.477742669875866,355.69783048097,True,68,711.3956090742114,711.3956609619402
68,2020-03-30,712,99,25.477742669875866,355.69783048097,True,69,711.395625706831,711.3956609619402
69,2020-03-31,712,99,25.477742669875866,355.69783048097,True,70,711.3956370078619,711.3956609619402
70,2020-04-01,712,98,25.477742669875866,355.69783048097,True,71,711.3956446863457,711.3956609619402
71,2020-04-02,712,82,25.477742669875866,355.69783048097,True,72,711.3956499034903,711.3956609619402
72,2020-04-03,712,82,25.477742669875866,355.69783048097,True,73,711.3956534482782,711.3956609619402
73,2020-04-04,712,82,25.477742669875866,355.69783048097,True,74,711.3956558567837,711.3956609619402
74,2020-04-05,712,82,25.477742669875866,355.69783048097,True,75,711.3956574932425,711.3956609619402
75,2020-04-06,712,82,25.477742669875866,355.69783048097,True,76,711.3956586051341,711.3956609619402
76,2020-04-07,712,82,25.477742669875866,355.69783048097,True,77,711.3956593606088,711.3956609619402
77,2020-04-08,712,82,25.477742669875866,355.69783048097,True,78,711.3956598739157,711.3956609619402
78,2020-04-09,712,82,25.477742669875866,355.69783048097,True,79,711.3956602226822,711.3956609619402
79,2020-04-10,712,82,25.477742669875866,355.69783048097,True,80,711.3956604596515,711.3956609619402
80,2020-04-11,712,82,25.477742669875866,355.69783048097,True,81,711.3956606206602,711.3956609619402
81,2020-04-12,712,82,25.477742669875866,355.69783048097,True,82,711.3956607300574,711.3956609619402
82,2020-04-13,712,82,25.477742669875866,355.69783048097,True,83,711.3956608043876,711.3956609619402
83,2020-04-14,712,61,25.477742669875866,355.69783048097,True,84,711.395660854891,711.3956609619402
84,2020-04-15,712,61,25.477742669875866,355.69783048097,True,85,711.3956608892056,711.3956609619402
85,2020-04-16,712,56,25.477742669875866,355.69783048097,True,86,711.3956609125208,711.3956609619402
86,2020-04-17,712,55,25.477742669875866,355.69783048097,True,87,711.3956609283621,711.3956609619402
87,2020-04-18,712,55,25.477742669875866,355.69783048097,True,88,711.3956609391256,711.3956609619402
88,2020-04-19,712,55,25.477742669875866,355.69783048097,True,89,711.3956609464387,711.3956609619402
89,2020-04-20,712,55,25.477742669875866,355.69783048097,True,90,711.3956609514078,711.3956609619402
90,2020-04-21,712,55,25.477742669875866,355.69783048097,True,91,711.3956609547839,711.3956609619402
91,2020-04-22,712,55,25.477742669875866,355.69783048097,True,92,711.3956609570778,711.3956609619402
92,2020-04-23,712,54,25.477742669875866,355.69783048097,True,93,711.3956609586364,711.3956609619402
93,2020-04-24,712,54,25.477742669875866,355.69783048097,True,94,711.3956609596955,711.3956609619402
94,2020-04-25,712,54,25.477742669875866,355.69783048097,True,95,711.3956609604151,711.3956609619402
95,2020-04-26,712,54,25.477742669875866,355.69783048097,True,96,711.3956609609039,711.3956609619402
96,2020-04-27,712,54,25.477742669875866,355.69783048097,True,97,711.3956609612361,711.3956609619402
97,2020-04-28,712,54,25.477742669875866,355.69783048097,True,98,711.3956609614617,711.3956609619402
98,2020-04-29,712,54,25.477742669875866,355.69783048097,True,99,711.3956609616151,711.3956609619402
99,2020-04-30,712,54,25.477742669875866,355.69783048097,True,100,711.3956609617194,711.3956609619402
100,2020-05-01,712,54,25.477742669875866,355.69783048097,True,101,711.3956609617901,711.3956609619402
101,2020-05-02,712,54,25.477742669875866,355.69783048097,True,102,711.3956609618383,711.3956609619402
102,2020-05-03,712,54,25.477742669875866,355.69783048097,True,103,711.3956609618708,711.3956609619402
103,2020-05-04,712,54,25.477742669875866,355.69783048097,True,104,711.3956609618931,711.3956609619402
104,2020-05-05,712,54,25.477742669875866,355.69783048097,True,105,711.3956609619082,711.3956609619402
105,2020-05-06,712,54,25.477742669875866,355.69783048097,True,106,711.3956609619183,711.3956609619402
106,2020-05-07,712,54,25.477742669875866,355.69783048097,True,107,711.3956609619255,711.3956609619402
107,2020-05-08,712,54,25.477742669875866,355.69783048097,True,108,711.39566096193,711.3956609619402
108,2020-05-09,712,54,25.477742669875866,355.69783048097,True,109,711.3956609619333,711.3956609619402
109,2020-05-10,712,48,25.477742669875866,355.69783048097,True,110,711.3956609619356,711.3956609619402
110,2020-05-11,712,48,25.477742669875866,355.69783048097,True,111,711.395660961937,711.3956609619402
111,2020-05-12,712,48,25.477742669875866,355.69783048097,True,112,711.395660961938,711.3956609619402
112,2020-05-13,712,48,25.477742669875866,355.69783048097,True,113,711.3956609619387,711.3956609619402
113,2020-05-14,712,48,25.477742669875866,355.69783048097,True,114,711.3956609619393,711.3956609619402
