,Report_Date,Saudi Arabia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
47,2020-03-09,15,91.52534753351097,8860.735997521288,False,48,128.4103857979727,17721.47199504258
48,2020-03-10,20,91.52534753351097,8860.735997521288,False,49,143.6532947291354,17721.47199504258
49,2020-03-11,21,91.52534753351097,8860.735997521288,False,50,160.68908122929307,17721.47199504258
50,2020-03-12,45,91.52534753351097,8860.735997521288,False,51,179.7244785763939,17721.47199504258
51,2020-03-13,86,91.52534753351097,8860.735997521288,False,52,200.98902039621214,17721.47199504258
52,2020-03-14,103,91.52534753351097,8860.735997521288,False,53,224.7372950829033,17721.47199504258
53,2020-03-15,103,91.52534753351097,8860.735997521288,False,54,251.25135679002517,17721.47199504258
54,2020-03-16,118,91.52534753351097,8860.735997521288,False,55,280.84328574316646,17721.47199504258
55,2020-03-17,171,91.52534753351097,8860.735997521288,False,56,313.85788420615256,17721.47199504258
56,2020-03-18,171,91.52534753351097,8860.735997521288,False,57,350.6754862221115,17721.47199504258
57,2020-03-19,274,91.52534753351097,8860.735997521288,False,58,391.7148489111968,17721.47199504258
58,2020-03-20,344,91.52534753351097,8860.735997521288,False,59,437.43608027500085,17721.47199504258
59,2020-03-21,392,91.52534753351097,8860.735997521288,False,60,488.3435427578063,17721.47199504258
60,2020-03-22,511,91.52534753351097,8860.735997521288,False,61,544.9886528813262,17721.47199504258
61,2020-03-23,562,91.52534753351097,8860.735997521288,False,62,607.972474782045,17721.47199504258
62,2020-03-24,767,91.52534753351097,8860.735997521288,False,63,677.9479792134979,17721.47199504258
63,2020-03-25,900,91.52534753351097,8860.735997521288,False,64,755.6218094693522,17721.47199504258
64,2020-03-26,1012,91.52534753351097,8860.735997521288,False,65,841.7553619337442,17721.47199504258
65,2020-03-27,1104,91.52534753351097,8860.735997521288,False,66,937.1649521453779,17721.47199504258
66,2020-03-28,1203,91.52534753351097,8860.735997521288,False,67,1042.7207984647227,17721.47199504258
67,2020-03-29,1299,91.52534753351097,8860.735997521288,False,68,1159.3445164429875,17721.47199504258
68,2020-03-30,1453,91.52534753351097,8860.735997521288,False,69,1288.0047804669161,17721.47199504258
69,2020-03-31,1563,91.52534753351097,8860.735997521288,False,70,1429.7107789141432,17721.47199504258
70,2020-04-01,1720,91.52534753351097,8860.735997521288,False,71,1585.5030698328599,17721.47199504258
71,2020-04-02,1885,91.52534753351097,8860.735997521288,False,72,1756.4414422836105,17721.47199504258
72,2020-04-03,2039,91.52534753351097,8860.735997521288,False,73,1943.5894114163743,17721.47199504258
73,2020-04-04,2179,91.52534753351097,8860.735997521288,False,74,2147.995031543854,17721.47199504258
74,2020-04-05,2402,91.52534753351097,8860.735997521288,False,75,2370.667809766196,17721.47199504258
75,2020-04-06,2605,91.52534753351097,8860.735997521288,False,76,2612.551651428374,17721.47199504258
76,2020-04-07,2795,91.52534753351097,8860.735997521288,False,77,2874.49397426133,17721.47199504258
77,2020-04-08,2932,91.52534753351097,8860.735997521288,False,78,3157.211393149077,17721.47199504258
78,2020-04-09,3287,91.52534753351097,8860.735997521288,False,79,3461.2526988484447,17721.47199504258
79,2020-04-10,3651,91.52534753351097,8860.735997521288,False,80,3786.960220263782,17721.47199504258
80,2020-04-11,4033,91.52534753351097,8860.735997521288,False,81,4134.431049498079,17721.47199504258
81,2020-04-12,4462,91.52534753351097,8860.735997521288,False,82,4503.479989092245,17721.47199504258
82,2020-04-13,4934,91.52534753351097,8860.735997521288,False,83,4893.606408111649,17721.47199504258
83,2020-04-14,5369,91.52534753351097,8860.735997521288,False,84,5303.9674165166125,17721.47199504258
84,2020-04-15,5862,91.52534753351097,8860.735997521288,False,85,5733.359831404673,17721.47199504258
