,Report_Date,Ethiopia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,224.758943383601,41475.67037423421,False,1,0.8731018221572899,82951.3407484684
1,2020-01-23,0,224.758943383601,41475.67037423421,False,2,0.9189898402919856,82951.3407484684
2,2020-01-24,0,224.758943383601,41475.67037423421,False,3,0.9672895881930152,82951.3407484684
3,2020-01-25,0,224.758943383601,41475.67037423421,False,4,1.0181278157502816,82951.3407484684
4,2020-01-26,0,224.758943383601,41475.67037423421,False,5,1.0716379339421245,82951.3407484684
5,2020-01-27,0,224.758943383601,41475.67037423421,False,6,1.127960364860275,82951.3407484684
6,2020-01-28,0,224.758943383601,41475.67037423421,False,7,1.1872429101240032,82951.3407484684
7,2020-01-29,0,224.758943383601,41475.67037423421,False,8,1.2496411386491757,82951.3407484684
8,2020-01-30,0,224.758943383601,41475.67037423421,False,9,1.3153187947885754,82951.3407484684
9,2020-01-31,0,224.758943383601,41475.67037423421,False,10,1.3844482279131824,82951.3407484684
10,2020-02-01,0,224.758943383601,41475.67037423421,False,11,1.457210844560222,82951.3407484684
11,2020-02-02,0,224.758943383601,41475.67037423421,False,12,1.533797584332835,82951.3407484684
12,2020-02-03,0,224.758943383601,41475.67037423421,False,13,1.6144094207983744,82951.3407484684
13,2020-02-04,0,224.758943383601,41475.67037423421,False,14,1.6992578886977245,82951.3407484684
14,2020-02-05,0,224.758943383601,41475.67037423421,False,15,1.78856563884686,82951.3407484684
15,2020-02-06,0,224.758943383601,41475.67037423421,False,16,1.8825670221842767,82951.3407484684
16,2020-02-07,0,224.758943383601,41475.67037423421,False,17,1.9815087044941257,82951.3407484684
17,2020-02-08,0,224.758943383601,41475.67037423421,False,18,2.085650313415083,82951.3407484684
18,2020-02-09,0,224.758943383601,41475.67037423421,False,19,2.1952651194293513,82951.3407484684
19,2020-02-10,0,224.758943383601,41475.67037423421,False,20,2.310640752614986,82951.3407484684
20,2020-02-11,0,224.758943383601,41475.67037423421,False,21,2.4320799570381686,82951.3407484684
21,2020-02-12,0,224.758943383601,41475.67037423421,False,22,2.5599013847603356,82951.3407484684
22,2020-02-13,0,224.758943383601,41475.67037423421,False,23,2.694440431538536,82951.3407484684
23,2020-02-14,0,224.758943383601,41475.67037423421,False,24,2.836050116406193,82951.3407484684
24,2020-02-15,0,224.758943383601,41475.67037423421,False,25,2.9851020074359766,82951.3407484684
25,2020-02-16,0,224.758943383601,41475.67037423421,False,26,3.1419871961069634,82951.3407484684
26,2020-02-17,0,224.758943383601,41475.67037423421,False,27,3.3071173228250195,82951.3407484684
