,Report_Date,Ethiopia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
27,2020-02-18,0,224.758943383601,41475.67037423421,False,28,3.4809256562787168,82951.3407484684
28,2020-02-19,0,224.758943383601,41475.67037423421,False,29,3.663868229453377,82951.3407484684
29,2020-02-20,0,224.758943383601,41475.67037423421,False,30,3.856425035273466,82951.3407484684
30,2020-02-21,0,224.758943383601,41475.67037423421,False,31,4.05910128499884,82951.3407484684
31,2020-02-22,0,224.758943383601,41475.67037423421,False,32,4.272428732663707,82951.3407484684
32,2020-02-23,0,224.758943383601,41475.67037423421,False,33,4.4969670690190116,82951.3407484684
33,2020-02-24,0,224.758943383601,41475.67037423421,False,34,4.733305388619709,82951.3407484684
34,2020-02-25,0,224.758943383601,41475.67037423421,False,35,4.982063733888594,82951.3407484684
35,2020-02-26,0,224.758943383601,41475.67037423421,False,36,5.243894720188271,82951.3407484684
36,2020-02-27,0,224.758943383601,41475.67037423421,False,37,5.5194852461433435,82951.3407484684
37,2020-02-28,0,224.758943383601,41475.67037423421,False,38,5.809558293676057,82951.3407484684
38,2020-02-29,0,224.758943383601,41475.67037423421,False,39,6.114874822451434,82951.3407484684
39,2020-03-01,0,224.758943383601,41475.67037423421,False,40,6.436235763672621,82951.3407484684
40,2020-03-02,0,224.758943383601,41475.67037423421,False,41,6.774484118424614,82951.3407484684
41,2020-03-03,0,224.758943383601,41475.67037423421,False,42,7.130507166035144,82951.3407484684
42,2020-03-04,0,224.758943383601,41475.67037423421,False,43,7.505238788206174,82951.3407484684
43,2020-03-05,0,224.758943383601,41475.67037423421,False,44,7.8996619149686955,82951.3407484684
44,2020-03-06,0,224.758943383601,41475.67037423421,False,45,8.314811098828205,82951.3407484684
45,2020-03-07,0,224.758943383601,41475.67037423421,False,46,8.751775223799102,82951.3407484684
46,2020-03-08,0,224.758943383601,41475.67037423421,False,47,9.211700356374033,82951.3407484684
47,2020-03-09,0,224.758943383601,41475.67037423421,False,48,9.695792745839858,82951.3407484684
48,2020-03-10,0,224.758943383601,41475.67037423421,False,49,10.205321981736267,82951.3407484684
49,2020-03-11,0,224.758943383601,41475.67037423421,False,50,10.741624316657157,82951.3407484684
50,2020-03-12,0,224.758943383601,41475.67037423421,False,51,11.306106163019278,82951.3407484684
51,2020-03-13,1,224.758943383601,41475.67037423421,False,52,11.90024777286921,82951.3407484684
52,2020-03-14,1,224.758943383601,41475.67037423421,False,53,12.52560711026836,82951.3407484684
53,2020-03-15,1,224.758943383601,41475.67037423421,False,54,13.183823926288687,82951.3407484684
54,2020-03-16,5,224.758943383601,41475.67037423421,False,55,13.876624047169338,82951.3407484684
55,2020-03-17,5,224.758943383601,41475.67037423421,False,56,14.605823886728441,82951.3407484684
56,2020-03-18,6,224.758943383601,41475.67037423421,False,57,15.373335194695631,82951.3407484684
57,2020-03-19,6,224.758943383601,41475.67037423421,False,58,16.181170053230776,82951.3407484684
58,2020-03-20,9,224.758943383601,41475.67037423421,False,59,17.031446134524984,82951.3407484684
59,2020-03-21,9,224.758943383601,41475.67037423421,False,60,17.92639223304136,82951.3407484684
60,2020-03-22,11,224.758943383601,41475.67037423421,False,61,18.868354086648242,82951.3407484684
61,2020-03-23,11,224.758943383601,41475.67037423421,False,62,19.85980050162689,82951.3407484684
62,2020-03-24,12,224.758943383601,41475.67037423421,False,63,20.903329797301463,82951.3407484684
63,2020-03-25,12,224.758943383601,41475.67037423421,False,64,22.001676586842702,82951.3407484684
64,2020-03-26,12,224.758943383601,41475.67037423421,False,65,23.15771891164021,82951.3407484684
65,2020-03-27,16,224.758943383601,41475.67037423421,False,66,24.374485747522705,82951.3407484684
66,2020-03-28,16,224.758943383601,41475.67037423421,False,67,25.655164902033963,82951.3407484684
67,2020-03-29,21,224.758943383601,41475.67037423421,False,68,27.003111322945635,82951.3407484684
68,2020-03-30,23,224.758943383601,41475.67037423421,False,69,28.421855839208416,82951.3407484684
69,2020-03-31,26,224.758943383601,41475.67037423421,False,70,29.915114356613554,82951.3407484684
70,2020-04-01,29,224.758943383601,41475.67037423421,False,71,31.486797531557734,82951.3407484684
71,2020-04-02,29,224.758943383601,41475.67037423421,False,72,33.14102094748001,82951.3407484684
72,2020-04-03,35,224.758943383601,41475.67037423421,False,73,34.882115819770114,82951.3407484684
73,2020-04-04,38,224.758943383601,41475.67037423421,False,74,36.71464025623745,82951.3407484684
74,2020-04-05,43,224.758943383601,41475.67037423421,False,75,38.6433911015794,82951.3407484684
75,2020-04-06,44,224.758943383601,41475.67037423421,False,76,40.67341639570138,82951.3407484684
76,2020-04-07,52,224.758943383601,41475.67037423421,False,77,42.81002847721918,82951.3407484684
77,2020-04-08,55,224.758943383601,41475.67037423421,False,78,45.05881776502089,82951.3407484684
78,2020-04-09,56,224.758943383601,41475.67037423421,False,79,47.42566725238348,82951.3407484684
79,2020-04-10,65,224.758943383601,41475.67037423421,False,80,49.91676774982838,82951.3407484684
80,2020-04-11,69,224.758943383601,41475.67037423421,False,81,52.53863391466788,82951.3407484684
81,2020-04-12,71,224.758943383601,41475.67037423421,False,82,55.29812110703769,82951.3407484684
82,2020-04-13,74,224.758943383601,41475.67037423421,False,83,58.20244311413678,82951.3407484684
83,2020-04-14,82,224.758943383601,41475.67037423421,False,84,61.259190786404794,82951.3407484684
84,2020-04-15,85,224.758943383601,41475.67037423421,False,85,64.47635163146082,82951.3407484684
85,2020-04-16,92,224.758943383601,41475.67037423421,False,86,67.86233041381259,82951.3407484684
86,2020-04-17,96,224.758943383601,41475.67037423421,False,87,71.4259708106176,82951.3407484684
87,2020-04-18,105,224.758943383601,41475.67037423421,False,88,75.17657817614435,82951.3407484684
88,2020-04-19,108,224.758943383601,41475.67037423421,False,89,79.12394347004569,82951.3407484684
89,2020-04-20,111,224.758943383601,41475.67037423421,False,90,83.27836840711318,82951.3407484684
90,2020-04-21,114,224.758943383601,41475.67037423421,False,91,87.65069188884071,82951.3407484684
91,2020-04-22,116,224.758943383601,41475.67037423421,False,92,92.2523177798812,82951.3407484684
92,2020-04-23,116,224.758943383601,41475.67037423421,False,93,97.09524409534174,82951.3407484684
93,2020-04-24,117,224.758943383601,41475.67037423421,False,94,102.19209366782044,82951.3407484684
94,2020-04-25,122,224.758943383601,41475.67037423421,False,95,107.55614636615321,82951.3407484684
95,2020-04-26,123,224.758943383601,41475.67037423421,False,96,113.20137294100098,82951.3407484684
96,2020-04-27,124,224.758943383601,41475.67037423421,False,97,119.1424705756765,82951.3407484684
97,2020-04-28,126,224.758943383601,41475.67037423421,False,98,125.39490022397294,82951.3407484684
98,2020-04-29,130,224.758943383601,41475.67037423421,False,99,131.9749258202189,82951.3407484684
99,2020-04-30,131,224.758943383601,41475.67037423421,False,100,138.89965545034386,82951.3407484684
100,2020-05-01,133,224.758943383601,41475.67037423421,False,101,146.18708457638087,82951.3407484684
101,2020-05-02,133,224.758943383601,41475.67037423421,False,102,153.85614141056925,82951.3407484684
102,2020-05-03,135,224.758943383601,41475.67037423421,False,103,161.92673453902339,82951.3407484684
103,2020-05-04,140,224.758943383601,41475.67037423421,False,104,170.4198028988206,82951.3407484684
104,2020-05-05,145,224.758943383601,41475.67037423421,False,105,179.35736821629348,82951.3407484684
105,2020-05-06,162,224.758943383601,41475.67037423421,False,106,188.76259001830647,82951.3407484684
106,2020-05-07,191,224.758943383601,41475.67037423421,False,107,198.65982333231406,82951.3407484684
107,2020-05-08,194,224.758943383601,41475.67037423421,False,108,209.07467919504677,82951.3407484684
108,2020-05-09,210,224.758943383601,41475.67037423421,False,109,220.03408809371044,82951.3407484684
109,2020-05-10,239,224.758943383601,41475.67037423421,False,110,231.5663664676051,82951.3407484684
110,2020-05-11,250,224.758943383601,41475.67037423421,False,111,243.70128640205337,82951.3407484684
111,2020-05-12,261,224.758943383601,41475.67037423421,False,112,256.47014865042445,82951.3407484684
112,2020-05-13,263,224.758943383601,41475.67037423421,False,113,269.9058591238419,82951.3407484684
113,2020-05-14,272,224.758943383601,41475.67037423421,False,114,284.04300899181544,82951.3407484684
114,2020-05-15,287,224.758943383601,41475.67037423421,False,115,298.9179585405125,82951.3407484684
115,2020-05-16,306,224.758943383601,41475.67037423421,False,116,314.5689249386221,82951.3407484684
116,2020-05-17,317,224.758943383601,41475.67037423421,False,117,331.0360740637252,82951.3407484684
117,2020-05-18,352,224.758943383601,41475.67037423421,False,118,348.36161654469487,82951.3407484684
118,2020-05-19,365,224.758943383601,41475.67037423421,False,119,366.5899081778668,82951.3407484684
119,2020-05-20,389,224.758943383601,41475.67037423421,False,120,385.7675548764361,82951.3407484684
120,2020-05-21,399,224.758943383601,41475.67037423421,False,121,405.94352231369436,82951.3407484684
121,2020-05-22,433,224.758943383601,41475.67037423421,False,122,427.1692504212319,82951.3407484684
122,2020-05-23,494,224.758943383601,41475.67037423421,False,123,449.4987729029591,82951.3407484684
