,Report_Date,Netherlands_curacao_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.81017307474941,7.723969396775765,True,1,0.00018352882428939688,15.169033520787126
1,2020-01-23,0,66.81017307474941,7.723969396775765,True,2,0.00021804303286680597,15.169033520787126
2,2020-01-24,0,66.81017307474941,7.723969396775765,True,3,0.0002590478328935423,15.169033520787126
3,2020-01-25,0,66.81017307474941,7.723969396775765,True,4,0.00030776377188605216,15.169033520787126
4,2020-01-26,0,66.81017307474941,7.723969396775765,True,5,0.00036564090134918277,15.169033520787126
5,2020-01-27,0,66.81017307474941,7.723969396775765,True,6,0.00043440192366266735,15.169033520787126
6,2020-01-28,0,66.81017307474941,7.723969396775765,True,7,0.0005160934474876338,15.169033520787126
7,2020-01-29,0,66.81017307474941,7.723969396775765,True,8,0.0006131468742292806,15.169033520787126
8,2020-01-30,0,66.81017307474941,7.723969396775765,True,9,0.00072845072344983,15.169033520787126
9,2020-01-31,0,66.81017307474941,7.723969396775765,True,10,0.0008654365437487713,15.169033520787126
10,2020-02-01,0,66.81017307474941,7.723969396775765,True,11,0.0010281809573679007,15.169033520787126
11,2020-02-02,0,66.81017307474941,7.723969396775765,True,12,0.0012215268632747938,15.169033520787126
12,2020-02-03,0,66.81017307474941,7.723969396775765,True,13,0.0014512273884614989,15.169033520787126
13,2020-02-04,0,66.81017307474941,7.723969396775765,True,14,0.0017241168468448223,15.169033520787126
14,2020-02-05,0,66.81017307474941,7.723969396775765,True,15,0.0020483137585031873,15.169033520787126
15,2020-02-06,0,66.81017307474941,7.723969396775765,True,16,0.0024334619213775056,15.169033520787126
16,2020-02-07,0,66.81017307474941,7.723969396775765,True,17,0.00289101663917026,15.169033520787126
17,2020-02-08,0,66.81017307474941,7.723969396775765,True,18,0.0034345845235596697,15.169033520787126
18,2020-02-09,0,66.81017307474941,7.723969396775765,True,19,0.0040803268415660655,15.169033520787126
19,2020-02-10,0,66.81017307474941,7.723969396775765,True,20,0.004847438211162525,15.169033520787126
20,2020-02-11,0,66.81017307474941,7.723969396775765,True,21,0.005758714607474881,15.169033520787126
21,2020-02-12,0,66.81017307474941,7.723969396775765,True,22,0.006841227182473335,15.169033520787126
22,2020-02-13,0,66.81017307474941,7.723969396775765,True,23,0.008127121384508435,15.169033520787126
23,2020-02-14,0,66.81017307474941,7.723969396775765,True,24,0.009654564359445623,15.169033520787126
24,2020-02-15,0,66.81017307474941,7.723969396775765,True,25,0.011468867698774005,15.169033520787126
25,2020-02-16,0,66.81017307474941,7.723969396775765,True,26,0.013623817354423414,15.169033520787126
26,2020-02-17,0,66.81017307474941,7.723969396775765,True,27,0.016183248051819227,15.169033520787126
27,2020-02-18,0,66.81017307474941,7.723969396775765,True,28,0.01922290588909648,15.169033520787126
28,2020-02-19,0,66.81017307474941,7.723969396775765,True,29,0.022832650092828515,15.169033520787126
29,2020-02-20,0,66.81017307474941,7.723969396775765,True,30,0.027119053175086383,15.169033520787126
30,2020-02-21,0,66.81017307474941,7.723969396775765,True,31,0.032208468038805255,15.169033520787126
31,2020-02-22,0,66.81017307474941,7.723969396775765,True,32,0.03825064089155969,15.169033520787126
32,2020-02-23,0,66.81017307474941,7.723969396775765,True,33,0.045422960050594825,15.169033520787126
33,2020-02-24,0,66.81017307474941,7.723969396775765,True,34,0.05393544262220456,15.169033520787126
34,2020-02-25,0,66.81017307474941,7.723969396775765,True,35,0.06403657318824374,15.169033520787126
35,2020-02-26,0,66.81017307474941,7.723969396775765,True,36,0.07602012031715051,15.169033520787126
36,2020-02-27,0,66.81017307474941,7.723969396775765,True,37,0.09023306681128349,15.169033520787126
37,2020-02-28,0,66.81017307474941,7.723969396775765,True,38,0.10708479640428152,15.169033520787126
38,2020-02-29,0,66.81017307474941,7.723969396775765,True,39,0.12705768063192519,15.169033520787126
39,2020-03-01,0,66.81017307474941,7.723969396775765,True,40,0.15071920123790256,15.169033520787126
40,2020-03-02,0,66.81017307474941,7.723969396775765,True,41,0.1787357207299798,15.169033520787126
41,2020-03-03,0,66.81017307474941,7.723969396775765,True,42,0.21188796970911097,15.169033520787126
42,2020-03-04,0,66.81017307474941,7.723969396775765,True,43,0.2510882451743111,15.169033520787126
43,2020-03-05,0,66.81017307474941,7.723969396775765,True,44,0.29739919720616936,15.169033520787126
44,2020-03-06,0,66.81017307474941,7.723969396775765,True,45,0.3520539071856179,15.169033520787126
45,2020-03-07,0,66.81017307474941,7.723969396775765,True,46,0.4164767108142539,15.169033520787126
46,2020-03-08,0,66.81017307474941,7.723969396775765,True,47,0.49230387297531664,15.169033520787126
47,2020-03-09,0,66.81017307474941,7.723969396775765,True,48,0.5814027575361758,15.169033520787126
48,2020-03-10,0,66.81017307474941,7.723969396775765,True,49,0.6858875352301795,15.169033520787126
49,2020-03-11,0,66.81017307474941,7.723969396775765,True,50,0.8081287281671952,15.169033520787126
50,2020-03-12,0,66.81017307474941,7.723969396775765,True,51,0.9507530120972378,15.169033520787126
51,2020-03-13,0,66.81017307474941,7.723969396775765,True,52,1.1166287351025572,15.169033520787126
52,2020-03-14,1,66.81017307474941,7.723969396775765,True,53,1.3088316684281316,15.169033520787126
53,2020-03-15,1,66.81017307474941,7.723969396775765,True,54,1.5305847666446744,15.169033520787126
54,2020-03-16,1,66.81017307474941,7.723969396775765,True,55,1.7851654668329324,15.169033520787126
55,2020-03-17,3,66.81017307474941,7.723969396775765,True,56,2.0757746951739615,15.169033520787126
56,2020-03-18,3,66.81017307474941,7.723969396775765,True,57,2.4053637525038107,15.169033520787126
57,2020-03-19,3,66.81017307474941,7.723969396775765,True,58,2.7764190974479663,15.169033520787126
58,2020-03-20,3,66.81017307474941,7.723969396775765,True,59,3.1907110573028126,15.169033520787126
59,2020-03-21,3,66.81017307474941,7.723969396775765,True,60,3.6490205940566702,15.169033520787126
60,2020-03-22,3,66.81017307474941,7.723969396775765,True,61,4.1508676767757935,15.169033520787126
61,2020-03-23,4,66.81017307474941,7.723969396775765,True,62,4.694273908124561,15.169033520787126
62,2020-03-24,6,66.81017307474941,7.723969396775765,True,63,5.275598295325529,15.169033520787126
63,2020-03-25,6,66.81017307474941,7.723969396775765,True,64,5.889485482691235,15.169033520787126
64,2020-03-26,6,66.81017307474941,7.723969396775765,True,65,6.528957899148773,15.169033520787126
65,2020-03-27,8,66.81017307474941,7.723969396775765,True,66,7.185666351904195,15.169033520787126
66,2020-03-28,8,66.81017307474941,7.723969396775765,True,67,7.850289576356719,15.169033520787126
67,2020-03-29,8,66.81017307474941,7.723969396775765,True,68,8.513046988639625,15.169033520787126
68,2020-03-30,11,66.81017307474941,7.723969396775765,True,69,9.164267017425953,15.169033520787126
69,2020-03-31,11,66.81017307474941,7.723969396775765,True,70,9.794942126310879,15.169033520787126
70,2020-04-01,11,66.81017307474941,7.723969396775765,True,71,10.397204365634495,15.169033520787126
71,2020-04-02,11,66.81017307474941,7.723969396775765,True,72,10.964671181976533,15.169033520787126
72,2020-04-03,11,66.81017307474941,7.723969396775765,True,73,11.492635561950923,15.169033520787126
73,2020-04-04,11,66.81017307474941,7.723969396775765,True,74,11.978100724054046,15.169033520787126
74,2020-04-05,11,66.81017307474941,7.723969396775765,True,75,12.41968132353555,15.169033520787126
