,Report_Date,Australia_western australia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,67.49697982927299,278.7704816006186,True,1,0.006612246249542666,557.5376243692782
1,2020-01-23,0,0,67.49697982927299,278.7704816006186,True,2,0.007841974930239462,557.5376243692782
2,2020-01-24,0,0,67.49697982927299,278.7704816006186,True,3,0.009300401597224409,557.5376243692782
3,2020-01-25,0,0,67.49697982927299,278.7704816006186,True,4,0.011030056657801808,557.5376243692782
4,2020-01-26,0,0,67.49697982927299,278.7704816006186,True,5,0.013081379164974994,557.5376243692782
5,2020-01-27,0,0,67.49697982927299,278.7704816006186,True,6,0.01551418719543907,557.5376243692782
6,2020-01-28,0,0,67.49697982927299,278.7704816006186,True,7,0.018399421496521004,557.5376243692782
7,2020-01-29,0,0,67.49697982927299,278.7704816006186,True,8,0.021821213146583193,557.5376243692782
8,2020-01-30,0,0,67.49697982927299,278.7704816006186,True,9,0.025879335379150048,557.5376243692782
9,2020-01-31,0,0,67.49697982927299,278.7704816006186,True,10,0.03069211086315095,557.5376243692782
10,2020-02-01,0,0,67.49697982927299,278.7704816006186,True,11,0.036399858927894255,557.5376243692782
11,2020-02-02,0,0,67.49697982927299,278.7704816006186,True,12,0.043168982846354564,557.5376243692782
12,2020-02-03,0,0,67.49697982927299,278.7704816006186,True,13,0.05119681578541711,557.5376243692782
13,2020-02-04,0,0,67.49697982927299,278.7704816006186,True,14,0.06071736591611262,557.5376243692782
14,2020-02-05,0,0,67.49697982927299,278.7704816006186,True,15,0.0720081270604897,557.5376243692782
15,2020-02-06,0,0,67.49697982927299,278.7704816006186,True,16,0.08539815184965203,557.5376243692782
16,2020-02-07,0,0,67.49697982927299,278.7704816006186,True,17,0.1012776205160093,557.5376243692782
17,2020-02-08,0,0,67.49697982927299,278.7704816006186,True,18,0.12010918111753481,557.5376243692782
18,2020-02-09,0,0,67.49697982927299,278.7704816006186,True,19,0.1424413873268529,557.5376243692782
19,2020-02-10,0,0,67.49697982927299,278.7704816006186,True,20,0.1689246192260626,557.5376243692782
20,2020-02-11,0,0,67.49697982927299,278.7704816006186,True,21,0.2003299423410792,557.5376243692782
21,2020-02-12,0,0,67.49697982927299,278.7704816006186,True,22,0.23757144215648882,557.5376243692782
22,2020-02-13,0,0,67.49697982927299,278.7704816006186,True,23,0.281732667535924,557.5376243692782
23,2020-02-14,0,0,67.49697982927299,278.7704816006186,True,24,0.334097929036952,557.5376243692782
24,2020-02-15,0,0,67.49697982927299,278.7704816006186,True,25,0.3961893294925292,557.5376243692782
25,2020-02-16,0,0,67.49697982927299,278.7704816006186,True,26,0.46981055708301456,557.5376243692782
26,2020-02-17,0,0,67.49697982927299,278.7704816006186,True,27,0.557098648247132,557.5376243692782
27,2020-02-18,0,0,67.49697982927299,278.7704816006186,True,28,0.6605851320296243,557.5376243692782
28,2020-02-19,0,0,67.49697982927299,278.7704816006186,True,29,0.7832682015632888,557.5376243692782
29,2020-02-20,0,0,67.49697982927299,278.7704816006186,True,30,0.9286978246536576,557.5376243692782
30,2020-02-21,0,0,67.49697982927299,278.7704816006186,True,31,1.1010760053637143,557.5376243692782
31,2020-02-22,0,0,67.49697982927299,278.7704816006186,True,32,1.3053747421040796,557.5376243692782
32,2020-02-23,0,0,67.49697982927299,278.7704816006186,True,33,1.5474745926464077,557.5376243692782
33,2020-02-24,0,0,67.49697982927299,278.7704816006186,True,34,1.834327146593979,557.5376243692782
34,2020-02-25,0,0,67.49697982927299,278.7704816006186,True,35,2.1741451094578514,557.5376243692782
