,Report_Date,China_inner mongolia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,75,572.6683382132696,1414163.5720815065,False,38,60.71563905548853,2828327.1441630134
38,2020-02-29,75,572.6683382132696,1414163.5720815065,False,39,61.948591748362716,2828327.1441630134
39,2020-03-01,75,572.6683382132696,1414163.5720815065,False,40,63.20658145630323,2828327.1441630134
40,2020-03-02,75,572.6683382132696,1414163.5720815065,False,41,64.49011657174344,2828327.1441630134
41,2020-03-03,75,572.6683382132696,1414163.5720815065,False,42,65.79971580940489,2828327.1441630134
42,2020-03-04,75,572.6683382132696,1414163.5720815065,False,43,67.13590841584028,2828327.1441630134
43,2020-03-05,75,572.6683382132696,1414163.5720815065,False,44,68.49923438322831,2828327.1441630134
44,2020-03-06,75,572.6683382132696,1414163.5720815065,False,45,69.89024466750712,2828327.1441630134
45,2020-03-07,75,572.6683382132696,1414163.5720815065,False,46,71.30950141093386,2828327.1441630134
46,2020-03-08,75,572.6683382132696,1414163.5720815065,False,47,72.75757816916057,2828327.1441630134
47,2020-03-09,75,572.6683382132696,1414163.5720815065,False,48,74.2350601429174,2828327.1441630134
48,2020-03-10,75,572.6683382132696,1414163.5720815065,False,49,75.74254441439724,2828327.1441630134
49,2020-03-11,75,572.6683382132696,1414163.5720815065,False,50,77.28064018843641,2828327.1441630134
50,2020-03-12,75,572.6683382132696,1414163.5720815065,False,51,78.84996903858912,2828327.1441630134
51,2020-03-13,75,572.6683382132696,1414163.5720815065,False,52,80.45116515819481,2828327.1441630134
52,2020-03-14,75,572.6683382132696,1414163.5720815065,False,53,82.08487561653929,2828327.1441630134
53,2020-03-15,75,572.6683382132696,1414163.5720815065,False,54,83.75176062021339,2828327.1441630134
54,2020-03-16,75,572.6683382132696,1414163.5720815065,False,55,85.45249377977416,2828327.1441630134
55,2020-03-17,75,572.6683382132696,1414163.5720815065,False,56,87.18776238181617,2828327.1441630134
56,2020-03-18,75,572.6683382132696,1414163.5720815065,False,57,88.95826766656263,2828327.1441630134
57,2020-03-19,75,572.6683382132696,1414163.5720815065,False,58,90.76472511108825,2828327.1441630134
58,2020-03-20,75,572.6683382132696,1414163.5720815065,False,59,92.60786471828766,2828327.1441630134
59,2020-03-21,75,572.6683382132696,1414163.5720815065,False,60,94.48843131170635,2828327.1441630134
60,2020-03-22,75,572.6683382132696,1414163.5720815065,False,61,96.40718483635249,2828327.1441630134
61,2020-03-23,75,572.6683382132696,1414163.5720815065,False,62,98.364900665611,2828327.1441630134
62,2020-03-24,75,572.6683382132696,1414163.5720815065,False,63,100.36236991438358,2828327.1441630134
63,2020-03-25,77,572.6683382132696,1414163.5720815065,False,64,102.40039975858089,2828327.1441630134
64,2020-03-26,89,572.6683382132696,1414163.5720815065,False,65,104.47981376109524,2828327.1441630134
65,2020-03-27,92,572.6683382132696,1414163.5720815065,False,66,106.60145220438557,2828327.1441630134
66,2020-03-28,94,572.6683382132696,1414163.5720815065,False,67,108.76617242980853,2828327.1441630134
67,2020-03-29,95,572.6683382132696,1414163.5720815065,False,68,110.97484918383203,2828327.1441630134
68,2020-03-30,97,572.6683382132696,1414163.5720815065,False,69,113.22837497127097,2828327.1441630134
69,2020-03-31,107,572.6683382132696,1414163.5720815065,False,70,115.52766041568775,2828327.1441630134
70,2020-04-01,111,572.6683382132696,1414163.5720815065,False,71,117.8736346271017,2828327.1441630134
71,2020-04-02,117,572.6683382132696,1414163.5720815065,False,72,120.2672455771565,2828327.1441630134
72,2020-04-03,117,572.6683382132696,1414163.5720815065,False,73,122.70946048189623,2828327.1441630134
73,2020-04-04,117,572.6683382132696,1414163.5720815065,False,74,125.20126619230379,2828327.1441630134
74,2020-04-05,117,572.6683382132696,1414163.5720815065,False,75,127.7436695927596,2828327.1441630134
75,2020-04-06,118,572.6683382132696,1414163.5720815065,False,76,130.33769800758054,2828327.1441630134
76,2020-04-07,121,572.6683382132696,1414163.5720815065,False,77,132.98439961580263,2828327.1441630134
77,2020-04-08,124,572.6683382132696,1414163.5720815065,False,78,135.68484387437493,2828327.1441630134
78,2020-04-09,126,572.6683382132696,1414163.5720815065,False,79,138.44012194993434,2828327.1441630134
79,2020-04-10,128,572.6683382132696,1414163.5720815065,False,80,141.25134715933527,2828327.1441630134
80,2020-04-11,155,572.6683382132696,1414163.5720815065,False,81,144.11965541911184,2828327.1441630134
81,2020-04-12,189,572.6683382132696,1414163.5720815065,False,82,147.04620570405248,2828327.1441630134
82,2020-04-13,190,572.6683382132696,1414163.5720815065,False,83,150.0321805150725,2828327.1441630134
83,2020-04-14,190,572.6683382132696,1414163.5720815065,False,84,153.07878635657192,2828327.1441630134
84,2020-04-15,190,572.6683382132696,1414163.5720815065,False,85,156.18725422347114,2828327.1441630134
