,Report_Date,Norway_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.6777122806725,3574.0836265495495,True,1,0.416315154857946,7107.941345159963
1,2020-01-23,0,65.6777122806725,3574.0836265495495,True,2,0.48405276192226937,7107.941345159963
2,2020-01-24,0,65.6777122806725,3574.0836265495495,True,3,0.5628109193313803,7107.941345159963
3,2020-01-25,0,65.6777122806725,3574.0836265495495,True,4,0.6543823069611729,7107.941345159963
4,2020-01-26,0,65.6777122806725,3574.0836265495495,True,5,0.7608511070977325,7107.941345159963
5,2020-01-27,0,65.6777122806725,3574.0836265495495,True,6,0.8846403669802942,7107.941345159963
6,2020-01-28,0,65.6777122806725,3574.0836265495495,True,7,1.0285670433807481,7107.941345159963
7,2020-01-29,0,65.6777122806725,3574.0836265495495,True,8,1.1959059705353254,7107.941345159963
8,2020-01-30,0,65.6777122806725,3574.0836265495495,True,9,1.3904641916740303,7107.941345159963
9,2020-01-31,0,65.6777122806725,3574.0836265495495,True,10,1.6166673246202652,7107.941345159963
10,2020-02-01,0,65.6777122806725,3574.0836265495495,True,11,1.8796598981735322,7107.941345159963
11,2020-02-02,0,65.6777122806725,3574.0836265495495,True,12,2.185421903594649,7107.941345159963
12,2020-02-03,0,65.6777122806725,3574.0836265495495,True,13,2.5409041605317535,7107.941345159963
13,2020-02-04,0,65.6777122806725,3574.0836265495495,True,14,2.9541855059476063,7107.941345159963
14,2020-02-05,0,65.6777122806725,3574.0836265495495,True,15,3.4346552856085997,7107.941345159963
15,2020-02-06,0,65.6777122806725,3574.0836265495495,True,16,3.993225168846621,7107.941345159963
16,2020-02-07,0,65.6777122806725,3574.0836265495495,True,17,4.642574927759651,7107.941345159963
17,2020-02-08,0,65.6777122806725,3574.0836265495495,True,18,5.397437531633917,7107.941345159963
18,2020-02-09,0,65.6777122806725,3574.0836265495495,True,19,6.274929716560158,7107.941345159963
19,2020-02-10,0,65.6777122806725,3574.0836265495495,True,20,7.294935109671494,7107.941345159963
20,2020-02-11,0,65.6777122806725,3574.0836265495495,True,21,8.480548027691585,7107.941345159963
21,2020-02-12,0,65.6777122806725,3574.0836265495495,True,22,9.858587240275714,7107.941345159963
22,2020-02-13,0,65.6777122806725,3574.0836265495495,True,23,11.460190297885266,7107.941345159963
23,2020-02-14,0,65.6777122806725,3574.0836265495495,True,24,13.321500476378617,7107.941345159963
24,2020-02-15,0,65.6777122806725,3574.0836265495495,True,25,15.48445998563585,7107.941345159963
25,2020-02-16,0,65.6777122806725,3574.0836265495495,True,26,17.997724818861773,7107.941345159963
26,2020-02-17,0,65.6777122806725,3574.0836265495495,True,27,20.91771846238263,7107.941345159963
27,2020-02-18,0,65.6777122806725,3574.0836265495495,True,28,24.309843605346163,7107.941345159963
28,2020-02-19,0,65.6777122806725,3574.0836265495495,True,29,28.249872923240158,7107.941345159963
29,2020-02-20,0,65.6777122806725,3574.0836265495495,True,30,32.825541863635785,7107.941345159963
30,2020-02-21,0,65.6777122806725,3574.0836265495495,True,31,38.138367996464,7107.941345159963
31,2020-02-22,0,65.6777122806725,3574.0836265495495,True,32,44.30572270238037,7107.941345159963
32,2020-02-23,0,65.6777122806725,3574.0836265495495,True,33,51.46318147760691,7107.941345159963
33,2020-02-24,0,65.6777122806725,3574.0836265495495,True,34,59.76717854132912,7107.941345159963
34,2020-02-25,0,65.6777122806725,3574.0836265495495,True,35,69.39798921363538,7107.941345159963
35,2020-02-26,1,65.6777122806725,3574.0836265495495,True,36,80.56305898488746,7107.941345159963
36,2020-02-27,1,65.6777122806725,3574.0836265495495,True,37,93.50069040174257,7107.941345159963
37,2020-02-28,6,65.6777122806725,3574.0836265495495,True,38,108.48408667037421,7107.941345159963
38,2020-02-29,15,65.6777122806725,3574.0836265495495,True,39,125.82573273989384,7107.941345159963
39,2020-03-01,19,65.6777122806725,3574.0836265495495,True,40,145.88206875937468,7107.941345159963
40,2020-03-02,25,65.6777122806725,3574.0836265495495,True,41,169.0583750391976,7107.941345159963
41,2020-03-03,32,65.6777122806725,3574.0836265495495,True,42,195.81373953072304,7107.941345159963
42,2020-03-04,56,65.6777122806725,3574.0836265495495,True,43,226.66591573132175,7107.941345159963
43,2020-03-05,87,65.6777122806725,3574.0836265495495,True,44,262.1957982690419,7107.941345159963
44,2020-03-06,108,65.6777122806725,3574.0836265495495,True,45,303.05114319893585,7107.941345159963
45,2020-03-07,147,65.6777122806725,3574.0836265495495,True,46,349.9490394832659,7107.941345159963
46,2020-03-08,176,65.6777122806725,3574.0836265495495,True,47,403.6764987969549,7107.941345159963
47,2020-03-09,205,65.6777122806725,3574.0836265495495,True,48,465.0883780979707,7107.941345159963
48,2020-03-10,400,65.6777122806725,3574.0836265495495,True,49,535.101694491845,7107.941345159963
49,2020-03-11,598,65.6777122806725,3574.0836265495495,True,50,614.685253965009,7107.941345159963
50,2020-03-12,702,65.6777122806725,3574.0836265495495,True,51,704.8434239493703,7107.941345159963
51,2020-03-13,996,65.6777122806725,3574.0836265495495,True,52,806.5928755441884,7107.941345159963
52,2020-03-14,1090,65.6777122806725,3574.0836265495495,True,53,920.9312571662465,7107.941345159963
53,2020-03-15,1221,65.6777122806725,3574.0836265495495,True,54,1048.7970978626397,7107.941345159963
54,2020-03-16,1333,65.6777122806725,3574.0836265495495,True,55,1191.0208349374013,7107.941345159963
55,2020-03-17,1463,65.6777122806725,3574.0836265495495,True,56,1348.2677597707755,7107.941345159963
56,2020-03-18,1550,65.6777122806725,3574.0836265495495,True,57,1520.9748814637142,7107.941345159963
57,2020-03-19,1746,65.6777122806725,3574.0836265495495,True,58,1709.2851577471379,7107.941345159963
58,2020-03-20,1914,65.6777122806725,3574.0836265495495,True,59,1912.984082957659,7107.941345159963
59,2020-03-21,2118,65.6777122806725,3574.0836265495495,True,60,2131.4449980236022,7107.941345159963
60,2020-03-22,2385,65.6777122806725,3574.0836265495495,True,61,2363.5903558333866,7107.941345159963
61,2020-03-23,2621,65.6777122806725,3574.0836265495495,True,62,2607.876166069869,7107.941345159963
62,2020-03-24,2863,65.6777122806725,3574.0836265495495,True,63,2862.3056531022403,7107.941345159963
63,2020-03-25,3084,65.6777122806725,3574.0836265495495,True,64,3124.4756729898677,7107.941345159963
64,2020-03-26,3369,65.6777122806725,3574.0836265495495,True,65,3391.6558272325856,7107.941345159963
65,2020-03-27,3755,65.6777122806725,3574.0836265495495,True,66,3660.8959878421297,7107.941345159963
