,Report_Date,Canada_grand princess_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,56.279388312345034,6.621946115445666,True,1,0.0001624997816441875,13.243891503522931
1,2020-01-23,0,0,56.279388312345034,6.621946115445666,True,2,0.0001993857170517132,13.243891503522931
2,2020-01-24,0,0,56.279388312345034,6.621946115445666,True,3,0.00024464426123450345,13.243891503522931
3,2020-01-25,0,0,56.279388312345034,6.621946115445666,True,4,0.0003001758050340211,13.243891503522931
4,2020-01-26,0,0,56.279388312345034,6.621946115445666,True,5,0.00036831204505898544,13.243891503522931
5,2020-01-27,0,0,56.279388312345034,6.621946115445666,True,6,0.0004519138512897528,13.243891503522931
6,2020-01-28,0,0,56.279388312345034,6.621946115445666,True,7,0.0005544913317248526,13.243891503522931
7,2020-01-29,0,0,56.279388312345034,6.621946115445666,True,8,0.0006803511234053342,13.243891503522931
8,2020-01-30,0,0,56.279388312345034,6.621946115445666,True,9,0.0008347770761020101,13.243891503522931
9,2020-01-31,0,0,56.279388312345034,6.621946115445666,True,10,0.0010242518876166882,13.243891503522931
10,2020-02-01,0,0,56.279388312345034,6.621946115445666,True,11,0.0012567289548834708,13.243891503522931
11,2020-02-02,0,0,56.279388312345034,6.621946115445666,True,12,0.001541965792015398,13.243891503522931
12,2020-02-03,0,0,56.279388312345034,6.621946115445666,True,13,0.0018919329190723716,13.243891503522931
13,2020-02-04,0,0,56.279388312345034,6.621946115445666,True,14,0.0023213152452694146,13.243891503522931
14,2020-02-05,0,0,56.279388312345034,6.621946115445666,True,15,0.0028481267802657724,13.243891503522931
15,2020-02-06,0,0,56.279388312345034,6.621946115445666,True,16,0.0034944641545099405,13.243891503522931
16,2020-02-07,0,0,56.279388312345034,6.621946115445666,True,17,0.004287430090646474,13.243891503522931
17,2020-02-08,0,0,56.279388312345034,6.621946115445666,True,18,0.005260264852082731,13.243891503522931
18,2020-02-09,0,0,56.279388312345034,6.621946115445666,True,19,0.006453732048460131,13.243891503522931
19,2020-02-10,0,0,56.279388312345034,6.621946115445666,True,20,0.00791781528783669,13.243891503522931
20,2020-02-11,0,0,56.279388312345034,6.621946115445666,True,21,0.009713794360516106,13.243891503522931
21,2020-02-12,0,0,56.279388312345034,6.621946115445666,True,22,0.011916784288028937,13.243891503522931
22,2020-02-13,0,0,56.279388312345034,6.621946115445666,True,23,0.014618838072719373,13.243891503522931
23,2020-02-14,0,0,56.279388312345034,6.621946115445666,True,24,0.01793273475188593,13.243891503522931
24,2020-02-15,0,0,56.279388312345034,6.621946115445666,True,25,0.02199659878718269,13.243891503522931
25,2020-02-16,0,0,56.279388312345034,6.621946115445666,True,26,0.026979525214930213,13.243891503522931
26,2020-02-17,0,0,56.279388312345034,6.621946115445666,True,27,0.03308841747446157,13.243891503522931
27,2020-02-18,0,0,56.279388312345034,6.621946115445666,True,28,0.04057628120715707,13.243891503522931
28,2020-02-19,0,0,56.279388312345034,6.621946115445666,True,29,0.04975225677768481,13.243891503522931
29,2020-02-20,0,0,56.279388312345034,6.621946115445666,True,30,0.060993714046567185,13.243891503522931
30,2020-02-21,0,0,56.279388312345034,6.621946115445666,True,31,0.07476077173286023,13.243891503522931
