,Report_Date,Canada_grand princess_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,0,0,56.279388312345034,6.621946115445666,True,32,0.0916136349271632,13.243891503522931
32,2020-02-23,0,0,56.279388312345034,6.621946115445666,True,33,0.11223315884322223,13.243891503522931
33,2020-02-24,0,0,56.279388312345034,6.621946115445666,True,34,0.13744503055576682,13.243891503522931
34,2020-02-25,0,0,56.279388312345034,6.621946115445666,True,35,0.1682478919176625,13.243891503522931
35,2020-02-26,0,0,56.279388312345034,6.621946115445666,True,36,0.20584557493434522,13.243891503522931
36,2020-02-27,0,0,56.279388312345034,6.621946115445666,True,37,0.2516833416307592,13.243891503522931
37,2020-02-28,0,0,56.279388312345034,6.621946115445666,True,38,0.30748755416355744,13.243891503522931
38,2020-02-29,0,0,56.279388312345034,6.621946115445666,True,39,0.3753074704375485,13.243891503522931
39,2020-03-01,0,0,56.279388312345034,6.621946115445666,True,40,0.4575567728419892,13.243891503522931
40,2020-03-02,0,0,56.279388312345034,6.621946115445666,True,41,0.5570508931967798,13.243891503522931
41,2020-03-03,0,0,56.279388312345034,6.621946115445666,True,42,0.6770341114658768,13.243891503522931
42,2020-03-04,0,0,56.279388312345034,6.621946115445666,True,43,0.8211877551773923,13.243891503522931
43,2020-03-05,0,0,56.279388312345034,6.621946115445666,True,44,0.9936077230853402,13.243891503522931
44,2020-03-06,0,0,56.279388312345034,6.621946115445666,True,45,1.1987363640036905,13.243891503522931
45,2020-03-07,0,0,56.279388312345034,6.621946115445666,True,46,1.4412312217335503,13.243891503522931
46,2020-03-08,0,0,56.279388312345034,6.621946115445666,True,47,1.7257526107805552,13.243891503522931
47,2020-03-09,0,0,56.279388312345034,6.621946115445666,True,48,2.056655298704988,13.243891503522931
48,2020-03-10,0,0,56.279388312345034,6.621946115445666,True,49,2.437578987217678,13.243891503522931
49,2020-03-11,0,0,56.279388312345034,6.621946115445666,True,50,2.870949729480812,13.243891503522931
50,2020-03-12,0,0,56.279388312345034,6.621946115445666,True,51,3.3574302002499956,13.243891503522931
51,2020-03-13,2,2,56.279388312345034,6.621946115445666,True,52,3.8953878040946046,13.243891503522931
52,2020-03-14,2,2,56.279388312345034,6.621946115445666,True,53,4.480478176400963,13.243891503522931
53,2020-03-15,2,2,56.279388312345034,6.621946115445666,True,54,5.105455523861507,13.243891503522931
54,2020-03-16,2,2,56.279388312345034,6.621946115445666,True,55,5.760307437387714,13.243891503522931
55,2020-03-17,8,8,56.279388312345034,6.621946115445666,True,56,6.43276315913457,13.243891503522931
56,2020-03-18,9,9,56.279388312345034,6.621946115445666,True,57,7.109146705237182,13.243891503522931
57,2020-03-19,9,9,56.279388312345034,6.621946115445666,True,58,7.775461028428402,13.243891503522931
58,2020-03-20,10,10,56.279388312345034,6.621946115445666,True,59,8.418526647640794,13.243891503522931
59,2020-03-21,10,10,56.279388312345034,6.621946115445666,True,60,9.026982796944756,13.243891503522931
60,2020-03-22,13,13,56.279388312345034,6.621946115445666,True,61,9.591997539913569,13.243891503522931
61,2020-03-23,13,13,56.279388312345034,6.621946115445666,True,62,10.107609706623414,13.243891503522931
62,2020-03-24,13,13,56.279388312345034,6.621946115445666,True,63,10.570710811784645,13.243891503522931
63,2020-03-25,13,13,56.279388312345034,6.621946115445666,True,64,10.980741683359732,13.243891503522931
64,2020-03-26,13,13,56.279388312345034,6.621946115445666,True,65,11.339211631596594,13.243891503522931
65,2020-03-27,13,13,56.279388312345034,6.621946115445666,True,66,11.649148167607395,13.243891503522931
66,2020-03-28,13,13,56.279388312345034,6.621946115445666,True,67,11.914563231504628,13.243891503522931
67,2020-03-29,13,13,56.279388312345034,6.621946115445666,True,68,12.139990936172165,13.243891503522931
68,2020-03-30,13,13,56.279388312345034,6.621946115445666,True,69,12.330122438320856,13.243891503522931
69,2020-03-31,13,13,56.279388312345034,6.621946115445666,True,70,12.489541310875426,13.243891503522931
70,2020-04-01,13,13,56.279388312345034,6.621946115445666,True,71,12.6225490585132,13.243891503522931
71,2020-04-02,13,13,56.279388312345034,6.621946115445666,True,72,12.733063974807886,13.243891503522931
72,2020-04-03,13,13,56.279388312345034,6.621946115445666,True,73,12.824575195335873,13.243891503522931
73,2020-04-04,13,13,56.279388312345034,6.621946115445666,True,74,12.900135417047538,13.243891503522931
74,2020-04-05,13,13,56.279388312345034,6.621946115445666,True,75,12.962378696728049,13.243891503522931
75,2020-04-06,13,13,56.279388312345034,6.621946115445666,True,76,13.013552961333275,13.243891503522931
76,2020-04-07,13,13,56.279388312345034,6.621946115445666,True,77,13.055559793435124,13.243891503522931
77,2020-04-08,13,13,56.279388312345034,6.621946115445666,True,78,13.089996459863675,13.243891503522931
78,2020-04-09,13,13,56.279388312345034,6.621946115445666,True,79,13.118196990581387,13.243891503522931
79,2020-04-10,13,13,56.279388312345034,6.621946115445666,True,80,13.141270445738154,13.243891503522931
80,2020-04-11,13,13,56.279388312345034,6.621946115445666,True,81,13.160135426694719,13.243891503522931
81,2020-04-12,13,13,56.279388312345034,6.621946115445666,True,82,13.175550490095127,13.243891503522931
82,2020-04-13,13,13,56.279388312345034,6.621946115445666,True,83,13.188140499359125,13.243891503522931
83,2020-04-14,13,13,56.279388312345034,6.621946115445666,True,84,13.198419164660535,13.243891503522931
84,2020-04-15,13,13,56.279388312345034,6.621946115445666,True,85,13.206808133003328,13.243891503522931
85,2020-04-16,13,13,56.279388312345034,6.621946115445666,True,86,13.213653032331354,13.243891503522931
86,2020-04-17,13,13,56.279388312345034,6.621946115445666,True,87,13.219236874176378,13.243891503522931
87,2020-04-18,13,13,56.279388312345034,6.621946115445666,True,88,13.223791196050888,13.243891503522931
88,2020-04-19,13,13,56.279388312345034,6.621946115445666,True,89,13.227505289337653,13.243891503522931
89,2020-04-20,13,13,56.279388312345034,6.621946115445666,True,90,13.230533818217815,13.243891503522931
90,2020-04-21,13,13,56.279388312345034,6.621946115445666,True,91,13.233003094683967,13.243891503522931
91,2020-04-22,13,13,56.279388312345034,6.621946115445666,True,92,13.235016236436373,13.243891503522931
92,2020-04-23,13,13,56.279388312345034,6.621946115445666,True,93,13.23665739974176,13.243891503522931
93,2020-04-24,13,13,56.279388312345034,6.621946115445666,True,94,13.237995248648735,13.243891503522931
94,2020-04-25,13,13,56.279388312345034,6.621946115445666,True,95,13.239085795339202,13.243891503522931
95,2020-04-26,13,13,56.279388312345034,6.621946115445666,True,96,13.23997472362739,13.243891503522931
96,2020-04-27,13,13,56.279388312345034,6.621946115445666,True,97,13.240699288341427,13.243891503522931
97,2020-04-28,13,13,56.279388312345034,6.621946115445666,True,98,13.241289867130227,13.243891503522931
98,2020-04-29,13,13,56.279388312345034,6.621946115445666,True,99,13.241771227720017,13.243891503522931
99,2020-04-30,13,13,56.279388312345034,6.621946115445666,True,100,13.24216356241302,13.243891503522931
100,2020-05-01,13,13,56.279388312345034,6.621946115445666,True,101,13.242483332323502,13.243891503522931
101,2020-05-02,13,13,56.279388312345034,6.621946115445666,True,102,13.242743956174325,13.243891503522931
102,2020-05-03,13,13,56.279388312345034,6.621946115445666,True,103,13.242956372160608,13.243891503522931
103,2020-05-04,13,13,56.279388312345034,6.621946115445666,True,104,13.243129496197168,13.243891503522931
104,2020-05-05,13,13,56.279388312345034,6.621946115445666,True,105,13.24327059560849,13.243891503522931
105,2020-05-06,13,13,56.279388312345034,6.621946115445666,True,106,13.243385593831057,13.243891503522931
106,2020-05-07,13,13,56.279388312345034,6.621946115445666,True,107,13.243479318842098,13.243891503522931
107,2020-05-08,13,13,56.279388312345034,6.621946115445666,True,108,13.243555705693012,13.243891503522931
108,2020-05-09,13,13,56.279388312345034,6.621946115445666,True,109,13.24361796161662,13.243891503522931
109,2020-05-10,13,13,56.279388312345034,6.621946115445666,True,110,13.243668700617791,13.243891503522931
110,2020-05-11,13,13,56.279388312345034,6.621946115445666,True,111,13.243710053183575,13.243891503522931
111,2020-05-12,13,13,56.279388312345034,6.621946115445666,True,112,13.243743755709394,13.243891503522931
112,2020-05-13,13,13,56.279388312345034,6.621946115445666,True,113,13.243771223389675,13.243891503522931
113,2020-05-14,13,13,56.279388312345034,6.621946115445666,True,114,13.243793609629195,13.243891503522931
114,2020-05-15,13,13,56.279388312345034,6.621946115445666,True,115,13.24381185446697,13.243891503522931
115,2020-05-16,13,13,56.279388312345034,6.621946115445666,True,116,13.24382672404416,13.243891503522931
116,2020-05-17,13,13,56.279388312345034,6.621946115445666,True,117,13.243838842772002,13.243891503522931
117,2020-05-18,13,13,56.279388312345034,6.621946115445666,True,118,13.243848719549753,13.243891503522931
118,2020-05-19,13,13,56.279388312345034,6.621946115445666,True,119,13.243856769133012,13.243891503522931
119,2020-05-20,13,13,56.279388312345034,6.621946115445666,True,120,13.243863329549383,13.243891503522931
120,2020-05-21,13,13,56.279388312345034,6.621946115445666,True,121,13.243868676292532,13.243891503522931
121,2020-05-22,13,13,56.279388312345034,6.621946115445666,True,122,13.243873033890578,13.243891503522931
122,2020-05-23,13,13,56.279388312345034,6.621946115445666,True,123,13.243876585334442,13.243891503522931
123,2020-05-24,13,13,56.279388312345034,6.621946115445666,True,124,13.243879479762061,13.243891503522931
124,2020-05-25,13,13,56.279388312345034,6.621946115445666,True,125,13.243881838721064,13.243891503522931
125,2020-05-26,13,13,56.279388312345034,6.621946115445666,True,126,13.243883761272919,13.243891503522931
126,2020-05-27,13,13,56.279388312345034,6.621946115445666,True,127,13.243885328152796,13.243891503522931
127,2020-05-28,13,13,56.279388312345034,6.621946115445666,True,128,13.243886605159933,13.243891503522931
