,Report_Date,Cote d'Ivoire_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,0,100.94790988236547,1338.275747265253,True,21,4.969733766205173,2477.3372577610244
21,2020-02-12,0,100.94790988236547,1338.275747265253,True,22,5.375511987051445,2477.3372577610244
22,2020-02-13,0,100.94790988236547,1338.275747265253,True,23,5.8143498485091945,2477.3372577610244
23,2020-02-14,0,100.94790988236547,1338.275747265253,True,24,6.288928541398879,2477.3372577610244
24,2020-02-15,0,100.94790988236547,1338.275747265253,True,25,6.8021446249655195,2477.3372577610244
25,2020-02-16,0,100.94790988236547,1338.275747265253,True,26,7.357126972941725,2477.3372577610244
26,2020-02-17,0,100.94790988236547,1338.275747265253,True,27,7.957254992709105,2477.3372577610244
27,2020-02-18,0,100.94790988236547,1338.275747265253,True,28,8.606178202805891,2477.3372577610244
28,2020-02-19,0,100.94790988236547,1338.275747265253,True,29,9.30783725788535,2477.3372577610244
29,2020-02-20,0,100.94790988236547,1338.275747265253,True,30,10.06648651389838,2477.3372577610244
30,2020-02-21,0,100.94790988236547,1338.275747265253,True,31,10.88671822965934,2477.3372577610244
31,2020-02-22,0,100.94790988236547,1338.275747265253,True,32,11.773488503943979,2477.3372577610244
32,2020-02-23,0,100.94790988236547,1338.275747265253,True,33,12.732145049725624,2477.3372577610244
33,2020-02-24,0,100.94790988236547,1338.275747265253,True,34,13.768456908919262,2477.3372577610244
34,2020-02-25,0,100.94790988236547,1338.275747265253,True,35,14.888646211880204,2477.3372577610244
35,2020-02-26,0,100.94790988236547,1338.275747265253,True,36,16.09942208566939,2477.3372577610244
36,2020-02-27,0,100.94790988236547,1338.275747265253,True,37,17.40801681348537,2477.3372577610244
37,2020-02-28,0,100.94790988236547,1338.275747265253,True,38,18.822224344364326,2477.3372577610244
38,2020-02-29,0,100.94790988236547,1338.275747265253,True,39,20.350441246903653,2477.3372577610244
39,2020-03-01,0,100.94790988236547,1338.275747265253,True,40,22.001710192956107,2477.3372577610244
40,2020-03-02,0,100.94790988236547,1338.275747265253,True,41,23.785766046489773,2477.3372577610244
41,2020-03-03,0,100.94790988236547,1338.275747265253,True,42,25.71308461856508,2477.3372577610244
42,2020-03-04,0,100.94790988236547,1338.275747265253,True,43,27.79493413101645,2477.3372577610244
43,2020-03-05,0,100.94790988236547,1338.275747265253,True,44,30.043429408231912,2477.3372577610244
44,2020-03-06,0,100.94790988236547,1338.275747265253,True,45,32.471588787597426,2477.3372577610244
45,2020-03-07,0,100.94790988236547,1338.275747265253,True,46,35.09339370381508,2477.3372577610244
46,2020-03-08,0,100.94790988236547,1338.275747265253,True,47,37.92385085941565,2477.3372577610244
47,2020-03-09,0,100.94790988236547,1338.275747265253,True,48,40.979056842263255,2477.3372577610244
48,2020-03-10,0,100.94790988236547,1338.275747265253,True,49,44.27626498948582,2477.3372577610244
49,2020-03-11,1,100.94790988236547,1338.275747265253,True,50,47.833954224753924,2477.3372577610244
50,2020-03-12,1,100.94790988236547,1338.275747265253,True,51,51.67189951077573,2477.3372577610244
51,2020-03-13,1,100.94790988236547,1338.275747265253,True,52,55.81124345980939,2477.3372577610244
52,2020-03-14,1,100.94790988236547,1338.275747265253,True,53,60.274568530400245,2477.3372577610244
53,2020-03-15,1,100.94790988236547,1338.275747265253,True,54,65.08596910689961,2477.3372577610244
54,2020-03-16,1,100.94790988236547,1338.275747265253,True,55,70.27112260812993,2477.3372577610244
55,2020-03-17,5,100.94790988236547,1338.275747265253,True,56,75.85735860144425,2477.3372577610244
56,2020-03-18,6,100.94790988236547,1338.275747265253,True,57,81.87372470720807,2477.3372577610244
57,2020-03-19,9,100.94790988236547,1338.275747265253,True,58,88.35104786552513,2477.3372577610244
58,2020-03-20,9,100.94790988236547,1338.275747265253,True,59,95.32198930141334,2477.3372577610244
59,2020-03-21,14,100.94790988236547,1338.275747265253,True,60,102.82109126680294,2477.3372577610244
60,2020-03-22,14,100.94790988236547,1338.275747265253,True,61,110.88481335868843,2477.3372577610244
61,2020-03-23,25,100.94790988236547,1338.275747265253,True,62,119.55155591461333,2477.3372577610244
62,2020-03-24,73,100.94790988236547,1338.275747265253,True,63,128.86166767282506,2477.3372577610244
63,2020-03-25,80,100.94790988236547,1338.275747265253,True,64,138.85743456001416,2477.3372577610244
64,2020-03-26,96,100.94790988236547,1338.275747265253,True,65,149.5830461416575,2477.3372577610244
65,2020-03-27,101,100.94790988236547,1338.275747265253,True,66,161.08453594810896,2477.3372577610244
66,2020-03-28,101,100.94790988236547,1338.275747265253,True,67,173.40969158597474,2477.3372577610244
67,2020-03-29,165,100.94790988236547,1338.275747265253,True,68,186.6079302743421,2477.3372577610244
68,2020-03-30,168,100.94790988236547,1338.275747265253,True,69,200.730135227871,2477.3372577610244
69,2020-03-31,179,100.94790988236547,1338.275747265253,True,70,215.82844816605447,2477.3372577610244
70,2020-04-01,190,100.94790988236547,1338.275747265253,True,71,231.95601318622053,2477.3372577610244
71,2020-04-02,194,100.94790988236547,1338.275747265253,True,72,249.16666732681009,2477.3372577610244
72,2020-04-03,218,100.94790988236547,1338.275747265253,True,73,267.51457339998444,2477.3372577610244
73,2020-04-04,245,100.94790988236547,1338.275747265253,True,74,287.0537911238868,2477.3372577610244
74,2020-04-05,261,100.94790988236547,1338.275747265253,True,75,307.83778327123827,2477.3372577610244
75,2020-04-06,323,100.94790988236547,1338.275747265253,True,76,329.9188545079929,2477.3372577610244
76,2020-04-07,349,100.94790988236547,1338.275747265253,True,77,353.3475218560432,2477.3372577610244
77,2020-04-08,384,100.94790988236547,1338.275747265253,True,78,378.17181730386716,2477.3372577610244
78,2020-04-09,444,100.94790988236547,1338.275747265253,True,79,404.4365250251517,2477.3372577610244
79,2020-04-10,444,100.94790988236547,1338.275747265253,True,80,432.1823579504904,2477.3372577610244
80,2020-04-11,533,100.94790988236547,1338.275747265253,True,81,461.44508105538887,2477.3372577610244
81,2020-04-12,574,100.94790988236547,1338.275747265253,True,82,492.2545916400658,2477.3372577610244
82,2020-04-13,626,100.94790988236547,1338.275747265253,True,83,524.6339700166391,2477.3372577610244
83,2020-04-14,638,100.94790988236547,1338.275747265253,True,84,558.5985172902446,2477.3372577610244
84,2020-04-15,638,100.94790988236547,1338.275747265253,True,85,594.1548001929619,2477.3372577610244
85,2020-04-16,654,100.94790988236547,1338.275747265253,True,86,631.2997260415294,2477.3372577610244
86,2020-04-17,688,100.94790988236547,1338.275747265253,True,87,670.0196736513456,2477.3372577610244
87,2020-04-18,801,100.94790988236547,1338.275747265253,True,88,710.2897082378737,2477.3372577610244
88,2020-04-19,847,100.94790988236547,1338.275747265253,True,89,752.0729097487456,2477.3372577610244
89,2020-04-20,847,100.94790988236547,1338.275747265253,True,90,795.3198444752617,2477.3372577610244
90,2020-04-21,916,100.94790988236547,1338.275747265253,True,91,839.9682089915302,2477.3372577610244
91,2020-04-22,952,100.94790988236547,1338.275747265253,True,92,885.9426733053997,2477.3372577610244
92,2020-04-23,1004,100.94790988236547,1338.275747265253,True,93,933.1549464821484,2477.3372577610244
93,2020-04-24,1077,100.94790988236547,1338.275747265253,True,94,981.5040829058784,2477.3372577610244
94,2020-04-25,1077,100.94790988236547,1338.275747265253,True,95,1030.8770408581208,2477.3372577610244
95,2020-04-26,1150,100.94790988236547,1338.275747265253,True,96,1081.1494974079033,2477.3372577610244
96,2020-04-27,1164,100.94790988236547,1338.275747265253,True,97,1132.186915018431,2477.3372577610244
97,2020-04-28,1183,100.94790988236547,1338.275747265253,True,98,1183.845846174712,2477.3372577610244
98,2020-04-29,1238,100.94790988236547,1338.275747265253,True,99,1235.97545319153,2477.3372577610244
99,2020-04-30,1275,100.94790988236547,1338.275747265253,True,100,1288.4192116841787,2477.3372577610244
100,2020-05-01,1333,100.94790988236547,1338.275747265253,True,101,1341.0167584937094,2477.3372577610244
101,2020-05-02,1362,100.94790988236547,1338.275747265253,True,102,1393.6058386362158,2477.3372577610244
102,2020-05-03,1398,100.94790988236547,1338.275747265253,True,103,1446.0243014959528,2477.3372577610244
103,2020-05-04,1432,100.94790988236547,1338.275747265253,True,104,1498.112094294188,2477.3372577610244
104,2020-05-05,1464,100.94790988236547,1338.275747265253,True,105,1549.7132009871748,2477.3372577610244
105,2020-05-06,1516,100.94790988236547,1338.275747265253,True,106,1600.6774771691898,2477.3372577610244
106,2020-05-07,1571,100.94790988236547,1338.275747265253,True,107,1650.8623361171383,2477.3372577610244
107,2020-05-08,1602,100.94790988236547,1338.275747265253,True,108,1700.1342475089627,2477.3372577610244
108,2020-05-09,1667,100.94790988236547,1338.275747265253,True,109,1748.3700181649576,2477.3372577610244
109,2020-05-10,1700,100.94790988236547,1338.275747265253,True,110,1795.457832911271,2477.3372577610244
110,2020-05-11,1730,100.94790988236547,1338.275747265253,True,111,1841.2980428286332,2477.3372577610244
111,2020-05-12,1857,100.94790988236547,1338.275747265253,True,112,1885.803697217567,2477.3372577610244
112,2020-05-13,1912,100.94790988236547,1338.275747265253,True,113,1928.9008241231063,2477.3372577610244
113,2020-05-14,1971,100.94790988236547,1338.275747265253,True,114,1970.5284718342932,2477.3372577610244
114,2020-05-15,2017,100.94790988236547,1338.275747265253,True,115,2010.6385301214175,2477.3372577610244
115,2020-05-16,2061,100.94790988236547,1338.275747265253,True,116,2049.195354918685,2477.3372577610244
116,2020-05-17,2109,100.94790988236547,1338.275747265253,True,117,2086.1752236289462,2477.3372577610244
117,2020-05-18,2119,100.94790988236547,1338.275747265253,True,118,2121.5656502435004,2477.3372577610244
118,2020-05-19,2153,100.94790988236547,1338.275747265253,True,119,2155.3645901365453,2477.3372577610244
119,2020-05-20,2231,100.94790988236547,1338.275747265253,True,120,2187.5795638737404,2477.3372577610244
120,2020-05-21,2301,100.94790988236547,1338.275747265253,True,121,2218.2267278697923,2477.3372577610244
121,2020-05-22,2341,100.94790988236547,1338.275747265253,True,122,2247.3299174623403,2477.3372577610244
122,2020-05-23,2366,100.94790988236547,1338.275747265253,True,123,2274.9196851617826,2477.3372577610244
