,Report_Date,"Venezuela, Bolivarian Republic of_cases",fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.88868871258605,105.34404820933314,True,1,0.002509113958955882,194.19181103265117
1,2020-01-23,0,65.88868871258605,105.34404820933314,True,2,0.0029881676409893136,194.19181103265117
2,2020-01-24,0,65.88868871258605,105.34404820933314,True,3,0.0035586833122646386,194.19181103265117
3,2020-01-25,0,65.88868871258605,105.34404820933314,True,4,0.004238122451961358,194.19181103265117
4,2020-01-26,0,65.88868871258605,105.34404820933314,True,5,0.005047279929816016,194.19181103265117
5,2020-01-27,0,65.88868871258605,105.34404820933314,True,6,0.006010920236195593,194.19181103265117
6,2020-01-28,0,65.88868871258605,105.34404820933314,True,7,0.00715853509939922,194.19181103265117
7,2020-01-29,0,65.88868871258605,105.34404820933314,True,8,0.008525245630041148,194.19181103265117
8,2020-01-30,0,65.88868871258605,105.34404820933314,True,9,0.010152876535201858,194.19181103265117
9,2020-01-31,0,65.88868871258605,105.34404820933314,True,10,0.012091235182131852,194.19181103265117
10,2020-02-01,0,65.88868871258605,105.34404820933314,True,11,0.014399634519280073,194.19181103265117
11,2020-02-02,0,65.88868871258605,105.34404820933314,True,12,0.017148706266715857,194.19181103265117
12,2020-02-03,0,65.88868871258605,105.34404820933314,True,13,0.020422559587867598,194.19181103265117
13,2020-02-04,0,65.88868871258605,105.34404820933314,True,14,0.02432135090879191,194.19181103265117
14,2020-02-05,0,65.88868871258605,105.34404820933314,True,15,0.028964342965059314,194.19181103265117
15,2020-02-06,0,65.88868871258605,105.34404820933314,True,16,0.034493545888728605,194.19181103265117
16,2020-02-07,0,65.88868871258605,105.34404820933314,True,17,0.041078050619902946,194.19181103265117
17,2020-02-08,0,65.88868871258605,105.34404820933314,True,18,0.048919185631571764,194.19181103265117
18,2020-02-09,0,65.88868871258605,105.34404820933314,True,19,0.058256652466732964,194.19181103265117
19,2020-02-10,0,65.88868871258605,105.34404820933314,True,20,0.06937582456865876,194.19181103265117
20,2020-02-11,0,65.88868871258605,105.34404820933314,True,21,0.0826164281057611,194.19181103265117
21,2020-02-12,0,65.88868871258605,105.34404820933314,True,22,0.09838286382953564,194.19181103265117
22,2020-02-13,0,65.88868871258605,105.34404820933314,True,23,0.11715647645208324,194.19181103265117
23,2020-02-14,0,65.88868871258605,105.34404820933314,True,24,0.13951013370162216,194.19181103265117
24,2020-02-15,0,65.88868871258605,105.34404820933314,True,25,0.1661255423346905,194.19181103265117
25,2020-02-16,0,65.88868871258605,105.34404820933314,True,26,0.1978138042686274,194.19181103265117
26,2020-02-17,0,65.88868871258605,105.34404820933314,True,27,0.23553980401519015,194.19181103265117
27,2020-02-18,0,65.88868871258605,105.34404820933314,True,28,0.2804511200944015,194.19181103265117
28,2020-02-19,0,65.88868871258605,105.34404820933314,True,29,0.3339122693002793,194.19181103265117
29,2020-02-20,0,65.88868871258605,105.34404820933314,True,30,0.3975452244732905,194.19181103265117
30,2020-02-21,0,65.88868871258605,105.34404820933314,True,31,0.47327729411123676,194.19181103265117
31,2020-02-22,0,65.88868871258605,105.34404820933314,True,32,0.5633976150208148,194.19181103265117
32,2020-02-23,0,65.88868871258605,105.34404820933314,True,33,0.6706236849766244,194.19181103265117
33,2020-02-24,0,65.88868871258605,105.34404820933314,True,34,0.7981795462596764,194.19181103265117
34,2020-02-25,0,65.88868871258605,105.34404820933314,True,35,0.9498874145829225,194.19181103265117
35,2020-02-26,0,65.88868871258605,105.34404820933314,True,36,1.1302747175390433,194.19181103265117
36,2020-02-27,0,65.88868871258605,105.34404820933314,True,37,1.344698640980942,194.19181103265117
37,2020-02-28,0,65.88868871258605,105.34404820933314,True,38,1.5994903486643706,194.19181103265117
38,2020-02-29,0,65.88868871258605,105.34404820933314,True,39,1.902120993386142,194.19181103265117
39,2020-03-01,0,65.88868871258605,105.34404820933314,True,40,2.261391410344279,194.19181103265117
40,2020-03-02,0,65.88868871258605,105.34404820933314,True,41,2.6876468831768805,194.19181103265117
41,2020-03-03,0,65.88868871258605,105.34404820933314,True,42,3.1930174746117705,194.19181103265117
42,2020-03-04,0,65.88868871258605,105.34404820933314,True,43,3.7916829506769805,194.19181103265117
43,2020-03-05,0,65.88868871258605,105.34404820933314,True,44,4.500159086451437,194.19181103265117
44,2020-03-06,0,65.88868871258605,105.34404820933314,True,45,5.337598858405039,194.19181103265117
45,2020-03-07,0,65.88868871258605,105.34404820933314,True,46,6.326097393936314,194.19181103265117
46,2020-03-08,0,65.88868871258605,105.34404820933314,True,47,7.4909832276595205,194.19181103265117
47,2020-03-09,0,65.88868871258605,105.34404820933314,True,48,8.8610700916173,194.19181103265117
48,2020-03-10,0,65.88868871258605,105.34404820933314,True,49,10.468832935240231,194.19181103265117
49,2020-03-11,0,65.88868871258605,105.34404820933314,True,50,12.350459175157802,194.19181103265117
50,2020-03-12,0,65.88868871258605,105.34404820933314,True,51,14.545711832998991,194.19181103265117
51,2020-03-13,0,65.88868871258605,105.34404820933314,True,52,17.097526528014193,194.19181103265117
52,2020-03-14,2,65.88868871258605,105.34404820933314,True,53,20.051251697943396,194.19181103265117
53,2020-03-15,10,65.88868871258605,105.34404820933314,True,54,23.453434891237134,194.19181103265117
54,2020-03-16,17,65.88868871258605,105.34404820933314,True,55,27.35006319748748,194.19181103265117
55,2020-03-17,33,65.88868871258605,105.34404820933314,True,56,31.784190056296925,194.19181103265117
56,2020-03-18,36,65.88868871258605,105.34404820933314,True,57,36.79293148322183,194.19181103265117
57,2020-03-19,42,65.88868871258605,105.34404820933314,True,58,42.40389811684877,194.19181103265117
58,2020-03-20,42,65.88868871258605,105.34404820933314,True,59,48.631246069871665,194.19181103265117
59,2020-03-21,70,65.88868871258605,105.34404820933314,True,60,55.47167025030051,194.19181103265117
60,2020-03-22,70,65.88868871258605,105.34404820933314,True,61,62.90080586255461,194.19181103265117
61,2020-03-23,77,65.88868871258605,105.34404820933314,True,62,70.87061013213795,194.19181103265117
62,2020-03-24,84,65.88868871258605,105.34404820933314,True,63,79.30832106619994,194.19181103265117
63,2020-03-25,91,65.88868871258605,105.34404820933314,True,64,88.11749205540188,194.19181103265117
64,2020-03-26,107,65.88868871258605,105.34404820933314,True,65,97.18136293271405,194.19181103265117
65,2020-03-27,107,65.88868871258605,105.34404820933314,True,66,106.36847364164629,194.19181103265117
66,2020-03-28,119,65.88868871258605,105.34404820933314,True,67,115.54002636985084,194.19181103265117
67,2020-03-29,119,65.88868871258605,105.34404820933314,True,68,124.55815772322828,194.19181103265117
68,2020-03-30,135,65.88868871258605,105.34404820933314,True,69,133.29409366964705,194.19181103265117
69,2020-03-31,135,65.88868871258605,105.34404820933314,True,70,141.6351846556518,194.19181103265117
