,Report_Date,Cuba_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,88.26293115394024,968.7394351114576,True,1,0.06806281813724989,1931.8920056087068
1,2020-01-23,0,0,88.26293115394024,968.7394351114576,True,2,0.0765513304660669,1931.8920056087068
2,2020-01-24,0,0,88.26293115394024,968.7394351114576,True,3,0.08609844779265693,1931.8920056087068
3,2020-01-25,0,0,88.26293115394024,968.7394351114576,True,4,0.09683617660721236,1931.8920056087068
4,2020-01-26,0,0,88.26293115394024,968.7394351114576,True,5,0.10891298111223569,1931.8920056087068
5,2020-01-27,0,0,88.26293115394024,968.7394351114576,True,6,0.12249583418795477,1931.8920056087068
6,2020-01-28,0,0,88.26293115394024,968.7394351114576,True,7,0.137772523717752,1931.8920056087068
7,2020-01-29,0,0,88.26293115394024,968.7394351114576,True,8,0.15495424600629437,1931.8920056087068
8,2020-01-30,0,0,88.26293115394024,968.7394351114576,True,9,0.17427852195005716,1931.8920056087068
9,2020-01-31,0,0,88.26293115394024,968.7394351114576,True,10,0.19601247602858513,1931.8920056087068
10,2020-02-01,0,0,88.26293115394024,968.7394351114576,True,11,0.22045652313305766,1931.8920056087068
11,2020-02-02,0,0,88.26293115394024,968.7394351114576,True,12,0.24794851380108998,1931.8920056087068
12,2020-02-03,0,0,88.26293115394024,968.7394351114576,True,13,0.2788683946551264,1931.8920056087068
13,2020-02-04,0,0,88.26293115394024,968.7394351114576,True,14,0.31364344782623493,1931.8920056087068
14,2020-02-05,0,0,88.26293115394024,968.7394351114576,True,15,0.3527541809744027,1931.8920056087068
15,2020-02-06,0,0,88.26293115394024,968.7394351114576,True,16,0.39674094828897954,1931.8920056087068
16,2020-02-07,0,0,88.26293115394024,968.7394351114576,True,17,0.4462113926776075,1931.8920056087068
17,2020-02-08,0,0,88.26293115394024,968.7394351114576,True,18,0.5018488103489476,1931.8920056087068
18,2020-02-09,0,0,88.26293115394024,968.7394351114576,True,19,0.5644215512959895,1931.8920056087068
19,2020-02-10,0,0,88.26293115394024,968.7394351114576,True,20,0.634793582937734,1931.8920056087068
20,2020-02-11,0,0,88.26293115394024,968.7394351114576,True,21,0.7139363595360316,1931.8920056087068
21,2020-02-12,0,0,88.26293115394024,968.7394351114576,True,22,0.8029421571437463,1931.8920056087068
22,2020-02-13,0,0,88.26293115394024,968.7394351114576,True,23,0.9030390529466464,1931.8920056087068
23,2020-02-14,0,0,88.26293115394024,968.7394351114576,True,24,1.0156077491350166,1931.8920056087068
24,2020-02-15,0,0,88.26293115394024,968.7394351114576,True,25,1.142200465095574,1931.8920056087068
25,2020-02-16,0,0,88.26293115394024,968.7394351114576,True,26,1.2845621479755802,1931.8920056087068
26,2020-02-17,0,0,88.26293115394024,968.7394351114576,True,27,1.4446542807741705,1931.8920056087068
27,2020-02-18,0,0,88.26293115394024,968.7394351114576,True,28,1.6246815993020651,1931.8920056087068
28,2020-02-19,0,0,88.26293115394024,968.7394351114576,True,29,1.8271220648619366,1931.8920056087068
29,2020-02-20,0,0,88.26293115394024,968.7394351114576,True,30,2.0547604785728404,1931.8920056087068
30,2020-02-21,0,0,88.26293115394024,968.7394351114576,True,31,2.3107261661118716,1931.8920056087068
31,2020-02-22,0,0,88.26293115394024,968.7394351114576,True,32,2.5985352084619446,1931.8920056087068
32,2020-02-23,0,0,88.26293115394024,968.7394351114576,True,33,2.9221377451753354,1931.8920056087068
33,2020-02-24,0,0,88.26293115394024,968.7394351114576,True,34,3.2859709317534547,1931.8920056087068
34,2020-02-25,0,0,88.26293115394024,968.7394351114576,True,35,3.6950181919652856,1931.8920056087068
35,2020-02-26,0,0,88.26293115394024,968.7394351114576,True,36,4.15487546909509,1931.8920056087068
36,2020-02-27,0,0,88.26293115394024,968.7394351114576,True,37,4.6718252468421575,1931.8920056087068
37,2020-02-28,0,0,88.26293115394024,968.7394351114576,True,38,5.252919180245046,1931.8920056087068
38,2020-02-29,0,0,88.26293115394024,968.7394351114576,True,39,5.906070248575735,1931.8920056087068
39,2020-03-01,0,0,88.26293115394024,968.7394351114576,True,40,6.640155414197534,1931.8920056087068
40,2020-03-02,0,0,88.26293115394024,968.7394351114576,True,41,7.465129841872495,1931.8920056087068
