,Report_Date,Cuba_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,0,0,88.26293115394024,968.7394351114576,True,42,8.392153799160022,1931.8920056087068
42,2020-03-04,0,0,88.26293115394024,968.7394351114576,True,43,9.433733416643545,1931.8920056087068
43,2020-03-05,0,0,88.26293115394024,968.7394351114576,True,44,10.603876531842236,1931.8920056087068
44,2020-03-06,0,0,88.26293115394024,968.7394351114576,True,45,11.918264866415555,1931.8920056087068
45,2020-03-07,0,0,88.26293115394024,968.7394351114576,True,46,13.394443784427496,1931.8920056087068
46,2020-03-08,0,0,88.26293115394024,968.7394351114576,True,47,15.052030839544505,1931.8920056087068
47,2020-03-09,0,0,88.26293115394024,968.7394351114576,True,48,16.912944227929692,1931.8920056087068
48,2020-03-10,0,0,88.26293115394024,968.7394351114576,True,49,19.001652104855513,1931.8920056087068
49,2020-03-11,0,0,88.26293115394024,968.7394351114576,True,50,21.34544347645129,1931.8920056087068
50,2020-03-12,3,3,88.26293115394024,968.7394351114576,True,51,23.97472101884659,1931.8920056087068
51,2020-03-13,4,4,88.26293115394024,968.7394351114576,True,52,26.923315675517085,1931.8920056087068
52,2020-03-14,4,4,88.26293115394024,968.7394351114576,True,53,30.228822204518828,1931.8920056087068
53,2020-03-15,4,4,88.26293115394024,968.7394351114576,True,54,33.932953949114435,1931.8920056087068
54,2020-03-16,4,4,88.26293115394024,968.7394351114576,True,55,38.08191394051657,1931.8920056087068
55,2020-03-17,5,5,88.26293115394024,968.7394351114576,True,56,42.72677795677915,1931.8920056087068
56,2020-03-18,7,6,88.26293115394024,968.7394351114576,True,57,47.923883299260076,1931.8920056087068
57,2020-03-19,11,10,88.26293115394024,968.7394351114576,True,58,53.735214747072426,1931.8920056087068
58,2020-03-20,16,15,88.26293115394024,968.7394351114576,True,59,60.22877635130985,1931.8920056087068
59,2020-03-21,21,20,88.26293115394024,968.7394351114576,True,60,67.47893438244945,1931.8920056087068
60,2020-03-22,35,34,88.26293115394024,968.7394351114576,True,61,75.56671280978266,1931.8920056087068
61,2020-03-23,40,39,88.26293115394024,968.7394351114576,True,62,84.58001816237847,1931.8920056087068
62,2020-03-24,48,46,88.26293115394024,968.7394351114576,True,63,94.61376553235267,1931.8920056087068
63,2020-03-25,57,55,88.26293115394024,968.7394351114576,True,64,105.7698719335179,1931.8920056087068
64,2020-03-26,67,64,88.26293115394024,968.7394351114576,True,65,118.1570774130153,1931.8920056087068
65,2020-03-27,80,74,88.26293115394024,968.7394351114576,True,66,131.89054854230972,1931.8920056087068
66,2020-03-28,119,112,88.26293115394024,968.7394351114576,True,67,147.09121365225235,1931.8920056087068
67,2020-03-29,139,132,88.26293115394024,968.7394351114576,True,68,163.8847750746244,1931.8920056087068
68,2020-03-30,170,162,88.26293115394024,968.7394351114576,True,69,182.40034156812138,1931.8920056087068
69,2020-03-31,186,172,88.26293115394024,968.7394351114576,True,70,202.76862511492968,1931.8920056087068
70,2020-04-01,212,194,88.26293115394024,968.7394351114576,True,71,225.1196516452896,1931.8920056087068
71,2020-04-02,233,214,88.26293115394024,968.7394351114576,True,72,249.5799463830865,1931.8920056087068
72,2020-04-03,269,248,88.26293115394024,968.7394351114576,True,73,276.2691728132793,1931.8920056087068
73,2020-04-04,288,267,88.26293115394024,968.7394351114576,True,74,305.2962309667251,1931.8920056087068
74,2020-04-05,320,297,88.26293115394024,968.7394351114576,True,75,336.7548565415745,1931.8920056087068
75,2020-04-06,350,323,88.26293115394024,968.7394351114576,True,76,370.7188072487594,1931.8920056087068
76,2020-04-07,396,358,88.26293115394024,968.7394351114576,True,77,407.23677537850085,1931.8920056087068
77,2020-04-08,457,418,88.26293115394024,968.7394351114576,True,78,446.32722304125474,1931.8920056087068
78,2020-04-09,515,472,88.26293115394024,968.7394351114576,True,79,487.9733941052451,1931.8920056087068
79,2020-04-10,564,498,88.26293115394024,968.7394351114576,True,80,532.1188079514498,1931.8920056087068
80,2020-04-11,620,527,88.26293115394024,968.7394351114576,True,81,578.6635767318626,1931.8920056087068
81,2020-04-12,669,559,88.26293115394024,968.7394351114576,True,82,627.4619011368573,1931.8920056087068
82,2020-04-13,726,584,88.26293115394024,968.7394351114576,True,83,678.3210817071558,1931.8920056087068
83,2020-04-14,766,613,88.26293115394024,968.7394351114576,True,84,731.0023277594906,1931.8920056087068
84,2020-04-15,814,639,88.26293115394024,968.7394351114576,True,85,785.2235524222415,1931.8920056087068
85,2020-04-16,862,664,88.26293115394024,968.7394351114576,True,86,840.6642140074606,1931.8920056087068
86,2020-04-17,923,700,88.26293115394024,968.7394351114576,True,87,896.9721110308076,1931.8920056087068
87,2020-04-18,986,727,88.26293115394024,968.7394351114576,True,88,953.7718762608948,1931.8920056087068
88,2020-04-19,1035,746,88.26293115394024,968.7394351114576,True,89,1010.6747635420797,1931.8920056087068
89,2020-04-20,1087,766,88.26293115394024,968.7394351114576,True,90,1067.2891997472518,1931.8920056087068
90,2020-04-21,1137,790,88.26293115394024,968.7394351114576,True,91,1123.2315001087059,1931.8920056087068
91,2020-04-22,1189,808,88.26293115394024,968.7394351114576,True,92,1178.1361291415126,1931.8920056087068
92,2020-04-23,1235,827,88.26293115394024,968.7394351114576,True,93,1231.664933787731,1931.8920056087068
93,2020-04-24,1285,820,88.26293115394024,968.7394351114576,True,94,1283.5148737305228,1931.8920056087068
94,2020-04-25,1337,849,88.26293115394024,968.7394351114576,True,95,1333.4239119444235,1931.8920056087068
95,2020-04-26,1369,814,88.26293115394024,968.7394351114576,True,96,1381.1748875946519,1931.8920056087068
96,2020-04-27,1389,808,88.26293115394024,968.7394351114576,True,97,1426.5973532953565,1931.8920056087068
97,2020-04-28,1437,804,88.26293115394024,968.7394351114576,True,98,1469.567501602286,1931.8920056087068
98,2020-04-29,1467,792,88.26293115394024,968.7394351114576,True,99,1510.0064183089366,1931.8920056087068
99,2020-04-30,1501,759,88.26293115394024,968.7394351114576,True,100,1547.876975506436,1931.8920056087068
100,2020-05-01,1537,759,88.26293115394024,968.7394351114576,True,101,1583.179714301585,1931.8920056087068
101,2020-05-02,1611,780,88.26293115394024,968.7394351114576,True,102,1615.9480693254254,1931.8920056087068
102,2020-05-03,1649,755,88.26293115394024,968.7394351114576,True,103,1646.2432617437237,1931.8920056087068
103,2020-05-04,1668,723,88.26293115394024,968.7394351114576,True,104,1674.1491429530881,1931.8920056087068
104,2020-05-05,1685,662,88.26293115394024,968.7394351114576,True,105,1699.7672160517884,1931.8920056087068
105,2020-05-06,1703,633,88.26293115394024,968.7394351114576,True,106,1723.212003947753,1931.8920056087068
106,2020-05-07,1729,625,88.26293115394024,968.7394351114576,True,107,1744.606877334039,1931.8920056087068
107,2020-05-08,1741,589,88.26293115394024,968.7394351114576,True,108,1764.0804065674315,1931.8920056087068
108,2020-05-09,1754,540,88.26293115394024,968.7394351114576,True,109,1781.7632608274262,1931.8920056087068
109,2020-05-10,1766,496,88.26293115394024,968.7394351114576,True,110,1797.7856464866438,1931.8920056087068
110,2020-05-11,1783,477,88.26293115394024,968.7394351114576,True,111,1812.2752540345223,1931.8920056087068
111,2020-05-12,1804,449,88.26293115394024,968.7394351114576,True,112,1825.3556681577952,1931.8920056087068
112,2020-05-13,1810,405,88.26293115394024,968.7394351114576,True,113,1837.1451873575916,1931.8920056087068
113,2020-05-14,1830,368,88.26293115394024,968.7394351114576,True,114,1847.7559963492422,1931.8920056087068
114,2020-05-15,1840,336,88.26293115394024,968.7394351114576,True,115,1857.2936350963541,1931.8920056087068
115,2020-05-16,1862,323,88.26293115394024,968.7394351114576,True,116,1865.8567114927212,1931.8920056087068
116,2020-05-17,1872,298,88.26293115394024,968.7394351114576,True,117,1873.5368094514508,1931.8920056087068
117,2020-05-18,1881,297,88.26293115394024,968.7394351114576,True,118,1880.4185497329997,1931.8920056087068
118,2020-05-19,1887,270,88.26293115394024,968.7394351114576,True,119,1886.5797666838478,1931.8920056087068
119,2020-05-20,1900,248,88.26293115394024,968.7394351114576,True,120,1892.091769776809,1931.8920056087068
120,2020-05-21,1908,225,88.26293115394024,968.7394351114576,True,121,1897.0196641916896,1931.8920056087068
121,2020-05-22,1916,204,88.26293115394024,968.7394351114576,True,122,1901.4227095064766,1931.8920056087068
122,2020-05-23,1931,179,88.26293115394024,968.7394351114576,True,123,1905.3546998178817,1931.8920056087068
123,2020-05-24,1941,170,88.26293115394024,968.7394351114576,True,124,1908.8643522635628,1931.8920056087068
124,2020-05-25,1947,161,88.26293115394024,968.7394351114576,True,125,1911.9956940003472,1931.8920056087068
125,2020-05-26,1963,172,88.26293115394024,968.7394351114576,True,126,1914.788440248358,1931.8920056087068
126,2020-05-27,1974,168,88.26293115394024,968.7394351114576,True,127,1917.2783580965256,1931.8920056087068
127,2020-05-28,1983,167,88.26293115394024,968.7394351114576,True,128,1919.4976124409386,1931.8920056087068
