,Report_Date,China_guizhou_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,15.876499532823969,73.34376106784393,True,1,1.5891924235001547,146.6875221356878
1,2020-01-23,3,15.876499532823969,73.34376106784393,True,2,2.1443503420731025,146.6875221356878
2,2020-01-24,3,15.876499532823969,73.34376106784393,True,3,2.8895812884080807,146.6875221356878
3,2020-01-25,4,15.876499532823969,73.34376106784393,True,4,3.8868396169717294,146.6875221356878
4,2020-01-26,5,15.876499532823969,73.34376106784393,True,5,5.215789992138796,146.6875221356878
5,2020-01-27,7,15.876499532823969,73.34376106784393,True,6,6.976922068461995,146.6875221356878
6,2020-01-28,9,15.876499532823969,73.34376106784393,True,7,9.293643038631277,146.6875221356878
7,2020-01-29,9,15.876499532823969,73.34376106784393,True,8,12.311850633145657,146.6875221356878
8,2020-01-30,12,15.876499532823969,73.34376106784393,True,9,16.19471642210263,146.6875221356878
9,2020-01-31,29,15.876499532823969,73.34376106784393,True,10,21.10977292606241,146.6875221356878
10,2020-02-01,29,15.876499532823969,73.34376106784393,True,11,27.20554118977458,146.6875221356878
11,2020-02-02,38,15.876499532823969,73.34376106784393,True,12,34.57688491997523,146.6875221356878
12,2020-02-03,46,15.876499532823969,73.34376106784393,True,13,43.222977612726346,146.6875221356878
13,2020-02-04,58,15.876499532823969,73.34376106784393,True,14,53.00881598039307,146.6875221356878
14,2020-02-05,64,15.876499532823969,73.34376106784393,True,15,63.64728551657364,146.6875221356878
15,2020-02-06,71,15.876499532823969,73.34376106784393,True,16,74.71789676978466,146.6875221356878
16,2020-02-07,81,15.876499532823969,73.34376106784393,True,17,85.72622371283835,146.6875221356878
17,2020-02-08,89,15.876499532823969,73.34376106784393,True,18,96.18875842219384,146.6875221356878
18,2020-02-09,99,15.876499532823969,73.34376106784393,True,19,105.71389483785093,146.6875221356878
19,2020-02-10,109,15.876499532823969,73.34376106784393,True,20,114.05196549338176,146.6875221356878
20,2020-02-11,127,15.876499532823969,73.34376106784393,True,21,121.10388737634048,146.6875221356878
21,2020-02-12,133,15.876499532823969,73.34376106784393,True,22,126.89644113239021,146.6875221356878
22,2020-02-13,135,15.876499532823969,73.34376106784393,True,23,131.54149410418066,146.6875221356878
23,2020-02-14,140,15.876499532823969,73.34376106784393,True,24,135.195068807576,146.6875221356878
24,2020-02-15,143,15.876499532823969,73.34376106784393,True,25,138.0253526918987,146.6875221356878
25,2020-02-16,144,15.876499532823969,73.34376106784393,True,26,140.19210169604352,146.6875221356878
26,2020-02-17,146,15.876499532823969,73.34376106784393,True,27,141.8359126085995,146.6875221356878
27,2020-02-18,146,15.876499532823969,73.34376106784393,True,28,143.07444190794533,146.6875221356878
28,2020-02-19,146,15.876499532823969,73.34376106784393,True,29,144.002781494438,146.6875221356878
29,2020-02-20,146,15.876499532823969,73.34376106784393,True,30,144.69591515875962,146.6875221356878
30,2020-02-21,146,15.876499532823969,73.34376106784393,True,31,145.21193253769002,146.6875221356878
31,2020-02-22,146,15.876499532823969,73.34376106784393,True,32,145.5952611252843,146.6875221356878
32,2020-02-23,146,15.876499532823969,73.34376106784393,True,33,145.87956270199672,146.6875221356878
33,2020-02-24,146,15.876499532823969,73.34376106784393,True,34,146.09016782357557,146.6875221356878
34,2020-02-25,146,15.876499532823969,73.34376106784393,True,35,146.24604212094647,146.6875221356878
35,2020-02-26,146,15.876499532823969,73.34376106784393,True,36,146.36133322271007,146.6875221356878
36,2020-02-27,146,15.876499532823969,73.34376106784393,True,37,146.44656602593707,146.6875221356878
37,2020-02-28,146,15.876499532823969,73.34376106784393,True,38,146.50955467229892,146.6875221356878
38,2020-02-29,146,15.876499532823969,73.34376106784393,True,39,146.55609215318367,146.6875221356878
39,2020-03-01,146,15.876499532823969,73.34376106784393,True,40,146.59046840855055,146.6875221356878
40,2020-03-02,146,15.876499532823969,73.34376106784393,True,41,146.61585775652713,146.6875221356878
41,2020-03-03,146,15.876499532823969,73.34376106784393,True,42,146.63460762426254,146.6875221356878
42,2020-03-04,146,15.876499532823969,73.34376106784393,True,43,146.64845318857488,146.6875221356878
43,2020-03-05,146,15.876499532823969,73.34376106784393,True,44,146.6586766474302,146.6875221356878
44,2020-03-06,146,15.876499532823969,73.34376106784393,True,45,146.6662252470944,146.6875221356878
45,2020-03-07,146,15.876499532823969,73.34376106784393,True,46,146.67179865925846,146.6875221356878
46,2020-03-08,146,15.876499532823969,73.34376106784393,True,47,146.67591362060662,146.6875221356878
47,2020-03-09,146,15.876499532823969,73.34376106784393,True,48,146.6789517261119,146.6875221356878
48,2020-03-10,146,15.876499532823969,73.34376106784393,True,49,146.68119475258905,146.6875221356878
49,2020-03-11,146,15.876499532823969,73.34376106784393,True,50,146.68285075839913,146.6875221356878
50,2020-03-12,146,15.876499532823969,73.34376106784393,True,51,146.68407336374617,146.6875221356878
51,2020-03-13,146,15.876499532823969,73.34376106784393,True,52,146.684975991109,146.6875221356878
52,2020-03-14,146,15.876499532823969,73.34376106784393,True,53,146.68564238200014,146.6875221356878
53,2020-03-15,146,15.876499532823969,73.34376106784393,True,54,146.686134363071,146.6875221356878
54,2020-03-16,146,15.876499532823969,73.34376106784393,True,55,146.68649758063145,146.6875221356878
55,2020-03-17,147,15.876499532823969,73.34376106784393,True,56,146.68676573484052,146.6875221356878
56,2020-03-18,146,15.876499532823969,73.34376106784393,True,57,146.6869637059924,146.6875221356878
57,2020-03-19,146,15.876499532823969,73.34376106784393,True,58,146.6871098627301,146.6875221356878
58,2020-03-20,146,15.876499532823969,73.34376106784393,True,59,146.6872177662233,146.6875221356878
59,2020-03-21,146,15.876499532823969,73.34376106784393,True,60,146.68729742836385,146.6875221356878
60,2020-03-22,146,15.876499532823969,73.34376106784393,True,61,146.6873562406814,146.6875221356878
61,2020-03-23,146,15.876499532823969,73.34376106784393,True,62,146.68739966015036,146.6875221356878
62,2020-03-24,146,15.876499532823969,73.34376106784393,True,63,146.68743171550923,146.6875221356878
63,2020-03-25,146,15.876499532823969,73.34376106784393,True,64,146.68745538106563,146.6875221356878
64,2020-03-26,146,15.876499532823969,73.34376106784393,True,65,146.68747285266863,146.6875221356878
65,2020-03-27,146,15.876499532823969,73.34376106784393,True,66,146.68748575145221,146.6875221356878
66,2020-03-28,146,15.876499532823969,73.34376106784393,True,67,146.6874952742537,146.6875221356878
67,2020-03-29,146,15.876499532823969,73.34376106784393,True,68,146.6875023046644,146.6875221356878
68,2020-03-30,146,15.876499532823969,73.34376106784393,True,69,146.68750749501436,146.6875221356878
69,2020-03-31,146,15.876499532823969,73.34376106784393,True,70,146.68751132690036,146.6875221356878
70,2020-04-01,146,15.876499532823969,73.34376106784393,True,71,146.68751415587147,146.6875221356878
71,2020-04-02,146,15.876499532823969,73.34376106784393,True,72,146.68751624441936,146.6875221356878
72,2020-04-03,146,15.876499532823969,73.34376106784393,True,73,146.6875177863341,146.6875221356878
73,2020-04-04,146,15.876499532823969,73.34376106784393,True,74,146.68751892468532,146.6875221356878
74,2020-04-05,146,15.876499532823969,73.34376106784393,True,75,146.68751976509722,146.6875221356878
75,2020-04-06,146,15.876499532823969,73.34376106784393,True,76,146.68752038554913,146.6875221356878
76,2020-04-07,146,15.876499532823969,73.34376106784393,True,77,146.68752084361088,146.6875221356878
77,2020-04-08,146,15.876499532823969,73.34376106784393,True,78,146.68752118178466,146.6875221356878
78,2020-04-09,146,15.876499532823969,73.34376106784393,True,79,146.68752143144863,146.6875221356878
79,2020-04-10,146,15.876499532823969,73.34376106784393,True,80,146.68752161576833,146.6875221356878
80,2020-04-11,146,15.876499532823969,73.34376106784393,True,81,146.68752175184625,146.6875221356878
81,2020-04-12,146,15.876499532823969,73.34376106784393,True,82,146.68752185230866,146.6875221356878
82,2020-04-13,146,15.876499532823969,73.34376106784393,True,83,146.68752192647716,146.6875221356878
83,2020-04-14,146,15.876499532823969,73.34376106784393,True,84,146.68752198123363,146.6875221356878
84,2020-04-15,146,15.876499532823969,73.34376106784393,True,85,146.68752202165876,146.6875221356878
85,2020-04-16,146,15.876499532823969,73.34376106784393,True,86,146.68752205150346,146.6875221356878
86,2020-04-17,146,15.876499532823969,73.34376106784393,True,87,146.68752207353694,146.6875221356878
87,2020-04-18,146,15.876499532823969,73.34376106784393,True,88,146.68752208980365,146.6875221356878
88,2020-04-19,147,15.876499532823969,73.34376106784393,True,89,146.68752210181287,146.6875221356878
89,2020-04-20,147,15.876499532823969,73.34376106784393,True,90,146.68752211067894,146.6875221356878
90,2020-04-21,147,15.876499532823969,73.34376106784393,True,91,146.68752211722446,146.6875221356878
91,2020-04-22,147,15.876499532823969,73.34376106784393,True,92,146.6875221220569,146.6875221356878
92,2020-04-23,147,15.876499532823969,73.34376106784393,True,93,146.6875221256245,146.6875221356878
93,2020-04-24,147,15.876499532823969,73.34376106784393,True,94,146.68752212825837,146.6875221356878
94,2020-04-25,147,15.876499532823969,73.34376106784393,True,95,146.68752213020286,146.6875221356878
95,2020-04-26,147,15.876499532823969,73.34376106784393,True,96,146.68752213163845,146.6875221356878
96,2020-04-27,147,15.876499532823969,73.34376106784393,True,97,146.68752213269832,146.6875221356878
