,Report_Date,Tunisia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.7219166640406,741.358876904832,False,1,0.01719433444218405,1482.7177538096653
1,2020-01-23,0,77.7219166640406,741.358876904832,False,2,0.019939601939442872,1482.7177538096653
2,2020-01-24,0,77.7219166640406,741.358876904832,False,3,0.02312317521253097,1482.7177538096653
3,2020-01-25,0,77.7219166640406,741.358876904832,False,4,0.026815031224607534,1482.7177538096653
4,2020-01-26,0,77.7219166640406,741.358876904832,False,5,0.03109631817914737,1482.7177538096653
5,2020-01-27,0,77.7219166640406,741.358876904832,False,6,0.036061138635335666,1482.7177538096653
6,2020-01-28,0,77.7219166640406,741.358876904832,False,7,0.04181861714164994,1482.7177538096653
7,2020-01-29,0,77.7219166640406,741.358876904832,False,8,0.048495297752715084,1482.7177538096653
8,2020-01-30,0,77.7219166640406,741.358876904832,False,9,0.056237924016273685,1482.7177538096653
9,2020-01-31,0,77.7219166640406,741.358876904832,False,10,0.06521666238455033,1482.7177538096653
10,2020-02-01,0,77.7219166640406,741.358876904832,False,11,0.07562883969778757,1482.7177538096653
11,2020-02-02,0,77.7219166640406,741.358876904832,False,12,0.08770327661560416,1482.7177538096653
12,2020-02-03,0,77.7219166640406,741.358876904832,False,13,0.10170531187446438,1482.7177538096653
13,2020-02-04,0,77.7219166640406,741.358876904832,False,14,0.11794262730414852,1482.7177538096653
14,2020-02-05,0,77.7219166640406,741.358876904832,False,15,0.13677200096200742,1482.7177538096653
15,2020-02-06,0,77.7219166640406,741.358876904832,False,16,0.15860713590843264,1482.7177538096653
16,2020-02-07,0,77.7219166640406,741.358876904832,False,17,0.183927735472675,1482.7177538096653
17,2020-02-08,0,77.7219166640406,741.358876904832,False,18,0.21329002282947587,1482.7177538096653
18,2020-02-09,0,77.7219166640406,741.358876904832,False,19,0.2473389338789627,1482.7177538096653
19,2020-02-10,0,77.7219166640406,741.358876904832,False,20,0.2868222484292546,1482.7177538096653
20,2020-02-11,0,77.7219166640406,741.358876904832,False,21,0.3326069662464047,1482.7177538096653
