,Report_Date,Oman_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,84.4220349533262,664.2972897271396,False,1,0.03858984046513332,1328.594579454279
1,2020-01-23,0,84.4220349533262,664.2972897271396,False,2,0.04373773555453401,1328.594579454279
2,2020-01-24,0,84.4220349533262,664.2972897271396,False,3,0.049572335608461714,1328.594579454279
3,2020-01-25,0,84.4220349533262,664.2972897271396,False,4,0.056185236543239356,1328.594579454279
4,2020-01-26,0,84.4220349533262,664.2972897271396,False,5,0.06368024969108774,1328.594579454279
5,2020-01-27,0,84.4220349533262,664.2972897271396,False,6,0.07217503028197231,1328.594579454279
6,2020-01-28,0,84.4220349533262,664.2972897271396,False,7,0.08180292285623765,1328.594579454279
7,2020-01-29,0,84.4220349533262,664.2972897271396,False,8,0.09271505245762836,1328.594579454279
8,2020-01-30,0,84.4220349533262,664.2972897271396,False,9,0.1050826942793721,1328.594579454279
9,2020-01-31,0,84.4220349533262,664.2972897271396,False,10,0.11909995876182056,1328.594579454279
10,2020-02-01,0,84.4220349533262,664.2972897271396,False,11,0.1349868340337009,1328.594579454279
11,2020-02-02,0,84.4220349533262,664.2972897271396,False,12,0.15299263312341482,1328.594579454279
12,2020-02-03,0,84.4220349533262,664.2972897271396,False,13,0.17339989962411187,1328.594579454279
13,2020-02-04,0,84.4220349533262,664.2972897271396,False,14,0.1965288325685249,1328.594579454279
14,2020-02-05,0,84.4220349533262,664.2972897271396,False,15,0.22274229925989347,1328.594579454279
15,2020-02-06,0,84.4220349533262,664.2972897271396,False,16,0.2524515138289872,1328.594579454279
16,2020-02-07,0,84.4220349533262,664.2972897271396,False,17,0.28612246947288056,1328.594579454279
17,2020-02-08,0,84.4220349533262,664.2972897271396,False,18,0.3242832238218737,1328.594579454279
18,2020-02-09,0,84.4220349533262,664.2972897271396,False,19,0.3675321498356819,1328.594579454279
19,2020-02-10,0,84.4220349533262,664.2972897271396,False,20,0.4165472792245185,1328.594579454279
20,2020-02-11,0,84.4220349533262,664.2972897271396,False,21,0.4720968818186959,1328.594579454279
21,2020-02-12,0,84.4220349533262,664.2972897271396,False,22,0.5350514427843677,1328.594579454279
22,2020-02-13,0,84.4220349533262,664.2972897271396,False,23,0.6063972203348629,1328.594579454279
23,2020-02-14,0,84.4220349533262,664.2972897271396,False,24,0.6872515898678857,1328.594579454279
24,2020-02-15,0,84.4220349533262,664.2972897271396,False,25,0.7788804065385773,1328.594579454279
25,2020-02-16,0,84.4220349533262,664.2972897271396,False,26,0.8827176474440228,1328.594579454279
26,2020-02-17,0,84.4220349533262,664.2972897271396,False,27,1.0003876271473393,1328.594579454279
27,2020-02-18,0,84.4220349533262,664.2972897271396,False,28,1.1337301165193876,1328.594579454279
28,2020-02-19,0,84.4220349533262,664.2972897271396,False,29,1.2848287351358958,1328.594579454279
29,2020-02-20,0,84.4220349533262,664.2972897271396,False,30,1.4560430320412852,1328.594579454279
30,2020-02-21,0,84.4220349533262,664.2972897271396,False,31,1.6500447188584992,1328.594579454279
31,2020-02-22,0,84.4220349533262,664.2972897271396,False,32,1.8698585732235065,1328.594579454279
32,2020-02-23,0,84.4220349533262,664.2972897271396,False,33,2.1189085895194784,1328.594579454279
33,2020-02-24,2,84.4220349533262,664.2972897271396,False,34,2.4010700179358606,1328.594579454279
