,Report_Date,Mauritania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.18727201628933,3.756065272770852,True,1,8.939252069723338e-05,7.511361282542164
1,2020-01-23,0,66.18727201628933,3.756065272770852,True,2,0.00010637594400123647,7.511361282542164
2,2020-01-24,0,66.18727201628933,3.756065272770852,True,3,0.00012658594380634202,7.511361282542164
3,2020-01-25,0,66.18727201628933,3.756065272770852,True,4,0.0001506354949836844,7.511361282542164
4,2020-01-26,0,66.18727201628933,3.756065272770852,True,5,0.00017925401403310592,7.511361282542164
5,2020-01-27,0,66.18727201628933,3.756065272770852,True,6,0.00021330947459399782,7.511361282542164
6,2020-01-28,0,66.18727201628933,3.756065272770852,True,7,0.0002538347216786913,7.511361282542164
7,2020-01-29,0,66.18727201628933,3.756065272770852,True,8,0.00030205878109551283,7.511361282542164
8,2020-01-30,0,66.18727201628933,3.756065272770852,True,9,0.00035944411133047023,7.511361282542164
9,2020-01-31,0,66.18727201628933,3.756065272770852,True,10,0.0004277309243934691,7.511361282542164
10,2020-02-01,0,66.18727201628933,3.756065272770852,True,11,0.0005089899151196902,7.511361282542164
11,2020-02-02,0,66.18727201628933,3.756065272770852,True,12,0.0006056849914340774,7.511361282542164
12,2020-02-03,0,66.18727201628933,3.756065272770852,True,13,0.0007207478985629411,7.511361282542164
13,2020-02-04,0,66.18727201628933,3.756065272770852,True,14,0.0008576669868739074,7.511361282542164
14,2020-02-05,0,66.18727201628933,3.756065272770852,True,15,0.0010205927962655425,7.511361282542164
15,2020-02-06,0,66.18727201628933,3.756065272770852,True,16,0.0012144636319444215,7.511361282542164
16,2020-02-07,0,66.18727201628933,3.756065272770852,True,17,0.0014451549012479456,7.511361282542164
17,2020-02-08,0,66.18727201628933,3.756065272770852,True,18,0.001719656685528322,7.511361282542164
18,2020-02-09,0,66.18727201628933,3.756065272770852,True,19,0.0020462848543778603,7.511361282542164
19,2020-02-10,0,66.18727201628933,3.756065272770852,True,20,0.002434932014103988,7.511361282542164
20,2020-02-11,0,66.18727201628933,3.756065272770852,True,21,0.002897365744235618,7.511361282542164
21,2020-02-12,0,66.18727201628933,3.756065272770852,True,22,0.0034475829445732515,7.511361282542164
22,2020-02-13,0,66.18727201628933,3.756065272770852,True,23,0.004102230724448819,7.511361282542164
23,2020-02-14,0,66.18727201628933,3.756065272770852,True,24,0.004881106153023305,7.511361282542164
24,2020-02-15,0,66.18727201628933,3.756065272770852,True,25,0.005807749396028705,7.511361282542164
25,2020-02-16,0,66.18727201628933,3.756065272770852,True,26,0.006910147334965299,7.511361282542164
26,2020-02-17,0,66.18727201628933,3.756065272770852,True,27,0.008221567745930166,7.511361282542164
27,2020-02-18,0,66.18727201628933,3.756065272770852,True,28,0.009781547553170561,7.511361282542164
28,2020-02-19,0,66.18727201628933,3.756065272770852,True,29,0.011637062609249465,7.511361282542164
29,2020-02-20,0,66.18727201628933,3.756065272770852,True,30,0.013843910921577728,7.511361282542164
30,2020-02-21,0,66.18727201628933,3.756065272770852,True,31,0.01646834625737817,7.511361282542164
31,2020-02-22,0,66.18727201628933,3.756065272770852,True,32,0.019589004597219902,7.511361282542164
32,2020-02-23,0,66.18727201628933,3.756065272770852,True,33,0.023299171901113656,7.511361282542164
33,2020-02-24,0,66.18727201628933,3.756065272770852,True,34,0.0277094479519288,7.511361282542164
34,2020-02-25,0,66.18727201628933,3.756065272770852,True,35,0.0329508673819599,7.511361282542164
35,2020-02-26,0,66.18727201628933,3.756065272770852,True,36,0.03917854493146615,7.511361282542164
36,2020-02-27,0,66.18727201628933,3.756065272770852,True,37,0.04657591684905754,7.511361282542164
37,2020-02-28,0,66.18727201628933,3.756065272770852,True,38,0.05535965309460169,7.511361282542164
38,2020-02-29,0,66.18727201628933,3.756065272770852,True,39,0.06578531414329802,7.511361282542164
39,2020-03-01,0,66.18727201628933,3.756065272770852,True,40,0.07815381957208754,7.511361282542164
40,2020-03-02,0,66.18727201628933,3.756065272770852,True,41,0.0928187802498775,7.511361282542164
41,2020-03-03,0,66.18727201628933,3.756065272770852,True,42,0.11019471778197036,7.511361282542164
42,2020-03-04,0,66.18727201628933,3.756065272770852,True,43,0.1307661484690661,7.511361282542164
43,2020-03-05,0,66.18727201628933,3.756065272770852,True,44,0.15509743745227533,7.511361282542164
44,2020-03-06,0,66.18727201628933,3.756065272770852,True,45,0.1838432232400293,7.511361282542164
45,2020-03-07,0,66.18727201628933,3.756065272770852,True,46,0.21775906315483978,7.511361282542164
46,2020-03-08,0,66.18727201628933,3.756065272770852,True,47,0.25771174505033756,7.511361282542164
47,2020-03-09,0,66.18727201628933,3.756065272770852,True,48,0.30468843888298236,7.511361282542164
48,2020-03-10,0,66.18727201628933,3.756065272770852,True,49,0.3598035152396483,7.511361282542164
49,2020-03-11,0,66.18727201628933,3.756065272770852,True,50,0.4243014359526319,7.511361282542164
50,2020-03-12,0,66.18727201628933,3.756065272770852,True,51,0.49955363798718516,7.511361282542164
51,2020-03-13,0,66.18727201628933,3.756065272770852,True,52,0.5870468233843624,7.511361282542164
52,2020-03-14,1,66.18727201628933,3.756065272770852,True,53,0.6883596089194094,7.511361282542164
53,2020-03-15,1,66.18727201628933,3.756065272770852,True,54,0.8051242020363454,7.511361282542164
54,2020-03-16,1,66.18727201628933,3.756065272770852,True,55,0.9389698351826332,7.511361282542164
55,2020-03-17,1,66.18727201628933,3.756065272770852,True,56,1.0914453442837961,7.511361282542164
56,2020-03-18,1,66.18727201628933,3.756065272770852,True,57,1.2639197818338055,7.511361282542164
57,2020-03-19,2,66.18727201628933,3.756065272770852,True,58,1.457462537334986,7.511361282542164
58,2020-03-20,2,66.18727201628933,3.756065272770852,True,59,1.6727081775348402,7.511361282542164
59,2020-03-21,2,66.18727201628933,3.756065272770852,True,60,1.9097159030530246,7.511361282542164
60,2020-03-22,2,66.18727201628933,3.756065272770852,True,61,2.1678384974664398,7.511361282542164
61,2020-03-23,2,66.18727201628933,3.756065272770852,True,62,2.445619773631999,7.511361282542164
62,2020-03-24,2,66.18727201628933,3.756065272770852,True,63,2.7407412808805143,7.511361282542164
63,2020-03-25,2,66.18727201628933,3.756065272770852,True,64,3.050036918018194,7.511361282542164
64,2020-03-26,3,66.18727201628933,3.756065272770852,True,65,3.369587218031706,7.511361282542164
65,2020-03-27,3,66.18727201628933,3.756065272770852,True,66,3.6948938147661674,7.511361282542164
66,2020-03-28,5,66.18727201628933,3.756065272770852,True,67,4.021120947380158,7.511361282542164
67,2020-03-29,5,66.18727201628933,3.756065272770852,True,68,4.343378070657746,7.511361282542164
68,2020-03-30,5,66.18727201628933,3.756065272770852,True,69,4.6570092763683455,7.511361282542164
69,2020-03-31,6,66.18727201628933,3.756065272770852,True,70,4.957853810078809,7.511361282542164
70,2020-04-01,6,66.18727201628933,3.756065272770852,True,71,5.242447929573978,7.511361282542164
71,2020-04-02,6,66.18727201628933,3.756065272770852,True,72,5.508149871505101,7.511361282542164
72,2020-04-03,6,66.18727201628933,3.756065272770852,True,73,5.753183448607423,7.511361282542164
73,2020-04-04,6,66.18727201628933,3.756065272770852,True,74,5.976608269106029,7.511361282542164
74,2020-04-05,6,66.18727201628933,3.756065272770852,True,75,6.178233216999254,7.511361282542164
75,2020-04-06,6,66.18727201628933,3.756065272770852,True,76,6.3584936856659535,7.511361282542164
