,Report_Date,China_guangdong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
48,2020-03-10,1353,13.257901990662905,703.1565090450288,True,49,1406.1103889173369,1406.313011882934
49,2020-03-11,1356,13.257901990662905,703.1565090450288,True,50,1406.154804969985,1406.313011882934
50,2020-03-12,1356,13.257901990662905,703.1565090450288,True,51,1406.189485936665,1406.313011882934
51,2020-03-13,1356,13.257901990662905,703.1565090450288,True,52,1406.2165652142603,1406.313011882934
52,2020-03-14,1356,13.257901990662905,703.1565090450288,True,53,1406.2377088064225,1406.313011882934
53,2020-03-15,1360,13.257901990662905,703.1565090450288,True,54,1406.254217671081,1406.313011882934
54,2020-03-16,1361,13.257901990662905,703.1565090450288,True,55,1406.2671076762676,1406.313011882934
55,2020-03-17,1364,13.257901990662905,703.1565090450288,True,56,1406.2771720553565,1406.313011882934
56,2020-03-18,1370,13.257901990662905,703.1565090450288,True,57,1406.2850301874928,1406.313011882934
57,2020-03-19,1378,13.257901990662905,703.1565090450288,True,58,1406.291165694473,1406.313011882934
58,2020-03-20,1395,13.257901990662905,703.1565090450288,True,59,1406.2959561921552,1406.313011882934
59,2020-03-21,1400,13.257901990662905,703.1565090450288,True,60,1406.299696523481,1406.313011882934
60,2020-03-22,1413,13.257901990662905,703.1565090450288,True,61,1406.3026169006005,1406.313011882934
61,2020-03-23,1415,13.257901990662905,703.1565090450288,True,62,1406.3048970712382,1406.313011882934
62,2020-03-24,1428,13.257901990662905,703.1565090450288,True,63,1406.3066773803246,1406.313011882934
63,2020-03-25,1433,13.257901990662905,703.1565090450288,True,64,1406.308067407187,1406.313011882934
64,2020-03-26,1448,13.257901990662905,703.1565090450288,True,65,1406.309152709587,1406.313011882934
65,2020-03-27,1456,13.257901990662905,703.1565090450288,True,66,1406.3100000895015,1406.313011882934
66,2020-03-28,1467,13.257901990662905,703.1565090450288,True,67,1406.3106617046456,1406.313011882934
67,2020-03-29,1475,13.257901990662905,703.1565090450288,True,68,1406.3111782787207,1406.313011882934
68,2020-03-30,1484,13.257901990662905,703.1565090450288,True,69,1406.3115816079503,1406.313011882934
69,2020-03-31,1494,13.257901990662905,703.1565090450288,True,70,1406.3118965181477,1406.313011882934
70,2020-04-01,1501,13.257901990662905,703.1565090450288,True,71,1406.3121423927682,1406.313011882934
71,2020-04-02,1507,13.257901990662905,703.1565090450288,True,72,1406.312334365986,1406.313011882934
72,2020-04-03,1514,13.257901990662905,703.1565090450288,True,73,1406.312484254224,1406.313011882934
73,2020-04-04,1516,13.257901990662905,703.1565090450288,True,74,1406.3126012834798,1406.313011882934
74,2020-04-05,1524,13.257901990662905,703.1565090450288,True,75,1406.3126926572013,1406.313011882934
75,2020-04-06,1532,13.257901990662905,703.1565090450288,True,76,1406.3127639996758,1406.313011882934
76,2020-04-07,1533,13.257901990662905,703.1565090450288,True,77,1406.3128197022177,1406.313011882934
77,2020-04-08,1536,13.257901990662905,703.1565090450288,True,78,1406.3128631934637,1406.313011882934
78,2020-04-09,1539,13.257901990662905,703.1565090450288,True,79,1406.312897150414,1406.313011882934
79,2020-04-10,1544,13.257901990662905,703.1565090450288,True,80,1406.3129236632085,1406.313011882934
80,2020-04-11,1548,13.257901990662905,703.1565090450288,True,81,1406.3129443637797,1406.313011882934
