,Report_Date,Australia_victoria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,67.44880679174089,695.0196071628557,True,1,0.01648740085030155,1384.6895953932515
1,2020-01-23,0,67.44880679174089,695.0196071628557,True,2,0.01955606778372538,1384.6895953932515
2,2020-01-24,0,67.44880679174089,695.0196071628557,True,3,0.02319587141075098,1384.6895953932515
3,2020-01-25,0,67.44880679174089,695.0196071628557,True,4,0.027513107145525035,1384.6895953932515
4,2020-01-26,1,67.44880679174089,695.0196071628557,True,5,0.03263385168050563,1384.6895953932515
5,2020-01-27,1,67.44880679174089,695.0196071628557,True,6,0.03870764358484927,1384.6895953932515
6,2020-01-28,1,67.44880679174089,695.0196071628557,True,7,0.04591184847115541,1384.6895953932515
7,2020-01-29,1,67.44880679174089,695.0196071628557,True,8,0.054456835949721574,1384.6895953932515
8,2020-01-30,2,67.44880679174089,695.0196071628557,True,9,0.0645921191884159,1384.6895953932515
9,2020-01-31,3,67.44880679174089,695.0196071628557,True,10,0.0766136358551801,1384.6895953932515
10,2020-02-01,4,67.44880679174089,695.0196071628557,True,11,0.09087238233735909,1384.6895953932515
11,2020-02-02,4,67.44880679174089,695.0196071628557,True,12,0.10778465234907617,1384.6895953932515
12,2020-02-03,4,67.44880679174089,695.0196071628557,True,13,0.1278441774640258,1384.6895953932515
13,2020-02-04,4,67.44880679174089,695.0196071628557,True,14,0.15163652205151681,1384.6895953932515
14,2020-02-05,4,67.44880679174089,695.0196071628557,True,15,0.1798561500816141,1384.6895953932515
15,2020-02-06,4,67.44880679174089,695.0196071628557,True,16,0.21332665809852996,1384.6895953932515
16,2020-02-07,4,67.44880679174089,695.0196071628557,True,17,0.2530247594429996,1384.6895953932515
17,2020-02-08,4,67.44880679174089,695.0196071628557,True,18,0.3001087119874375,1384.6895953932515
18,2020-02-09,4,67.44880679174089,695.0196071628557,True,19,0.355952008084138,1384.6895953932515
19,2020-02-10,4,67.44880679174089,695.0196071628557,True,20,0.4221832944181681,1384.6895953932515
20,2020-02-11,4,67.44880679174089,695.0196071628557,True,21,0.5007336648049268,1384.6895953932515
21,2020-02-12,4,67.44880679174089,695.0196071628557,True,22,0.5938926750274793,1384.6895953932515
22,2020-02-13,4,67.44880679174089,695.0196071628557,True,23,0.704374670506213,1384.6895953932515
23,2020-02-14,4,67.44880679174089,695.0196071628557,True,24,0.8353973004735211,1384.6895953932515
24,2020-02-15,4,67.44880679174089,695.0196071628557,True,25,0.9907744225218831,1384.6895953932515
25,2020-02-16,4,67.44880679174089,695.0196071628557,True,26,1.1750259855655913,1384.6895953932515
26,2020-02-17,4,67.44880679174089,695.0196071628557,True,27,1.3935079244485271,1384.6895953932515
27,2020-02-18,4,67.44880679174089,695.0196071628557,True,28,1.6525656128041548,1384.6895953932515
28,2020-02-19,4,67.44880679174089,695.0196071628557,True,29,1.9597150091623508,1384.6895953932515
29,2020-02-20,4,67.44880679174089,695.0196071628557,True,30,2.3238563004992043,1384.6895953932515
30,2020-02-21,4,67.44880679174089,695.0196071628557,True,31,2.7555256011238263,1384.6895953932515
31,2020-02-22,4,67.44880679174089,695.0196071628557,True,32,3.267191102949049,1384.6895953932515
32,2020-02-23,4,67.44880679174089,695.0196071628557,True,33,3.873600989685468,1384.6895953932515
33,2020-02-24,4,67.44880679174089,695.0196071628557,True,34,4.592191406771539,1384.6895953932515
34,2020-02-25,4,67.44880679174089,695.0196071628557,True,35,5.443563791142997,1384.6895953932515
35,2020-02-26,4,67.44880679174089,695.0196071628557,True,36,6.45204185965888,1384.6895953932515
36,2020-02-27,4,67.44880679174089,695.0196071628557,True,37,7.646319451628749,1384.6895953932515
37,2020-02-28,4,67.44880679174089,695.0196071628557,True,38,9.060211096744657,1384.6895953932515
38,2020-02-29,7,67.44880679174089,695.0196071628557,True,39,10.733517453733217,1384.6895953932515
39,2020-03-01,7,67.44880679174089,695.0196071628557,True,40,12.713017376733447,1384.6895953932515
40,2020-03-02,9,67.44880679174089,695.0196071628557,True,41,15.05359694950539,1384.6895953932515
41,2020-03-03,9,67.44880679174089,695.0196071628557,True,42,17.819522878111204,1384.6895953932515
42,2020-03-04,10,67.44880679174089,695.0196071628557,True,43,21.08586247261479,1384.6895953932515
43,2020-03-05,10,67.44880679174089,695.0196071628557,True,44,24.94004418770704,1384.6895953932515
44,2020-03-06,10,67.44880679174089,695.0196071628557,True,45,29.48354019697633,1384.6895953932515
45,2020-03-07,11,67.44880679174089,695.0196071628557,True,46,34.833634353744806,1384.6895953932515
46,2020-03-08,11,67.44880679174089,695.0196071628557,True,47,41.125213519141326,1384.6895953932515
47,2020-03-09,15,67.44880679174089,695.0196071628557,True,48,48.51248586115205,1384.6895953932515
48,2020-03-10,18,67.44880679174089,695.0196071628557,True,49,57.17048469030802,1384.6895953932515
49,2020-03-11,21,67.44880679174089,695.0196071628557,True,50,67.29615956498688,1384.6895953932515
50,2020-03-12,21,67.44880679174089,695.0196071628557,True,51,79.1087878693173,1384.6895953932515
51,2020-03-13,36,67.44880679174089,695.0196071628557,True,52,92.84936224212841,1384.6895953932515
52,2020-03-14,49,67.44880679174089,695.0196071628557,True,53,108.77852831128462,1384.6895953932515
53,2020-03-15,57,67.44880679174089,695.0196071628557,True,54,127.17257498385788,1384.6895953932515
54,2020-03-16,71,67.44880679174089,695.0196071628557,True,55,148.31693538720134,1384.6895953932515
55,2020-03-17,94,67.44880679174089,695.0196071628557,True,56,172.49666854776484,1384.6895953932515
56,2020-03-18,121,67.44880679174089,695.0196071628557,True,57,199.98349635129298,1384.6895953932515
57,2020-03-19,121,67.44880679174089,695.0196071628557,True,58,231.01920770630386,1384.6895953932515
58,2020-03-20,121,67.44880679174089,695.0196071628557,True,59,265.7956472057181,1384.6895953932515
59,2020-03-21,229,67.44880679174089,695.0196071628557,True,60,304.43209248843357,1384.6895953932515
60,2020-03-22,355,67.44880679174089,695.0196071628557,True,61,346.9515633340579,1384.6895953932515
61,2020-03-23,355,67.44880679174089,695.0196071628557,True,62,393.25840195114284,1384.6895953932515
62,2020-03-24,411,67.44880679174089,695.0196071628557,True,63,443.1201483566034,1384.6895953932515
63,2020-03-25,466,67.44880679174089,695.0196071628557,True,64,496.15707752006125,1384.6895953932515
64,2020-03-26,520,67.44880679174089,695.0196071628557,True,65,551.8425289033754,1384.6895953932515
65,2020-03-27,574,67.44880679174089,695.0196071628557,True,66,609.5161874363959,1384.6895953932515
66,2020-03-28,685,67.44880679174089,695.0196071628557,True,67,668.4107893042018,1384.6895953932515
67,2020-03-29,769,67.44880679174089,695.0196071628557,True,68,727.6905862157191,1384.6895953932515
68,2020-03-30,821,67.44880679174089,695.0196071628557,True,69,786.4977807352318,1384.6895953932515
69,2020-03-31,917,67.44880679174089,695.0196071628557,True,70,844.0015983292328,1384.6895953932515
70,2020-04-01,968,67.44880679174089,695.0196071628557,True,71,899.444132595807,1384.6895953932515
71,2020-04-02,1036,67.44880679174089,695.0196071628557,True,72,952.1777466082538,1384.6895953932515
72,2020-04-03,1085,67.44880679174089,695.0196071628557,True,73,1001.6904429195655,1384.6895953932515
73,2020-04-04,1115,67.44880679174089,695.0196071628557,True,74,1047.617763356167,1384.6895953932515
74,2020-04-05,1135,67.44880679174089,695.0196071628557,True,75,1089.7418917846828,1384.6895953932515
75,2020-04-06,1158,67.44880679174089,695.0196071628557,True,76,1127.980253364103,1384.6895953932515
76,2020-04-07,1191,67.44880679174089,695.0196071628557,True,77,1162.366797354009,1384.6895953932515
77,2020-04-08,1212,67.44880679174089,695.0196071628557,True,78,1193.0293179547755,1384.6895953932515
78,2020-04-09,1228,67.44880679174089,695.0196071628557,True,79,1220.1657785188722,1384.6895953932515
79,2020-04-10,1241,67.44880679174089,695.0196071628557,True,80,1244.0218987451012,1384.6895953932515
80,2020-04-11,1265,67.44880679174089,695.0196071628557,True,81,1264.8714674051378,1384.6895953932515
81,2020-04-12,1268,67.44880679174089,695.0196071628557,True,82,1283.000116777803,1384.6895953932515
82,2020-04-13,1281,67.44880679174089,695.0196071628557,True,83,1298.6927262010322,1384.6895953932515
83,2020-04-14,1291,67.44880679174089,695.0196071628557,True,84,1312.2242351245354,1384.6895953932515
84,2020-04-15,1299,67.44880679174089,695.0196071628557,True,85,1323.853424086393,1384.6895953932515
85,2020-04-16,1299,67.44880679174089,695.0196071628557,True,86,1333.8191288913617,1384.6895953932515
86,2020-04-17,1302,67.44880679174089,695.0196071628557,True,87,1342.3383485733195,1384.6895953932515
87,2020-04-18,1319,67.44880679174089,695.0196071628557,True,88,1349.6057558903751,1384.6895953932515
88,2020-04-19,1328,67.44880679174089,695.0196071628557,True,89,1355.7941929455599,1384.6895953932515
89,2020-04-20,1329,67.44880679174089,695.0196071628557,True,90,1361.0558155652318,1384.6895953932515
