,Report_Date,Andorra_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,69.99057388830559,358.85033968508674,True,1,0.008460118167437343,695.7436368272018
1,2020-01-23,0,69.99057388830559,358.85033968508674,True,2,0.009972721821274016,695.7436368272018
2,2020-01-24,0,69.99057388830559,358.85033968508674,True,3,0.011755762872258926,695.7436368272018
3,2020-01-25,0,69.99057388830559,358.85033968508674,True,4,0.013857590916397863,695.7436368272018
4,2020-01-26,0,69.99057388830559,358.85033968508674,True,5,0.016335198960952042,695.7436368272018
5,2020-01-27,0,69.99057388830559,358.85033968508674,True,6,0.019255768336983344,695.7436368272018
6,2020-01-28,0,69.99057388830559,358.85033968508674,True,7,0.022698489645633486,695.7436368272018
7,2020-01-29,0,69.99057388830559,358.85033968508674,True,8,0.026756709018096715,695.7436368272018
8,2020-01-30,0,69.99057388830559,358.85033968508674,True,9,0.03154045775165051,695.7436368272018
9,2020-01-31,0,69.99057388830559,358.85033968508674,True,10,0.03717943372562873,695.7436368272018
10,2020-02-01,0,69.99057388830559,358.85033968508674,True,11,0.043826515176285365,695.7436368272018
11,2020-02-02,0,69.99057388830559,358.85033968508674,True,12,0.05166190173991286,695.7436368272018
12,2020-02-03,0,69.99057388830559,358.85033968508674,True,13,0.06089799453635381,695.7436368272018
13,2020-02-04,0,69.99057388830559,358.85033968508674,True,14,0.07178514690134055,695.7436368272018
14,2020-02-05,0,69.99057388830559,358.85033968508674,True,15,0.08461844070144127,695.7436368272018
15,2020-02-06,0,69.99057388830559,358.85033968508674,True,16,0.09974567058122176,695.7436368272018
16,2020-02-07,0,69.99057388830559,358.85033968508674,True,17,0.11757675069882541,695.7436368272018
17,2020-02-08,0,69.99057388830559,358.85033968508674,True,18,0.13859479631695631,695.7436368272018
18,2020-02-09,0,69.99057388830559,358.85033968508674,True,19,0.16336917697334188,695.7436368272018
19,2020-02-10,0,69.99057388830559,358.85033968508674,True,20,0.19257088994552823,695.7436368272018
20,2020-02-11,0,69.99057388830559,358.85033968508674,True,21,0.2269906635989433,695.7436368272018
21,2020-02-12,0,69.99057388830559,358.85033968508674,True,22,0.2675602713930281,695.7436368272018
22,2020-02-13,0,69.99057388830559,358.85033968508674,True,23,0.3153776204400473,695.7436368272018
23,2020-02-14,0,69.99057388830559,358.85033968508674,True,24,0.3717362753917121,695.7436368272018
24,2020-02-15,0,69.99057388830559,358.85033968508674,True,25,0.4381601911052014,695.7436368272018
25,2020-02-16,0,69.99057388830559,358.85033968508674,True,26,0.5164445582483562,695.7436368272018
