,Report_Date,Andorra_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
26,2020-02-17,0,69.99057388830559,358.85033968508674,True,27,0.60870381715393,695.7436368272018
27,2020-02-18,0,69.99057388830559,358.85033968508674,True,28,0.7174280693549827,695.7436368272018
28,2020-02-19,0,69.99057388830559,358.85033968508674,True,29,0.845549315882487,695.7436368272018
29,2020-02-20,0,69.99057388830559,358.85033968508674,True,30,0.9965191790049667,695.7436368272018
30,2020-02-21,0,69.99057388830559,358.85033968508674,True,31,1.1744000216876782,695.7436368272018
31,2020-02-22,0,69.99057388830559,358.85033968508674,True,32,1.3839716679564915,695.7436368272018
32,2020-02-23,0,69.99057388830559,358.85033968508674,True,33,1.630856247607221,695.7436368272018
33,2020-02-24,0,69.99057388830559,358.85033968508674,True,34,1.9216640382999992,695.7436368272018
34,2020-02-25,0,69.99057388830559,358.85033968508674,True,35,2.2641635518814205,695.7436368272018
35,2020-02-26,0,69.99057388830559,358.85033968508674,True,36,2.6674794999873606,695.7436368272018
36,2020-02-27,0,69.99057388830559,358.85033968508674,True,37,3.142322660040682,695.7436368272018
37,2020-02-28,0,69.99057388830559,358.85033968508674,True,38,3.7012560205016687,695.7436368272018
38,2020-02-29,0,69.99057388830559,358.85033968508674,True,39,4.35900187405219,695.7436368272018
39,2020-03-01,0,69.99057388830559,358.85033968508674,True,40,5.132794691228733,695.7436368272018
40,2020-03-02,1,69.99057388830559,358.85033968508674,True,41,6.0427845618371245,695.7436368272018
41,2020-03-03,1,69.99057388830559,358.85033968508674,True,42,7.112495621120789,695.7436368272018
42,2020-03-04,1,69.99057388830559,358.85033968508674,True,43,8.369343022857601,695.7436368272018
43,2020-03-05,1,69.99057388830559,358.85033968508674,True,44,9.845210468384902,695.7436368272018
44,2020-03-06,1,69.99057388830559,358.85033968508674,True,45,11.577087767807596,695.7436368272018
45,2020-03-07,1,69.99057388830559,358.85033968508674,True,46,13.607764036885722,695.7436368272018
46,2020-03-08,1,69.99057388830559,358.85033968508674,True,47,15.986566472153427,695.7436368272018
47,2020-03-09,1,69.99057388830559,358.85033968508674,True,48,18.770126662034794,695.7436368272018
48,2020-03-10,1,69.99057388830559,358.85033968508674,True,49,22.02314547735418,695.7436368272018
49,2020-03-11,1,69.99057388830559,358.85033968508674,True,50,25.81911311223281,695.7436368272018
50,2020-03-12,1,69.99057388830559,358.85033968508674,True,51,30.240922260262955,695.7436368272018
51,2020-03-13,1,69.99057388830559,358.85033968508674,True,52,35.3812893955477,695.7436368272018
52,2020-03-14,1,69.99057388830559,358.85033968508674,True,53,41.342871874763446,695.7436368272018
53,2020-03-15,1,69.99057388830559,358.85033968508674,True,54,48.23793817264007,695.7436368272018
54,2020-03-16,2,69.99057388830559,358.85033968508674,True,55,56.187417516323876,695.7436368272018
55,2020-03-17,39,69.99057388830559,358.85033968508674,True,56,65.31912804488503,695.7436368272018
56,2020-03-18,39,69.99057388830559,358.85033968508674,True,57,75.76496660321386,695.7436368272018
57,2020-03-19,53,69.99057388830559,358.85033968508674,True,58,87.6568486514713,695.7436368272018
58,2020-03-20,75,69.99057388830559,358.85033968508674,True,59,101.12122662335524,695.7436368272018
59,2020-03-21,88,69.99057388830559,358.85033968508674,True,60,116.27210392793832,695.7436368272018
60,2020-03-22,113,69.99057388830559,358.85033968508674,True,61,133.2026124848893,695.7436368272018
61,2020-03-23,133,69.99057388830559,358.85033968508674,True,62,151.9754400453388,695.7436368272018
62,2020-03-24,164,69.99057388830559,358.85033968508674,True,63,172.61267129340277,695.7436368272018
63,2020-03-25,188,69.99057388830559,358.85033968508674,True,64,195.0859140261663,695.7436368272018
64,2020-03-26,224,69.99057388830559,358.85033968508674,True,65,219.30786274493332,695.7436368272018
65,2020-03-27,267,69.99057388830559,358.85033968508674,True,66,245.12662789977054,695.7436368272018
66,2020-03-28,308,69.99057388830559,358.85033968508674,True,67,272.32414248184136,695.7436368272018
67,2020-03-29,334,69.99057388830559,358.85033968508674,True,68,300.6196797071943,695.7436368272018
68,2020-03-30,370,69.99057388830559,358.85033968508674,True,69,329.6789589367558,695.7436368272018
69,2020-03-31,376,69.99057388830559,358.85033968508674,True,70,359.12854280694074,695.7436368272018
70,2020-04-01,390,69.99057388830559,358.85033968508674,True,71,388.5743798073547,695.7436368272018
71,2020-04-02,428,69.99057388830559,358.85033968508674,True,72,417.62261825975844,695.7436368272018
72,2020-04-03,439,69.99057388830559,358.85033968508674,True,73,445.90039799111634,695.7436368272018
73,2020-04-04,466,69.99057388830559,358.85033968508674,True,74,473.07433018128614,695.7436368272018
74,2020-04-05,501,69.99057388830559,358.85033968508674,True,75,498.8648027309644,695.7436368272018
75,2020-04-06,525,69.99057388830559,358.85033968508674,True,76,523.0549809179666,695.7436368272018
76,2020-04-07,545,69.99057388830559,358.85033968508674,True,77,545.4942221604979,695.7436368272018
77,2020-04-08,564,69.99057388830559,358.85033968508674,True,78,566.0963948643321,695.7436368272018
78,2020-04-09,583,69.99057388830559,358.85033968508674,True,79,584.8341429706244,695.7436368272018
79,2020-04-10,601,69.99057388830559,358.85033968508674,True,80,601.7304104712148,695.7436368272018
80,2020-04-11,601,69.99057388830559,358.85033968508674,True,81,616.8485523311915,695.7436368272018
