,Report_Date,Jordan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,69,68,81.10590576300861,332.34051507028977,True,58,112.44124384663515,651.7357312233264
58,2020-03-20,85,84,81.10590576300861,332.34051507028977,True,59,119.0234783060796,651.7357312233264
59,2020-03-21,85,84,81.10590576300861,332.34051507028977,True,60,125.90318468866839,651.7357312233264
60,2020-03-22,112,111,81.10590576300861,332.34051507028977,True,61,133.08356020466965,651.7357312233264
61,2020-03-23,127,126,81.10590576300861,332.34051507028977,True,62,140.56660015459167,651.7357312233264
62,2020-03-24,154,153,81.10590576300861,332.34051507028977,True,63,148.3529766490604,651.7357312233264
63,2020-03-25,172,171,81.10590576300861,332.34051507028977,True,64,156.44192163423912,651.7357312233264
64,2020-03-26,212,211,81.10590576300861,332.34051507028977,True,65,164.83111683025535,651.7357312233264
65,2020-03-27,235,216,81.10590576300861,332.34051507028977,True,66,173.5165933679963,651.7357312233264
66,2020-03-28,246,227,81.10590576300861,332.34051507028977,True,67,182.49264402566928,651.7357312233264
67,2020-03-29,259,238,81.10590576300861,332.34051507028977,True,68,191.75175100612108,651.7357312233264
68,2020-03-30,268,237,81.10590576300861,332.34051507028977,True,69,201.28453214572167,651.7357312233264
69,2020-03-31,274,239,81.10590576300861,332.34051507028977,True,70,211.07970829455914,651.7357312233264
70,2020-04-01,278,237,81.10590576300861,332.34051507028977,True,71,221.12409434804417,651.7357312233264
71,2020-04-02,299,249,81.10590576300861,332.34051507028977,True,72,231.40261603840398,651.7357312233264
72,2020-04-03,310,247,81.10590576300861,332.34051507028977,True,73,241.89835411287905,651.7357312233264
73,2020-04-04,323,244,81.10590576300861,332.34051507028977,True,74,252.59261694155595,651.7357312233264
74,2020-04-05,345,230,81.10590576300861,332.34051507028977,True,75,263.46504192576236,651.7357312233264
75,2020-04-06,349,217,81.10590576300861,332.34051507028977,True,76,274.4937253380882,651.7357312233264
76,2020-04-07,353,209,81.10590576300861,332.34051507028977,True,77,285.6553794432227,651.7357312233264
77,2020-04-08,358,202,81.10590576300861,332.34051507028977,True,78,296.9255149553324,651.7357312233264
78,2020-04-09,372,204,81.10590576300861,332.34051507028977,True,79,308.2786461161128,651.7357312233264
79,2020-04-10,372,195,81.10590576300861,332.34051507028977,True,80,319.6885149625688,651.7357312233264
80,2020-04-11,381,197,81.10590576300861,332.34051507028977,True,81,331.128330728734,651.7357312233264
81,2020-04-12,389,181,81.10590576300861,332.34051507028977,True,82,342.5710198215048,651.7357312233264
82,2020-04-13,391,169,81.10590576300861,332.34051507028977,True,83,353.9894814529132,651.7357312233264
83,2020-04-14,397,155,81.10590576300861,332.34051507028977,True,84,365.3568438178663,651.7357312233264
84,2020-04-15,401,144,81.10590576300861,332.34051507028977,True,85,376.6467156876684,651.7357312233264
85,2020-04-16,402,136,81.10590576300861,332.34051507028977,True,86,387.8334284465002,651.7357312233264
86,2020-04-17,407,135,81.10590576300861,332.34051507028977,True,87,398.89226392229887,651.7357312233264
87,2020-04-18,413,137,81.10590576300861,332.34051507028977,True,88,409.7996638384536,651.7357312233264
88,2020-04-19,417,134,81.10590576300861,332.34051507028977,True,89,420.5334173144012,651.7357312233264
89,2020-04-20,425,136,81.10590576300861,332.34051507028977,True,90,431.07282354190653,651.7357312233264
90,2020-04-21,428,124,81.10590576300861,332.34051507028977,True,91,441.39882752633247,651.7357312233264
91,2020-04-22,435,113,81.10590576300861,332.34051507028977,True,92,451.4941275738996,651.7357312233264
92,2020-04-23,437,112,81.10590576300861,332.34051507028977,True,93,461.3432539929255,651.7357312233264
93,2020-04-24,441,108,81.10590576300861,332.34051507028977,True,94,470.93261922813707,651.7357312233264
94,2020-04-25,444,105,81.10590576300861,332.34051507028977,True,95,480.2505403354081,651.7357312233264
95,2020-04-26,447,103,81.10590576300861,332.34051507028977,True,96,489.28723530821816,651.7357312233264
96,2020-04-27,449,100,81.10590576300861,332.34051507028977,True,97,498.03479527130287,651.7357312233264
97,2020-04-28,449,93,81.10590576300861,332.34051507028977,True,98,506.48713495225,651.7357312233264
98,2020-04-29,451,87,81.10590576300861,332.34051507028977,True,99,514.639924125039,651.7357312233264
99,2020-04-30,453,83,81.10590576300861,332.34051507028977,True,100,522.4905028930748,651.7357312233264
100,2020-05-01,459,87,81.10590576300861,332.34051507028977,True,101,530.0377837499864,651.7357312233264
101,2020-05-02,460,84,81.10590576300861,332.34051507028977,True,102,537.2821433348315,651.7357312233264
102,2020-05-03,461,85,81.10590576300861,332.34051507028977,True,103,544.2253066973108,651.7357312233264
103,2020-05-04,465,86,81.10590576300861,332.34051507028977,True,104,550.8702267225575,651.7357312233264
104,2020-05-05,471,87,81.10590576300861,332.34051507028977,True,105,557.2209611489352,651.7357312233264
105,2020-05-06,473,87,81.10590576300861,332.34051507028977,True,106,563.2825493606312,651.7357312233264
106,2020-05-07,494,104,81.10590576300861,332.34051507028977,True,107,569.0608908633108,651.7357312233264
107,2020-05-08,508,114,81.10590576300861,332.34051507028977,True,108,574.5626270678998,651.7357312233264
108,2020-05-09,522,126,81.10590576300861,332.34051507028977,True,109,579.7950277251374,651.7357312233264
109,2020-05-10,540,142,81.10590576300861,332.34051507028977,True,110,584.765883080521,651.7357312233264
110,2020-05-11,562,163,81.10590576300861,332.34051507028977,True,111,589.4834025622944,651.7357312233264
111,2020-05-12,576,177,81.10590576300861,332.34051507028977,True,112,593.9561205791279,651.7357312233264
112,2020-05-13,582,181,81.10590576300861,332.34051507028977,True,113,598.1928097922998,651.7357312233264
113,2020-05-14,586,184,81.10590576300861,332.34051507028977,True,114,602.2024020412949,651.7357312233264
114,2020-05-15,596,186,81.10590576300861,332.34051507028977,True,115,605.993916942306,651.7357312233264
115,2020-05-16,607,194,81.10590576300861,332.34051507028977,True,116,609.5763980457452,651.7357312233264
116,2020-05-17,613,196,81.10590576300861,332.34051507028977,True,117,612.9588563302858,651.7357312233264
117,2020-05-18,629,207,81.10590576300861,332.34051507028977,True,118,616.1502207254498,651.7357312233264
118,2020-05-19,649,223,81.10590576300861,332.34051507028977,True,119,619.1592952901694,651.7357312233264
119,2020-05-20,672,217,81.10590576300861,332.34051507028977,True,120,621.9947226287754,651.7357312233264
120,2020-05-21,684,218,81.10590576300861,332.34051507028977,True,121,624.6649530960756,651.7357312233264
121,2020-05-22,700,230,81.10590576300861,332.34051507028977,True,122,627.1782193272146,651.7357312233264
122,2020-05-23,704,225,81.10590576300861,332.34051507028977,True,123,629.5425156235557,651.7357312233264
123,2020-05-24,708,228,81.10590576300861,332.34051507028977,True,124,631.7655817307833,651.7357312233264
124,2020-05-25,711,223,81.10590576300861,332.34051507028977,True,125,633.8548905578423,651.7357312233264
125,2020-05-26,718,123,81.10590576300861,332.34051507028977,True,126,635.8176394034875,651.7357312233264
126,2020-05-27,720,125,81.10590576300861,332.34051507028977,True,127,637.6607442796055,651.7357312233264
127,2020-05-28,728,222,81.10590576300861,332.34051507028977,True,128,639.3908369457785,651.7357312233264
