,Report_Date,"Lao People""s Democratic Republic_cases",active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,0,71.54851045787059,9.713340371405154,True,23,0.007861834872929633,19.42623959705565
23,2020-02-14,0,0,71.54851045787059,9.713340371405154,True,24,0.009233702803659516,19.42623959705565
24,2020-02-15,0,0,71.54851045787059,9.713340371405154,True,25,0.010844824114485794,19.42623959705565
25,2020-02-16,0,0,71.54851045787059,9.713340371405154,True,26,0.01273687381083915,19.42623959705565
26,2020-02-17,0,0,71.54851045787059,9.713340371405154,True,27,0.014958766937468875,19.42623959705565
27,2020-02-18,0,0,71.54851045787059,9.713340371405154,True,28,0.01756790906743216,19.42623959705565
28,2020-02-19,0,0,71.54851045787059,9.713340371405154,True,29,0.020631660005203202,19.42623959705565
29,2020-02-20,0,0,71.54851045787059,9.713340371405154,True,30,0.024229046004668044,19.42623959705565
30,2020-02-21,0,0,71.54851045787059,9.713340371405154,True,31,0.028452761243642533,19.42623959705565
31,2020-02-22,0,0,71.54851045787059,9.713340371405154,True,32,0.03341150541801975,19.42623959705565
32,2020-02-23,0,0,71.54851045787059,9.713340371405154,True,33,0.03923271114026842,19.42623959705565
33,2020-02-24,0,0,71.54851045787059,9.713340371405154,True,34,0.0460657223358483,19.42623959705565
34,2020-02-25,0,0,71.54851045787059,9.713340371405154,True,35,0.05408549296361515,19.42623959705565
35,2020-02-26,0,0,71.54851045787059,9.713340371405154,True,36,0.0634968840027818,19.42623959705565
36,2020-02-27,0,0,71.54851045787059,9.713340371405154,True,37,0.07453964549856612,19.42623959705565
37,2020-02-28,0,0,71.54851045787059,9.713340371405154,True,38,0.08749417913123117,19.42623959705565
38,2020-02-29,0,0,71.54851045787059,9.713340371405154,True,39,0.10268818463521023,19.42623959705565
39,2020-03-01,0,0,71.54851045787059,9.713340371405154,True,40,0.12050429950393982,19.42623959705565
40,2020-03-02,0,0,71.54851045787059,9.713340371405154,True,41,0.14138884440933408,19.42623959705565
41,2020-03-03,0,0,71.54851045787059,9.713340371405154,True,42,0.16586178471778662,19.42623959705565
42,2020-03-04,0,0,71.54851045787059,9.713340371405154,True,43,0.19452800873323395,19.42623959705565
43,2020-03-05,0,0,71.54851045787059,9.713340371405154,True,44,0.22809000222560508,19.42623959705565
44,2020-03-06,0,0,71.54851045787059,9.713340371405154,True,45,0.2673619615952863,19.42623959705565
45,2020-03-07,0,0,71.54851045787059,9.713340371405154,True,46,0.313285328405725,19.42623959705565
46,2020-03-08,0,0,71.54851045787059,9.713340371405154,True,47,0.366945638004328,19.42623959705565
47,2020-03-09,0,0,71.54851045787059,9.713340371405154,True,48,0.42959044468835084,19.42623959705565
48,2020-03-10,0,0,71.54851045787059,9.713340371405154,True,49,0.5026479036420299,19.42623959705565
49,2020-03-11,0,0,71.54851045787059,9.713340371405154,True,50,0.5877453424767133,19.42623959705565
50,2020-03-12,0,0,71.54851045787059,9.713340371405154,True,51,0.6867268289608971,19.42623959705565
51,2020-03-13,0,0,71.54851045787059,9.713340371405154,True,52,0.8016683242287425,19.42623959705565
52,2020-03-14,0,0,71.54851045787059,9.713340371405154,True,53,0.9348884951085021,19.42623959705565
53,2020-03-15,0,0,71.54851045787059,9.713340371405154,True,54,1.08895264824887,19.42623959705565
54,2020-03-16,0,0,71.54851045787059,9.713340371405154,True,55,1.2666665637217256,19.42623959705565
55,2020-03-17,0,0,71.54851045787059,9.713340371405154,True,56,1.4710562969083356,19.42623959705565
56,2020-03-18,0,0,71.54851045787059,9.713340371405154,True,57,1.705329376638256,19.42623959705565
57,2020-03-19,0,0,71.54851045787059,9.713340371405154,True,58,1.9728124015832842,19.42623959705565
58,2020-03-20,0,0,71.54851045787059,9.713340371405154,True,59,2.276860036996404,19.42623959705565
59,2020-03-21,0,0,71.54851045787059,9.713340371405154,True,60,2.6207311140446174,19.42623959705565
60,2020-03-22,0,0,71.54851045787059,9.713340371405154,True,61,3.0074292482921465,19.42623959705565
61,2020-03-23,0,0,71.54851045787059,9.713340371405154,True,62,3.439508420358846,19.42623959705565
62,2020-03-24,2,2,71.54851045787059,9.713340371405154,True,63,3.9188484834119963,19.42623959705565
63,2020-03-25,3,3,71.54851045787059,9.713340371405154,True,64,4.446411506460781,19.42623959705565
64,2020-03-26,6,6,71.54851045787059,9.713340371405154,True,65,5.021996742556261,19.42623959705565
65,2020-03-27,6,6,71.54851045787059,9.713340371405154,True,66,5.64401880294636,19.42623959705565
66,2020-03-28,8,8,71.54851045787059,9.713340371405154,True,67,6.30933875880501,19.42623959705565
67,2020-03-29,8,8,71.54851045787059,9.713340371405154,True,68,7.013179489201346,19.42623959705565
68,2020-03-30,8,8,71.54851045787059,9.713340371405154,True,69,7.7491528965797185,19.42623959705565
69,2020-03-31,9,9,71.54851045787059,9.713340371405154,True,70,8.509416678743195,19.42623959705565
70,2020-04-01,10,10,71.54851045787059,9.713340371405154,True,71,9.284962708531252,19.42623959705565
71,2020-04-02,10,10,71.54851045787059,9.713340371405154,True,72,10.066020058211722,19.42623959705565
72,2020-04-03,10,10,71.54851045787059,9.713340371405154,True,73,10.842537154483143,19.42623959705565
73,2020-04-04,10,10,71.54851045787059,9.713340371405154,True,74,11.604693834858736,19.42623959705565
74,2020-04-05,11,11,71.54851045787059,9.713340371405154,True,75,12.34338871814634,19.42623959705565
75,2020-04-06,12,12,71.54851045787059,9.713340371405154,True,76,13.050651731926557,19.42623959705565
76,2020-04-07,14,14,71.54851045787059,9.713340371405154,True,77,13.719944672923118,19.42623959705565
77,2020-04-08,15,15,71.54851045787059,9.713340371405154,True,78,14.346330947062956,19.42623959705565
78,2020-04-09,16,16,71.54851045787059,9.713340371405154,True,79,14.926514791424975,19.42623959705565
79,2020-04-10,16,16,71.54851045787059,9.713340371405154,True,80,15.458766376390022,19.42623959705565
80,2020-04-11,18,18,71.54851045787059,9.713340371405154,True,81,15.942759723258543,19.42623959705565
81,2020-04-12,19,19,71.54851045787059,9.713340371405154,True,82,16.3793546527529,19.42623959705565
82,2020-04-13,19,19,71.54851045787059,9.713340371405154,True,83,16.770352827235552,19.42623959705565
83,2020-04-14,19,18,71.54851045787059,9.713340371405154,True,84,17.118253067670512,19.42623959705565
84,2020-04-15,19,18,71.54851045787059,9.713340371405154,True,85,17.426024418471414,19.42623959705565
85,2020-04-16,19,17,71.54851045787059,9.713340371405154,True,86,17.696908507779877,19.42623959705565
86,2020-04-17,19,17,71.54851045787059,9.713340371405154,True,87,17.9342566863788,19.42623959705565
87,2020-04-18,19,17,71.54851045787059,9.713340371405154,True,88,18.141402760173612,19.42623959705565
88,2020-04-19,19,17,71.54851045787059,9.713340371405154,True,89,18.321568964751467,19.42623959705565
89,2020-04-20,19,17,71.54851045787059,9.713340371405154,True,90,18.477801001025604,19.42623959705565
90,2020-04-21,19,17,71.54851045787059,9.713340371405154,True,91,18.612927166473874,19.42623959705565
91,2020-04-22,19,15,71.54851045787059,9.713340371405154,True,92,18.729536561377323,19.42623959705565
92,2020-04-23,19,15,71.54851045787059,9.713340371405154,True,93,18.829971744413747,19.42623959705565
93,2020-04-24,19,15,71.54851045787059,9.713340371405154,True,94,18.916331839364986,19.42623959705565
94,2020-04-25,19,12,71.54851045787059,9.713340371405154,True,95,18.990482801776068,19.42623959705565
95,2020-04-26,19,12,71.54851045787059,9.713340371405154,True,96,19.0540722444831,19.42623959705565
96,2020-04-27,19,12,71.54851045787059,9.713340371405154,True,97,19.108546840378256,19.42623959705565
97,2020-04-28,19,12,71.54851045787059,9.713340371405154,True,98,19.155170846031265,19.42623959705565
98,2020-04-29,19,12,71.54851045787059,9.713340371405154,True,99,19.195044716424235,19.42623959705565
99,2020-04-30,19,11,71.54851045787059,9.713340371405154,True,100,19.22912311564804,19.42623959705565
100,2020-05-01,19,11,71.54851045787059,9.713340371405154,True,101,19.258231882858567,19.42623959705565
101,2020-05-02,19,10,71.54851045787059,9.713340371405154,True,102,19.283083700747802,19.42623959705565
102,2020-05-03,19,10,71.54851045787059,9.713340371405154,True,103,19.304292348548767,19.42623959705565
103,2020-05-04,19,10,71.54851045787059,9.713340371405154,True,104,19.32238551504813,19.42623959705565
104,2020-05-05,19,10,71.54851045787059,9.713340371405154,True,105,19.337816209268553,19.42623959705565
105,2020-05-06,19,9,71.54851045787059,9.713340371405154,True,106,19.350972845564712,19.42623959705565
106,2020-05-07,19,10,71.54851045787059,9.713340371405154,True,107,19.362188102281923,19.42623959705565
107,2020-05-08,19,10,71.54851045787059,9.713340371405154,True,108,19.37174666380075,19.42623959705565
108,2020-05-09,19,6,71.54851045787059,9.713340371405154,True,109,19.379891958455048,19.42623959705565
109,2020-05-10,19,6,71.54851045787059,9.713340371405154,True,110,19.38683200221201,19.42623959705565
110,2020-05-11,19,6,71.54851045787059,9.713340371405154,True,111,19.392744452128582,19.42623959705565
111,2020-05-12,19,6,71.54851045787059,9.713340371405154,True,112,19.397780965859734,19.42623959705565
112,2020-05-13,19,5,71.54851045787059,9.713340371405154,True,113,19.402070954868027,19.42623959705565
113,2020-05-14,19,5,71.54851045787059,9.713340371405154,True,114,19.405724810130668,19.42623959705565
114,2020-05-15,19,5,71.54851045787059,9.713340371405154,True,115,19.40883667048788,19.42623959705565
115,2020-05-16,19,5,71.54851045787059,9.713340371405154,True,116,19.411486795589482,19.42623959705565
116,2020-05-17,19,5,71.54851045787059,9.713340371405154,True,117,19.413743597823352,19.42623959705565
117,2020-05-18,19,5,71.54851045787059,9.713340371405154,True,118,19.415665380719926,19.42623959705565
118,2020-05-19,19,5,71.54851045787059,9.713340371405154,True,119,19.41730182513802,19.42623959705565
119,2020-05-20,19,5,71.54851045787059,9.713340371405154,True,120,19.41869525903178,19.42623959705565
120,2020-05-21,19,5,71.54851045787059,9.713340371405154,True,121,19.41988174173893,19.42623959705565
121,2020-05-22,19,5,71.54851045787059,9.713340371405154,True,122,19.420891989467357,19.42623959705565
122,2020-05-23,19,5,71.54851045787059,9.713340371405154,True,123,19.42175216493611,19.42623959705565
123,2020-05-24,19,5,71.54851045787059,9.713340371405154,True,124,19.422484550892047,19.42623959705565
124,2020-05-25,19,5,71.54851045787059,9.713340371405154,True,125,19.423108124421013,19.42623959705565
125,2020-05-26,19,5,71.54851045787059,9.713340371405154,True,126,19.4236390465513,19.42623959705565
126,2020-05-27,19,3,71.54851045787059,9.713340371405154,True,127,19.42409107956017,19.42623959705565
127,2020-05-28,19,3,71.54851045787059,9.713340371405154,True,128,19.42447594259889,19.42623959705565
