,Report_Date,Guinea-Bissau_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
52,2020-03-14,0,82.44240511425785,37.47864865737859,True,53,1.2081537479977593,65.14767125851918
53,2020-03-15,0,82.44240511425785,37.47864865737859,True,54,1.3858709791151094,65.14767125851918
54,2020-03-16,0,82.44240511425785,37.47864865737859,True,55,1.589166781015651,65.14767125851918
55,2020-03-17,0,82.44240511425785,37.47864865737859,True,56,1.8215460397722139,65.14767125851918
56,2020-03-18,0,82.44240511425785,37.47864865737859,True,57,2.08693888782565,65.14767125851918
57,2020-03-19,0,82.44240511425785,37.47864865737859,True,58,2.389735089203185,65.14767125851918
58,2020-03-20,0,82.44240511425785,37.47864865737859,True,59,2.734815515170753,65.14767125851918
59,2020-03-21,0,82.44240511425785,37.47864865737859,True,60,3.1275783259048677,65.14767125851918
60,2020-03-22,0,82.44240511425785,37.47864865737859,True,61,3.573956775582855,65.14767125851918
61,2020-03-23,0,82.44240511425785,37.47864865737859,True,62,4.080424761490539,65.14767125851918
62,2020-03-24,0,82.44240511425785,37.47864865737859,True,63,4.653985368961217,65.14767125851918
63,2020-03-25,2,82.44240511425785,37.47864865737859,True,64,5.302136775743211,65.14767125851918
64,2020-03-26,2,82.44240511425785,37.47864865737859,True,65,6.032809059661737,65.14767125851918
65,2020-03-27,2,82.44240511425785,37.47864865737859,True,66,6.854264835057209,65.14767125851918
66,2020-03-28,2,82.44240511425785,37.47864865737859,True,67,7.7749564117652605,65.14767125851918
67,2020-03-29,2,82.44240511425785,37.47864865737859,True,68,8.803332564907205,65.14767125851918
68,2020-03-30,8,82.44240511425785,37.47864865737859,True,69,9.9475893090776,65.14767125851918
69,2020-03-31,8,82.44240511425785,37.47864865737859,True,70,11.215361589607278,65.14767125851918
70,2020-04-01,9,82.44240511425785,37.47864865737859,True,71,12.613356807055892,65.14767125851918
71,2020-04-02,9,82.44240511425785,37.47864865737859,True,72,14.146936738391501,65.14767125851918
72,2020-04-03,15,82.44240511425785,37.47864865737859,True,73,15.819661653152108,65.14767125851918
73,2020-04-04,18,82.44240511425785,37.47864865737859,True,74,17.6328188565745,65.14767125851918
74,2020-04-05,18,82.44240511425785,37.47864865737859,True,75,19.584966703551117,65.14767125851918
75,2020-04-06,18,82.44240511425785,37.47864865737859,True,76,21.67153302693512,65.14767125851918
76,2020-04-07,33,82.44240511425785,37.47864865737859,True,77,23.884512228184708,65.14767125851918
77,2020-04-08,33,82.44240511425785,37.47864865737859,True,78,26.212306147460797,65.14767125851918
78,2020-04-09,36,82.44240511425785,37.47864865737859,True,79,28.639748666926174,65.14767125851918
79,2020-04-10,36,82.44240511425785,37.47864865737859,True,80,31.148341958894534,65.14767125851918
80,2020-04-11,38,82.44240511425785,37.47864865737859,True,81,33.71671375805249,65.14767125851918
81,2020-04-12,38,82.44240511425785,37.47864865737859,True,82,36.321281913092854,65.14767125851918
82,2020-04-13,38,82.44240511425785,37.47864865737859,True,83,38.93708806169532,65.14767125851918
83,2020-04-14,38,82.44240511425785,37.47864865737859,True,84,41.538740719886896,65.14767125851918
84,2020-04-15,43,82.44240511425785,37.47864865737859,True,85,44.10139343861104,65.14767125851918
85,2020-04-16,43,82.44240511425785,37.47864865737859,True,86,46.60167888096009,65.14767125851918
