,Report_Date,Syrian Arab Republic_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,317.7875163255398,48941.563685899804,False,1,1.0149342403331145,97883.12737179958
1,2020-01-23,0,0,317.7875163255398,48941.563685899804,False,2,1.0523774153047525,97883.12737179958
2,2020-01-24,0,0,317.7875163255398,48941.563685899804,False,3,1.0912019366401928,97883.12737179958
3,2020-01-25,0,0,317.7875163255398,48941.563685899804,False,4,1.131458763544917,97883.12737179958
4,2020-01-26,0,0,317.7875163255398,48941.563685899804,False,5,1.1732007350719011,97883.12737179958
5,2020-01-27,0,0,317.7875163255398,48941.563685899804,False,6,1.2164826394612713,97883.12737179958
6,2020-01-28,0,0,317.7875163255398,48941.563685899804,False,7,1.26136128603711,97883.12737179958
7,2020-01-29,0,0,317.7875163255398,48941.563685899804,False,8,1.3078955797556924,97883.12737179958
8,2020-01-30,0,0,317.7875163255398,48941.563685899804,False,9,1.3561465985028824,97883.12737179958
9,2020-01-31,0,0,317.7875163255398,48941.563685899804,False,10,1.4061776732420355,97883.12737179958
10,2020-02-01,0,0,317.7875163255398,48941.563685899804,False,11,1.4580544711174779,97883.12737179958
11,2020-02-02,0,0,317.7875163255398,48941.563685899804,False,12,1.5118450816225049,97883.12737179958
12,2020-02-03,0,0,317.7875163255398,48941.563685899804,False,13,1.5676201059448513,97883.12737179958
13,2020-02-04,0,0,317.7875163255398,48941.563685899804,False,14,1.6254527496067503,97883.12737179958
14,2020-02-05,0,0,317.7875163255398,48941.563685899804,False,15,1.6854189185210025,97883.12737179958
15,2020-02-06,0,0,317.7875163255398,48941.563685899804,False,16,1.747597318588952,97883.12737179958
16,2020-02-07,0,0,317.7875163255398,48941.563685899804,False,17,1.8120695589709064,97883.12737179958
17,2020-02-08,0,0,317.7875163255398,48941.563685899804,False,18,1.878920259164327,97883.12737179958
18,2020-02-09,0,0,317.7875163255398,48941.563685899804,False,19,1.9482371600301165,97883.12737179958
19,2020-02-10,0,0,317.7875163255398,48941.563685899804,False,20,2.0201112389124813,97883.12737179958
20,2020-02-11,0,0,317.7875163255398,48941.563685899804,False,21,2.094636829003206,97883.12737179958
21,2020-02-12,0,0,317.7875163255398,48941.563685899804,False,22,2.171911743106733,97883.12737179958
22,2020-02-13,0,0,317.7875163255398,48941.563685899804,False,23,2.25203740196818,97883.12737179958
23,2020-02-14,0,0,317.7875163255398,48941.563685899804,False,24,2.3351189673324093,97883.12737179958
24,2020-02-15,0,0,317.7875163255398,48941.563685899804,False,25,2.421265479908445,97883.12737179958
25,2020-02-16,0,0,317.7875163255398,48941.563685899804,False,26,2.5105900024199332,97883.12737179958
26,2020-02-17,0,0,317.7875163255398,48941.563685899804,False,27,2.603209767929,97883.12737179958
27,2020-02-18,0,0,317.7875163255398,48941.563685899804,False,28,2.699246333627752,97883.12737179958
28,2020-02-19,0,0,317.7875163255398,48941.563685899804,False,29,2.798825740298798,97883.12737179958
29,2020-02-20,0,0,317.7875163255398,48941.563685899804,False,30,2.902078677653575,97883.12737179958
30,2020-02-21,0,0,317.7875163255398,48941.563685899804,False,31,3.009140655764962,97883.12737179958
31,2020-02-22,0,0,317.7875163255398,48941.563685899804,False,32,3.1201521828185776,97883.12737179958
32,2020-02-23,0,0,317.7875163255398,48941.563685899804,False,33,3.235258949415455,97883.12737179958
33,2020-02-24,0,0,317.7875163255398,48941.563685899804,False,34,3.3546120196672966,97883.12737179958
34,2020-02-25,0,0,317.7875163255398,48941.563685899804,False,35,3.478368029334398,97883.12737179958
35,2020-02-26,0,0,317.7875163255398,48941.563685899804,False,36,3.6066893912655233,97883.12737179958
36,2020-02-27,0,0,317.7875163255398,48941.563685899804,False,37,3.7397445084085112,97883.12737179958
37,2020-02-28,0,0,317.7875163255398,48941.563685899804,False,38,3.8777079946702884,97883.12737179958
38,2020-02-29,0,0,317.7875163255398,48941.563685899804,False,39,4.020760903915189,97883.12737179958
39,2020-03-01,0,0,317.7875163255398,48941.563685899804,False,40,4.169090967401088,97883.12737179958
40,2020-03-02,0,0,317.7875163255398,48941.563685899804,False,41,4.322892839963848,97883.12737179958
41,2020-03-03,0,0,317.7875163255398,48941.563685899804,False,42,4.482368355271983,97883.12737179958
42,2020-03-04,0,0,317.7875163255398,48941.563685899804,False,43,4.647726790485237,97883.12737179958
43,2020-03-05,0,0,317.7875163255398,48941.563685899804,False,44,4.8191851406630395,97883.12737179958
44,2020-03-06,0,0,317.7875163255398,48941.563685899804,False,45,4.996968403281484,97883.12737179958
45,2020-03-07,0,0,317.7875163255398,48941.563685899804,False,46,5.181309873230594,97883.12737179958
46,2020-03-08,0,0,317.7875163255398,48941.563685899804,False,47,5.3724514486773485,97883.12737179958
47,2020-03-09,0,0,317.7875163255398,48941.563685899804,False,48,5.570643948193963,97883.12737179958
48,2020-03-10,0,0,317.7875163255398,48941.563685899804,False,49,5.776147439565666,97883.12737179958
49,2020-03-11,0,0,317.7875163255398,48941.563685899804,False,50,5.989231580707316,97883.12737179958
50,2020-03-12,0,0,317.7875163255398,48941.563685899804,False,51,6.210175973133953,97883.12737179958
51,2020-03-13,0,0,317.7875163255398,48941.563685899804,False,52,6.439270528446689,97883.12737179958
52,2020-03-14,0,0,317.7875163255398,48941.563685899804,False,53,6.676815848312198,97883.12737179958
53,2020-03-15,0,0,317.7875163255398,48941.563685899804,False,54,6.923123618431634,97883.12737179958
54,2020-03-16,0,0,317.7875163255398,48941.563685899804,False,55,7.178517017012847,97883.12737179958
55,2020-03-17,0,0,317.7875163255398,48941.563685899804,False,56,7.443331138278658,97883.12737179958
56,2020-03-18,0,0,317.7875163255398,48941.563685899804,False,57,7.717913431563382,97883.12737179958
57,2020-03-19,0,0,317.7875163255398,48941.563685899804,False,58,8.002624156569963,97883.12737179958
58,2020-03-20,0,0,317.7875163255398,48941.563685899804,False,59,8.297836855381044,97883.12737179958
59,2020-03-21,0,0,317.7875163255398,48941.563685899804,False,60,8.603938841838923,97883.12737179958
60,2020-03-22,1,1,317.7875163255398,48941.563685899804,False,61,8.921331708931787,97883.12737179958
61,2020-03-23,1,1,317.7875163255398,48941.563685899804,False,62,9.250431854846944,97883.12737179958
62,2020-03-24,1,1,317.7875163255398,48941.563685899804,False,63,9.591671028375819,97883.12737179958
63,2020-03-25,5,5,317.7875163255398,48941.563685899804,False,64,9.945496894380456,97883.12737179958
64,2020-03-26,5,5,317.7875163255398,48941.563685899804,False,65,10.312373620057159,97883.12737179958
65,2020-03-27,5,5,317.7875163255398,48941.563685899804,False,66,10.69278248275969,97883.12737179958
66,2020-03-28,5,5,317.7875163255398,48941.563685899804,False,67,11.08722250017225,97883.12737179958
67,2020-03-29,9,8,317.7875163255398,48941.563685899804,False,68,11.49621108365112,97883.12737179958
68,2020-03-30,10,8,317.7875163255398,48941.563685899804,False,69,11.920284715583788,97883.12737179958
69,2020-03-31,10,8,317.7875163255398,48941.563685899804,False,70,12.359999651645113,97883.12737179958
70,2020-04-01,10,8,317.7875163255398,48941.563685899804,False,71,12.815932648862157,97883.12737179958
71,2020-04-02,16,14,317.7875163255398,48941.563685899804,False,72,13.28868172043227,97883.12737179958
72,2020-04-03,16,14,317.7875163255398,48941.563685899804,False,73,13.77886691827352,97883.12737179958
73,2020-04-04,16,12,317.7875163255398,48941.563685899804,False,74,14.287131144321894,97883.12737179958
74,2020-04-05,19,15,317.7875163255398,48941.563685899804,False,75,14.814140991626495,97883.12737179958
75,2020-04-06,19,15,317.7875163255398,48941.563685899804,False,76,15.360587616332229,97883.12737179958
76,2020-04-07,19,14,317.7875163255398,48941.563685899804,False,77,15.9271876416786,97883.12737179958
77,2020-04-08,19,13,317.7875163255398,48941.563685899804,False,78,16.514684095184464,97883.12737179958
78,2020-04-09,19,13,317.7875163255398,48941.563685899804,False,79,17.12384738023042,97883.12737179958
79,2020-04-10,19,13,317.7875163255398,48941.563685899804,False,80,17.75547628329476,97883.12737179958
80,2020-04-11,25,18,317.7875163255398,48941.563685899804,False,81,18.410399018143938,97883.12737179958
81,2020-04-12,25,18,317.7875163255398,48941.563685899804,False,82,19.08947430832545,97883.12737179958
82,2020-04-13,25,18,317.7875163255398,48941.563685899804,False,83,19.793592509359765,97883.12737179958
83,2020-04-14,29,22,317.7875163255398,48941.563685899804,False,84,20.52367677207807,97883.12737179958
84,2020-04-15,33,26,317.7875163255398,48941.563685899804,False,85,21.2806842486047,97883.12737179958
85,2020-04-16,33,26,317.7875163255398,48941.563685899804,False,86,22.065607342536968,97883.12737179958
86,2020-04-17,38,31,317.7875163255398,48941.563685899804,False,87,22.879475004930896,97883.12737179958
87,2020-04-18,38,31,317.7875163255398,48941.563685899804,False,88,23.723354077758934,97883.12737179958
88,2020-04-19,39,31,317.7875163255398,48941.563685899804,False,89,24.59835068656565,97883.12737179958
89,2020-04-20,39,31,317.7875163255398,48941.563685899804,False,90,25.505611684108736,97883.12737179958
90,2020-04-21,42,33,317.7875163255398,48941.563685899804,False,91,26.446326146837112,97883.12737179958
91,2020-04-22,42,33,317.7875163255398,48941.563685899804,False,92,27.42172692612358,97883.12737179958
92,2020-04-23,42,33,317.7875163255398,48941.563685899804,False,93,28.433092256237877,97883.12737179958
93,2020-04-24,42,33,317.7875163255398,48941.563685899804,False,94,29.48174742111704,97883.12737179958
94,2020-04-25,42,28,317.7875163255398,48941.563685899804,False,95,30.5690664820627,97883.12737179958
95,2020-04-26,43,26,317.7875163255398,48941.563685899804,False,96,31.696474068570833,97883.12737179958
96,2020-04-27,43,21,317.7875163255398,48941.563685899804,False,97,32.8654472345775,97883.12737179958
97,2020-04-28,43,19,317.7875163255398,48941.563685899804,False,98,34.077517382485134,97883.12737179958
98,2020-04-29,43,19,317.7875163255398,48941.563685899804,False,99,35.334272257417425,97883.12737179958
99,2020-04-30,43,19,317.7875163255398,48941.563685899804,False,100,36.63735801423706,97883.12737179958
100,2020-05-01,44,14,317.7875163255398,48941.563685899804,False,101,37.98848135995018,97883.12737179958
101,2020-05-02,44,14,317.7875163255398,48941.563685899804,False,102,39.38941177421343,97883.12737179958
102,2020-05-03,44,14,317.7875163255398,48941.563685899804,False,103,40.84198381075489,97883.12737179958
103,2020-05-04,44,14,317.7875163255398,48941.563685899804,False,104,42.34809948261846,97883.12737179958
104,2020-05-05,44,14,317.7875163255398,48941.563685899804,False,105,43.909730734243254,97883.12737179958
105,2020-05-06,45,15,317.7875163255398,48941.563685899804,False,106,45.52892200349464,97883.12737179958
106,2020-05-07,45,15,317.7875163255398,48941.563685899804,False,107,47.20779287687134,97883.12737179958
107,2020-05-08,47,15,317.7875163255398,48941.563685899804,False,108,48.948540841226034,97883.12737179958
108,2020-05-09,47,15,317.7875163255398,48941.563685899804,False,109,50.75344413545165,97883.12737179958
109,2020-05-10,47,15,317.7875163255398,48941.563685899804,False,110,52.624864705705306,97883.12737179958
110,2020-05-11,47,15,317.7875163255398,48941.563685899804,False,111,54.56525126786433,97883.12737179958
111,2020-05-12,47,15,317.7875163255398,48941.563685899804,False,112,56.57714248103711,97883.12737179958
112,2020-05-13,48,16,317.7875163255398,48941.563685899804,False,113,58.663170236080354,97883.12737179958
113,2020-05-14,48,16,317.7875163255398,48941.563685899804,False,114,60.82606306321187,97883.12737179958
114,2020-05-15,50,11,317.7875163255398,48941.563685899804,False,115,63.0686496629451,97883.12737179958
115,2020-05-16,51,12,317.7875163255398,48941.563685899804,False,116,65.39386256471654,97883.12737179958
116,2020-05-17,58,19,317.7875163255398,48941.563685899804,False,117,67.80474191772429,97883.12737179958
117,2020-05-18,58,19,317.7875163255398,48941.563685899804,False,118,70.3044394186487,97883.12737179958
118,2020-05-19,58,19,317.7875163255398,48941.563685899804,False,119,72.89622238108326,97883.12737179958
119,2020-05-20,58,19,317.7875163255398,48941.563685899804,False,120,75.58347795166397,97883.12737179958
120,2020-05-21,58,19,317.7875163255398,48941.563685899804,False,121,78.3697174780542,97883.12737179958
121,2020-05-22,59,18,317.7875163255398,48941.563685899804,False,122,81.25858103411076,97883.12737179958
122,2020-05-23,70,29,317.7875163255398,48941.563685899804,False,123,84.25384210773413,97883.12737179958
123,2020-05-24,86,41,317.7875163255398,48941.563685899804,False,124,87.35941245708658,97883.12737179958
124,2020-05-25,106,61,317.7875163255398,48941.563685899804,False,125,90.57934714104753,97883.12737179958
125,2020-05-26,121,76,317.7875163255398,48941.563685899804,False,126,93.91784972996763,97883.12737179958
126,2020-05-27,121,74,317.7875163255398,48941.563685899804,False,127,97.37927770297715,97883.12737179958
127,2020-05-28,122,75,317.7875163255398,48941.563685899804,False,128,100.96814803830885,97883.12737179958
