,Report_Date,Niger_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,82.0145829779024,426.9510175199192,True,1,0.009825797711532405,853.2371360945821
1,2020-01-23,0,82.0145829779024,426.9510175199192,True,2,0.011306594930243472,853.2371360945821
2,2020-01-24,0,82.0145829779024,426.9510175199192,True,3,0.013010552349963003,853.2371360945821
3,2020-01-25,0,82.0145829779024,426.9510175199192,True,4,0.014971299722755122,853.2371360945821
4,2020-01-26,0,82.0145829779024,426.9510175199192,True,5,0.017227534373231383,853.2371360945821
5,2020-01-27,0,82.0145829779024,426.9510175199192,True,6,0.019823784700994884,853.2371360945821
6,2020-01-28,0,82.0145829779024,426.9510175199192,True,7,0.022811288678144945,853.2371360945821
7,2020-01-29,0,82.0145829779024,426.9510175199192,True,8,0.02624900464968023,853.2371360945821
8,2020-01-30,0,82.0145829779024,426.9510175199192,True,9,0.030204774345686834,853.2371360945821
9,2020-01-31,0,82.0145829779024,426.9510175199192,True,10,0.03475666100485705,853.2371360945821
10,2020-02-01,0,82.0145829779024,426.9510175199192,True,11,0.03999448894709792,853.2371360945821
11,2020-02-02,0,82.0145829779024,426.9510175199192,True,12,0.04602161488518398,853.2371360945821
12,2020-02-03,0,82.0145829779024,426.9510175199192,True,13,0.05295696580769091,853.2371360945821
13,2020-02-04,0,82.0145829779024,426.9510175199192,True,14,0.06093738348495606,853.2371360945821
14,2020-02-05,0,82.0145829779024,426.9510175199192,True,15,0.0701203216462355,853.2371360945821
15,2020-02-06,0,82.0145829779024,426.9510175199192,True,16,0.08068694876351556,853.2371360945821
16,2020-02-07,0,82.0145829779024,426.9510175199192,True,17,0.09284571728569276,853.2371360945821
17,2020-02-08,0,82.0145829779024,426.9510175199192,True,18,0.10683646924442582,853.2371360945821
18,2020-02-09,0,82.0145829779024,426.9510175199192,True,19,0.12293515856884582,853.2371360945821
19,2020-02-10,0,82.0145829779024,426.9510175199192,True,20,0.14145928239254318,853.2371360945821
20,2020-02-11,0,82.0145829779024,426.9510175199192,True,21,0.16277412733074148,853.2371360945821
21,2020-02-12,0,82.0145829779024,426.9510175199192,True,22,0.1872999523949538,853.2371360945821
22,2020-02-13,0,82.0145829779024,426.9510175199192,True,23,0.21552024817507082,853.2371360945821
23,2020-02-14,0,82.0145829779024,426.9510175199192,True,24,0.24799123246791413,853.2371360945821
24,2020-02-15,0,82.0145829779024,426.9510175199192,True,25,0.28535276601767956,853.2371360945821
25,2020-02-16,0,82.0145829779024,426.9510175199192,True,26,0.3283408988486383,853.2371360945821
26,2020-02-17,0,82.0145829779024,426.9510175199192,True,27,0.37780228824767,853.2371360945821
27,2020-02-18,0,82.0145829779024,426.9510175199192,True,28,0.4347107642709495,853.2371360945821
28,2020-02-19,0,82.0145829779024,426.9510175199192,True,29,0.5001863582258945,853.2371360945821
29,2020-02-20,0,82.0145829779024,426.9510175199192,True,30,0.5755171544774323,853.2371360945821
30,2020-02-21,0,82.0145829779024,426.9510175199192,True,31,0.6621843767426125,853.2371360945821
