,Report_Date,Niger_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,0,82.0145829779024,426.9510175199192,True,32,0.7618911773897695,853.2371360945821
32,2020-02-23,0,82.0145829779024,426.9510175199192,True,33,0.8765956627753388,853.2371360945821
33,2020-02-24,0,82.0145829779024,426.9510175199192,True,34,1.00854875994227,853.2371360945821
34,2020-02-25,0,82.0145829779024,426.9510175199192,True,35,1.1603376106216499,853.2371360945821
35,2020-02-26,0,82.0145829779024,426.9510175199192,True,36,1.334935267866198,853.2371360945821
36,2020-02-27,0,82.0145829779024,426.9510175199192,True,37,1.5357575690570913,853.2371360945821
37,2020-02-28,0,82.0145829779024,426.9510175199192,True,38,1.7667281664292434,853.2371360945821
38,2020-02-29,0,82.0145829779024,426.9510175199192,True,39,2.0323528121865775,853.2371360945821
39,2020-03-01,0,82.0145829779024,426.9510175199192,True,40,2.3378041186337626,853.2371360945821
40,2020-03-02,0,82.0145829779024,426.9510175199192,True,41,2.6890181425589206,853.2371360945821
41,2020-03-03,0,82.0145829779024,426.9510175199192,True,42,3.092804274168416,853.2371360945821
42,2020-03-04,0,82.0145829779024,426.9510175199192,True,43,3.5569700393454595,853.2371360945821
43,2020-03-05,0,82.0145829779024,426.9510175199192,True,44,4.090462542795207,853.2371360945821
44,2020-03-06,0,82.0145829779024,426.9510175199192,True,45,4.703528378708057,853.2371360945821
45,2020-03-07,0,82.0145829779024,426.9510175199192,True,46,5.407893901000638,853.2371360945821
46,2020-03-08,0,82.0145829779024,426.9510175199192,True,47,6.216967758039213,853.2371360945821
47,2020-03-09,0,82.0145829779024,426.9510175199192,True,48,7.146067531651822,853.2371360945821
48,2020-03-10,0,82.0145829779024,426.9510175199192,True,49,8.212672143738807,853.2371360945821
49,2020-03-11,0,82.0145829779024,426.9510175199192,True,50,9.43670136240666,853.2371360945821
50,2020-03-12,0,82.0145829779024,426.9510175199192,True,51,10.84082319758158,853.2371360945821
51,2020-03-13,0,82.0145829779024,426.9510175199192,True,52,12.450789153325207,853.2371360945821
52,2020-03-14,0,82.0145829779024,426.9510175199192,True,53,14.295796113741368,853.2371360945821
53,2020-03-15,0,82.0145829779024,426.9510175199192,True,54,16.408871976280043,853.2371360945821
54,2020-03-16,0,82.0145829779024,426.9510175199192,True,55,18.827279886437296,853.2371360945821
55,2020-03-17,0,82.0145829779024,426.9510175199192,True,56,21.592932930115875,853.2371360945821
56,2020-03-18,0,82.0145829779024,426.9510175199192,True,57,24.752807250988727,853.2371360945821
57,2020-03-19,0,82.0145829779024,426.9510175199192,True,58,28.359336625469556,853.2371360945821
58,2020-03-20,1,82.0145829779024,426.9510175199192,True,59,32.470765410229035,853.2371360945821
59,2020-03-21,1,82.0145829779024,426.9510175199192,True,60,37.1514293872976,853.2371360945821
60,2020-03-22,2,82.0145829779024,426.9510175199192,True,61,42.47192537356475,853.2371360945821
61,2020-03-23,3,82.0145829779024,426.9510175199192,True,62,48.50912069596212,853.2371360945821
62,2020-03-24,3,82.0145829779024,426.9510175199192,True,63,55.345943163739875,853.2371360945821
63,2020-03-25,7,82.0145829779024,426.9510175199192,True,64,63.070881744278026,853.2371360945821
64,2020-03-26,10,82.0145829779024,426.9510175199192,True,65,71.77711898127173,853.2371360945821
65,2020-03-27,10,82.0145829779024,426.9510175199192,True,66,81.56121007138708,853.2371360945821
66,2020-03-28,10,82.0145829779024,426.9510175199192,True,67,92.52122287448215,853.2371360945821
67,2020-03-29,18,82.0145829779024,426.9510175199192,True,68,104.75426104559503,853.2371360945821
68,2020-03-30,27,82.0145829779024,426.9510175199192,True,69,118.35331247950316,853.2371360945821
69,2020-03-31,27,82.0145829779024,426.9510175199192,True,70,133.40340093612508,853.2371360945821
70,2020-04-01,74,82.0145829779024,426.9510175199192,True,71,149.97707297491135,853.2371360945821
71,2020-04-02,98,82.0145829779024,426.9510175199192,True,72,168.12932632646712,853.2371360945821
72,2020-04-03,120,82.0145829779024,426.9510175199192,True,73,187.8921776324583,853.2371360945821
73,2020-04-04,144,82.0145829779024,426.9510175199192,True,74,209.2691706677396,853.2371360945821
74,2020-04-05,184,82.0145829779024,426.9510175199192,True,75,232.2302288082118,853.2371360945821
75,2020-04-06,253,82.0145829779024,426.9510175199192,True,76,256.70734020030096,853.2371360945821
76,2020-04-07,278,82.0145829779024,426.9510175199192,True,77,282.5916094918173,853.2371360945821
77,2020-04-08,342,82.0145829779024,426.9510175199192,True,78,309.73219449070774,853.2371360945821
78,2020-04-09,410,82.0145829779024,426.9510175199192,True,79,337.93755331779624,853.2371360945821
79,2020-04-10,438,82.0145829779024,426.9510175199192,True,80,366.97925257105965,853.2371360945821
80,2020-04-11,491,82.0145829779024,426.9510175199192,True,81,396.59834139739183,853.2371360945821
81,2020-04-12,529,82.0145829779024,426.9510175199192,True,82,426.51401017599767,853.2371360945821
82,2020-04-13,529,82.0145829779024,426.9510175199192,True,83,456.4339705899236,853.2371360945821
83,2020-04-14,570,82.0145829779024,426.9510175199192,True,84,486.065766971708,853.2371360945821
84,2020-04-15,584,82.0145829779024,426.9510175199192,True,85,515.1281013627547,853.2371360945821
85,2020-04-16,584,82.0145829779024,426.9510175199192,True,86,543.3612528258277,853.2371360945821
86,2020-04-17,627,82.0145829779024,426.9510175199192,True,87,570.5357955908858,853.2371360945821
87,2020-04-18,639,82.0145829779024,426.9510175199192,True,88,596.4590451705086,853.2371360945821
88,2020-04-19,648,82.0145829779024,426.9510175199192,True,89,620.9789426226562,853.2371360945821
89,2020-04-20,648,82.0145829779024,426.9510175199192,True,90,643.985373895538,853.2371360945821
90,2020-04-21,657,82.0145829779024,426.9510175199192,True,91,665.409168505017,853.2371360945821
91,2020-04-22,662,82.0145829779024,426.9510175199192,True,92,685.2191991564501,853.2371360945821
92,2020-04-23,671,82.0145829779024,426.9510175199192,True,93,703.4180991228279,853.2371360945821
93,2020-04-24,681,82.0145829779024,426.9510175199192,True,94,720.0371317474181,853.2371360945821
94,2020-04-25,684,82.0145829779024,426.9510175199192,True,95,735.1307025161185,853.2371360945821
95,2020-04-26,696,82.0145829779024,426.9510175199192,True,96,748.7709202841656,853.2371360945821
96,2020-04-27,701,82.0145829779024,426.9510175199192,True,97,761.0425118446441,853.2371360945821
97,2020-04-28,709,82.0145829779024,426.9510175199192,True,98,772.0382906622552,853.2371360945821
98,2020-04-29,713,82.0145829779024,426.9510175199192,True,99,781.8552883452495,853.2371360945821
99,2020-04-30,719,82.0145829779024,426.9510175199192,True,100,790.5915828630805,853.2371360945821
100,2020-05-01,728,82.0145829779024,426.9510175199192,True,101,798.3438026864998,853.2371360945821
101,2020-05-02,736,82.0145829779024,426.9510175199192,True,102,805.2052498429216,853.2371360945821
102,2020-05-03,750,82.0145829779024,426.9510175199192,True,103,811.2645644696584,853.2371360945821
103,2020-05-04,755,82.0145829779024,426.9510175199192,True,104,816.6048452334819,853.2371360945821
104,2020-05-05,763,82.0145829779024,426.9510175199192,True,105,821.3031404228211,853.2371360945821
105,2020-05-06,770,82.0145829779024,426.9510175199192,True,106,825.430230519518,853.2371360945821
106,2020-05-07,781,82.0145829779024,426.9510175199192,True,107,829.0506321641866,853.2371360945821
107,2020-05-08,795,82.0145829779024,426.9510175199192,True,108,832.2227638372366,853.2371360945821
108,2020-05-09,815,82.0145829779024,426.9510175199192,True,109,834.9992240587524,853.2371360945821
109,2020-05-10,821,82.0145829779024,426.9510175199192,True,110,837.4271427036093,853.2371360945821
110,2020-05-11,832,82.0145829779024,426.9510175199192,True,111,839.548574721965,853.2371360945821
111,2020-05-12,854,82.0145829779024,426.9510175199192,True,112,841.4009129827991,853.2371360945821
112,2020-05-13,860,82.0145829779024,426.9510175199192,True,113,843.01730311201,853.2371360945821
113,2020-05-14,876,82.0145829779024,426.9510175199192,True,114,844.4270481640212,853.2371360945821
114,2020-05-15,885,82.0145829779024,426.9510175199192,True,115,845.6559948831177,853.2371360945821
115,2020-05-16,889,82.0145829779024,426.9510175199192,True,116,846.7268963322475,853.2371360945821
116,2020-05-17,904,82.0145829779024,426.9510175199192,True,117,847.6597479462824,853.2371360945821
117,2020-05-18,909,82.0145829779024,426.9510175199192,True,118,848.472095745373,853.2371360945821
118,2020-05-19,914,82.0145829779024,426.9510175199192,True,119,849.1793166465676,853.2371360945821
119,2020-05-20,920,82.0145829779024,426.9510175199192,True,120,849.7948716440194,853.2371360945821
120,2020-05-21,924,82.0145829779024,426.9510175199192,True,121,850.3305331771761,853.2371360945821
121,2020-05-22,937,82.0145829779024,426.9510175199192,True,122,850.7965883430348,853.2371360945821
122,2020-05-23,943,82.0145829779024,426.9510175199192,True,123,851.202019788881,853.2371360945821
