,Report_Date,Canada_diamond princess_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,103.75338910212803,0.6099810766324886,True,1,1.3631156441076548e-05,1.193271806767944
1,2020-01-23,0,0,103.75338910212803,0.6099810766324886,True,2,1.5230821539651051e-05,1.193271806767944
2,2020-01-24,0,0,103.75338910212803,0.6099810766324886,True,3,1.7018210456212457e-05,1.193271806767944
3,2020-01-25,0,0,103.75338910212803,0.6099810766324886,True,4,1.901535229607581e-05,1.193271806767944
4,2020-01-26,0,0,103.75338910212803,0.6099810766324886,True,5,2.1246861084966737e-05,1.193271806767944
5,2020-01-27,0,0,103.75338910212803,0.6099810766324886,True,6,2.3740239046363196e-05,1.193271806767944
6,2020-01-28,0,0,103.75338910212803,0.6099810766324886,True,7,2.6526215451050948e-05,1.193271806767944
7,2020-01-29,0,0,103.75338910212803,0.6099810766324886,True,8,2.963912520877231e-05,1.193271806767944
8,2020-01-30,0,0,103.75338910212803,0.6099810766324886,True,9,3.3117331860037126e-05,1.193271806767944
9,2020-01-31,0,0,103.75338910212803,0.6099810766324886,True,10,3.700370017135505e-05,1.193271806767944
10,2020-02-01,0,0,103.75338910212803,0.6099810766324886,True,11,4.1346124145957945e-05,1.193271806767944
11,2020-02-02,0,0,103.75338910212803,0.6099810766324886,True,12,4.619811694188514e-05,1.193271806767944
12,2020-02-03,0,0,103.75338910212803,0.6099810766324886,True,13,5.161946994832345e-05,1.193271806767944
13,2020-02-04,0,0,103.75338910212803,0.6099810766324886,True,14,5.767698911848281e-05,1.193271806767944
14,2020-02-05,0,0,103.75338910212803,0.6099810766324886,True,15,6.44453176032442e-05,1.193271806767944
15,2020-02-06,0,0,103.75338910212803,0.6099810766324886,True,16,7.200785478568778e-05,1.193271806767944
16,2020-02-07,0,0,103.75338910212803,0.6099810766324886,True,17,8.045778299502284e-05,1.193271806767944
17,2020-02-08,0,0,103.75338910212803,0.6099810766324886,True,18,8.989921449343796e-05,1.193271806767944
18,2020-02-09,0,0,103.75338910212803,0.6099810766324886,True,19,0.00010044847279657545,1.193271806767944
19,2020-02-10,0,0,103.75338910212803,0.6099810766324886,True,20,0.00011223552402503751,1.193271806767944
20,2020-02-11,0,0,103.75338910212803,0.6099810766324886,True,21,0.00012540557580978775,1.193271806767944
21,2020-02-12,0,0,103.75338910212803,0.6099810766324886,True,22,0.00014012086330984715,1.193271806767944
22,2020-02-13,0,0,103.75338910212803,0.6099810766324886,True,23,0.00015656264416992322,1.193271806767944
23,2020-02-14,0,0,103.75338910212803,0.6099810766324886,True,24,0.00017493342677469688,1.193271806767944
24,2020-02-15,0,0,103.75338910212803,0.6099810766324886,True,25,0.00019545945897432349,1.193271806767944
25,2020-02-16,0,0,103.75338910212803,0.6099810766324886,True,26,0.00021839350759416163,1.193271806767944
26,2020-02-17,0,0,103.75338910212803,0.6099810766324886,True,27,0.0002440179625359716,1.193271806767944
27,2020-02-18,0,0,103.75338910212803,0.6099810766324886,True,28,0.0002726483031664657,1.193271806767944
28,2020-02-19,0,0,103.75338910212803,0.6099810766324886,True,29,0.0003046369690145582,1.193271806767944
29,2020-02-20,0,0,103.75338910212803,0.6099810766324886,True,30,0.0003403776816073916,1.193271806767944
30,2020-02-21,0,0,103.75338910212803,0.6099810766324886,True,31,0.00038031026961789943,1.193271806767944
31,2020-02-22,0,0,103.75338910212803,0.6099810766324886,True,32,0.0004249260554284573,1.193271806767944
32,2020-02-23,0,0,103.75338910212803,0.6099810766324886,True,33,0.0004747738677958765,1.193271806767944
33,2020-02-24,0,0,103.75338910212803,0.6099810766324886,True,34,0.000530466752597087,1.193271806767944
34,2020-02-25,0,0,103.75338910212803,0.6099810766324886,True,35,0.0005926894617115697,1.193271806767944
35,2020-02-26,0,0,103.75338910212803,0.6099810766324886,True,36,0.0006622068090296992,1.193271806767944
36,2020-02-27,0,0,103.75338910212803,0.6099810766324886,True,37,0.0007398729924436559,1.193271806767944
37,2020-02-28,0,0,103.75338910212803,0.6099810766324886,True,38,0.0008266419915611407,1.193271806767944
