,Report_Date,Canada_diamond princess_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
38,2020-02-29,0,0,103.75338910212803,0.6099810766324886,True,39,0.0009235791628661753,1.193271806767944
39,2020-03-01,0,0,103.75338910212803,0.6099810766324886,True,40,0.0010318741672216878,1.193271806767944
40,2020-03-02,0,0,103.75338910212803,0.6099810766324886,True,41,0.0011528553790507755,1.193271806767944
41,2020-03-03,0,0,103.75338910212803,0.6099810766324886,True,42,0.0012880059423299125,1.193271806767944
42,2020-03-04,0,0,103.75338910212803,0.6099810766324886,True,43,0.0014389816557539364,1.193271806767944
43,2020-03-05,0,0,103.75338910212803,0.6099810766324886,True,44,0.0016076308881543637,1.193271806767944
44,2020-03-06,0,0,103.75338910212803,0.6099810766324886,True,45,0.0017960167455172542,1.193271806767944
45,2020-03-07,0,0,103.75338910212803,0.6099810766324886,True,46,0.0020064417327777984,1.193271806767944
46,2020-03-08,0,0,103.75338910212803,0.6099810766324886,True,47,0.002241475176954288,1.193271806767944
47,2020-03-09,0,0,103.75338910212803,0.6099810766324886,True,48,0.0025039837030651,1.193271806767944
48,2020-03-10,0,0,103.75338910212803,0.6099810766324886,True,49,0.002797165080526414,1.193271806767944
49,2020-03-11,0,0,103.75338910212803,0.6099810766324886,True,50,0.0031245857851491085,1.193271806767944
50,2020-03-12,0,0,103.75338910212803,0.6099810766324886,True,51,0.003490222650125811,1.193271806767944
51,2020-03-13,0,0,103.75338910212803,0.6099810766324886,True,52,0.003898509008068042,1.193271806767944
52,2020-03-14,0,0,103.75338910212803,0.6099810766324886,True,53,0.00435438575458473,1.193271806767944
53,2020-03-15,0,0,103.75338910212803,0.6099810766324886,True,54,0.004863357791227378,1.193271806767944
54,2020-03-16,0,0,103.75338910212803,0.6099810766324886,True,55,0.005431556330719773,1.193271806767944
55,2020-03-17,0,0,103.75338910212803,0.6099810766324886,True,56,0.006065807568745018,1.193271806767944
56,2020-03-18,0,0,103.75338910212803,0.6099810766324886,True,57,0.006773708242246405,1.193271806767944
57,2020-03-19,0,0,103.75338910212803,0.6099810766324886,True,58,0.007563708601742216,1.193271806767944
58,2020-03-20,0,0,103.75338910212803,0.6099810766324886,True,59,0.008445203321438144,1.193271806767944
59,2020-03-21,0,0,103.75338910212803,0.6099810766324886,True,60,0.009428630852037484,1.193271806767944
60,2020-03-22,0,-1,103.75338910212803,0.6099810766324886,True,61,0.010525581682251662,1.193271806767944
61,2020-03-23,0,-1,103.75338910212803,0.6099810766324886,True,62,0.011748915910144228,1.193271806767944
62,2020-03-24,0,-1,103.75338910212803,0.6099810766324886,True,63,0.01311289042734203,1.193271806767944
63,2020-03-25,0,-1,103.75338910212803,0.6099810766324886,True,64,0.014633295879064926,1.193271806767944
64,2020-03-26,0,-1,103.75338910212803,0.6099810766324886,True,65,0.016327603370416985,1.193271806767944
65,2020-03-27,0,-1,103.75338910212803,0.6099810766324886,True,66,0.018215120632132147,1.193271806767944
66,2020-03-28,0,-1,103.75338910212803,0.6099810766324886,True,67,0.020317157022657607,1.193271806767944
67,2020-03-29,0,-1,103.75338910212803,0.6099810766324886,True,68,0.02265719631170427,1.193271806767944
68,2020-03-30,0,-1,103.75338910212803,0.6099810766324886,True,69,0.025261075644818623,1.193271806767944
69,2020-03-31,0,-1,103.75338910212803,0.6099810766324886,True,70,0.02815716840903765,1.193271806767944
70,2020-04-01,0,-1,103.75338910212803,0.6099810766324886,True,71,0.03137656788501309,1.193271806767944
71,2020-04-02,0,-1,103.75338910212803,0.6099810766324886,True,72,0.03495326755968049,1.193271806767944
72,2020-04-03,0,-1,103.75338910212803,0.6099810766324886,True,73,0.03892433276547122,1.193271806767944
73,2020-04-04,0,-1,103.75338910212803,0.6099810766324886,True,74,0.04333005689066749,1.193271806767944
74,2020-04-05,0,-1,103.75338910212803,0.6099810766324886,True,75,0.048214093760981985,1.193271806767944
75,2020-04-06,0,-1,103.75338910212803,0.6099810766324886,True,76,0.053623555926042836,1.193271806767944
76,2020-04-07,0,-1,103.75338910212803,0.6099810766324886,True,77,0.05960906651409622,1.193271806767944
77,2020-04-08,0,-1,103.75338910212803,0.6099810766324886,True,78,0.06622475008552439,1.193271806767944
78,2020-04-09,0,-1,103.75338910212803,0.6099810766324886,True,79,0.07352814559455079,1.193271806767944
79,2020-04-10,0,-1,103.75338910212803,0.6099810766324886,True,80,0.0815800222745142,1.193271806767944
80,2020-04-11,0,-1,103.75338910212803,0.6099810766324886,True,81,0.09044407716332678,1.193271806767944
81,2020-04-12,0,-1,103.75338910212803,0.6099810766324886,True,82,0.10018649131234375,1.193271806767944
82,2020-04-13,0,-1,103.75338910212803,0.6099810766324886,True,83,0.11087532077389116,1.193271806767944
83,2020-04-14,0,-1,103.75338910212803,0.6099810766324886,True,84,0.12257969861304979,1.193271806767944
84,2020-04-15,0,-1,103.75338910212803,0.6099810766324886,True,85,0.1353688258786723,1.193271806767944
85,2020-04-16,0,-1,103.75338910212803,0.6099810766324886,True,86,0.14931073318794796,1.193271806767944
86,2020-04-17,0,-1,103.75338910212803,0.6099810766324886,True,87,0.1644708008348283,1.193271806767944
87,2020-04-18,0,-1,103.75338910212803,0.6099810766324886,True,88,0.18091003459180063,1.193271806767944
88,2020-04-19,0,-1,103.75338910212803,0.6099810766324886,True,89,0.19868310698320168,1.193271806767944
89,2020-04-20,0,-1,103.75338910212803,0.6099810766324886,True,90,0.21783618988897732,1.193271806767944
90,2020-04-21,0,-1,103.75338910212803,0.6099810766324886,True,91,0.23840462366791013,1.193271806767944
91,2020-04-22,0,-1,103.75338910212803,0.6099810766324886,True,92,0.26041048987588356,1.193271806767944
92,2020-04-23,0,-1,103.75338910212803,0.6099810766324886,True,93,0.28386017782805645,1.193271806767944
93,2020-04-24,0,-1,103.75338910212803,0.6099810766324886,True,94,0.30874205781108344,1.193271806767944
94,2020-04-25,0,-1,103.75338910212803,0.6099810766324886,True,95,0.3350243931877227,1.193271806767944
95,2020-04-26,0,-1,103.75338910212803,0.6099810766324886,True,96,0.36265363699704034,1.193271806767944
96,2020-04-27,0,-1,103.75338910212803,0.6099810766324886,True,97,0.3915532628334055,1.193271806767944
97,2020-04-28,0,-1,103.75338910212803,0.6099810766324886,True,98,0.4216232719699178,1.193271806767944
98,2020-04-29,0,-1,103.75338910212803,0.6099810766324886,True,99,0.4527404968904287,1.193271806767944
99,2020-04-30,0,-1,103.75338910212803,0.6099810766324886,True,100,0.4847597850127861,1.193271806767944
100,2020-05-01,1,0,103.75338910212803,0.6099810766324886,True,101,0.5175160966765157,1.193271806767944
101,2020-05-02,1,0,103.75338910212803,0.6099810766324886,True,102,0.5508274917534397,1.193271806767944
102,2020-05-03,1,0,103.75338910212803,0.6099810766324886,True,103,0.5844989147843337,1.193271806767944
103,2020-05-04,1,0,103.75338910212803,0.6099810766324886,True,104,0.6183266260227718,1.193271806767944
104,2020-05-05,1,0,103.75338910212803,0.6099810766324886,True,105,0.6521030723658834,1.193271806767944
105,2020-05-06,1,0,103.75338910212803,0.6099810766324886,True,106,0.685621954451878,1.193271806767944
106,2020-05-07,1,0,103.75338910212803,0.6099810766324886,True,107,0.7186832290618339,1.193271806767944
107,2020-05-08,1,0,103.75338910212803,0.6099810766324886,True,108,0.7510977916388252,1.193271806767944
108,2020-05-09,1,0,103.75338910212803,0.6099810766324886,True,109,0.7826916114790298,1.193271806767944
109,2020-05-10,1,0,103.75338910212803,0.6099810766324886,True,110,0.8133091383323835,1.193271806767944
110,2020-05-11,1,0,103.75338910212803,0.6099810766324886,True,111,0.8428158579378119,1.193271806767944
111,2020-05-12,1,0,103.75338910212803,0.6099810766324886,True,112,0.8710999383845285,1.193271806767944
112,2020-05-13,1,0,103.75338910212803,0.6099810766324886,True,113,0.8980729720716921,1.193271806767944
113,2020-05-14,1,0,103.75338910212803,0.6099810766324886,True,114,0.9236698733634641,1.193271806767944
114,2020-05-15,1,0,103.75338910212803,0.6099810766324886,True,115,0.9478480354572255,1.193271806767944
115,2020-05-16,1,0,103.75338910212803,0.6099810766324886,True,116,0.9705858792059505,1.193271806767944
116,2020-05-17,1,0,103.75338910212803,0.6099810766324886,True,117,0.9918809413664822,1.193271806767944
117,2020-05-18,1,0,103.75338910212803,0.6099810766324886,True,118,1.0117476513322357,1.193271806767944
118,2020-05-19,1,0,103.75338910212803,0.6099810766324886,True,119,1.0302149363188706,1.193271806767944
119,2020-05-20,1,0,103.75338910212803,0.6099810766324886,True,120,1.0473237782266582,1.193271806767944
120,2020-05-21,1,0,103.75338910212803,0.6099810766324886,True,121,1.0631248240811846,1.193271806767944
121,2020-05-22,1,0,103.75338910212803,0.6099810766324886,True,122,1.077676128815326,1.193271806767944
122,2020-05-23,1,0,103.75338910212803,0.6099810766324886,True,123,1.0910410864188378,1.193271806767944
123,2020-05-24,1,0,103.75338910212803,0.6099810766324886,True,124,1.103286584735504,1.193271806767944
124,2020-05-25,1,0,103.75338910212803,0.6099810766324886,True,125,1.11448140140587,1.193271806767944
125,2020-05-26,1,0,103.75338910212803,0.6099810766324886,True,126,1.1246948440819482,1.193271806767944
126,2020-05-27,1,0,103.75338910212803,0.6099810766324886,True,127,1.1339956271155613,1.193271806767944
127,2020-05-28,1,0,103.75338910212803,0.6099810766324886,True,128,1.1424509691969766,1.193271806767944
