,Report_Date,Libyan Arab Jamahiriya_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
75,2020-04-06,19,82.73333640970759,33.949383718930086,True,76,19.114081942091442,67.83659589256642
76,2020-04-07,20,82.73333640970759,33.949383718930086,True,77,21.081821911902104,67.83659589256642
77,2020-04-08,21,82.73333640970759,33.949383718930086,True,78,23.15598233212145,67.83659589256642
78,2020-04-09,24,82.73333640970759,33.949383718930086,True,79,25.32382835946207,67.83659589256642
79,2020-04-10,24,82.73333640970759,33.949383718930086,True,80,27.569571651883233,67.83659589256642
80,2020-04-11,24,82.73333640970759,33.949383718930086,True,81,29.874723353581906,67.83659589256642
81,2020-04-12,25,82.73333640970759,33.949383718930086,True,82,32.21863652578401,67.83659589256642
82,2020-04-13,26,82.73333640970759,33.949383718930086,True,83,34.57921023982401,67.83659589256642
83,2020-04-14,35,82.73333640970759,33.949383718930086,True,84,36.933707469301204,67.83659589256642
84,2020-04-15,48,82.73333640970759,33.949383718930086,True,85,39.25962396316154,67.83659589256642
85,2020-04-16,49,82.73333640970759,33.949383718930086,True,86,41.53553837940454,67.83659589256642
86,2020-04-17,49,82.73333640970759,33.949383718930086,True,87,43.7418765102565,67.83659589256642
87,2020-04-18,49,82.73333640970759,33.949383718930086,True,88,45.861533913033654,67.83659589256642
88,2020-04-19,51,82.73333640970759,33.949383718930086,True,89,47.88031938164578,67.83659589256642
89,2020-04-20,51,82.73333640970759,33.949383718930086,True,90,49.78720301743456,67.83659589256642
90,2020-04-21,51,82.73333640970759,33.949383718930086,True,91,51.57437350259255,67.83659589256642
91,2020-04-22,59,82.73333640970759,33.949383718930086,True,92,53.237126463447204,67.83659589256642
92,2020-04-23,60,82.73333640970759,33.949383718930086,True,93,54.77361761522739,67.83659589256642
93,2020-04-24,61,82.73333640970759,33.949383718930086,True,94,56.18452011468972,67.83659589256642
94,2020-04-25,61,82.73333640970759,33.949383718930086,True,95,57.47262576670269,67.83659589256642
