,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,fastest_growth_day,growth_stabilized,current_day,cap
8,2020-01-30,2.639686920485765,-40.49501646736056,47.25353693483823,0.0,5.0169121628088885e-15,3.5891275569252786e-15,0.3166600420968099,-9.889570478494976,10.914238071515467,2020-05-14,69.09739303085267,True,114,264.86755807515755
9,2020-01-31,3.1282788751764126,-41.81978242856158,45.416905571987925,0.0,3.700266584190309e-14,2.6946942982629497e-14,0.760637722731506,-10.480737918601523,10.794026336529486,2020-05-14,69.09739303085267,True,114,264.86755807515755
10,2020-02-01,2.5515139145310224,-45.06668692801213,46.833836737627735,0.0,2.2555395735492e-13,1.6692225133787502e-13,-0.1116536233745127,-10.776834510075386,9.528548739066233,2020-05-14,69.09739303085267,True,114,264.86755807515755
11,2020-02-02,3.172092974907361,-38.56526007573011,45.92345115999222,0.0,1.1746682281512413e-12,8.821814127339465e-13,0.5323127441139275,-9.86001602484701,11.235435844076521,2020-05-14,69.09739303085267,True,114,264.86755807515755
12,2020-02-03,3.5548012233557627,-41.639515421752094,45.284030613964646,0.0,5.360223566961791e-12,4.080314158758702e-12,0.6060079839051119,-10.605095835754469,11.15936062176241,2020-05-14,69.09739303085267,True,114,264.86755807515755
13,2020-02-04,2.7016625936688294,-39.80993870944952,45.998547644069156,0.0,2.1855937434948384e-11,1.6846631376560347e-11,-0.6577747172973287,-11.467038445684677,9.49807604586935,2020-05-14,69.09739303085267,True,114,264.86755807515755
14,2020-02-05,2.2464073938154083,-43.05449092054184,45.999720297184325,0.0,8.087712558939335e-11,6.30706467452371e-11,-1.4423140650363677,-12.266597126409724,8.420247159998505,2020-05-14,69.09739303085267,True,114,264.86755807515755
15,2020-02-06,4.2487810710949,-37.86163241189604,47.39447503825162,0.0,2.750387890893349e-10,2.1683376604182647e-10,0.31766539983173475,-10.419181004839094,11.201801086603817,2020-05-14,69.09739303085267,True,114,264.86755807515755
16,2020-02-07,4.86518152945334,-40.54843789894452,49.824975649706154,0.0,8.684114769954613e-10,6.916764303228576e-10,0.7619038434867962,-9.53937300836597,12.227266035130226,2020-05-14,69.09739303085267,True,114,264.86755807515755
17,2020-02-08,4.426095232075666,-42.45836930923686,45.814989617069195,0.0,2.5674850082167203e-09,2.0647890294341992e-09,-0.11005910523273973,-10.914565081678681,10.585064683675038,2020-05-14,69.09739303085267,True,114,264.86755807515755
