,Report_Date,Serbia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,87.3511728666966,5466.909574619219,True,1,0.22359472464661614,10914.431909252857
1,2020-01-23,0,0,87.3511728666966,5466.909574619219,True,2,0.2533759450847745,10914.431909252857
2,2020-01-24,0,0,87.3511728666966,5466.909574619219,True,3,0.28712370722481173,10914.431909252857
3,2020-01-25,0,0,87.3511728666966,5466.909574619219,True,4,0.32536628262270395,10914.431909252857
4,2020-01-26,0,0,87.3511728666966,5466.909574619219,True,5,0.3687022906344549,10914.431909252857
5,2020-01-27,0,0,87.3511728666966,5466.909574619219,True,6,0.41781006396073783,10914.431909252857
6,2020-01-28,0,0,87.3511728666966,5466.909574619219,True,7,0.47345826036656474,10914.431909252857
7,2020-01-29,0,0,87.3511728666966,5466.909574619219,True,8,0.5365178861985557,10914.431909252857
8,2020-01-30,0,0,87.3511728666966,5466.909574619219,True,9,0.6079759192795674,10914.431909252857
9,2020-01-31,0,0,87.3511728666966,5466.909574619219,True,10,0.6889507436129801,10914.431909252857
10,2020-02-01,0,0,87.3511728666966,5466.909574619219,True,11,0.7807096364541709,10914.431909252857
11,2020-02-02,0,0,87.3511728666966,5466.909574619219,True,12,0.8846885801298571,10914.431909252857
12,2020-02-03,0,0,87.3511728666966,5466.909574619219,True,13,1.0025147069859761,10914.431909252857
13,2020-02-04,0,0,87.3511728666966,5466.909574619219,True,14,1.1360317265602982,10914.431909252857
14,2020-02-05,0,0,87.3511728666966,5466.909574619219,True,15,1.2873287301126606,10914.431909252857
15,2020-02-06,0,0,87.3511728666966,5466.909574619219,True,16,1.4587728196833427,10914.431909252857
16,2020-02-07,0,0,87.3511728666966,5466.909574619219,True,17,1.6530460676509062,10914.431909252857
17,2020-02-08,0,0,87.3511728666966,5466.909574619219,True,18,1.8731873791779776,10914.431909252857
18,2020-02-09,0,0,87.3511728666966,5466.909574619219,True,19,2.122639904920342,10914.431909252857
19,2020-02-10,0,0,87.3511728666966,5466.909574619219,True,20,2.4053047359944757,10914.431909252857
20,2020-02-11,0,0,87.3511728666966,5466.909574619219,True,21,2.725601708633761,10914.431909252857
21,2020-02-12,0,0,87.3511728666966,5466.909574619219,True,22,3.088538253525855,10914.431909252857
22,2020-02-13,0,0,87.3511728666966,5466.909574619219,True,23,3.499787345963083,10914.431909252857
23,2020-02-14,0,0,87.3511728666966,5466.909574619219,True,24,3.96577574925091,10914.431909252857
24,2020-02-15,0,0,87.3511728666966,5466.909574619219,True,25,4.493783897056241,10914.431909252857
25,2020-02-16,0,0,87.3511728666966,5466.909574619219,True,26,5.092058932443935,10914.431909252857
26,2020-02-17,0,0,87.3511728666966,5466.909574619219,True,27,5.769942614309367,10914.431909252857
27,2020-02-18,0,0,87.3511728666966,5466.909574619219,True,28,6.538016017979787,10914.431909252857
28,2020-02-19,0,0,87.3511728666966,5466.909574619219,True,29,7.4082631982757,10914.431909252857
29,2020-02-20,0,0,87.3511728666966,5466.909574619219,True,30,8.394256252752513,10914.431909252857
30,2020-02-21,0,0,87.3511728666966,5466.909574619219,True,31,9.511364522706984,10914.431909252857
31,2020-02-22,0,0,87.3511728666966,5466.909574619219,True,32,10.776991002361813,10914.431909252857
32,2020-02-23,0,0,87.3511728666966,5466.909574619219,True,33,12.210839394879391,10914.431909252857
33,2020-02-24,0,0,87.3511728666966,5466.909574619219,True,34,13.835215659735411,10914.431909252857
34,2020-02-25,0,0,87.3511728666966,5466.909574619219,True,35,15.675368341353067,10914.431909252857
35,2020-02-26,0,0,87.3511728666966,5466.909574619219,True,36,17.759872454987473,10914.431909252857
36,2020-02-27,0,0,87.3511728666966,5466.909574619219,True,37,20.12106223295499,10914.431909252857
37,2020-02-28,0,0,87.3511728666966,5466.909574619219,True,38,22.79551860137243,10914.431909252857
38,2020-02-29,0,0,87.3511728666966,5466.909574619219,True,39,25.824617861670568,10914.431909252857
39,2020-03-01,0,0,87.3511728666966,5466.909574619219,True,40,29.25514868674786,10914.431909252857
40,2020-03-02,0,0,87.3511728666966,5466.909574619219,True,41,33.14000519971275,10914.431909252857
41,2020-03-03,0,0,87.3511728666966,5466.909574619219,True,42,37.538964570062184,10914.431909252857
42,2020-03-04,0,0,87.3511728666966,5466.909574619219,True,43,42.51955821808282,10914.431909252857
43,2020-03-05,0,0,87.3511728666966,5466.909574619219,True,44,48.158046335523814,10914.431909252857
44,2020-03-06,1,1,87.3511728666966,5466.909574619219,True,45,54.54050597122724,10914.431909252857
45,2020-03-07,1,1,87.3511728666966,5466.909574619219,True,46,61.7640433434157,10914.431909252857
46,2020-03-08,1,1,87.3511728666966,5466.909574619219,True,47,69.93814125824355,10914.431909252857
47,2020-03-09,1,1,87.3511728666966,5466.909574619219,True,48,79.18615244890599,10914.431909252857
48,2020-03-10,5,5,87.3511728666966,5466.909574619219,True,49,89.64694918741966,10914.431909252857
49,2020-03-11,12,12,87.3511728666966,5466.909574619219,True,50,101.47673851726923,10914.431909252857
50,2020-03-12,19,19,87.3511728666966,5466.909574619219,True,51,114.8510507268758,10914.431909252857
51,2020-03-13,35,35,87.3511728666966,5466.909574619219,True,52,129.96690600395584,10914.431909252857
52,2020-03-14,46,46,87.3511728666966,5466.909574619219,True,53,147.04516029983188,10914.431909252857
53,2020-03-15,48,48,87.3511728666966,5466.909574619219,True,54,166.33302595195187,10914.431909252857
54,2020-03-16,55,54,87.3511728666966,5466.909574619219,True,55,188.10675515854473,10914.431909252857
55,2020-03-17,65,64,87.3511728666966,5466.909574619219,True,56,212.67446449958342,10914.431909252857
56,2020-03-18,83,82,87.3511728666966,5466.909574619219,True,57,240.3790658147659,10914.431909252857
57,2020-03-19,103,102,87.3511728666966,5466.909574619219,True,58,271.6012522872954,10914.431909252857
58,2020-03-20,135,133,87.3511728666966,5466.909574619219,True,59,306.7624679127548,10914.431909252857
59,2020-03-21,171,169,87.3511728666966,5466.909574619219,True,60,346.32776303226115,10914.431909252857
60,2020-03-22,222,219,87.3511728666966,5466.909574619219,True,61,390.8084077267756,10914.431909252857
61,2020-03-23,249,245,87.3511728666966,5466.909574619219,True,62,440.7640982241864,10914.431909252857
62,2020-03-24,303,285,87.3511728666966,5466.909574619219,True,63,496.80454899538097,10914.431909252857
63,2020-03-25,384,365,87.3511728666966,5466.909574619219,True,64,559.5902153514394,10914.431909252857
64,2020-03-26,384,383,87.3511728666966,5466.909574619219,True,65,629.8318393059956,10914.431909252857
65,2020-03-27,457,456,87.3511728666966,5466.909574619219,True,66,708.2884575171531,10914.431909252857
66,2020-03-28,659,649,87.3511728666966,5466.909574619219,True,67,795.7634579958899,10914.431909252857
67,2020-03-29,741,728,87.3511728666966,5466.909574619219,True,68,893.0982275110969,10914.431909252857
68,2020-03-30,785,769,87.3511728666966,5466.909574619219,True,69,1001.1629019532752,10914.431909252857
69,2020-03-31,900,884,87.3511728666966,5466.909574619219,True,70,1120.8437274383523,10914.431909252857
70,2020-04-01,1060,1032,87.3511728666966,5466.909574619219,True,71,1253.026573057728,10914.431909252857
71,2020-04-02,1171,1140,87.3511728666966,5466.909574619219,True,72,1398.5762211264273,10914.431909252857
72,2020-04-03,1476,1437,87.3511728666966,5466.909574619219,True,73,1558.3112123704834,10914.431909252857
73,2020-04-04,1624,1580,87.3511728666966,5466.909574619219,True,74,1732.9742550863618,10914.431909252857
74,2020-04-05,1908,1857,87.3511728666966,5466.909574619219,True,75,1923.1985277235194,10914.431909252857
75,2020-04-06,2200,2142,87.3511728666966,5466.909574619219,True,76,2129.4706138579904,10914.431909252857
76,2020-04-07,2447,2386,87.3511728666966,5466.909574619219,True,77,2352.0912942662376,10914.431909252857
77,2020-04-08,2666,2601,87.3511728666966,5466.909574619219,True,78,2591.135952380128,10914.431909252857
78,2020-04-09,2867,2801,87.3511728666966,5466.909574619219,True,79,2846.4168760056023,10914.431909252857
79,2020-04-10,3105,3034,87.3511728666966,5466.909574619219,True,80,3117.45018885823,10914.431909252857
80,2020-04-11,3380,3306,87.3511728666966,5466.909574619219,True,81,3403.4304341336015,10914.431909252857
81,2020-04-12,3630,3550,87.3511728666966,5466.909574619219,True,82,3703.2158687815836,10914.431909252857
82,2020-04-13,4054,3969,87.3511728666966,5466.909574619219,True,83,4015.327233784273,10914.431909252857
83,2020-04-14,4465,4371,87.3511728666966,5466.909574619219,True,84,4337.962097890443,10914.431909252857
84,2020-04-15,4873,4774,87.3511728666966,5466.909574619219,True,85,4669.025837854655,10914.431909252857
85,2020-04-16,5318,5215,87.3511728666966,5466.909574619219,True,86,5006.178990766534,10914.431909252857
86,2020-04-17,5690,5046,87.3511728666966,5466.909574619219,True,87,5346.899233080715,10914.431909252857
87,2020-04-18,5994,5240,87.3511728666966,5466.909574619219,True,88,5688.5547963284125,10914.431909252857
88,2020-04-19,6318,5443,87.3511728666966,5466.909574619219,True,89,6028.484930135292,10914.431909252857
89,2020-04-20,6630,5635,87.3511728666966,5466.909574619219,True,90,6364.082256276038,10914.431909252857
90,2020-04-21,6890,5783,87.3511728666966,5466.909574619219,True,91,6692.871648277828,10914.431909252857
91,2020-04-22,7144,5985,87.3511728666966,5466.909574619219,True,92,7012.580654383984,10914.431909252857
92,2020-04-23,7276,6070,87.3511728666966,5466.909574619219,True,93,7321.19739389142,10914.431909252857
93,2020-04-24,7483,6245,87.3511728666966,5466.909574619219,True,94,7617.013150613455,10914.431909252857
94,2020-04-25,7779,6476,87.3511728666966,5466.909574619219,True,95,7898.648364378917,10914.431909252857
95,2020-04-26,8042,6704,87.3511728666966,5466.909574619219,True,96,8165.06217480865,10914.431909252857
96,2020-04-27,8275,6904,87.3511728666966,5466.909574619219,True,97,8415.546923595908,10914.431909252857
97,2020-04-28,8497,7069,87.3511728666966,5466.909574619219,True,98,8649.709951391407,10914.431909252857
98,2020-04-29,8724,7259,87.3511728666966,5466.909574619219,True,99,8867.44557989236,10914.431909252857
99,2020-04-30,9009,7487,87.3511728666966,5466.909574619219,True,100,9068.900358368333,10914.431909252857
100,2020-05-01,9009,7487,87.3511728666966,5466.909574619219,True,101,9254.434533278565,10914.431909252857
101,2020-05-02,9362,7747,87.3511728666966,5466.909574619219,True,102,9424.582353230819,10914.431909252857
102,2020-05-03,9464,7720,87.3511728666966,5466.909574619219,True,103,9580.013339790023,10914.431909252857
103,2020-05-04,9557,7786,87.3511728666966,5466.909574619219,True,104,9721.496120009164,10914.431909252857
104,2020-05-05,9677,7754,87.3511728666966,5466.909574619219,True,105,9849.8658942677,10914.431909252857
105,2020-05-06,9791,7617,87.3511728666966,5466.909574619219,True,106,9965.996147639606,10914.431909252857
106,2020-05-07,9848,7482,87.3511728666966,5466.909574619219,True,107,10070.77482935603,10914.431909252857
107,2020-05-08,9943,7281,87.3511728666966,5466.909574619219,True,108,10165.08493144945,10914.431909252857
108,2020-05-09,10032,7085,87.3511728666966,5466.909574619219,True,109,10249.78919108474,10914.431909252857
109,2020-05-10,10032,7085,87.3511728666966,5466.909574619219,True,110,10325.7185108427,10914.431909252857
110,2020-05-11,10176,6668,87.3511728666966,5466.909574619219,True,111,10393.66362325373,10914.431909252857
111,2020-05-12,10243,6423,87.3511728666966,5466.909574619219,True,112,10454.369505368913,10914.431909252857
112,2020-05-13,10295,6249,87.3511728666966,5466.909574619219,True,113,10508.532062331795,10914.431909252857
113,2020-05-14,10374,6066,87.3511728666966,5466.909574619219,True,114,10556.796634019533,10914.431909252857
114,2020-05-15,10438,5912,87.3511728666966,5466.909574619219,True,115,10599.757926475768,10914.431909252857
115,2020-05-16,10496,5789,87.3511728666966,5466.909574619219,True,116,10637.96102301757,10914.431909252857
116,2020-05-17,10610,5667,87.3511728666966,5466.909574619219,True,117,10671.90318359918,10914.431909252857
117,2020-05-18,10699,5669,87.3511728666966,5466.909574619219,True,118,10702.036192001156,10914.431909252857
