,Report_Date,Paraguay_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,108.08369805007216,554.9264645046502,True,1,0.1050023946773489,1032.2994273419522
1,2020-01-23,0,0,108.08369805007216,554.9264645046502,True,2,0.11449164807687891,1032.2994273419522
2,2020-01-24,0,0,108.08369805007216,554.9264645046502,True,3,0.12483836573578647,1032.2994273419522
3,2020-01-25,0,0,108.08369805007216,554.9264645046502,True,4,0.1361200112854772,1032.2994273419522
4,2020-01-26,0,0,108.08369805007216,554.9264645046502,True,5,0.14842104300736617,1032.2994273419522
5,2020-01-27,0,0,108.08369805007216,554.9264645046502,True,6,0.1618335447709414,1032.2994273419522
6,2020-01-28,0,0,108.08369805007216,554.9264645046502,True,7,0.1764579137614344,1032.2994273419522
7,2020-01-29,0,0,108.08369805007216,554.9264645046502,True,8,0.1924036100854022,1032.2994273419522
8,2020-01-30,0,0,108.08369805007216,554.9264645046502,True,9,0.20978997379403783,1032.2994273419522
9,2020-01-31,0,0,108.08369805007216,554.9264645046502,True,10,0.22874711535476633,1032.2994273419522
10,2020-02-01,0,0,108.08369805007216,554.9264645046502,True,11,0.2494168861349059,1032.2994273419522
11,2020-02-02,0,0,108.08369805007216,554.9264645046502,True,12,0.2719539360403572,1032.2994273419522
12,2020-02-03,0,0,108.08369805007216,554.9264645046502,True,13,0.2965268660811723,1032.2994273419522
13,2020-02-04,0,0,108.08369805007216,554.9264645046502,True,14,0.3233194843184358,1032.2994273419522
14,2020-02-05,0,0,108.08369805007216,554.9264645046502,True,15,0.3525321743874324,1032.2994273419522
15,2020-02-06,0,0,108.08369805007216,554.9264645046502,True,16,0.3843833865951093,1032.2994273419522
16,2020-02-07,0,0,108.08369805007216,554.9264645046502,True,17,0.419111262460193,1032.2994273419522
17,2020-02-08,0,0,108.08369805007216,554.9264645046502,True,18,0.45697540450707097,1032.2994273419522
18,2020-02-09,0,0,108.08369805007216,554.9264645046502,True,19,0.4982588041450908,1032.2994273419522
19,2020-02-10,0,0,108.08369805007216,554.9264645046502,True,20,0.5432699415688774,1032.2994273419522
20,2020-02-11,0,0,108.08369805007216,554.9264645046502,True,21,0.5923450728085433,1032.2994273419522
21,2020-02-12,0,0,108.08369805007216,554.9264645046502,True,22,0.6458507203473479,1032.2994273419522
22,2020-02-13,0,0,108.08369805007216,554.9264645046502,True,23,0.7041863851147901,1032.2994273419522
23,2020-02-14,0,0,108.08369805007216,554.9264645046502,True,24,0.7677874991617111,1032.2994273419522
24,2020-02-15,0,0,108.08369805007216,554.9264645046502,True,25,0.8371286399372745,1032.2994273419522
25,2020-02-16,0,0,108.08369805007216,554.9264645046502,True,26,0.9127270288221776,1032.2994273419522
26,2020-02-17,0,0,108.08369805007216,554.9264645046502,True,27,0.9951463384345245,1032.2994273419522
27,2020-02-18,0,0,108.08369805007216,554.9264645046502,True,28,1.0850008352205438,1032.2994273419522
28,2020-02-19,0,0,108.08369805007216,554.9264645046502,True,29,1.1829598859774964,1032.2994273419522
29,2020-02-20,0,0,108.08369805007216,554.9264645046502,True,30,1.2897528592356282,1032.2994273419522
30,2020-02-21,0,0,108.08369805007216,554.9264645046502,True,31,1.4061744548540678,1032.2994273419522
31,2020-02-22,0,0,108.08369805007216,554.9264645046502,True,32,1.5330904977648587,1032.2994273419522
32,2020-02-23,0,0,108.08369805007216,554.9264645046502,True,33,1.6714442345311593,1032.2994273419522
33,2020-02-24,0,0,108.08369805007216,554.9264645046502,True,34,1.82226317426889,1032.2994273419522
34,2020-02-25,0,0,108.08369805007216,554.9264645046502,True,35,1.9866665185121881,1032.2994273419522
35,2020-02-26,0,0,108.08369805007216,554.9264645046502,True,36,2.1658732277746724,1032.2994273419522
36,2020-02-27,0,0,108.08369805007216,554.9264645046502,True,37,2.36121077585922,1032.2994273419522
37,2020-02-28,0,0,108.08369805007216,554.9264645046502,True,38,2.57412464638208,1032.2994273419522
38,2020-02-29,0,0,108.08369805007216,554.9264645046502,True,39,2.806188629479166,1032.2994273419522
39,2020-03-01,0,0,108.08369805007216,554.9264645046502,True,40,3.059115980222278,1032.2994273419522
40,2020-03-02,0,0,108.08369805007216,554.9264645046502,True,41,3.334771503849747,1032.2994273419522
41,2020-03-03,0,0,108.08369805007216,554.9264645046502,True,42,3.6351846364573404,1032.2994273419522
42,2020-03-04,0,0,108.08369805007216,554.9264645046502,True,43,3.9625635932346532,1032.2994273419522
43,2020-03-05,0,0,108.08369805007216,554.9264645046502,True,44,4.319310659587079,1032.2994273419522
44,2020-03-06,0,0,108.08369805007216,554.9264645046502,True,45,4.70803870345079,1032.2994273419522
45,2020-03-07,0,0,108.08369805007216,554.9264645046502,True,46,5.131588989662631,1032.2994273419522
46,2020-03-08,1,1,108.08369805007216,554.9264645046502,True,47,5.593050379234621,1032.2994273419522
47,2020-03-09,1,1,108.08369805007216,554.9264645046502,True,48,6.0957799976190445,1032.2994273419522
48,2020-03-10,1,1,108.08369805007216,554.9264645046502,True,49,6.643425456311672,1032.2994273419522
49,2020-03-11,5,5,108.08369805007216,554.9264645046502,True,50,7.239948711161349,1032.2994273419522
50,2020-03-12,5,5,108.08369805007216,554.9264645046502,True,51,7.889651638218011,1032.2994273419522
51,2020-03-13,6,6,108.08369805007216,554.9264645046502,True,52,8.597203403483547,1032.2994273419522
52,2020-03-14,6,6,108.08369805007216,554.9264645046502,True,53,9.36766969609215,1032.2994273419522
53,2020-03-15,6,6,108.08369805007216,554.9264645046502,True,54,10.20654388472516,1032.2994273419522
54,2020-03-16,8,8,108.08369805007216,554.9264645046502,True,55,11.119780143863112,1032.2994273419522
55,2020-03-17,9,9,108.08369805007216,554.9264645046502,True,56,12.113828579106144,1032.2994273419522
56,2020-03-18,11,11,108.08369805007216,554.9264645046502,True,57,13.195672358462565,1032.2994273419522
