,Report_Date,China_qinghai_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,10.027210615512068,9.032528841541595,True,1,0.5335935714390011,18.06505768308253
1,2020-01-23,0,10.027210615512068,9.032528841541595,True,2,0.7748141165368757,18.06505768308253
2,2020-01-24,0,10.027210615512068,9.032528841541595,True,3,1.1181278297544004,18.06505768308253
3,2020-01-25,1,10.027210615512068,9.032528841541595,True,4,1.5994887115971075,18.06505768308253
4,2020-01-26,1,10.027210615512068,9.032528841541595,True,5,2.2604375387708786,18.06505768308253
5,2020-01-27,6,10.027210615512068,9.032528841541595,True,6,3.1423830909244637,18.06505768308253
6,2020-01-28,6,10.027210615512068,9.032528841541595,True,7,4.275348935332948,18.06505768308253
7,2020-01-29,6,10.027210615512068,9.032528841541595,True,8,5.661815451963734,18.06505768308253
8,2020-01-30,8,10.027210615512068,9.032528841541595,True,9,7.2611495181693435,18.06505768308253
9,2020-01-31,8,10.027210615512068,9.032528841541595,True,10,8.98498994924055,18.06505768308253
10,2020-02-01,9,10.027210615512068,9.032528841541595,True,11,10.712300463201446,18.06505768308253
11,2020-02-02,11,10.027210615512068,9.032528841541595,True,12,12.321084486727885,18.06505768308253
12,2020-02-03,13,10.027210615512068,9.032528841541595,True,13,13.720622873839547,18.06505768308253
13,2020-02-04,15,10.027210615512068,9.032528841541595,True,14,14.867651453136624,18.06505768308253
14,2020-02-05,17,10.027210615512068,9.032528841541595,True,15,15.762657214308746,18.06505768308253
15,2020-02-06,18,10.027210615512068,9.032528841541595,True,16,16.43461014798018,18.06505768308253
16,2020-02-07,18,10.027210615512068,9.032528841541595,True,17,16.92464268833815,18.06505768308253
17,2020-02-08,18,10.027210615512068,9.032528841541595,True,18,17.274480294255703,18.06505768308253
18,2020-02-09,18,10.027210615512068,9.032528841541595,True,19,17.520453795183247,18.06505768308253
19,2020-02-10,18,10.027210615512068,9.032528841541595,True,20,17.69155192070787,18.06505768308253
20,2020-02-11,18,10.027210615512068,9.032528841541595,True,21,17.809679688653794,18.06505768308253
21,2020-02-12,18,10.027210615512068,9.032528841541595,True,22,17.890815426527713,18.06505768308253
22,2020-02-13,18,10.027210615512068,9.032528841541595,True,23,17.94634548026116,18.06505768308253
23,2020-02-14,18,10.027210615512068,9.032528841541595,True,24,17.984258334314525,18.06505768308253
24,2020-02-15,18,10.027210615512068,9.032528841541595,True,25,18.010100122980386,18.06505768308253
25,2020-02-16,18,10.027210615512068,9.032528841541595,True,26,18.027694188654653,18.06505768308253
26,2020-02-17,18,10.027210615512068,9.032528841541595,True,27,18.039663647217843,18.06505768308253
27,2020-02-18,18,10.027210615512068,9.032528841541595,True,28,18.047802339668337,18.06505768308253
28,2020-02-19,18,10.027210615512068,9.032528841541595,True,29,18.053334307095593,18.06505768308253
29,2020-02-20,18,10.027210615512068,9.032528841541595,True,30,18.05709353905646,18.06505768308253
30,2020-02-21,18,10.027210615512068,9.032528841541595,True,31,18.059647692368717,18.06505768308253
31,2020-02-22,18,10.027210615512068,9.032528841541595,True,32,18.06138287863559,18.06505768308253
32,2020-02-23,18,10.027210615512068,9.032528841541595,True,33,18.062561602720237,18.06505768308253
33,2020-02-24,18,10.027210615512068,9.032528841541595,True,34,18.06336227674354,18.06505768308253
34,2020-02-25,18,10.027210615512068,9.032528841541595,True,35,18.063906132905473,18.06505768308253
35,2020-02-26,18,10.027210615512068,9.032528841541595,True,36,18.064275537249774,18.06505768308253
36,2020-02-27,18,10.027210615512068,9.032528841541595,True,37,18.064526444320474,18.06505768308253
37,2020-02-28,18,10.027210615512068,9.032528841541595,True,38,18.064696863714868,18.06505768308253
38,2020-02-29,18,10.027210615512068,9.032528841541595,True,39,18.064812613951023,18.06505768308253
39,2020-03-01,18,10.027210615512068,9.032528841541595,True,40,18.06489123205156,18.06505768308253
40,2020-03-02,18,10.027210615512068,9.032528841541595,True,41,18.064944629648004,18.06505768308253
41,2020-03-03,18,10.027210615512068,9.032528841541595,True,42,18.064980897334475,18.06505768308253
