,Report_Date,China_qinghai_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
42,2020-03-04,18,10.027210615512068,9.032528841541595,True,43,18.06500553033437,18.06505768308253
43,2020-03-05,18,10.027210615512068,9.032528841541595,True,44,18.065022261041147,18.06505768308253
44,2020-03-06,18,10.027210615512068,9.032528841541595,True,45,18.06503362451066,18.06505768308253
45,2020-03-07,18,10.027210615512068,9.032528841541595,True,46,18.0650413425573,18.06505768308253
46,2020-03-08,18,10.027210615512068,9.032528841541595,True,47,18.065046584637944,18.06505768308253
47,2020-03-09,18,10.027210615512068,9.032528841541595,True,48,18.06505014504701,18.06505768308253
48,2020-03-10,18,10.027210615512068,9.032528841541595,True,49,18.06505256326824,18.06505768308253
49,2020-03-11,18,10.027210615512068,9.032528841541595,True,50,18.065054205718088,18.06505768308253
50,2020-03-12,18,10.027210615512068,9.032528841541595,True,51,18.06505532126585,18.06505768308253
51,2020-03-13,18,10.027210615512068,9.032528841541595,True,52,18.065056078943023,18.06505768308253
52,2020-03-14,18,10.027210615512068,9.032528841541595,True,53,18.065056593555397,18.06505768308253
53,2020-03-15,18,10.027210615512068,9.032528841541595,True,54,18.065056943078776,18.06505768308253
54,2020-03-16,18,10.027210615512068,9.032528841541595,True,55,18.065057180474138,18.06505768308253
55,2020-03-17,18,10.027210615512068,9.032528841541595,True,56,18.065057341712446,18.06505768308253
56,2020-03-18,18,10.027210615512068,9.032528841541595,True,57,18.06505745122508,18.06505768308253
57,2020-03-19,18,10.027210615512068,9.032528841541595,True,58,18.065057525605773,18.06505768308253
58,2020-03-20,18,10.027210615512068,9.032528841541595,True,59,18.065057576124943,18.06505768308253
59,2020-03-21,18,10.027210615512068,9.032528841541595,True,60,18.06505761043743,18.06505768308253
60,2020-03-22,18,10.027210615512068,9.032528841541595,True,61,18.06505763374238,18.06505768308253
61,2020-03-23,18,10.027210615512068,9.032528841541595,True,62,18.065057649571045,18.06505768308253
62,2020-03-24,18,10.027210615512068,9.032528841541595,True,63,18.065057660321827,18.06505768308253
63,2020-03-25,18,10.027210615512068,9.032528841541595,True,64,18.065057667623734,18.06505768308253
64,2020-03-26,18,10.027210615512068,9.032528841541595,True,65,18.06505767258317,18.06505768308253
65,2020-03-27,18,10.027210615512068,9.032528841541595,True,66,18.065057675951603,18.06505768308253
66,2020-03-28,18,10.027210615512068,9.032528841541595,True,67,18.065057678239434,18.06505768308253
67,2020-03-29,18,10.027210615512068,9.032528841541595,True,68,18.065057679793323,18.06505768308253
68,2020-03-30,18,10.027210615512068,9.032528841541595,True,69,18.06505768084872,18.06505768308253
69,2020-03-31,18,10.027210615512068,9.032528841541595,True,70,18.065057681565545,18.06505768308253
70,2020-04-01,18,10.027210615512068,9.032528841541595,True,71,18.065057682052412,18.06505768308253
71,2020-04-02,18,10.027210615512068,9.032528841541595,True,72,18.065057682383085,18.06505768308253
72,2020-04-03,18,10.027210615512068,9.032528841541595,True,73,18.06505768260768,18.06505768308253
73,2020-04-04,18,10.027210615512068,9.032528841541595,True,74,18.065057682760223,18.06505768308253
74,2020-04-05,18,10.027210615512068,9.032528841541595,True,75,18.065057682863834,18.06505768308253
75,2020-04-06,18,10.027210615512068,9.032528841541595,True,76,18.065057682934203,18.06505768308253
76,2020-04-07,18,10.027210615512068,9.032528841541595,True,77,18.065057682981998,18.06505768308253
77,2020-04-08,18,10.027210615512068,9.032528841541595,True,78,18.065057683014462,18.06505768308253
78,2020-04-09,18,10.027210615512068,9.032528841541595,True,79,18.06505768303651,18.06505768308253
79,2020-04-10,18,10.027210615512068,9.032528841541595,True,80,18.065057683051485,18.06505768308253
