,Report_Date,Tanzania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
87,2020-04-18,147,93.82224751043822,281.55434250042606,True,88,185.04696124847672,558.5463405039934
88,2020-04-19,170,93.82224751043822,281.55434250042606,True,89,200.59970233243925,558.5463405039934
89,2020-04-20,254,93.82224751043822,281.55434250042606,True,90,216.71032490520605,558.5463405039934
90,2020-04-21,254,93.82224751043822,281.55434250042606,True,91,233.28218874865107,558.5463405039934
91,2020-04-22,284,93.82224751043822,281.55434250042606,True,92,250.20595970456176,558.5463405039934
92,2020-04-23,284,93.82224751043822,281.55434250042606,True,93,267.36224977514564,558.5463405039934
93,2020-04-24,299,93.82224751043822,281.55434250042606,True,94,284.62485287570854,558.5463405039934
94,2020-04-25,299,93.82224751043822,281.55434250042606,True,95,301.86439913150275,558.5463405039934
95,2020-04-26,299,93.82224751043822,281.55434250042606,True,96,318.9522072935027,558.5463405039934
96,2020-04-27,299,93.82224751043822,281.55434250042606,True,97,335.7640938238032,558.5463405039934
97,2020-04-28,299,93.82224751043822,281.55434250042606,True,98,352.1839018271844,558.5463405039934
98,2020-04-29,480,93.82224751043822,281.55434250042606,True,99,368.10654253728086,558.5463405039934
99,2020-04-30,480,93.82224751043822,281.55434250042606,True,100,383.44039182607594,558.5463405039934
100,2020-05-01,480,93.82224751043822,281.55434250042606,True,101,398.1089466133822,558.5463405039934
101,2020-05-02,480,93.82224751043822,281.55434250042606,True,102,412.0517122200377,558.5463405039934
102,2020-05-03,480,93.82224751043822,281.55434250042606,True,103,425.22435315956363,558.5463405039934
103,2020-05-04,480,93.82224751043822,281.55434250042606,True,104,437.5981899553313,558.5463405039934
104,2020-05-05,480,93.82224751043822,281.55434250042606,True,105,449.1591593255768,558.5463405039934
105,2020-05-06,480,93.82224751043822,281.55434250042606,True,106,459.9063733447715,558.5463405039934
106,2020-05-07,480,93.82224751043822,281.55434250042606,True,107,469.8504162371683,558.5463405039934
107,2020-05-08,509,93.82224751043822,281.55434250042606,True,108,479.0115082286082,558.5463405039934
108,2020-05-09,509,93.82224751043822,281.55434250042606,True,109,487.4176481351585,558.5463405039934
109,2020-05-10,509,93.82224751043822,281.55434250042606,True,110,495.1028239198411,558.5463405039934
110,2020-05-11,509,93.82224751043822,281.55434250042606,True,111,502.1053566315597,558.5463405039934
111,2020-05-12,509,93.82224751043822,281.55434250042606,True,112,508.46642049403385,558.5463405039934
112,2020-05-13,509,93.82224751043822,281.55434250042606,True,113,514.2287621047604,558.5463405039934
113,2020-05-14,509,93.82224751043822,281.55434250042606,True,114,519.4356256017485,558.5463405039934
114,2020-05-15,509,93.82224751043822,281.55434250042606,True,115,524.1298784859022,558.5463405039934
115,2020-05-16,509,93.82224751043822,281.55434250042606,True,116,528.3533243267013,558.5463405039934
116,2020-05-17,509,93.82224751043822,281.55434250042606,True,117,532.1461833360039,558.5463405039934
117,2020-05-18,509,93.82224751043822,281.55434250042606,True,118,535.5467191547712,558.5463405039934
118,2020-05-19,509,93.82224751043822,281.55434250042606,True,119,538.5909895299932,558.5463405039934
119,2020-05-20,509,93.82224751043822,281.55434250042606,True,120,541.3126992857649,558.5463405039934
120,2020-05-21,509,93.82224751043822,281.55434250042606,True,121,543.743135622844,558.5463405039934
121,2020-05-22,509,93.82224751043822,281.55434250042606,True,122,545.9111679248318,558.5463405039934
122,2020-05-23,509,93.82224751043822,281.55434250042606,True,123,547.8432966135331,558.5463405039934
