,Report_Date,Tanzania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,93.82224751043822,281.55434250042606,True,1,0.0063661897631547455,558.5463405039934
1,2020-01-23,0,93.82224751043822,281.55434250042606,True,2,0.0071973264763594835,558.5463405039934
2,2020-01-24,0,93.82224751043822,281.55434250042606,True,3,0.00813697051964265,558.5463405039934
3,2020-01-25,0,93.82224751043822,281.55434250042606,True,4,0.009199287406334314,558.5463405039934
4,2020-01-26,0,93.82224751043822,281.55434250042606,True,5,0.010400291820732429,558.5463405039934
5,2020-01-27,0,93.82224751043822,281.55434250042606,True,6,0.011758088975771713,558.5463405039934
6,2020-01-28,0,93.82224751043822,281.55434250042606,True,7,0.013293147463815191,558.5463405039934
7,2020-01-29,0,93.82224751043822,281.55434250042606,True,8,0.015028607707281002,558.5463405039934
8,2020-01-30,0,93.82224751043822,281.55434250042606,True,9,0.016990630650607425,558.5463405039934
9,2020-01-31,0,93.82224751043822,281.55434250042606,True,10,0.019208791939289035,558.5463405039934
10,2020-02-01,0,93.82224751043822,281.55434250042606,True,11,0.02171652751434719,558.5463405039934
11,2020-02-02,0,93.82224751043822,281.55434250042606,True,12,0.024551637321729165,558.5463405039934
12,2020-02-03,0,93.82224751043822,281.55434250042606,True,13,0.027756854707143164,558.5463405039934
13,2020-02-04,0,93.82224751043822,281.55434250042606,True,14,0.031380490050552115,558.5463405039934
14,2020-02-05,0,93.82224751043822,281.55434250042606,True,15,0.035477158305398424,558.5463405039934
15,2020-02-06,0,93.82224751043822,281.55434250042606,True,16,0.04010860136185348,558.5463405039934
16,2020-02-07,0,93.82224751043822,281.55434250042606,True,17,0.04534461756923777,558.5463405039934
17,2020-02-08,0,93.82224751043822,281.55434250042606,True,18,0.051264112350753205,558.5463405039934
18,2020-02-09,0,93.82224751043822,281.55434250042606,True,19,0.05795628564683906,558.5463405039934
19,2020-02-10,0,93.82224751043822,281.55434250042606,True,20,0.0655219739576323,558.5463405039934
20,2020-02-11,0,93.82224751043822,281.55434250042606,True,21,0.07407516704911765,558.5463405039934
21,2020-02-12,0,93.82224751043822,281.55434250042606,True,22,0.08374472197396109,558.5463405039934
22,2020-02-13,0,93.82224751043822,281.55434250042606,True,23,0.09467629997289673,558.5463405039934
23,2020-02-14,0,93.82224751043822,281.55434250042606,True,24,0.10703455510621541,558.5463405039934
24,2020-02-15,0,93.82224751043822,281.55434250042606,True,25,0.12100560716226794,558.5463405039934
25,2020-02-16,0,93.82224751043822,281.55434250042606,True,26,0.13679983555080283,558.5463405039934
26,2020-02-17,0,93.82224751043822,281.55434250042606,True,27,0.1546550355686128,558.5463405039934
27,2020-02-18,0,93.82224751043822,281.55434250042606,True,28,0.17483998368431314,558.5463405039934
28,2020-02-19,0,93.82224751043822,281.55434250042606,True,29,0.19765846439515994,558.5463405039934
29,2020-02-20,0,93.82224751043822,281.55434250042606,True,30,0.22345381783503593,558.5463405039934
30,2020-02-21,0,93.82224751043822,281.55434250042606,True,31,0.2526140747390471,558.5463405039934
31,2020-02-22,0,93.82224751043822,281.55434250042606,True,32,0.2855777536830985,558.5463405039934
32,2020-02-23,0,93.82224751043822,281.55434250042606,True,33,0.32284040480925447,558.5463405039934
33,2020-02-24,0,93.82224751043822,281.55434250042606,True,34,0.3649619946184091,558.5463405039934
34,2020-02-25,0,93.82224751043822,281.55434250042606,True,35,0.4125752379644639,558.5463405039934
35,2020-02-26,0,93.82224751043822,281.55434250042606,True,36,0.46639499622598973,558.5463405039934
36,2020-02-27,0,93.82224751043822,281.55434250042606,True,37,0.5272288748704437,558.5463405039934
37,2020-02-28,0,93.82224751043822,281.55434250042606,True,38,0.5959891693685643,558.5463405039934
38,2020-02-29,0,93.82224751043822,281.55434250042606,True,39,0.6737063257618608,558.5463405039934
39,2020-03-01,0,93.82224751043822,281.55434250042606,True,40,0.7615441012202896,558.5463405039934
40,2020-03-02,0,93.82224751043822,281.55434250042606,True,41,0.8608166307146765,558.5463405039934
41,2020-03-03,0,93.82224751043822,281.55434250042606,True,42,0.9730076285003237,558.5463405039934
42,2020-03-04,0,93.82224751043822,281.55434250042606,True,43,1.0997919774471834,558.5463405039934
43,2020-03-05,0,93.82224751043822,281.55434250042606,True,44,1.2430599852725737,558.5463405039934
44,2020-03-06,0,93.82224751043822,281.55434250042606,True,45,1.4049446142551718,558.5463405039934
45,2020-03-07,0,93.82224751043822,281.55434250042606,True,46,1.587852019727637,558.5463405039934
46,2020-03-08,0,93.82224751043822,281.55434250042606,True,47,1.794495762084493,558.5463405039934
47,2020-03-09,0,93.82224751043822,281.55434250042606,True,48,2.027935086504233,558.5463405039934
48,2020-03-10,0,93.82224751043822,281.55434250042606,True,49,2.2916176930831713,558.5463405039934
49,2020-03-11,0,93.82224751043822,281.55434250042606,True,50,2.589427446254056,558.5463405039934
50,2020-03-12,0,93.82224751043822,281.55434250042606,True,51,2.925737494379608,558.5463405039934
51,2020-03-13,0,93.82224751043822,281.55434250042606,True,52,3.305469285832906,558.5463405039934
52,2020-03-14,0,93.82224751043822,281.55434250042606,True,53,3.7341579735121,558.5463405039934
53,2020-03-15,0,93.82224751043822,281.55434250042606,True,54,4.218024691458602,558.5463405039934
54,2020-03-16,1,93.82224751043822,281.55434250042606,True,55,4.764056159779392,558.5463405039934
55,2020-03-17,1,93.82224751043822,281.55434250042606,True,56,5.380092020743648,558.5463405039934
56,2020-03-18,3,93.82224751043822,281.55434250042606,True,57,6.074920221390044,558.5463405039934
57,2020-03-19,6,93.82224751043822,281.55434250042606,True,58,6.85838062593685,558.5463405039934
58,2020-03-20,6,93.82224751043822,281.55434250042606,True,59,7.741476852156013,558.5463405039934
59,2020-03-21,6,93.82224751043822,281.55434250042606,True,60,8.736496064527072,558.5463405039934
60,2020-03-22,12,93.82224751043822,281.55434250042606,True,61,9.857136105528804,558.5463405039934
61,2020-03-23,12,93.82224751043822,281.55434250042606,True,62,11.118638884094086,558.5463405039934
62,2020-03-24,12,93.82224751043822,281.55434250042606,True,63,12.537928343551984,558.5463405039934
63,2020-03-25,12,93.82224751043822,281.55434250042606,True,64,14.133750574570604,558.5463405039934
64,2020-03-26,13,93.82224751043822,281.55434250042606,True,65,15.926812694728811,558.5463405039934
65,2020-03-27,13,93.82224751043822,281.55434250042606,True,66,17.939915958987868,558.5463405039934
66,2020-03-28,14,93.82224751043822,281.55434250042606,True,67,20.198077171537268,558.5463405039934
67,2020-03-29,14,93.82224751043822,281.55434250042606,True,68,22.728630823980676,558.5463405039934
68,2020-03-30,19,93.82224751043822,281.55434250042606,True,69,25.561302486098477,558.5463405039934
69,2020-03-31,19,93.82224751043822,281.55434250042606,True,70,28.72824184393588,558.5463405039934
70,2020-04-01,20,93.82224751043822,281.55434250042606,True,71,32.26400146877927,558.5463405039934
71,2020-04-02,20,93.82224751043822,281.55434250042606,True,72,36.20544500840111,558.5463405039934
72,2020-04-03,20,93.82224751043822,281.55434250042606,True,73,40.59156617811976,558.5463405039934
73,2020-04-04,20,93.82224751043822,281.55434250042606,True,74,45.46319792952607,558.5463405039934
74,2020-04-05,22,93.82224751043822,281.55434250042606,True,75,50.8625898156667,558.5463405039934
75,2020-04-06,24,93.82224751043822,281.55434250042606,True,76,56.8328312792467,558.5463405039934
76,2020-04-07,24,93.82224751043822,281.55434250042606,True,77,63.41709988918133,558.5463405039934
77,2020-04-08,25,93.82224751043822,281.55434250042606,True,78,70.65771704296142,558.5463405039934
78,2020-04-09,25,93.82224751043822,281.55434250042606,True,79,78.5949999721626,558.5463405039934
79,2020-04-10,32,93.82224751043822,281.55434250042606,True,80,87.26590862148278,558.5463405039934
80,2020-04-11,32,93.82224751043822,281.55434250042606,True,81,96.70249953324377,558.5463405039934
81,2020-04-12,32,93.82224751043822,281.55434250042606,True,82,106.93021634404313,558.5463405039934
82,2020-04-13,49,93.82224751043822,281.55434250042606,True,83,117.96606745508129,558.5463405039934
83,2020-04-14,53,93.82224751043822,281.55434250042606,True,84,129.8167647361944,558.5463405039934
84,2020-04-15,88,93.82224751043822,281.55434250042606,True,85,142.47692078943803,558.5463405039934
85,2020-04-16,94,93.82224751043822,281.55434250042606,True,86,155.92742349016552,558.5463405039934
86,2020-04-17,147,93.82224751043822,281.55434250042606,True,87,170.13412169138067,558.5463405039934
