,Report_Date,Rwanda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,91.55598114737676,176.60186355182057,True,1,0.4330023188870403,312.25027570515454
1,2020-01-23,0,91.55598114737676,176.60186355182057,True,2,0.46622462377389895,312.25027570515454
2,2020-01-24,0,91.55598114737676,176.60186355182057,True,3,0.5019922982801636,312.25027570515454
3,2020-01-25,0,91.55598114737676,176.60186355182057,True,4,0.5404997813722642,312.25027570515454
4,2020-01-26,0,91.55598114737676,176.60186355182057,True,5,0.5819562730498014,312.25027570515454
5,2020-01-27,0,91.55598114737676,176.60186355182057,True,6,0.6265868402834365,312.25027570515454
6,2020-01-28,0,91.55598114737676,176.60186355182057,True,7,0.6746336034716767,312.25027570515454
7,2020-01-29,0,91.55598114737676,176.60186355182057,True,8,0.7263570089023524,312.25027570515454
8,2020-01-30,0,91.55598114737676,176.60186355182057,True,9,0.782037193016624,312.25027570515454
9,2020-01-31,0,91.55598114737676,176.60186355182057,True,10,0.8419754445924482,312.25027570515454
10,2020-02-01,0,91.55598114737676,176.60186355182057,True,11,0.9064957712886229,312.25027570515454
11,2020-02-02,0,91.55598114737676,176.60186355182057,True,12,0.9759465773172036,312.25027570515454
12,2020-02-03,0,91.55598114737676,176.60186355182057,True,13,1.050702459338149,312.25027570515454
13,2020-02-04,0,91.55598114737676,176.60186355182057,True,14,1.131166127991559,312.25027570515454
14,2020-02-05,0,91.55598114737676,176.60186355182057,True,15,1.2177704627951138,312.25027570515454
15,2020-02-06,0,91.55598114737676,176.60186355182057,True,16,1.31098070843157,312.25027570515454
16,2020-02-07,0,91.55598114737676,176.60186355182057,True,17,1.4112968207265577,312.25027570515454
17,2020-02-08,0,91.55598114737676,176.60186355182057,True,18,1.5192559708622602,312.25027570515454
18,2020-02-09,0,91.55598114737676,176.60186355182057,True,19,1.6354352165781791,312.25027570515454
19,2020-02-10,0,91.55598114737676,176.60186355182057,True,20,1.7604543492646243,312.25027570515454
20,2020-02-11,0,91.55598114737676,176.60186355182057,True,21,1.894978925944429,312.25027570515454
21,2020-02-12,0,91.55598114737676,176.60186355182057,True,22,2.039723495147994,312.25027570515454
22,2020-02-13,0,91.55598114737676,176.60186355182057,True,23,2.1954550255978775,312.25027570515454
23,2020-02-14,0,91.55598114737676,176.60186355182057,True,24,2.362996546410616,312.25027570515454
24,2020-02-15,0,91.55598114737676,176.60186355182057,True,25,2.543231007170953,312.25027570515454
25,2020-02-16,0,91.55598114737676,176.60186355182057,True,26,2.737105365709063,312.25027570515454
26,2020-02-17,0,91.55598114737676,176.60186355182057,True,27,2.9456349106826547,312.25027570515454
27,2020-02-18,0,91.55598114737676,176.60186355182057,True,28,3.169907825096454,312.25027570515454
28,2020-02-19,0,91.55598114737676,176.60186355182057,True,29,3.4110899956398897,312.25027570515454
29,2020-02-20,0,91.55598114737676,176.60186355182057,True,30,3.6704300711430697,312.25027570515454
30,2020-02-21,0,91.55598114737676,176.60186355182057,True,31,3.9492647714884623,312.25027570515454
31,2020-02-22,0,91.55598114737676,176.60186355182057,True,32,4.2490244459121564,312.25027570515454
32,2020-02-23,0,91.55598114737676,176.60186355182057,True,33,4.571238876718614,312.25027570515454
33,2020-02-24,0,91.55598114737676,176.60186355182057,True,34,4.917543320943749,312.25027570515454
34,2020-02-25,0,91.55598114737676,176.60186355182057,True,35,5.289684778353771,312.25027570515454
35,2020-02-26,0,91.55598114737676,176.60186355182057,True,36,5.689528469274552,312.25027570515454
36,2020-02-27,0,91.55598114737676,176.60186355182057,True,37,6.1190645000152575,312.25027570515454
37,2020-02-28,0,91.55598114737676,176.60186355182057,True,38,6.5804146869809905,312.25027570515454
38,2020-02-29,0,91.55598114737676,176.60186355182057,True,39,7.07583950285729,312.25027570515454
39,2020-03-01,0,91.55598114737676,176.60186355182057,True,40,7.607745099386191,312.25027570515454
40,2020-03-02,0,91.55598114737676,176.60186355182057,True,41,8.178690351128635,312.25027570515454
41,2020-03-03,0,91.55598114737676,176.60186355182057,True,42,8.7913938531127,312.25027570515454
42,2020-03-04,0,91.55598114737676,176.60186355182057,True,43,9.44874079229706,312.25027570515454
43,2020-03-05,0,91.55598114737676,176.60186355182057,True,44,10.153789598240829,312.25027570515454
44,2020-03-06,0,91.55598114737676,176.60186355182057,True,45,10.909778262186942,312.25027570515454
45,2020-03-07,0,91.55598114737676,176.60186355182057,True,46,11.720130195882911,312.25027570515454
46,2020-03-08,0,91.55598114737676,176.60186355182057,True,47,12.588459481861694,312.25027570515454
47,2020-03-09,0,91.55598114737676,176.60186355182057,True,48,13.518575345611545,312.25027570515454
48,2020-03-10,0,91.55598114737676,176.60186355182057,True,49,14.514485657163553,312.25027570515454
49,2020-03-11,0,91.55598114737676,176.60186355182057,True,50,15.580399245278441,312.25027570515454
50,2020-03-12,0,91.55598114737676,176.60186355182057,True,51,16.72072678187473,312.25027570515454
51,2020-03-13,0,91.55598114737676,176.60186355182057,True,52,17.940079967975368,312.25027570515454
52,2020-03-14,1,91.55598114737676,176.60186355182057,True,53,19.243268725762636,312.25027570515454
53,2020-03-15,1,91.55598114737676,176.60186355182057,True,54,20.635296074985067,312.25027570515454
54,2020-03-16,5,91.55598114737676,176.60186355182057,True,55,22.121350346799616,312.25027570515454
55,2020-03-17,7,91.55598114737676,176.60186355182057,True,56,23.70679436521277,312.25027570515454
56,2020-03-18,8,91.55598114737676,176.60186355182057,True,57,25.39715120688266,312.25027570515454
57,2020-03-19,8,91.55598114737676,176.60186355182057,True,58,27.198086135687266,312.25027570515454
58,2020-03-20,17,91.55598114737676,176.60186355182057,True,59,29.115384300924624,312.25027570515454
59,2020-03-21,17,91.55598114737676,176.60186355182057,True,60,31.1549237893159,312.25027570515454
60,2020-03-22,19,91.55598114737676,176.60186355182057,True,61,33.322643633385816,312.25027570515454
61,2020-03-23,36,91.55598114737676,176.60186355182057,True,62,35.62450640474963,312.25027570515454
62,2020-03-24,40,91.55598114737676,176.60186355182057,True,63,38.06645506292149,312.25027570515454
63,2020-03-25,41,91.55598114737676,176.60186355182057,True,64,40.65436379109943,312.25027570515454
64,2020-03-26,50,91.55598114737676,176.60186355182057,True,65,43.39398263251333,312.25027570515454
65,2020-03-27,54,91.55598114737676,176.60186355182057,True,66,46.290875846634016,312.25027570515454
66,2020-03-28,60,91.55598114737676,176.60186355182057,True,67,49.35035403567281,312.25027570515454
67,2020-03-29,70,91.55598114737676,176.60186355182057,True,68,52.577400249503334,312.25027570515454
