,Report_Date,France_saint pierre and miquelon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,92.08182281118457,1.1919746974519005,False,1,0.0030959221439984886,0.0065028319772522745
1,2020-01-23,0,92.08182281118457,1.1919746974519005,False,2,0.0033299101252117712,0.0065028319772522745
2,2020-01-24,0,92.08182281118457,1.1919746974519005,False,3,0.0035815561775712824,0.0065028319772522745
3,2020-01-25,0,92.08182281118457,1.1919746974519005,False,4,0.003852188707954689,0.0065028319772522745
4,2020-01-26,0,92.08182281118457,1.1919746974519005,False,5,0.0041432354043935225,0.0065028319772522745
5,2020-01-27,0,92.08182281118457,1.1919746974519005,False,6,0.004456230553439178,0.0065028319772522745
6,2020-01-28,0,92.08182281118457,1.1919746974519005,False,7,0.004792822880710738,0.0065028319772522745
7,2020-01-29,0,92.08182281118457,1.1919746974519005,False,8,0.005154783949475689,0.0065028319772522745
8,2020-01-30,0,92.08182281118457,1.1919746974519005,False,9,0.005544017154022957,0.0065028319772522745
9,2020-01-31,0,92.08182281118457,1.1919746974519005,False,10,0.0059625673465296515,0.0065028319772522745
10,2020-02-01,0,92.08182281118457,1.1919746974519005,False,11,0.006412631138084804,0.0065028319772522745
11,2020-02-02,0,92.08182281118457,1.1919746974519005,False,12,0.006896567916497827,0.0065028319772522745
12,2020-02-03,0,92.08182281118457,1.1919746974519005,False,13,0.007416911625465038,0.0065028319772522745
13,2020-02-04,0,92.08182281118457,1.1919746974519005,False,14,0.007976383351568686,0.0065028319772522745
14,2020-02-05,0,92.08182281118457,1.1919746974519005,False,15,0.008577904767407852,0.0065028319772522745
15,2020-02-06,0,92.08182281118457,1.1919746974519005,False,16,0.009224612480872038,0.0065028319772522745
16,2020-02-07,0,92.08182281118457,1.1919746974519005,False,17,0.009919873342121577,0.0065028319772522745
17,2020-02-08,0,92.08182281118457,1.1919746974519005,False,18,0.010667300761180658,0.0065028319772522745
18,2020-02-09,0,92.08182281118457,1.1919746974519005,False,19,0.011470772090117072,0.0065028319772522745
19,2020-02-10,0,92.08182281118457,1.1919746974519005,False,20,0.012334447124503692,0.0065028319772522745
20,2020-02-11,0,92.08182281118457,1.1919746974519005,False,21,0.013262787779145113,0.0065028319772522745
21,2020-02-12,0,92.08182281118457,1.1919746974519005,False,22,0.014260578992809098,0.0065028319772522745
22,2020-02-13,0,92.08182281118457,1.1919746974519005,False,23,0.015332950915810972,0.0065028319772522745
23,2020-02-14,0,92.08182281118457,1.1919746974519005,False,24,0.01648540243262714,0.0065028319772522745
24,2020-02-15,0,92.08182281118457,1.1919746974519005,False,25,0.0177238260691083,0.0065028319772522745
25,2020-02-16,0,92.08182281118457,1.1919746974519005,False,26,0.019054534330148643,0.0065028319772522745
26,2020-02-17,0,92.08182281118457,1.1919746974519005,False,27,0.020484287508644672,0.0065028319772522745
27,2020-02-18,0,92.08182281118457,1.1919746974519005,False,28,0.02202032300001969,0.0065028319772522745
28,2020-02-19,0,92.08182281118457,1.1919746974519005,False,29,0.023670386148240654,0.0065028319772522745
29,2020-02-20,0,92.08182281118457,1.1919746974519005,False,30,0.02544276263882511,0.0065028319772522745
30,2020-02-21,0,92.08182281118457,1.1919746974519005,False,31,0.027346312441503522,0.0065028319772522745
31,2020-02-22,0,92.08182281118457,1.1919746974519005,False,32,0.02939050528960625,0.0065028319772522745
32,2020-02-23,0,92.08182281118457,1.1919746974519005,False,33,0.03158545766448692,0.0065028319772522745
33,2020-02-24,0,92.08182281118457,1.1919746974519005,False,34,0.033941971230934086,0.0065028319772522745
34,2020-02-25,0,92.08182281118457,1.1919746974519005,False,35,0.03647157264308298,0.0065028319772522745
35,2020-02-26,0,92.08182281118457,1.1919746974519005,False,36,0.039186554609298055,0.0065028319772522745
36,2020-02-27,0,92.08182281118457,1.1919746974519005,False,37,0.042100018068296184,0.0065028319772522745
37,2020-02-28,0,92.08182281118457,1.1919746974519005,False,38,0.04522591528682968,0.0065028319772522745
38,2020-02-29,0,92.08182281118457,1.1919746974519005,False,39,0.048579093640924526,0.0065028319772522745
39,2020-03-01,0,92.08182281118457,1.1919746974519005,False,40,0.05217533978733646,0.0065028319772522745
40,2020-03-02,0,92.08182281118457,1.1919746974519005,False,41,0.05603142386889976,0.0065028319772522745
41,2020-03-03,0,92.08182281118457,1.1919746974519005,False,42,0.06016514332616964,0.0065028319772522745
42,2020-03-04,0,92.08182281118457,1.1919746974519005,False,43,0.06459536580760374,0.0065028319772522745
43,2020-03-05,0,92.08182281118457,1.1919746974519005,False,44,0.0693420705809614,0.0065028319772522745
44,2020-03-06,0,92.08182281118457,1.1919746974519005,False,45,0.07442638774919368,0.0065028319772522745
45,2020-03-07,0,92.08182281118457,1.1919746974519005,False,46,0.07987063446457976,0.0065028319772522745
46,2020-03-08,0,92.08182281118457,1.1919746974519005,False,47,0.08569834721516557,0.0065028319772522745
47,2020-03-09,0,92.08182281118457,1.1919746974519005,False,48,0.09193430912788485,0.0065028319772522745
48,2020-03-10,0,92.08182281118457,1.1919746974519005,False,49,0.0986045710936578,0.0065028319772522745
49,2020-03-11,0,92.08182281118457,1.1919746974519005,False,50,0.10573646537227091,0.0065028319772522745
50,2020-03-12,0,92.08182281118457,1.1919746974519005,False,51,0.1133586101805135,0.0065028319772522745
51,2020-03-13,0,92.08182281118457,1.1919746974519005,False,52,0.12150090360811164,0.0065028319772522745
52,2020-03-14,0,92.08182281118457,1.1919746974519005,False,53,0.13019450504548677,0.0065028319772522745
53,2020-03-15,0,92.08182281118457,1.1919746974519005,False,54,0.13947180214924487,0.0065028319772522745
54,2020-03-16,0,92.08182281118457,1.1919746974519005,False,55,0.14936636122059066,0.0065028319772522745
55,2020-03-17,0,92.08182281118457,1.1919746974519005,False,56,0.15991285873480057,0.0065028319772522745
56,2020-03-18,0,92.08182281118457,1.1919746974519005,False,57,0.17114699164401773,0.0065028319772522745
57,2020-03-19,0,92.08182281118457,1.1919746974519005,False,58,0.18310536398989824,0.0065028319772522745
58,2020-03-20,0,92.08182281118457,1.1919746974519005,False,59,0.19582534731745838,0.0065028319772522745
59,2020-03-21,0,92.08182281118457,1.1919746974519005,False,60,0.2093449123886623,0.0065028319772522745
60,2020-03-22,0,92.08182281118457,1.1919746974519005,False,61,0.22370242976704674,0.0065028319772522745
61,2020-03-23,0,92.08182281118457,1.1919746974519005,False,62,0.23893643699727496,0.0065028319772522745
62,2020-03-24,0,92.08182281118457,1.1919746974519005,False,63,0.2550853703510433,0.0065028319772522745
63,2020-03-25,0,92.08182281118457,1.1919746974519005,False,64,0.27218725946853906,0.0065028319772522745
64,2020-03-26,0,92.08182281118457,1.1919746974519005,False,65,0.29027938370757006,0.0065028319772522745
65,2020-03-27,0,92.08182281118457,1.1919746974519005,False,66,0.3093978896341119,0.0065028319772522745
66,2020-03-28,0,92.08182281118457,1.1919746974519005,False,67,0.329577369859385,0.0065028319772522745
67,2020-03-29,0,92.08182281118457,1.1919746974519005,False,68,0.3508504043569679,0.0065028319772522745
68,2020-03-30,0,92.08182281118457,1.1919746974519005,False,69,0.37324706648080397,0.0065028319772522745
69,2020-03-31,0,92.08182281118457,1.1919746974519005,False,70,0.39679439714622516,0.0065028319772522745
70,2020-04-01,0,92.08182281118457,1.1919746974519005,False,71,0.42151585201763225,0.0065028319772522745
71,2020-04-02,0,92.08182281118457,1.1919746974519005,False,72,0.44743072804432543,0.0065028319772522745
72,2020-04-03,0,92.08182281118457,1.1919746974519005,False,73,0.47455357726462566,0.0065028319772522745
73,2020-04-04,0,92.08182281118457,1.1919746974519005,False,74,0.5028936174098549,0.0065028319772522745
74,2020-04-05,1,92.08182281118457,1.1919746974519005,False,75,0.5324541504230693,0.0065028319772522745
75,2020-04-06,1,92.08182281118457,1.1919746974519005,False,76,0.5632320014896545,0.0065028319772522745
76,2020-04-07,1,92.08182281118457,1.1919746974519005,False,77,0.5952169924743311,0.0065028319772522745
77,2020-04-08,1,92.08182281118457,1.1919746974519005,False,78,0.6283914646805785,0.0065028319772522745
78,2020-04-09,1,92.08182281118457,1.1919746974519005,False,79,0.6627298664992695,0.0065028319772522745
79,2020-04-10,1,92.08182281118457,1.1919746974519005,False,80,0.6981984217007963,0.0065028319772522745
80,2020-04-11,1,92.08182281118457,1.1919746974519005,False,81,0.7347548937652623,0.0065028319772522745
81,2020-04-12,1,92.08182281118457,1.1919746974519005,False,82,0.7723484606705687,0.0065028319772522745
82,2020-04-13,1,92.08182281118457,1.1919746974519005,False,83,0.8109197129242707,0.0065028319772522745
83,2020-04-14,1,92.08182281118457,1.1919746974519005,False,84,0.8504007853186587,0.0065028319772522745
84,2020-04-15,1,92.08182281118457,1.1919746974519005,False,85,0.8907156299333587,0.0065028319772522745
