,Report_Date,France_st martin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,0,73.94457906193531,24.443211605397785,True,44,0.4574112104082299,45.17721946648867
44,2020-03-06,0,73.94457906193531,24.443211605397785,True,45,0.5336308923156722,45.17721946648867
45,2020-03-07,0,73.94457906193531,24.443211605397785,True,46,0.6223880447770439,45.17721946648867
46,2020-03-08,0,73.94457906193531,24.443211605397785,True,47,0.7256863350879235,45.17721946648867
47,2020-03-09,2,73.94457906193531,24.443211605397785,True,48,0.8458286753278824,45.17721946648867
48,2020-03-10,2,73.94457906193531,24.443211605397785,True,49,0.9854544096703436,45.17721946648867
49,2020-03-11,2,73.94457906193531,24.443211605397785,True,50,1.147578372858469,45.17721946648867
50,2020-03-12,2,73.94457906193531,24.443211605397785,True,51,1.335630773720363,45.17721946648867
51,2020-03-13,2,73.94457906193531,24.443211605397785,True,52,1.5534963152447652,45.17721946648867
52,2020-03-14,2,73.94457906193531,24.443211605397785,True,53,1.8055502623340498,45.17721946648867
53,2020-03-15,2,73.94457906193531,24.443211605397785,True,54,2.096688290334504,45.17721946648867
54,2020-03-16,2,73.94457906193531,24.443211605397785,True,55,2.432345884024768,45.17721946648867
55,2020-03-17,2,73.94457906193531,24.443211605397785,True,56,2.8185018225860605,45.17721946648867
56,2020-03-18,3,73.94457906193531,24.443211605397785,True,57,3.261658933318123,45.17721946648867
57,2020-03-19,4,73.94457906193531,24.443211605397785,True,58,3.7687939345408714,45.17721946648867
58,2020-03-20,4,73.94457906193531,24.443211605397785,True,59,4.3472670047066,45.17721946648867
59,2020-03-21,4,73.94457906193531,24.443211605397785,True,60,5.0046809999965305,45.17721946648867
60,2020-03-22,5,73.94457906193531,24.443211605397785,True,61,5.748680401196188,45.17721946648867
61,2020-03-23,8,73.94457906193531,24.443211605397785,True,62,6.586681614718711,45.17721946648867
62,2020-03-24,8,73.94457906193531,24.443211605397785,True,63,7.525529756996468,45.17721946648867
63,2020-03-25,11,73.94457906193531,24.443211605397785,True,64,8.571083050551662,45.17721946648867
64,2020-03-26,11,73.94457906193531,24.443211605397785,True,65,9.727734773621606,45.17721946648867
65,2020-03-27,11,73.94457906193531,24.443211605397785,True,66,10.997894195702441,45.17721946648867
66,2020-03-28,11,73.94457906193531,24.443211605397785,True,67,12.381461231839296,45.17721946648867
67,2020-03-29,11,73.94457906193531,24.443211605397785,True,68,13.875342848668579,45.17721946648867
68,2020-03-30,15,73.94457906193531,24.443211605397785,True,69,15.473069781089126,45.17721946648867
69,2020-03-31,15,73.94457906193531,24.443211605397785,True,70,17.16457645433586,45.17721946648867
70,2020-04-01,15,73.94457906193531,24.443211605397785,True,71,18.936201847907583,45.17721946648867
71,2020-04-02,22,73.94457906193531,24.443211605397785,True,72,20.770952305573513,45.17721946648867
72,2020-04-03,22,73.94457906193531,24.443211605397785,True,73,22.649039307438965,45.17721946648867
73,2020-04-04,24,73.94457906193531,24.443211605397785,True,74,24.548669428350273,45.17721946648867
74,2020-04-05,32,73.94457906193531,24.443211605397785,True,75,26.447026493881474,45.17721946648867
75,2020-04-06,32,73.94457906193531,24.443211605397785,True,76,28.321355248727652,45.17721946648867
76,2020-04-07,32,73.94457906193531,24.443211605397785,True,77,30.15003891443452,45.17721946648867
77,2020-04-08,32,73.94457906193531,24.443211605397785,True,78,31.913564046405774,45.17721946648867
78,2020-04-09,32,73.94457906193531,24.443211605397785,True,79,33.59528484315453,45.17721946648867
79,2020-04-10,32,73.94457906193531,24.443211605397785,True,80,35.18193087062526,45.17721946648867
