,Report_Date,France_st martin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.94457906193531,24.443211605397785,True,1,0.0005712173597940082,45.17721946648867
1,2020-01-23,0,73.94457906193531,24.443211605397785,True,2,0.0006674500218603866,45.17721946648867
2,2020-01-24,0,73.94457906193531,24.443211605397785,True,3,0.0007798946868529907,45.17721946648867
3,2020-01-25,0,73.94457906193531,24.443211605397785,True,4,0.000911282443578722,45.17721946648867
4,2020-01-26,0,73.94457906193531,24.443211605397785,True,5,0.0010648044280397602,45.17721946648867
5,2020-01-27,0,73.94457906193531,24.443211605397785,True,6,0.001244189304979766,45.17721946648867
6,2020-01-28,0,73.94457906193531,24.443211605397785,True,7,0.0014537937943324326,45.17721946648867
7,2020-01-29,0,73.94457906193531,24.443211605397785,True,8,0.001698708437147529,45.17721946648867
8,2020-01-30,0,73.94457906193531,24.443211605397785,True,9,0.0019848811641531763,45.17721946648867
9,2020-01-31,0,73.94457906193531,24.443211605397785,True,10,0.002319261660376295,45.17721946648867
10,2020-02-01,0,73.94457906193531,24.443211605397785,True,11,0.002709970021425163,45.17721946648867
11,2020-02-02,0,73.94457906193531,24.443211605397785,True,12,0.0031664937830477233,45.17721946648867
12,2020-02-03,0,73.94457906193531,24.443211605397785,True,13,0.003699918089256139,45.17721946648867
13,2020-02-04,0,73.94457906193531,24.443211605397785,True,14,0.004323194561719988,45.17721946648867
14,2020-02-05,0,73.94457906193531,24.443211605397785,True,15,0.005051455362911196,45.17721946648867
15,2020-02-06,0,73.94457906193531,24.443211605397785,True,16,0.005902380029214559,45.17721946648867
16,2020-02-07,0,73.94457906193531,24.443211605397785,True,17,0.006896623912853325,45.17721946648867
17,2020-02-08,0,73.94457906193531,24.443211605397785,True,18,0.008058318541821208,45.17721946648867
18,2020-02-09,0,73.94457906193531,24.443211605397785,True,19,0.009415655918227555,45.17721946648867
19,2020-02-10,0,73.94457906193531,24.443211605397785,True,20,0.011001570765641197,45.17721946648867
20,2020-02-11,0,73.94457906193531,24.443211605397785,True,21,0.012854537048763394,45.17721946648867
21,2020-02-12,0,73.94457906193531,24.443211605397785,True,22,0.015019497773787522,45.17721946648867
22,2020-02-13,0,73.94457906193531,24.443211605397785,True,23,0.0175489501915253,45.17721946648867
23,2020-02-14,0,73.94457906193531,24.443211605397785,True,24,0.020504212131430104,45.17721946648867
24,2020-02-15,0,73.94457906193531,24.443211605397785,True,25,0.02395689936427291,45.17721946648867
25,2020-02-16,0,73.94457906193531,24.443211605397785,True,26,0.027990648703450974,45.17721946648867
26,2020-02-17,0,73.94457906193531,24.443211605397785,True,27,0.032703127096333544,45.17721946648867
27,2020-02-18,0,73.94457906193531,24.443211605397785,True,28,0.03820837332107605,45.17721946648867
28,2020-02-19,0,73.94457906193531,24.443211605397785,True,29,0.04463952618954183,45.17721946648867
29,2020-02-20,0,73.94457906193531,24.443211605397785,True,30,0.05215200146424672,45.17721946648867
30,2020-02-21,0,73.94457906193531,24.443211605397785,True,31,0.06092718912513583,45.17721946648867
31,2020-02-22,0,73.94457906193531,24.443211605397785,True,32,0.0711767532595566,45.17721946648867
32,2020-02-23,0,73.94457906193531,24.443211605397785,True,33,0.08314762876488604,45.17721946648867
33,2020-02-24,0,73.94457906193531,24.443211605397785,True,34,0.09712782228111043,45.17721946648867
34,2020-02-25,0,73.94457906193531,24.443211605397785,True,35,0.11345313928566979,45.17721946648867
35,2020-02-26,0,73.94457906193531,24.443211605397785,True,36,0.13251497497171338,45.17721946648867
36,2020-02-27,0,73.94457906193531,24.443211605397785,True,37,0.15476932314847516,45.17721946648867
37,2020-02-28,0,73.94457906193531,24.443211605397785,True,38,0.18074717451323552,45.17721946648867
38,2020-02-29,0,73.94457906193531,24.443211605397785,True,39,0.2110664925430455,45.17721946648867
39,2020-03-01,0,73.94457906193531,24.443211605397785,True,40,0.2464459708603536,45.17721946648867
40,2020-03-02,0,73.94457906193531,24.443211605397785,True,41,0.28772078864460254,45.17721946648867
41,2020-03-03,0,73.94457906193531,24.443211605397785,True,42,0.33586058820158715,45.17721946648867
42,2020-03-04,0,73.94457906193531,24.443211605397785,True,43,0.39198989794928424,45.17721946648867
