,Report_Date,Liberia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,92.16810107619519,75.20388529619453,False,1,0.0017210440539507277,44.434727206032385
1,2020-01-23,0,92.16810107619519,75.20388529619453,False,2,0.00194981364899962,44.434727206032385
2,2020-01-24,0,92.16810107619519,75.20388529619453,False,3,0.0022089919711547985,44.434727206032385
3,2020-01-25,0,92.16810107619519,75.20388529619453,False,4,0.0025026209111949963,44.434727206032385
4,2020-01-26,0,92.16810107619519,75.20388529619453,False,5,0.0028352795671731774,44.434727206032385
5,2020-01-27,0,92.16810107619519,75.20388529619453,False,6,0.003212155634400132,44.434727206032385
6,2020-01-28,0,92.16810107619519,75.20388529619453,False,7,0.0036391262796248995,44.434727206032385
7,2020-01-29,0,92.16810107619519,75.20388529619453,False,8,0.004122849758574299,44.434727206032385
8,2020-01-30,0,92.16810107619519,75.20388529619453,False,9,0.004670869202953607,44.434727206032385
9,2020-01-31,0,92.16810107619519,75.20388529619453,False,10,0.005291730192017088,44.434727206032385
10,2020-02-01,0,92.16810107619519,75.20388529619453,False,11,0.005995113937789131,44.434727206032385
11,2020-02-02,0,92.16810107619519,75.20388529619453,False,12,0.006791988155227582,44.434727206032385
12,2020-02-03,0,92.16810107619519,75.20388529619453,False,13,0.007694777962766466,44.434727206032385
13,2020-02-04,0,92.16810107619519,75.20388529619453,False,14,0.008717559468926814,44.434727206032385
14,2020-02-05,0,92.16810107619519,75.20388529619453,False,15,0.009876279051745773,44.434727206032385
15,2020-02-06,0,92.16810107619519,75.20388529619453,False,16,0.011189001734948722,44.434727206032385
16,2020-02-07,0,92.16810107619519,75.20388529619453,False,17,0.012676192514049962,44.434727206032385
17,2020-02-08,0,92.16810107619519,75.20388529619453,False,18,0.01436103499363726,44.434727206032385
18,2020-02-09,0,92.16810107619519,75.20388529619453,False,19,0.016269792271534647,44.434727206032385
19,2020-02-10,0,92.16810107619519,75.20388529619453,False,20,0.018432215654837866,44.434727206032385
20,2020-02-11,0,92.16810107619519,75.20388529619453,False,21,0.020882007526505108,44.434727206032385
21,2020-02-12,0,92.16810107619519,75.20388529619453,False,22,0.023657345509937498,44.434727206032385
22,2020-02-13,0,92.16810107619519,75.20388529619453,False,23,0.026801476014737178,44.434727206032385
23,2020-02-14,0,92.16810107619519,75.20388529619453,False,24,0.03036338630291803,44.434727206032385
24,2020-02-15,0,92.16810107619519,75.20388529619453,False,25,0.034398565406114044,44.434727206032385
25,2020-02-16,0,92.16810107619519,75.20388529619453,False,26,0.03896986556728515,44.434727206032385
26,2020-02-17,0,92.16810107619519,75.20388529619453,False,27,0.04414847739334186,44.434727206032385
27,2020-02-18,0,92.16810107619519,75.20388529619453,False,28,0.050015033608180555,44.434727206032385
28,2020-02-19,0,92.16810107619519,75.20388529619453,False,29,0.056660858211027926,44.434727206032385
29,2020-02-20,0,92.16810107619519,75.20388529619453,False,30,0.06418937999700668,44.434727206032385
30,2020-02-21,0,92.16810107619519,75.20388529619453,False,31,0.07271773181184189,44.434727206032385
31,2020-02-22,0,92.16810107619519,75.20388529619453,False,32,0.08237855961910293,44.434727206032385
32,2020-02-23,0,92.16810107619519,75.20388529619453,False,33,0.09332206848677331,44.434727206032385
33,2020-02-24,0,92.16810107619519,75.20388529619453,False,34,0.1057183359824395,44.434727206032385
34,2020-02-25,0,92.16810107619519,75.20388529619453,False,35,0.11975992723650286,44.434727206032385
35,2020-02-26,0,92.16810107619519,75.20388529619453,False,36,0.13566485012473856,44.434727206032385
36,2020-02-27,0,92.16810107619519,75.20388529619453,False,37,0.1536798936692072,44.434727206032385
37,2020-02-28,0,92.16810107619519,75.20388529619453,False,38,0.17408439789231228,44.434727206032385
38,2020-02-29,0,92.16810107619519,75.20388529619453,False,39,0.19719450901159014,44.434727206032385
39,2020-03-01,0,92.16810107619519,75.20388529619453,False,40,0.22336798005550315,44.434727206032385
40,2020-03-02,0,92.16810107619519,75.20388529619453,False,41,0.25300958372650656,44.434727206032385
41,2020-03-03,0,92.16810107619519,75.20388529619453,False,42,0.2865772116364064,44.434727206032385
42,2020-03-04,0,92.16810107619519,75.20388529619453,False,43,0.32458874186989656,44.434727206032385
43,2020-03-05,0,92.16810107619519,75.20388529619453,False,44,0.3676297651466862,44.434727206032385
44,2020-03-06,0,92.16810107619519,75.20388529619453,False,45,0.4163622685642746,44.434727206032385
45,2020-03-07,0,92.16810107619519,75.20388529619453,False,46,0.4715343848746373,44.434727206032385
46,2020-03-08,0,92.16810107619519,75.20388529619453,False,47,0.5339913242736878,44.434727206032385
47,2020-03-09,0,92.16810107619519,75.20388529619453,False,48,0.604687614468535,44.434727206032385
48,2020-03-10,0,92.16810107619519,75.20388529619453,False,49,0.6847007829256935,44.434727206032385
49,2020-03-11,0,92.16810107619519,75.20388529619453,False,50,0.7752466221374567,44.434727206032385
50,2020-03-12,0,92.16810107619519,75.20388529619453,False,51,0.8776961837300649,44.434727206032385
51,2020-03-13,0,92.16810107619519,75.20388529619453,False,52,0.9935946492963704,44.434727206032385
52,2020-03-14,0,92.16810107619519,75.20388529619453,False,53,1.124682223693242,44.434727206032385
53,2020-03-15,0,92.16810107619519,75.20388529619453,False,54,1.2729171885622967,44.434727206032385
54,2020-03-16,1,92.16810107619519,75.20388529619453,False,55,1.440501237931443,44.434727206032385
55,2020-03-17,1,92.16810107619519,75.20388529619453,False,56,1.6299071913217038,44.434727206032385
56,2020-03-18,2,92.16810107619519,75.20388529619453,False,57,1.8439091395776996,44.434727206032385
57,2020-03-19,2,92.16810107619519,75.20388529619453,False,58,2.085615020692141,44.434727206032385
58,2020-03-20,2,92.16810107619519,75.20388529619453,False,59,2.3585015424157962,44.434727206032385
59,2020-03-21,3,92.16810107619519,75.20388529619453,False,60,2.6664512597539645,44.434727206032385
60,2020-03-22,3,92.16810107619519,75.20388529619453,False,61,3.013791471948084,44.434727206032385
61,2020-03-23,3,92.16810107619519,75.20388529619453,False,62,3.4053344177527753,44.434727206032385
62,2020-03-24,3,92.16810107619519,75.20388529619453,False,63,3.846418011565698,44.434727206032385
63,2020-03-25,3,92.16810107619519,75.20388529619453,False,64,4.342946067716351,44.434727206032385
64,2020-03-26,3,92.16810107619519,75.20388529619453,False,65,4.901426597698168,44.434727206032385
65,2020-03-27,3,92.16810107619519,75.20388529619453,False,66,5.529006328304682,44.434727206032385
66,2020-03-28,3,92.16810107619519,75.20388529619453,False,67,6.233499073179432,44.434727206032385
67,2020-03-29,3,92.16810107619519,75.20388529619453,False,68,7.023404996669302,44.434727206032385
68,2020-03-30,3,92.16810107619519,75.20388529619453,False,69,7.90791714513002,44.434727206032385
69,2020-03-31,3,92.16810107619519,75.20388529619453,False,70,8.89691090622904,44.434727206032385
70,2020-04-01,6,92.16810107619519,75.20388529619453,False,71,10.000911326193933,44.434727206032385
71,2020-04-02,6,92.16810107619519,75.20388529619453,False,72,11.23103252384577,44.434727206032385
72,2020-04-03,7,92.16810107619519,75.20388529619453,False,73,12.598882869853183,44.434727206032385
73,2020-04-04,10,92.16810107619519,75.20388529619453,False,74,14.116429261254417,44.434727206032385
74,2020-04-05,13,92.16810107619519,75.20388529619453,False,75,15.795813858526438,44.434727206032385
75,2020-04-06,14,92.16810107619519,75.20388529619453,False,76,17.649117239250362,44.434727206032385
76,2020-04-07,14,92.16810107619519,75.20388529619453,False,77,19.688063254204675,44.434727206032385
77,2020-04-08,31,92.16810107619519,75.20388529619453,False,78,21.923663147129663,44.434727206032385
78,2020-04-09,31,92.16810107619519,75.20388529619453,False,79,24.36579988951238,44.434727206032385
79,2020-04-10,37,92.16810107619519,75.20388529619453,False,80,27.022758285793678,44.434727206032385
