,Report_Date,Bulgaria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
85,2020-04-16,800,97.02664125969537,1343.0194062458336,True,86,830.8809660496926,2235.0795060834193
86,2020-04-17,846,97.02664125969537,1343.0194062458336,True,87,873.2538729365941,2235.0795060834193
87,2020-04-18,878,97.02664125969537,1343.0194062458336,True,88,916.7198861467607,2235.0795060834193
88,2020-04-19,894,97.02664125969537,1343.0194062458336,True,89,961.2022408113455,2235.0795060834193
89,2020-04-20,929,97.02664125969537,1343.0194062458336,True,90,1006.6150362261255,2235.0795060834193
90,2020-04-21,975,97.02664125969537,1343.0194062458336,True,91,1052.8637146096257,2235.0795060834193
91,2020-04-22,1024,97.02664125969537,1343.0194062458336,True,92,1099.845701782448,2235.0795060834193
92,2020-04-23,1097,97.02664125969537,1343.0194062458336,True,93,1147.451204554804,2235.0795060834193
93,2020-04-24,1234,97.02664125969537,1343.0194062458336,True,94,1195.5641546016438,2235.0795060834193
94,2020-04-25,1247,97.02664125969537,1343.0194062458336,True,95,1244.0632836762209,2235.0795060834193
95,2020-04-26,1300,97.02664125969537,1343.0194062458336,True,96,1292.8233104068258,2235.0795060834193
96,2020-04-27,1363,97.02664125969537,1343.0194062458336,True,97,1341.7162148781936,2235.0795060834193
97,2020-04-28,1399,97.02664125969537,1343.0194062458336,True,98,1390.6125739385288,2235.0795060834193
98,2020-04-29,1447,97.02664125969537,1343.0194062458336,True,99,1439.3829278781072,2235.0795060834193
99,2020-04-30,1506,97.02664125969537,1343.0194062458336,True,100,1487.899147927493,2235.0795060834193
100,2020-05-01,1555,97.02664125969537,1343.0194062458336,True,101,1536.0357739919923,2235.0795060834193
101,2020-05-02,1594,97.02664125969537,1343.0194062458336,True,102,1583.6712931759203,2235.0795060834193
102,2020-05-03,1618,97.02664125969537,1343.0194062458336,True,103,1630.6893318895727,2235.0795060834193
103,2020-05-04,1652,97.02664125969537,1343.0194062458336,True,104,1676.9797375451217,2235.0795060834193
104,2020-05-05,1704,97.02664125969537,1343.0194062458336,True,105,1722.439529854495,2235.0795060834193
105,2020-05-06,1778,97.02664125969537,1343.0194062458336,True,106,1766.9737063243258,2235.0795060834193
106,2020-05-07,1829,97.02664125969537,1343.0194062458336,True,107,1810.4958914606466,2235.0795060834193
107,2020-05-08,1872,97.02664125969537,1343.0194062458336,True,108,1852.92882420539,2235.0795060834193
108,2020-05-09,1921,97.02664125969537,1343.0194062458336,True,109,1894.2046829965054,2235.0795060834193
