,Report_Date,Switzerland_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,0,0,69.02912594803102,15044.221632607034,True,29,92.30803111155454,30087.02923031471
29,2020-02-20,0,0,69.02912594803102,15044.221632607034,True,30,106.60617933495992,30087.02923031471
30,2020-02-21,0,0,69.02912594803102,15044.221632607034,True,31,123.10996439019074,30087.02923031471
31,2020-02-22,0,0,69.02912594803102,15044.221632607034,True,32,142.15659900516317,30087.02923031471
32,2020-02-23,0,0,69.02912594803102,15044.221632607034,True,33,164.13384294284015,30087.02923031471
33,2020-02-24,0,0,69.02912594803102,15044.221632607034,True,34,189.48724417870966,30087.02923031471
34,2020-02-25,1,1,69.02912594803102,15044.221632607034,True,35,218.7283050638456,30087.02923031471
35,2020-02-26,1,1,69.02912594803102,15044.221632607034,True,36,252.44365313456524,30087.02923031471
36,2020-02-27,8,8,69.02912594803102,15044.221632607034,True,37,291.3052887586985,30087.02923031471
37,2020-02-28,8,8,69.02912594803102,15044.221632607034,True,38,336.0819673713118,30087.02923031471
38,2020-02-29,18,18,69.02912594803102,15044.221632607034,True,39,387.6517500527615,30087.02923031471
39,2020-03-01,27,27,69.02912594803102,15044.221632607034,True,40,447.0157193443395,30087.02923031471
40,2020-03-02,42,42,69.02912594803102,15044.221632607034,True,41,515.3128033809036,30087.02923031471
41,2020-03-03,56,54,69.02912594803102,15044.221632607034,True,42,593.8355756582924,30087.02923031471
42,2020-03-04,90,87,69.02912594803102,15044.221632607034,True,43,684.0467941512751,30087.02923031471
43,2020-03-05,114,110,69.02912594803102,15044.221632607034,True,44,787.5963053461722,30087.02923031471
44,2020-03-06,214,210,69.02912594803102,15044.221632607034,True,45,906.337758811829,30087.02923031471
45,2020-03-07,268,264,69.02912594803102,15044.221632607034,True,46,1042.344349017663,30087.02923031471
46,2020-03-08,337,332,69.02912594803102,15044.221632607034,True,47,1197.922517113344,30087.02923031471
47,2020-03-09,374,369,69.02912594803102,15044.221632607034,True,48,1375.622202933659,30087.02923031471
48,2020-03-10,491,485,69.02912594803102,15044.221632607034,True,49,1578.2418383926845,30087.02923031471
49,2020-03-11,652,644,69.02912594803102,15044.221632607034,True,50,1808.8258281222293,30087.02923031471
50,2020-03-12,652,644,69.02912594803102,15044.221632607034,True,51,2070.651795270364,30087.02923031471
51,2020-03-13,1139,1124,69.02912594803102,15044.221632607034,True,52,2367.204421967082,30087.02923031471
52,2020-03-14,1359,1342,69.02912594803102,15044.221632607034,True,53,2702.1323516626007,30087.02923031471
53,2020-03-15,2200,2182,69.02912594803102,15044.221632607034,True,54,3079.184440400027,30087.02923031471
54,2020-03-16,2200,2182,69.02912594803102,15044.221632607034,True,55,3502.1217738466607,30087.02923031471
55,2020-03-17,2700,2669,69.02912594803102,15044.221632607034,True,56,3974.6024623078933,30087.02923031471
56,2020-03-18,3028,2985,69.02912594803102,15044.221632607034,True,57,4500.037457014641,30087.02923031471
57,2020-03-19,4075,4019,69.02912594803102,15044.221632607034,True,58,5081.417654111413,30087.02923031471
58,2020-03-20,5294,5225,69.02912594803102,15044.221632607034,True,59,5721.115465599088,30087.02923031471
59,2020-03-21,6575,6485,69.02912594803102,15044.221632607034,True,60,6420.667816346432,30087.02923031471
60,2020-03-22,7474,7245,69.02912594803102,15044.221632607034,True,61,7180.551960426912,30087.02923031471
61,2020-03-23,8795,8544,69.02912594803102,15044.221632607034,True,62,7999.970135562404,30087.02923031471
62,2020-03-24,9877,9624,69.02912594803102,15044.221632607034,True,63,8876.663156489389,30087.02923031471
63,2020-03-25,10897,10613,69.02912594803102,15044.221632607034,True,64,9806.775629972988,30087.02923031471
64,2020-03-26,11811,11489,69.02912594803102,15044.221632607034,True,65,10784.795526678077,30087.02923031471
65,2020-03-27,12928,11167,69.02912594803102,15044.221632607034,True,66,11803.587515432788,30087.02923031471
66,2020-03-28,14076,12282,69.02912594803102,15044.221632607034,True,67,12854.532384825716,30087.02923031471
67,2020-03-29,14829,12934,69.02912594803102,15044.221632607034,True,68,13927.774435810801,30087.02923031471
68,2020-03-30,15922,13740,69.02912594803102,15044.221632607034,True,69,15012.566199668725,30087.02923031471
69,2020-03-31,16605,14349,69.02912594803102,15044.221632607034,True,70,16097.68724348295,30087.02923031471
70,2020-04-01,17768,14313,69.02912594803102,15044.221632607034,True,71,17171.903539829425,30087.02923031471
71,2020-04-02,18827,14278,69.02912594803102,15044.221632607034,True,72,18224.4280151647,30087.02923031471
72,2020-04-03,19606,14169,69.02912594803102,15044.221632607034,True,73,19245.34271873637,30087.02923031471
73,2020-04-04,20505,13424,69.02912594803102,15044.221632607034,True,74,20225.94860863482,30087.02923031471
74,2020-04-05,21100,13970,69.02912594803102,15044.221632607034,True,75,21159.019031808162,30087.02923031471
75,2020-04-06,21657,12836,69.02912594803102,15044.221632607034,True,76,22038.9454982473,30087.02923031471
76,2020-04-07,22253,12728,69.02912594803102,15044.221632607034,True,77,22861.776943834142,30087.02923031471
77,2020-04-08,23280,12585,69.02912594803102,15044.221632607034,True,78,23625.164282602942,30087.02923031471
78,2020-04-09,24051,12503,69.02912594803102,15044.221632607034,True,79,24328.229344599637,30087.02923031471
79,2020-04-10,24551,12449,69.02912594803102,15044.221632607034,True,80,24971.380839809313,30087.02923031471
80,2020-04-11,25107,11971,69.02912594803102,15044.221632607034,True,81,25556.10011296212,30087.02923031471
81,2020-04-12,25415,11609,69.02912594803102,15044.221632607034,True,82,26084.716991593905,30087.02923031471
82,2020-04-13,25688,10850,69.02912594803102,15044.221632607034,True,83,26560.19200723839,30087.02923031471
83,2020-04-14,25936,11062,69.02912594803102,15044.221632607034,True,84,26985.916653051223,30087.02923031471
84,2020-04-15,26336,9697,69.02912594803102,15044.221632607034,True,85,27365.538880542492,30087.02923031471
85,2020-04-16,26732,9551,69.02912594803102,15044.221632607034,True,86,27702.817212104183,30087.02923031471
86,2020-04-17,27078,9351,69.02912594803102,15044.221632607034,True,87,28001.503880555556,30087.02923031471
87,2020-04-18,27404,8936,69.02912594803102,15044.221632607034,True,88,28265.255333797595,30087.02923031471
88,2020-04-19,27740,8547,69.02912594803102,15044.221632607034,True,89,28497.567169428807,30087.02923031471
89,2020-04-20,27944,7915,69.02912594803102,15044.221632607034,True,90,28701.729936440992,30087.02923031471
90,2020-04-21,28063,7185,69.02912594803102,15044.221632607034,True,91,28880.802088724533,30087.02923031471
91,2020-04-22,28268,6859,69.02912594803102,15044.221632607034,True,92,29037.59654101126,30087.02923031471
92,2020-04-23,28496,6347,69.02912594803102,15044.221632607034,True,93,29174.677632512583,30087.02923031471
93,2020-04-24,28677,6088,69.02912594803102,15044.221632607034,True,94,29294.36574899382,30087.02923031471
94,2020-04-25,28894,5995,69.02912594803102,15044.221632607034,True,95,29398.747322192856,30087.02923031471
95,2020-04-26,29061,5651,69.02912594803102,15044.221632607034,True,96,29489.688372917804,30087.02923031471
96,2020-04-27,29164,5299,69.02912594803102,15044.221632607034,True,97,29568.85016634012,30087.02923031471
97,2020-04-28,29264,4965,69.02912594803102,15044.221632607034,True,98,29637.70589386521,30087.02923031471
98,2020-04-29,29407,5091,69.02912594803102,15044.221632607034,True,99,29697.557583306203,30087.02923031471
99,2020-04-30,29586,4449,69.02912594803102,15044.221632607034,True,100,29749.552671059904,30087.02923031471
100,2020-05-01,29705,4051,69.02912594803102,15044.221632607034,True,101,29794.69985258466,30087.02923031471
101,2020-05-02,29817,3855,69.02912594803102,15044.221632607034,True,102,29833.883967864364,30087.02923031471
102,2020-05-03,29905,3643,69.02912594803102,15044.221632607034,True,103,29867.87978396634,30087.02923031471
103,2020-05-04,29981,2997,69.02912594803102,15044.221632607034,True,104,29897.364614014154,30087.02923031471
104,2020-05-05,30009,2814,69.02912594803102,15044.221632607034,True,105,29922.929766844787,30087.02923031471
105,2020-05-06,30060,2555,69.02912594803102,15044.221632607034,True,106,29945.090859344404,30087.02923031471
106,2020-05-07,30126,2416,69.02912594803102,15044.221632607034,True,107,29964.29704810821,30087.02923031471
107,2020-05-08,30207,2284,69.02912594803102,15044.221632607034,True,108,29980.93925198666,30087.02923031471
108,2020-05-09,30251,2021,69.02912594803102,15044.221632607034,True,109,29995.35744489676,30087.02923031471
109,2020-05-10,30305,1872,69.02912594803102,15044.221632607034,True,110,30007.84710103601,30087.02923031471
110,2020-05-11,30344,1699,69.02912594803102,15044.221632607034,True,111,30018.664873897007,30087.02923031471
111,2020-05-12,30380,1713,69.02912594803102,15044.221632607034,True,112,30028.0335874139,30087.02923031471
112,2020-05-13,30413,1443,69.02912594803102,15044.221632607034,True,113,30036.146613045144,30087.02923031471
113,2020-05-14,30463,1491,69.02912594803102,15044.221632607034,True,114,30043.17170123959,30087.02923031471
114,2020-05-15,30514,1536,69.02912594803102,15044.221632607034,True,115,30049.25432999455,30087.02923031471
115,2020-05-16,30572,1293,69.02912594803102,15044.221632607034,True,116,30054.520627406735,30087.02923031471
116,2020-05-17,30587,1206,69.02912594803102,15044.221632607034,True,117,30059.07991944999,30087.02923031471
117,2020-05-18,30597,1111,69.02912594803102,15044.221632607034,True,118,30063.0269488233,30087.02923031471
118,2020-05-19,30618,1027,69.02912594803102,15044.221632607034,True,119,30066.443805677998,30087.02923031471
119,2020-05-20,30658,966,69.02912594803102,15044.221632607034,True,120,30069.401606397274,30087.02923031471
120,2020-05-21,30694,896,69.02912594803102,15044.221632607034,True,121,30071.96195237773,30087.02923031471
121,2020-05-22,30707,904,69.02912594803102,15044.221632607034,True,122,30074.17819694859,30087.02923031471
122,2020-05-23,30725,820,69.02912594803102,15044.221632607034,True,123,30076.09654514303,30087.02923031471
123,2020-05-24,30736,730,69.02912594803102,15044.221632607034,True,124,30077.757007984867,30087.02923031471
124,2020-05-25,30746,633,69.02912594803102,15044.221632607034,True,125,30079.194230244964,30087.02923031471
125,2020-05-26,30761,646,69.02912594803102,15044.221632607034,True,126,30080.438208226107,30087.02923031471
126,2020-05-27,30776,559,69.02912594803102,15044.221632607034,True,127,30081.51491202347,30087.02923031471
127,2020-05-28,30796,577,69.02912594803102,15044.221632607034,True,128,30082.446824850824,30087.02923031471
