,Report_Date,France_reunion_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,69.23349030250392,217.878587589265,True,1,0.0051458698998941435,435.75246578584586
1,2020-01-23,0,0,69.23349030250392,217.878587589265,True,2,0.0060768323891684135,435.75246578584586
2,2020-01-24,0,0,69.23349030250392,217.878587589265,True,3,0.007176216719671472,435.75246578584586
3,2020-01-25,0,0,69.23349030250392,217.878587589265,True,4,0.00847449124871836,435.75246578584586
4,2020-01-26,0,0,69.23349030250392,217.878587589265,True,5,0.01000763578075656,435.75246578584586
5,2020-01-27,0,0,69.23349030250392,217.878587589265,True,6,0.011818138367371096,435.75246578584586
6,2020-01-28,0,0,69.23349030250392,217.878587589265,True,7,0.013956172321260667,435.75246578584586
7,2020-01-29,0,0,69.23349030250392,217.878587589265,True,8,0.01648098599899625,435.75246578584586
8,2020-01-30,0,0,69.23349030250392,217.878587589265,True,9,0.019462543777780075,435.75246578584586
9,2020-01-31,0,0,69.23349030250392,217.878587589265,True,10,0.02298346357626928,435.75246578584586
10,2020-02-01,0,0,69.23349030250392,217.878587589265,True,11,0.027141304436578775,435.75246578584586
11,2020-02-02,0,0,69.23349030250392,217.878587589265,True,12,0.03205126731438179,435.75246578584586
12,2020-02-03,0,0,69.23349030250392,217.878587589265,True,13,0.037849383575387543,435.75246578584586
13,2020-02-04,0,0,69.23349030250392,217.878587589265,True,14,0.044696279072719655,435.75246578584586
14,2020-02-05,0,0,69.23349030250392,217.878587589265,True,15,0.05278161743585059,435.75246578584586
15,2020-02-06,0,0,69.23349030250392,217.878587589265,True,16,0.06232934475253454,435.75246578584586
16,2020-02-07,0,0,69.23349030250392,217.878587589265,True,17,0.07360387965422463,435.75246578584586
17,2020-02-08,0,0,69.23349030250392,217.878587589265,True,18,0.08691741848519659,435.75246578584586
18,2020-02-09,0,0,69.23349030250392,217.878587589265,True,19,0.10263855539819115,435.75246578584586
19,2020-02-10,0,0,69.23349030250392,217.878587589265,True,20,0.12120245262821644,435.75246578584586
20,2020-02-11,0,0,69.23349030250392,217.878587589265,True,21,0.14312283771760315,435.75246578584586
21,2020-02-12,0,0,69.23349030250392,217.878587589265,True,22,0.1690061530902011,435.75246578584586
22,2020-02-13,0,0,69.23349030250392,217.878587589265,True,23,0.19956824022566114,435.75246578584586
23,2020-02-14,0,0,69.23349030250392,217.878587589265,True,24,0.2356540070319582,435.75246578584586
24,2020-02-15,0,0,69.23349030250392,217.878587589265,True,25,0.27826060426378363,435.75246578584586
25,2020-02-16,0,0,69.23349030250392,217.878587589265,True,26,0.3285647265286802,435.75246578584586
26,2020-02-17,0,0,69.23349030250392,217.878587589265,True,27,0.3879547572166867,435.75246578584586
27,2020-02-18,0,0,69.23349030250392,217.878587589265,True,28,0.4580685963064982,435.75246578584586
28,2020-02-19,0,0,69.23349030250392,217.878587589265,True,29,0.5408381471587717,435.75246578584586
29,2020-02-20,0,0,69.23349030250392,217.878587589265,True,30,0.6385415946938577,435.75246578584586
30,2020-02-21,0,0,69.23349030250392,217.878587589265,True,31,0.7538647840388332,435.75246578584586
31,2020-02-22,0,0,69.23349030250392,217.878587589265,True,32,0.8899732064905054,435.75246578584586
32,2020-02-23,0,0,69.23349030250392,217.878587589265,True,33,1.0505963181382703,435.75246578584586
33,2020-02-24,0,0,69.23349030250392,217.878587589265,True,34,1.2401261537782349,435.75246578584586
34,2020-02-25,0,0,69.23349030250392,217.878587589265,True,35,1.4637324504349267,435.75246578584586
35,2020-02-26,0,0,69.23349030250392,217.878587589265,True,36,1.7274967528740888,435.75246578584586
36,2020-02-27,0,0,69.23349030250392,217.878587589265,True,37,2.038568224686002,435.75246578584586
37,2020-02-28,0,0,69.23349030250392,217.878587589265,True,38,2.405344112159238,435.75246578584586
38,2020-02-29,0,0,69.23349030250392,217.878587589265,True,39,2.8376779732073034,435.75246578584586
39,2020-03-01,0,0,69.23349030250392,217.878587589265,True,40,3.347118844815876,435.75246578584586
40,2020-03-02,0,0,69.23349030250392,217.878587589265,True,41,3.9471844154862574,435.75246578584586
41,2020-03-03,0,0,69.23349030250392,217.878587589265,True,42,4.653670904339274,435.75246578584586
42,2020-03-04,0,0,69.23349030250392,217.878587589265,True,43,5.485001603657404,435.75246578584586
43,2020-03-05,0,0,69.23349030250392,217.878587589265,True,44,6.462614753417703,435.75246578584586
44,2020-03-06,0,0,69.23349030250392,217.878587589265,True,45,7.611389371844989,435.75246578584586
45,2020-03-07,0,0,69.23349030250392,217.878587589265,True,46,8.960104595001276,435.75246578584586
46,2020-03-08,0,0,69.23349030250392,217.878587589265,True,47,10.541923649827915,435.75246578584586
47,2020-03-09,0,0,69.23349030250392,217.878587589265,True,48,12.394887411681687,435.75246578584586
48,2020-03-10,0,0,69.23349030250392,217.878587589265,True,49,14.562394156552664,435.75246578584586
49,2020-03-11,1,1,69.23349030250392,217.878587589265,True,50,17.093631198746262,435.75246578584586
50,2020-03-12,1,1,69.23349030250392,217.878587589265,True,51,20.04391029588369,435.75246578584586
51,2020-03-13,5,5,69.23349030250392,217.878587589265,True,52,23.474841941830586,435.75246578584586
52,2020-03-14,6,6,69.23349030250392,217.878587589265,True,53,27.454264366720704,435.75246578584586
53,2020-03-15,7,7,69.23349030250392,217.878587589265,True,54,32.0558224270945,435.75246578584586
54,2020-03-16,9,9,69.23349030250392,217.878587589265,True,55,37.35807200129079,435.75246578584586
55,2020-03-17,9,9,69.23349030250392,217.878587589265,True,56,43.44297104872152,435.75246578584586
56,2020-03-18,12,12,69.23349030250392,217.878587589265,True,57,50.393615193002546,435.75246578584586
57,2020-03-19,14,14,69.23349030250392,217.878587589265,True,58,58.29109166091347,435.75246578584586
58,2020-03-20,28,28,69.23349030250392,217.878587589265,True,59,67.21037025504498,435.75246578584586
59,2020-03-21,45,45,69.23349030250392,217.878587589265,True,60,77.2152332168592,435.75246578584586
60,2020-03-22,64,64,69.23349030250392,217.878587589265,True,61,88.35237360782546,435.75246578584586
61,2020-03-23,71,71,69.23349030250392,217.878587589265,True,62,100.64496275603531,435.75246578584586
62,2020-03-24,94,93,69.23349030250392,217.878587589265,True,63,114.0861870060178,435.75246578584586
63,2020-03-25,111,110,69.23349030250392,217.878587589265,True,64,128.63345102151843,435.75246578584586
64,2020-03-26,135,134,69.23349030250392,217.878587589265,True,65,144.20409059514972,435.75246578584586
65,2020-03-27,145,144,69.23349030250392,217.878587589265,True,66,160.67347361434213,435.75246578584586
66,2020-03-28,183,182,69.23349030250392,217.878587589265,True,67,177.87624065997673,435.75246578584586
67,2020-03-29,183,182,69.23349030250392,217.878587589265,True,68,195.61112194918024,435.75246578584586
68,2020-03-30,224,223,69.23349030250392,217.878587589265,True,69,213.6492893249559,435.75246578584586
69,2020-03-31,247,246,69.23349030250392,217.878587589265,True,70,231.74564241270593,435.75246578584586
70,2020-04-01,281,241,69.23349030250392,217.878587589265,True,71,249.65191213348396,435.75246578584586
71,2020-04-02,308,268,69.23349030250392,217.878587589265,True,72,267.13012519888497,435.75246578584586
72,2020-04-03,321,281,69.23349030250392,217.878587589265,True,73,283.9649040878695,435.75246578584586
73,2020-04-04,334,294,69.23349030250392,217.878587589265,True,74,299.97329803537815,435.75246578584586
74,2020-04-05,344,304,69.23349030250392,217.878587589265,True,75,315.01128936139867,435.75246578584586
75,2020-04-06,349,309,69.23349030250392,217.878587589265,True,76,328.9766757530878,435.75246578584586
76,2020-04-07,358,318,69.23349030250392,217.878587589265,True,77,341.80855863604614,435.75246578584586
77,2020-04-08,358,318,69.23349030250392,217.878587589265,True,78,353.48406531654086,435.75246578584586
78,2020-04-09,362,322,69.23349030250392,217.878587589265,True,79,364.01314686047067,435.75246578584586
79,2020-04-10,382,342,69.23349030250392,217.878587589265,True,80,373.4323286148768,435.75246578584586
80,2020-04-11,388,348,69.23349030250392,217.878587589265,True,81,381.7981885264922,435.75246578584586
81,2020-04-12,389,349,69.23349030250392,217.878587589265,True,82,389.1811584278888,435.75246578584586
82,2020-04-13,391,351,69.23349030250392,217.878587589265,True,83,395.6600399962648,435.75246578584586
83,2020-04-14,391,351,69.23349030250392,217.878587589265,True,84,401.3174399729986,435.75246578584586
84,2020-04-15,391,154,69.23349030250392,217.878587589265,True,85,406.23618046598324,435.75246578584586
85,2020-04-16,394,157,69.23349030250392,217.878587589265,True,86,410.49663658375323,435.75246578584586
86,2020-04-17,402,165,69.23349030250392,217.878587589265,True,87,414.1748919753719,435.75246578584586
87,2020-04-18,407,170,69.23349030250392,217.878587589265,True,88,417.3415746340471,435.75246578584586
88,2020-04-19,408,171,69.23349030250392,217.878587589265,True,89,420.06123074596115,435.75246578584586
89,2020-04-20,408,171,69.23349030250392,217.878587589265,True,90,422.3921044940345,435.75246578584586
90,2020-04-21,410,172,69.23349030250392,217.878587589265,True,91,424.38620952604583,435.75246578584586
91,2020-04-22,410,172,69.23349030250392,217.878587589265,True,92,426.0895983224923,435.75246578584586
92,2020-04-23,412,174,69.23349030250392,217.878587589265,True,93,427.5427558369725,435.75246578584586
93,2020-04-24,412,112,69.23349030250392,217.878587589265,True,94,428.7810618204008,435.75246578584586
94,2020-04-25,417,117,69.23349030250392,217.878587589265,True,95,429.8352814427424,435.75246578584586
95,2020-04-26,417,117,69.23349030250392,217.878587589265,True,96,430.7320560668482,435.75246578584586
96,2020-04-27,418,118,69.23349030250392,217.878587589265,True,97,431.49437552622896,435.75246578584586
97,2020-04-28,418,118,69.23349030250392,217.878587589265,True,98,432.1420203907668,435.75246578584586
98,2020-04-29,420,120,69.23349030250392,217.878587589265,True,99,432.6919678966574,435.75246578584586
99,2020-04-30,420,120,69.23349030250392,217.878587589265,True,100,433.158758876994,435.75246578584586
100,2020-05-01,422,122,69.23349030250392,217.878587589265,True,101,433.55482551595253,435.75246578584586
101,2020-05-02,423,123,69.23349030250392,217.878587589265,True,102,433.8907813611069,435.75246578584586
102,2020-05-03,423,123,69.23349030250392,217.878587589265,True,103,434.17567600387196,435.75246578584586
103,2020-05-04,424,124,69.23349030250392,217.878587589265,True,104,434.41721736286104,435.75246578584586
104,2020-05-05,424,124,69.23349030250392,217.878587589265,True,105,434.6219647193839,435.75246578584586
105,2020-05-06,425,125,69.23349030250392,217.878587589265,True,106,434.79549566225796,435.75246578584586
106,2020-05-07,427,73,69.23349030250392,217.878587589265,True,107,434.94254997588627,435.75246578584586
107,2020-05-08,426,72,69.23349030250392,217.878587589265,True,108,435.06715330465784,435.75246578584586
108,2020-05-09,431,77,69.23349030250392,217.878587589265,True,109,435.17272318526744,435.75246578584586
109,2020-05-10,436,82,69.23349030250392,217.878587589265,True,110,435.26215978165015,435.75246578584586
110,2020-05-11,436,82,69.23349030250392,217.878587589265,True,111,435.3379234012911,435.75246578584586
111,2020-05-12,437,83,69.23349030250392,217.878587589265,True,112,435.4021006269233,435.75246578584586
112,2020-05-13,439,85,69.23349030250392,217.878587589265,True,113,435.45646066998347,435.75246578584586
113,2020-05-14,440,86,69.23349030250392,217.878587589265,True,114,435.5025033446336,435.75246578584586
114,2020-05-15,441,87,69.23349030250392,217.878587589265,True,115,435.5414998746548,435.75246578584586
115,2020-05-16,443,89,69.23349030250392,217.878587589265,True,116,435.5745275798395,435.75246578584586
116,2020-05-17,443,89,69.23349030250392,217.878587589265,True,117,435.6024993426007,435.75246578584586
117,2020-05-18,446,92,69.23349030250392,217.878587589265,True,118,435.62618862791703,435.75246578584586
118,2020-05-19,446,92,69.23349030250392,217.878587589265,True,119,435.64625071876833,435.75246578584586
119,2020-05-20,447,35,69.23349030250392,217.878587589265,True,120,435.66324073314524,435.75246578584586
120,2020-05-21,449,37,69.23349030250392,217.878587589265,True,121,435.67762890585857,435.75246578584586
121,2020-05-22,449,37,69.23349030250392,217.878587589265,True,122,435.6898135471185,435.75246578584586
122,2020-05-23,452,40,69.23349030250392,217.878587589265,True,123,435.70013202873196,435.75246578584586
123,2020-05-24,452,40,69.23349030250392,217.878587589265,True,124,435.7088700964496,435.75246578584586
124,2020-05-25,456,44,69.23349030250392,217.878587589265,True,125,435.7162697622859,435.75246578584586
125,2020-05-26,459,47,69.23349030250392,217.878587589265,True,126,435.72253599248637,435.75246578584586
126,2020-05-27,460,48,69.23349030250392,217.878587589265,True,127,435.7278423743066,435.75246578584586
127,2020-05-28,465,53,69.23349030250392,217.878587589265,True,128,435.7323359170837,435.75246578584586
