,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,active_patients,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,306.84629621514966,158.67581189075895,459.69119582971985,1.0,0.020058662618752197,0.020266074497723163,295.4247411026101,133.2200756045724,444.553916610929,2020-05-28,1.0,14.325633710573321,True,128,991.1638551058853
1,2020-01-23,324.4453921100128,174.3520557896747,482.71346045501537,9.0,0.3475760798772836,0.3501811337531544,313.41618068883224,163.54817069213013,455.0228622315021,2020-05-28,9.0,14.325633710573321,True,128,991.1638551058853
2,2020-01-24,342.5032280877031,190.61569668288465,496.5429783522886,15.0,1.8412067166134078,1.8519368758985977,332.12721099367036,190.23402363196968,486.62247102823903,2020-05-28,15.0,14.325633710573321,True,128,991.1638551058853
3,2020-01-25,362.8162965704546,210.7185588038658,503.96694542648777,39.0,5.990627788599006,6.018400406408039,352.8119203853197,201.66646486074438,504.2010127956212,2020-05-28,39.0,14.325633710573321,True,128,991.1638551058853
4,2020-01-26,380.96418050090506,234.25462237399321,530.0124535772446,60.0,14.872787066809392,14.92781003442836,371.5439954821365,215.55897484376308,526.4700602775126,2020-05-28,60.0,14.325633710573321,True,128,991.1638551058853
5,2020-01-27,400.5244380491097,242.67857183701517,544.6554863596556,70.0,30.979539513066538,31.07009121552587,391.77958884375704,235.49798284501873,546.8891343641174,2020-05-28,70.0,14.325633710573321,True,128,991.1638551058853
6,2020-01-28,420.8512567379229,262.4229230636833,571.556867214292,106.0,56.857862592037414,56.98634953319028,412.8624961225897,259.2790352450707,558.0273926326261,2020-05-28,106.0,14.325633710573321,True,128,991.1638551058853
7,2020-01-29,423.71707627213755,279.4225364685429,577.6283531709543,152.0,94.55134962679917,94.71098396744542,415.79496589547244,259.3183814521885,567.8022978097928,2020-05-28,150.0,14.325633710573321,True,128,991.1638551058853
8,2020-01-30,443.29282436545765,284.77689079555523,604.2051313339074,200.0,144.94545841944725,145.1194401464519,436.0913475466041,283.63297398576657,597.6275380903242,2020-05-28,198.0,14.325633710573321,True,128,991.1638551058853
9,2020-01-31,463.06460676952184,309.0108073926036,603.0468962823136,237.0,207.25380116920525,207.41836797748093,456.82517985210256,314.0807658882198,610.4448010715238,2020-05-28,234.0,14.325633710573321,True,128,991.1638551058853
10,2020-02-01,484.81248724625874,346.17557205784203,632.376717477166,297.0,278.92407773825096,279.05488361763236,479.22699924312553,323.26281962470705,634.8800042971975,2020-05-28,292.0,14.325633710573321,True,128,991.1638551058853
11,2020-02-02,504.1020259523156,357.6573677999256,661.4551711775227,340.0,356.09214575040704,356.1712639727896,499.3525303948362,342.7045708335202,649.6011118588059,2020-05-28,333.0,14.325633710573321,True,128,991.1638551058853
12,2020-02-03,524.4994473010478,355.03519190874886,679.8738663505422,408.0,434.42956825659127,434.4498813117254,520.6296465981369,382.1162230399114,664.6182770581927,2020-05-28,394.0,14.325633710573321,True,128,991.1638551058853
13,2020-02-04,545.3505298601671,391.46991345467666,693.005027807033,480.0,510.02624181235575,509.991670118195,542.4038039027164,385.28967019612224,702.0604591426936,2020-05-28,460.0,14.325633710573321,True,128,991.1638551058853
14,2020-02-05,548.4224044312214,386.9190009937115,699.770516890167,530.0,579.9828402733729,579.9052647730591,545.6696931836608,392.89618906861216,695.0106248011602,2020-05-28,507.0,14.325633710573321,True,128,991.1638551058853
15,2020-02-06,567.8839031751669,413.76648209339777,718.9520402335612,591.0,642.5973060990327,642.4922923790926,565.9380017896455,403.7087111712848,718.9536552450628,2020-05-28,557.0,14.325633710573321,True,128,991.1638551058853
16,2020-02-07,587.2222940719379,434.0637650759337,743.4296060016306,665.0,697.2311464945126,697.1142740586241,586.2796903400134,435.8948144583927,742.4437396590322,2020-05-28,618.0,14.325633710573321,True,128,991.1638551058853
17,2020-02-08,608.2220861301262,455.41131732144004,758.0693587369299,733.0,744.0213681533983,743.9059557484251,607.9324588961789,444.8678176068704,753.8361076225968,2020-05-28,674.0,14.325633710573321,True,128,991.1638551058853
18,2020-02-09,626.4563240293048,468.7063060100291,782.6128051519654,779.0,783.5771126455497,783.4732876110883,626.9602209238417,481.2854820749203,788.7111791873,2020-05-28,706.0,14.325633710573321,True,128,991.1638551058853
19,2020-02-10,645.5017480680525,487.9659062183751,795.8048632132097,830.0,816.7348324642124,816.64951907848,646.8027252525109,501.2680462790691,800.7455356558527,2020-05-28,739.0,14.325633710573321,True,128,991.1638551058853
20,2020-02-11,664.7174148742688,510.48877425348553,824.856168731412,860.0,844.3915142307646,844.3288961142371,666.8207223244674,515.1831895512372,813.4412559514985,2020-05-28,751.0,14.325633710573321,True,128,991.1638551058853
21,2020-02-12,665.8862249692926,520.9213088586828,823.0328773061896,889.0,867.4063004979165,867.3684393185589,668.0272779793627,526.605923725701,813.9789989937477,2020-05-28,758.0,14.325633710573321,True,128,991.1638551058853
22,2020-02-13,683.1949583276066,530.2716403868812,830.8877064239946,910.0,886.5514928270379,886.5389253871826,685.9541389566499,531.7374526148474,848.6224938902155,2020-05-28,748.0,14.325633710573321,True,128,991.1638551058853
23,2020-02-14,700.1506630058511,539.3963294800301,860.4336581187088,934.0,902.4948821355855,902.5071193356481,703.6955698554591,546.0197294518515,855.6120431998469,2020-05-28,735.0,14.325633710573321,True,128,991.1638551058853
24,2020-02-15,718.5590437511514,559.9870659609777,870.6504998125426,950.0,915.7998459192601,915.8357558792961,722.5143508779181,581.674056686528,881.3116296514487,2020-05-28,723.0,14.325633710573321,True,128,991.1638551058853
25,2020-02-16,734.015528112229,578.7062969662852,876.0605070219254,962.0,926.9342778531562,926.9923634235322,738.5007700281108,581.7275054082556,884.7291247689054,2020-05-28,701.0,14.325633710573321,True,128,991.1638551058853
26,2020-02-17,750.1198980803676,600.0549385881967,903.8486430958552,973.0,936.2829963352624,936.3615870695601,755.1217646819197,609.582163892109,909.3900542289322,2020-05-28,687.0,14.325633710573321,True,128,991.1638551058853
27,2020-02-18,766.2545940183137,606.9848489287524,923.0526414658418,982.0,944.1606931185212,944.2580725881437,771.7656223596925,622.3771243207244,914.0106743232253,2020-05-28,615.0,14.325633710573321,True,128,991.1638551058853
28,2020-02-19,764.2258937538561,601.8784318760411,905.5988457590163,986.0,950.8239729246603,950.9384593618282,769.4728558038161,622.9236069869746,935.9098100393845,2020-05-28,567.0,14.325633710573321,True,128,991.1638551058853
29,2020-02-20,778.2436260727171,628.3577857411162,927.9447260116092,987.0,956.4818915701195,956.61188596457,783.8021663924654,624.7150157964544,926.4180742806672,2020-05-28,507.0,14.325633710573321,True,128,991.1638551058853
30,2020-02-21,791.8372693604126,635.885943966188,949.3072660216324,988.0,961.3048593270768,961.4488714770348,797.8739231911879,635.1721156437344,958.9646700545743,2020-05-28,443.0,14.325633710573321,True,128,991.1638551058853
31,2020-02-22,806.8340867100356,663.1222633853816,965.3364252038253,989.0,965.432000963976,965.5886610083517,812.9758522344708,660.4847502884589,967.2321416888614,2020-05-28,386.0,14.325633710573321,True,128,991.1638551058853
32,2020-02-23,818.8499774980445,662.559326938669,965.5088348775911,989.0,968.9771575768515,969.1452182630641,825.2217727004688,669.395397641511,977.3705478651431,2020-05-28,346.0,14.325633710573321,True,128,991.1638551058853
33,2020-02-24,831.5039346975714,672.3755827753922,984.4151381964432,989.0,972.0337398922491,972.2120731705315,838.1005357819379,693.375003199905,1001.5509503857286,2020-05-28,320.0,14.325633710573321,True,128,991.1638551058853
34,2020-02-25,844.1962142740124,693.7738301408162,999.188215237428,989.0,974.6786336653638,974.8662240170087,851.0205751125474,695.8255891930694,1002.4393269290731,2020-05-28,271.0,14.325633710573321,True,128,991.1638551058853
35,2020-02-26,838.7494183183118,686.1307859248074,1005.714088566717,989.0,976.9753345620464,977.1712706443466,845.04068132394,701.8550252733739,1001.2541219693444,2020-05-28,239.0,14.325633710573321,True,128,991.1638551058853
36,2020-02-27,849.388148667566,702.272953530371,1004.0648755261022,989.0,978.9764626403964,979.1799282653857,855.7359109922601,699.9157557460002,1000.9633268538176,2020-05-28,191.0,14.325633710573321,True,128,991.1638551058853
37,2020-02-28,859.6550787349682,700.9818524995297,998.6771452808102,990.0,980.7257801526766,980.9360452340794,866.2410526653313,725.4849253404071,1017.6749374973566,2020-05-28,163.0,14.325633710573321,True,128,991.1638551058853
38,2020-02-29,871.3890912140415,709.3015100662491,1027.3809573077156,990.0,982.2598129595095,982.4762248067766,877.8563392201874,713.3366594439394,1028.930961729585,2020-05-28,116.0,14.325633710573321,True,128,991.1638551058853
39,2020-03-01,880.2161577589034,711.8564226844362,1027.9223066269728,990.0,983.6091560109097,983.8311311809865,886.7062377895147,741.0179854564062,1052.125782207733,2020-05-28,111.0,14.325633710573321,True,128,991.1638551058853
40,2020-03-02,889.7638458974039,737.2084224355267,1044.7536716223003,990.0,984.7995270200987,985.026543828707,896.2884674333802,750.3540133116021,1064.9262988842302,2020-05-28,67.0,14.325633710573321,True,128,991.1638551058853
41,2020-03-03,899.4395555059399,745.4580109651827,1062.3692586135164,990.0,985.8526192516273,986.0842109769503,906.0186480280737,752.4794996011539,1057.9011813887398,2020-05-28,48.0,14.325633710573321,True,128,991.1638551058853
