,Report_Date,Austria_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,67.54654532819929,7871.100000905503,True,1,0.1866737734619483,15742.104087250755
1,2020-01-23,0,0,67.54654532819929,7871.100000905503,True,2,0.2213631775199573,15742.104087250755
2,2020-01-24,0,0,67.54654532819929,7871.100000905503,True,3,0.2624987719859139,15742.104087250755
3,2020-01-25,0,0,67.54654532819929,7871.100000905503,True,4,0.3112783824579744,15742.104087250755
4,2020-01-26,0,0,67.54654532819929,7871.100000905503,True,5,0.36912239572944167,15742.104087250755
5,2020-01-27,0,0,67.54654532819929,7871.100000905503,True,6,0.43771510542120795,15742.104087250755
6,2020-01-28,0,0,67.54654532819929,7871.100000905503,True,7,0.5190537355478904,15742.104087250755
7,2020-01-29,0,0,67.54654532819929,7871.100000905503,True,8,0.6155065666305707,15742.104087250755
8,2020-01-30,0,0,67.54654532819929,7871.100000905503,True,9,0.7298818528179015,15742.104087250755
9,2020-01-31,0,0,67.54654532819929,7871.100000905503,True,10,0.8655095309966198,15742.104087250755
10,2020-02-01,0,0,67.54654532819929,7871.100000905503,True,11,1.0263380929602024,15742.104087250755
11,2020-02-02,0,0,67.54654532819929,7871.100000905503,True,12,1.2170494298525953,15742.104087250755
12,2020-02-03,0,0,67.54654532819929,7871.100000905503,True,13,1.4431949766709726,15742.104087250755
13,2020-02-04,0,0,67.54654532819929,7871.100000905503,True,14,1.7113570981348976,15742.104087250755
14,2020-02-05,0,0,67.54654532819929,7871.100000905503,True,15,2.0293403827833725,15742.104087250755
15,2020-02-06,0,0,67.54654532819929,7871.100000905503,True,16,2.4063983697616584,15742.104087250755
16,2020-02-07,0,0,67.54654532819929,7871.100000905503,True,17,2.8535022458166996,15742.104087250755
17,2020-02-08,0,0,67.54654532819929,7871.100000905503,True,18,3.3836592458372787,15742.104087250755
18,2020-02-09,0,0,67.54654532819929,7871.100000905503,True,19,4.012289900590209,15742.104087250755
19,2020-02-10,0,0,67.54654532819929,7871.100000905503,True,20,4.757674936853208,15742.104087250755
20,2020-02-11,0,0,67.54654532819929,7871.100000905503,True,21,5.6414845902313875,15742.104087250755
21,2020-02-12,0,0,67.54654532819929,7871.100000905503,True,22,6.68940538796504,15742.104087250755
22,2020-02-13,0,0,67.54654532819929,7871.100000905503,True,23,7.931882152907865,15742.104087250755
23,2020-02-14,0,0,67.54654532819929,7871.100000905503,True,24,9.404996132235066,15742.104087250755
24,2020-02-15,0,0,67.54654532819929,7871.100000905503,True,25,11.151503833600525,15742.104087250755
25,2020-02-16,0,0,67.54654532819929,7871.100000905503,True,26,13.222065431591487,15742.104087250755
26,2020-02-17,0,0,67.54654532819929,7871.100000905503,True,27,15.67669656695892,15742.104087250755
27,2020-02-18,0,0,67.54654532819929,7871.100000905503,True,28,18.586483080197585,15742.104087250755
28,2020-02-19,0,0,67.54654532819929,7871.100000905503,True,29,22.035604776131738,15742.104087250755
29,2020-02-20,0,0,67.54654532819929,7871.100000905503,True,30,26.123721772567063,15742.104087250755
30,2020-02-21,0,0,67.54654532819929,7871.100000905503,True,31,30.968785386100272,15742.104087250755
31,2020-02-22,0,0,67.54654532819929,7871.100000905503,True,32,36.710344853458444,15742.104087250755
32,2020-02-23,0,0,67.54654532819929,7871.100000905503,True,33,43.51343141244331,15742.104087250755
33,2020-02-24,0,0,67.54654532819929,7871.100000905503,True,34,51.57311220443849,15742.104087250755
34,2020-02-25,2,2,67.54654532819929,7871.100000905503,True,35,61.119817786609055,15742.104087250755
35,2020-02-26,2,2,67.54654532819929,7871.100000905503,True,36,72.4255582041322,15742.104087250755
36,2020-02-27,3,3,67.54654532819929,7871.100000905503,True,37,85.81115269071861,15742.104087250755
37,2020-02-28,3,3,67.54654532819929,7871.100000905503,True,38,101.65460579633432,15742.104087250755
38,2020-02-29,9,9,67.54654532819929,7871.100000905503,True,39,120.40076610054423,15742.104087250755
39,2020-03-01,14,14,67.54654532819929,7871.100000905503,True,40,142.57239980258475,15742.104087250755
40,2020-03-02,18,18,67.54654532819929,7871.100000905503,True,41,168.7827963669973,15742.104087250755
41,2020-03-03,21,21,67.54654532819929,7871.100000905503,True,42,199.74999151369485,15742.104087250755
42,2020-03-04,29,29,67.54654532819929,7871.100000905503,True,43,236.31263672338392,15742.104087250755
43,2020-03-05,41,41,67.54654532819929,7871.100000905503,True,44,279.4474542945088,15742.104087250755
44,2020-03-06,55,55,67.54654532819929,7871.100000905503,True,45,330.28808034339073,15742.104087250755
45,2020-03-07,79,79,67.54654532819929,7871.100000905503,True,46,390.14489961492785,15742.104087250755
46,2020-03-08,104,104,67.54654532819929,7871.100000905503,True,47,460.5251975760566,15742.104087250755
47,2020-03-09,131,129,67.54654532819929,7871.100000905503,True,48,543.1525774486385,15742.104087250755
48,2020-03-10,182,178,67.54654532819929,7871.100000905503,True,49,639.9840939242015,15742.104087250755
49,2020-03-11,246,242,67.54654532819929,7871.100000905503,True,50,753.222928047781,15742.104087250755
50,2020-03-12,302,297,67.54654532819929,7871.100000905503,True,51,885.3236689966811,15742.104087250755
51,2020-03-13,504,497,67.54654532819929,7871.100000905503,True,52,1038.9864027880567,15742.104087250755
52,2020-03-14,655,648,67.54654532819929,7871.100000905503,True,53,1217.1349008849909,15742.104087250755
53,2020-03-15,860,853,67.54654532819929,7871.100000905503,True,54,1422.8733799741472,15742.104087250755
54,2020-03-16,1018,1009,67.54654532819929,7871.100000905503,True,55,1659.415776904522,15742.104087250755
55,2020-03-17,1332,1328,67.54654532819929,7871.100000905503,True,56,1929.981556189836,15742.104087250755
56,2020-03-18,1646,1633,67.54654532819929,7871.100000905503,True,57,2237.653141080705,15742.104087250755
57,2020-03-19,2013,1998,67.54654532819929,7871.100000905503,True,58,2585.1925840378913,15742.104087250755
58,2020-03-20,2388,2373,67.54654532819929,7871.100000905503,True,59,2974.819470405669,15742.104087250755
59,2020-03-21,2814,2797,67.54654532819929,7871.100000905503,True,60,3407.9584590114678,15742.104087250755
60,2020-03-22,3582,3557,67.54654532819929,7871.100000905503,True,61,3884.9730237314993,15742.104087250755
61,2020-03-23,4474,4444,67.54654532819929,7871.100000905503,True,62,4404.910884764834,15742.104087250755
62,2020-03-24,5283,5246,67.54654532819929,7871.100000905503,True,63,4965.294483437509,15742.104087250755
63,2020-03-25,5588,5549,67.54654532819929,7871.100000905503,True,64,5561.994136212246,15742.104087250755
64,2020-03-26,6909,6748,67.54654532819929,7871.100000905503,True,65,6189.219526716213,15742.104087250755
65,2020-03-27,7657,7374,67.54654532819929,7871.100000905503,True,66,6839.65508351962,15742.104087250755
66,2020-03-28,8271,7978,67.54654532819929,7871.100000905503,True,67,7504.746568329164,15742.104087250755
67,2020-03-29,8788,8223,67.54654532819929,7871.100000905503,True,68,8175.1225186821675,15742.104087250755
68,2020-03-30,9618,8874,67.54654532819929,7871.100000905503,True,69,8841.110153096963,15742.104087250755
69,2020-03-31,10180,8957,67.54654532819929,7871.100000905503,True,70,9493.287159101206,15742.104087250755
70,2020-04-01,10711,9129,67.54654532819929,7871.100000905503,True,71,10123.00361470665,15742.104087250755
71,2020-04-02,11129,9222,67.54654532819929,7871.100000905503,True,72,10722.814271268518,15742.104087250755
72,2020-04-03,11524,9334,67.54654532819929,7871.100000905503,True,73,11286.778771539048,15742.104087250755
73,2020-04-04,11781,9088,67.54654532819929,7871.100000905503,True,74,11810.611131274161,15742.104087250755
74,2020-04-05,12051,8849,67.54654532819929,7871.100000905503,True,75,12291.68377204071,15742.104087250755
75,2020-04-06,12297,8614,67.54654532819929,7871.100000905503,True,76,12728.910278576595,15742.104087250755
76,2020-04-07,12639,8350,67.54654532819929,7871.100000905503,True,77,13122.541958398273,15742.104087250755
77,2020-04-08,12942,8157,67.54654532819929,7871.100000905503,True,78,13473.91595763152,15742.104087250755
78,2020-04-09,13244,7709,67.54654532819929,7871.100000905503,True,79,13785.188879178859,15742.104087250755
79,2020-04-10,13555,7172,67.54654532819929,7871.100000905503,True,80,14059.082203556209,15742.104087250755
80,2020-04-11,13806,6865,67.54654532819929,7871.100000905503,True,81,14298.65689679586,15742.104087250755
81,2020-04-12,13945,6608,67.54654532819929,7871.100000905503,True,82,14507.126304231262,15742.104087250755
82,2020-04-13,14041,6330,67.54654532819929,7871.100000905503,True,83,14687.709835052096,15742.104087250755
83,2020-04-14,14226,6209,67.54654532819929,7871.100000905503,True,84,14843.525377743917,15742.104087250755
84,2020-04-15,14336,5845,67.54654532819929,7871.100000905503,True,85,14977.515704234067,15742.104087250755
85,2020-04-16,14476,5080,67.54654532819929,7871.100000905503,True,86,15092.4029311015,15742.104087250755
86,2020-04-17,14595,4460,67.54654532819929,7871.100000905503,True,87,15190.664957798437,15742.104087250755
87,2020-04-18,14671,4014,67.54654532819929,7871.100000905503,True,88,15274.528287672296,15742.104087250755
88,2020-04-19,14749,3796,67.54654532819929,7871.100000905503,True,89,15345.972442111417,15742.104087250755
89,2020-04-20,14795,3694,67.54654532819929,7871.100000905503,True,90,15406.742083721583,15742.104087250755
90,2020-04-21,14873,3411,67.54654532819929,7871.100000905503,True,91,15458.36383753429,15742.104087250755
91,2020-04-22,14925,3087,67.54654532819929,7871.100000905503,True,92,15502.16556949808,15742.104087250755
92,2020-04-23,15002,2786,67.54654532819929,7871.100000905503,True,93,15539.296521275583,15742.104087250755
93,2020-04-24,15071,2669,67.54654532819929,7871.100000905503,True,94,15570.747208084962,15742.104087250755
94,2020-04-25,15148,2509,67.54654532819929,7871.100000905503,True,95,15597.368374387552,15742.104087250755
95,2020-04-26,15225,2401,67.54654532819929,7871.100000905503,True,96,15619.888589038886,15742.104087250755
96,2020-04-27,15274,2363,67.54654532819929,7871.100000905503,True,97,15638.930266685355,15742.104087250755
97,2020-04-28,15357,2208,67.54654532819929,7871.100000905503,True,98,15655.024043900856,15742.104087250755
98,2020-04-29,15402,2043,67.54654532819929,7871.100000905503,True,99,15668.62153245104,15742.104087250755
99,2020-04-30,15452,1961,67.54654532819929,7871.100000905503,True,100,15680.106530904768,15742.104087250755
100,2020-05-01,15531,1832,67.54654532819929,7871.100000905503,True,101,15689.804809610428,15742.104087250755
101,2020-05-02,15558,1782,67.54654532819929,7871.100000905503,True,102,15697.992600468939,15742.104087250755
102,2020-05-03,15597,1771,67.54654532819929,7871.100000905503,True,103,15704.903927659136,15742.104087250755
103,2020-05-04,15621,1705,67.54654532819929,7871.100000905503,True,104,15710.736912648497,15742.104087250755
104,2020-05-05,15650,1582,67.54654532819929,7871.100000905503,True,105,15715.659179403034,15742.104087250755
105,2020-05-06,15684,1437,67.54654532819929,7871.100000905503,True,106,15719.812475749462,15742.104087250755
106,2020-05-07,15752,1445,67.54654532819929,7871.100000905503,True,107,15723.31661573458,15742.104087250755
107,2020-05-08,15774,1324,67.54654532819929,7871.100000905503,True,108,15726.272836488339,15742.104087250755
108,2020-05-09,15833,1290,67.54654532819929,7871.100000905503,True,109,15728.766652106475,15742.104087250755
109,2020-05-10,15871,1262,67.54654532819929,7871.100000905503,True,110,15730.870276767522,15742.104087250755
110,2020-05-11,15882,1201,67.54654532819929,7871.100000905503,True,111,15732.644679867792,15742.104087250755
111,2020-05-12,15961,1190,67.54654532819929,7871.100000905503,True,112,15734.141327469097,15742.104087250755
112,2020-05-13,15997,1069,67.54654532819929,7871.100000905503,True,113,15735.403656811106,15742.104087250755
113,2020-05-14,16058,1027,67.54654532819929,7871.100000905503,True,114,15736.468324003688,15742.104087250755
114,2020-05-15,16109,1010,67.54654532819929,7871.100000905503,True,115,15737.366259220877,15742.104087250755
115,2020-05-16,16201,1048,67.54654532819929,7871.100000905503,True,116,15738.123558691064,15742.104087250755
116,2020-05-17,16242,1050,67.54654532819929,7871.100000905503,True,117,15738.76223843801,15742.104087250755
117,2020-05-18,16269,1026,67.54654532819929,7871.100000905503,True,118,15739.300870995423,15742.104087250755
118,2020-05-19,16321,1011,67.54654532819929,7871.100000905503,True,119,15739.755123119381,15742.104087250755
119,2020-05-20,16353,838,67.54654532819929,7871.100000905503,True,120,15740.138209789005,15742.104087250755
120,2020-05-21,16404,820,67.54654532819929,7871.100000905503,True,121,15740.461277454287,15742.104087250755
121,2020-05-22,16436,796,67.54654532819929,7871.100000905503,True,122,15740.733727505192,15742.104087250755
122,2020-05-23,16486,810,67.54654532819929,7871.100000905503,True,123,15740.963489249123,15742.104087250755
123,2020-05-24,16503,800,67.54654532819929,7871.100000905503,True,124,15741.15725025183,15742.104087250755
124,2020-05-25,16539,760,67.54654532819929,7871.100000905503,True,125,15741.320650682386,15742.104087250755
125,2020-05-26,16557,732,67.54654532819929,7871.100000905503,True,126,15741.458447274068,15742.104087250755
126,2020-05-27,16591,718,67.54654532819929,7871.100000905503,True,127,15741.574651641968,15742.104087250755
127,2020-05-28,16628,674,67.54654532819929,7871.100000905503,True,128,15741.672646961084,15742.104087250755
