,Report_Date,UK_anguilla_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.24647385880048,1.5530284670796983,True,1,3.676784105466175e-05,3.106000944424576
1,2020-01-23,0,68.24647385880048,1.5530284670796983,True,2,4.352422465799903e-05,3.106000944424576
2,2020-01-24,0,68.24647385880048,1.5530284670796983,True,3,5.152212696009522e-05,3.106000944424576
3,2020-01-25,0,68.24647385880048,1.5530284670796983,True,4,6.09896748605116e-05,3.106000944424576
4,2020-01-26,0,68.24647385880048,1.5530284670796983,True,5,7.219690986324978e-05,3.106000944424576
5,2020-01-27,0,68.24647385880048,1.5530284670796983,True,6,8.54634878723306e-05,3.106000944424576
6,2020-01-28,0,68.24647385880048,1.5530284670796983,True,7,0.000101167792921026,3.106000944424576
7,2020-01-29,0,68.24647385880048,1.5530284670796983,True,8,0.0001197577242647896,3.106000944424576
8,2020-01-30,0,68.24647385880048,1.5530284670796983,True,9,0.0001417634637824141,3.106000944424576
9,2020-01-31,0,68.24647385880048,1.5530284670796983,True,10,0.00016781258681213137,3.106000944424576
10,2020-02-01,0,68.24647385880048,1.5530284670796983,True,11,0.00019864794596655873,3.106000944424576
11,2020-02-02,0,68.24647385880048,1.5530284670796983,True,12,0.00023514883596766105,3.106000944424576
12,2020-02-03,0,68.24647385880048,1.5530284670796983,True,13,0.0002783560402900781,3.106000944424576
13,2020-02-04,0,68.24647385880048,1.5530284670796983,True,14,0.00032950146994679074,3.106000944424576
14,2020-02-05,0,68.24647385880048,1.5530284670796983,True,15,0.00039004323408398247,3.106000944424576
15,2020-02-06,0,68.24647385880048,1.5530284670796983,True,16,0.0004617071346708909,3.106000944424576
16,2020-02-07,0,68.24647385880048,1.5530284670796983,True,17,0.0005465357575622434,3.106000944424576
17,2020-02-08,0,68.24647385880048,1.5530284670796983,True,18,0.0006469465443365128,3.106000944424576
18,2020-02-09,0,68.24647385880048,1.5530284670796983,True,19,0.0007658004791010629,3.106000944424576
19,2020-02-10,0,68.24647385880048,1.5530284670796983,True,20,0.0009064833182993007,3.106000944424576
20,2020-02-11,0,68.24647385880048,1.5530284670796983,True,21,0.0010730016368141508,3.106000944424576
21,2020-02-12,0,68.24647385880048,1.5530284670796983,True,22,0.0012700963687543442,3.106000944424576
