,Report_Date,UK_anguilla_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,68.24647385880048,1.5530284670796983,True,23,0.0015033769957903433,3.106000944424576
23,2020-02-14,0,68.24647385880048,1.5530284670796983,True,24,0.0017794800905146543,3.106000944424576
24,2020-02-15,0,68.24647385880048,1.5530284670796983,True,25,0.0021062565689532664,3.106000944424576
25,2020-02-16,0,68.24647385880048,1.5530284670796983,True,26,0.002492992758047725,3.106000944424576
26,2020-02-17,0,68.24647385880048,1.5530284670796983,True,27,0.002950671254502587,3.106000944424576
27,2020-02-18,0,68.24647385880048,1.5530284670796983,True,28,0.0034922785550923173,3.106000944424576
28,2020-02-19,0,68.24647385880048,1.5530284670796983,True,29,0.00413316758923043,3.106000944424576
29,2020-02-20,0,68.24647385880048,1.5530284670796983,True,30,0.004891484594643964,3.106000944424576
30,2020-02-21,0,68.24647385880048,1.5530284670796983,True,31,0.005788671255272411,3.106000944424576
31,2020-02-22,0,68.24647385880048,1.5530284670796983,True,32,0.00685005466973941,3.106000944424576
32,2020-02-23,0,68.24647385880048,1.5530284670796983,True,33,0.008105539531410114,3.106000944424576
33,2020-02-24,0,68.24647385880048,1.5530284670796983,True,34,0.009590418853580349,3.106000944424576
34,2020-02-25,0,68.24647385880048,1.5530284670796983,True,35,0.011346321617909985,3.106000944424576
35,2020-02-26,0,68.24647385880048,1.5530284670796983,True,36,0.01342231777724924,3.106000944424576
36,2020-02-27,0,68.24647385880048,1.5530284670796983,True,37,0.015876202970484705,3.106000944424576
37,2020-02-28,0,68.24647385880048,1.5530284670796983,True,38,0.018775986899170646,3.106000944424576
38,2020-02-29,0,68.24647385880048,1.5530284670796983,True,39,0.022201610264668544,3.106000944424576
39,2020-03-01,0,68.24647385880048,1.5530284670796983,True,40,0.026246915023518468,3.106000944424576
40,2020-03-02,0,68.24647385880048,1.5530284670796983,True,41,0.031021890856274062,3.106000944424576
41,2020-03-03,0,68.24647385880048,1.5530284670796983,True,42,0.036655216287240465,3.106000944424576
42,2020-03-04,0,68.24647385880048,1.5530284670796983,True,43,0.043297104656032905,3.106000944424576
43,2020-03-05,0,68.24647385880048,1.5530284670796983,True,44,0.05112245156025816,3.106000944424576
44,2020-03-06,0,68.24647385880048,1.5530284670796983,True,45,0.06033425944269367,3.106000944424576
45,2020-03-07,0,68.24647385880048,1.5530284670796983,True,46,0.07116728416590118,3.106000944424576
46,2020-03-08,0,68.24647385880048,1.5530284670796983,True,47,0.08389180468731292,3.106000944424576
47,2020-03-09,0,68.24647385880048,1.5530284670796983,True,48,0.09881735692266493,3.106000944424576
48,2020-03-10,0,68.24647385880048,1.5530284670796983,True,49,0.1162961930914885,3.106000944424576
49,2020-03-11,0,68.24647385880048,1.5530284670796983,True,50,0.1367261253310479,3.106000944424576
50,2020-03-12,0,68.24647385880048,1.5530284670796983,True,51,0.16055228579139422,3.106000944424576
51,2020-03-13,0,68.24647385880048,1.5530284670796983,True,52,0.18826718670446213,3.106000944424576
52,2020-03-14,0,68.24647385880048,1.5530284670796983,True,53,0.220408300691737,3.106000944424576
53,2020-03-15,0,68.24647385880048,1.5530284670796983,True,54,0.25755222041089604,3.106000944424576
54,2020-03-16,0,68.24647385880048,1.5530284670796983,True,55,0.3003043267638429,3.106000944424576
55,2020-03-17,0,68.24647385880048,1.5530284670796983,True,56,0.34928284155230116,3.106000944424576
56,2020-03-18,0,68.24647385880048,1.5530284670796983,True,57,0.4050962263617411,3.106000944424576
57,2020-03-19,0,68.24647385880048,1.5530284670796983,True,58,0.46831319143195665,3.106000944424576
58,2020-03-20,0,68.24647385880048,1.5530284670796983,True,59,0.5394251758697423,3.106000944424576
59,2020-03-21,0,68.24647385880048,1.5530284670796983,True,60,0.6188021128996811,3.106000944424576
60,2020-03-22,0,68.24647385880048,1.5530284670796983,True,61,0.7066436038488548,3.106000944424576
61,2020-03-23,0,68.24647385880048,1.5530284670796983,True,62,0.8029291951126828,3.106000944424576
62,2020-03-24,0,68.24647385880048,1.5530284670796983,True,63,0.907373048442469,3.106000944424576
63,2020-03-25,0,68.24647385880048,1.5530284670796983,True,64,1.019389535696269,3.106000944424576
64,2020-03-26,0,68.24647385880048,1.5530284670796983,True,65,1.138076698164313,3.106000944424576
65,2020-03-27,0,68.24647385880048,1.5530284670796983,True,66,1.2622236404190588,3.106000944424576
66,2020-03-28,2,68.24647385880048,1.5530284670796983,True,67,1.390345545378123,3.106000944424576
67,2020-03-29,2,68.24647385880048,1.5530284670796983,True,68,1.5207462615044174,3.106000944424576
68,2020-03-30,2,68.24647385880048,1.5530284670796983,True,69,1.6516039619669174,3.106000944424576
69,2020-03-31,2,68.24647385880048,1.5530284670796983,True,70,1.7810712213147823,3.106000944424576
70,2020-04-01,2,68.24647385880048,1.5530284670796983,True,71,1.9073780903918711,3.106000944424576
71,2020-04-02,3,68.24647385880048,1.5530284670796983,True,72,2.0289261602903275,3.106000944424576
72,2020-04-03,3,68.24647385880048,1.5530284670796983,True,73,2.1443633638582438,3.106000944424576
73,2020-04-04,3,68.24647385880048,1.5530284670796983,True,74,2.2526328591194282,3.106000944424576
74,2020-04-05,3,68.24647385880048,1.5530284670796983,True,75,2.352993783980789,3.106000944424576
75,2020-04-06,3,68.24647385880048,1.5530284670796983,True,76,2.4450158677917604,3.106000944424576
76,2020-04-07,3,68.24647385880048,1.5530284670796983,True,77,2.528552984934415,3.106000944424576
77,2020-04-08,3,68.24647385880048,1.5530284670796983,True,78,2.6037023433675714,3.106000944424576
78,2020-04-09,3,68.24647385880048,1.5530284670796983,True,79,2.6707561752914035,3.106000944424576
79,2020-04-10,3,68.24647385880048,1.5530284670796983,True,80,2.730151904807684,3.106000944424576
80,2020-04-11,3,68.24647385880048,1.5530284670796983,True,81,2.7824252909282277,3.106000944424576
81,2020-04-12,3,68.24647385880048,1.5530284670796983,True,82,2.8281694223405967,3.106000944424576
82,2020-04-13,3,68.24647385880048,1.5530284670796983,True,83,2.8680009818653636,3.106000944424576
83,2020-04-14,3,68.24647385880048,1.5530284670796983,True,84,2.902534065086621,3.106000944424576
84,2020-04-15,3,68.24647385880048,1.5530284670796983,True,85,2.932361070038304,3.106000944424576
85,2020-04-16,3,68.24647385880048,1.5530284670796983,True,86,2.958039736491021,3.106000944424576
86,2020-04-17,3,68.24647385880048,1.5530284670796983,True,87,2.980085231134128,3.106000944424576
87,2020-04-18,3,68.24647385880048,1.5530284670796983,True,88,2.99896616851986,3.106000944424576
88,2020-04-19,3,68.24647385880048,1.5530284670796983,True,89,3.015103556529422,3.106000944424576
89,2020-04-20,3,68.24647385880048,1.5530284670796983,True,90,3.0288718054452133,3.106000944424576
90,2020-04-21,3,68.24647385880048,1.5530284670796983,True,91,3.04060110469315,3.106000944424576
91,2020-04-22,3,68.24647385880048,1.5530284670796983,True,92,3.0505806286174457,3.106000944424576
92,2020-04-23,3,68.24647385880048,1.5530284670796983,True,93,3.059062170669576,3.106000944424576
93,2020-04-24,3,68.24647385880048,1.5530284670796983,True,94,3.066263919750628,3.106000944424576
94,2020-04-25,3,68.24647385880048,1.5530284670796983,True,95,3.0723741831364895,3.106000944424576
95,2020-04-26,3,68.24647385880048,1.5530284670796983,True,96,3.07755492976566,3.106000944424576
96,2020-04-27,3,68.24647385880048,1.5530284670796983,True,97,3.0819450789928067,3.106000944424576
97,2020-04-28,3,68.24647385880048,1.5530284670796983,True,98,3.0856634966955427,3.106000944424576
98,2020-04-29,3,68.24647385880048,1.5530284670796983,True,99,3.088811686093528,3.106000944424576
99,2020-04-30,3,68.24647385880048,1.5530284670796983,True,100,3.0914761775680413,3.106000944424576
100,2020-05-01,3,68.24647385880048,1.5530284670796983,True,101,3.093730632419105,3.106000944424576
101,2020-05-02,3,68.24647385880048,1.5530284670796983,True,102,3.0956376816478,3.106000944424576
102,2020-05-03,3,68.24647385880048,1.5530284670796983,True,103,3.09725052386643,3.106000944424576
103,2020-05-04,3,68.24647385880048,1.5530284670796983,True,104,3.0986143073363284,3.106000944424576
104,2020-05-05,3,68.24647385880048,1.5530284670796983,True,105,3.099767320655269,3.106000944424576
105,2020-05-06,3,68.24647385880048,1.5530284670796983,True,106,3.1007420152952188,3.106000944424576
106,2020-05-07,3,68.24647385880048,1.5530284670796983,True,107,3.1015658813979443,3.106000944424576
107,2020-05-08,3,68.24647385880048,1.5530284670796983,True,108,3.1022621962245687,3.106000944424576
108,2020-05-09,3,68.24647385880048,1.5530284670796983,True,109,3.1028506625931636,3.106000944424576
109,2020-05-10,3,68.24647385880048,1.5530284670796983,True,110,3.103347952632711,3.106000944424576
110,2020-05-11,3,68.24647385880048,1.5530284670796983,True,111,3.1037681702959143,3.106000944424576
111,2020-05-12,3,68.24647385880048,1.5530284670796983,True,112,3.1041232443417495,3.106000944424576
112,2020-05-13,3,68.24647385880048,1.5530284670796983,True,113,3.1044232619359575,3.106000944424576
113,2020-05-14,3,68.24647385880048,1.5530284670796983,True,114,3.104676751625468,3.106000944424576
114,2020-05-15,3,68.24647385880048,1.5530284670796983,True,115,3.104890923214906,3.106000944424576
115,2020-05-16,3,68.24647385880048,1.5530284670796983,True,116,3.105071870998824,3.106000944424576
116,2020-05-17,3,68.24647385880048,1.5530284670796983,True,117,3.105224745868882,3.106000944424576
117,2020-05-18,3,68.24647385880048,1.5530284670796983,True,118,3.105353901006683,3.106000944424576
118,2020-05-19,3,68.24647385880048,1.5530284670796983,True,119,3.105463015176208,3.106000944424576
119,2020-05-20,3,68.24647385880048,1.5530284670796983,True,120,3.1055551970313915,3.106000944424576
120,2020-05-21,3,68.24647385880048,1.5530284670796983,True,121,3.1056330733417896,3.106000944424576
121,2020-05-22,3,68.24647385880048,1.5530284670796983,True,122,3.105698863601305,3.106000944424576
122,2020-05-23,3,68.24647385880048,1.5530284670796983,True,123,3.1057544431112487,3.106000944424576
