,Report_Date,Burma_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.35487928350969,94.22702105872949,True,1,0.002146794529861766,185.0416184516311
1,2020-01-23,0,88.35487928350969,94.22702105872949,True,2,0.0024455681057619825,185.0416184516311
2,2020-01-24,0,88.35487928350969,94.22702105872949,True,3,0.0027859219674243583,185.0416184516311
3,2020-01-25,0,88.35487928350969,94.22702105872949,True,4,0.0031736426556514584,185.0416184516311
4,2020-01-26,0,88.35487928350969,94.22702105872949,True,5,0.0036153219435447466,185.0416184516311
5,2020-01-27,0,88.35487928350969,94.22702105872949,True,6,0.004118468873250015,185.0416184516311
6,2020-01-28,0,88.35487928350969,94.22702105872949,True,7,0.004691637376210794,185.0416184516311
7,2020-01-29,0,88.35487928350969,94.22702105872949,True,8,0.005344571643046241,185.0416184516311
8,2020-01-30,0,88.35487928350969,94.22702105872949,True,9,0.006088371709833303,185.0416184516311
9,2020-01-31,0,88.35487928350969,94.22702105872949,True,10,0.006935682069841609,185.0416184516311
10,2020-02-01,0,88.35487928350969,94.22702105872949,True,11,0.007900906509362884,185.0416184516311
11,2020-02-02,0,88.35487928350969,94.22702105872949,True,12,0.009000452809688714,185.0416184516311
12,2020-02-03,0,88.35487928350969,94.22702105872949,True,13,0.010253011461891661,185.0416184516311
13,2020-02-04,0,88.35487928350969,94.22702105872949,True,14,0.011679873115215757,185.0416184516311
14,2020-02-05,0,88.35487928350969,94.22702105872949,True,15,0.01330529013306107,185.0416184516311
15,2020-02-06,0,88.35487928350969,94.22702105872949,True,16,0.015156888373491035,185.0416184516311
16,2020-02-07,0,88.35487928350969,94.22702105872949,True,17,0.0172661361560539,185.0416184516311
17,2020-02-08,0,88.35487928350969,94.22702105872949,True,18,0.01966887833723644,185.0416184516311
18,2020-02-09,0,88.35487928350969,94.22702105872949,True,19,0.02240594450858545,185.0416184516311
19,2020-02-10,0,88.35487928350969,94.22702105872949,True,20,0.02552384157195985,185.0416184516311
20,2020-02-11,0,88.35487928350969,94.22702105872949,True,21,0.0290755423552507,185.0416184516311
21,2020-02-12,0,88.35487928350969,94.22702105872949,True,22,0.03312138353142846,185.0416184516311
22,2020-02-13,0,88.35487928350969,94.22702105872949,True,23,0.037730087918867436,185.0416184516311
23,2020-02-14,0,88.35487928350969,94.22702105872949,True,24,0.04297992829946931,185.0416184516311
24,2020-02-15,0,88.35487928350969,94.22702105872949,True,25,0.048960052224338746,185.0416184516311
25,2020-02-16,0,88.35487928350969,94.22702105872949,True,26,0.05577198991937254,185.0416184516311
26,2020-02-17,0,88.35487928350969,94.22702105872949,True,27,0.06353137039361928,185.0416184516311
27,2020-02-18,0,88.35487928350969,94.22702105872949,True,28,0.0723698742341822,185.0416184516311
28,2020-02-19,0,88.35487928350969,94.22702105872949,True,29,0.08243745538948488,185.0416184516311
29,2020-02-20,0,88.35487928350969,94.22702105872949,True,30,0.09390486854886959,185.0416184516311
30,2020-02-21,0,88.35487928350969,94.22702105872949,True,31,0.10696654357591649,185.0416184516311
31,2020-02-22,0,88.35487928350969,94.22702105872949,True,32,0.12184385390465345,185.0416184516311
32,2020-02-23,0,88.35487928350969,94.22702105872949,True,33,0.1387888319244551,185.0416184516311
33,2020-02-24,0,88.35487928350969,94.22702105872949,True,34,0.15808839122585722,185.0416184516311
34,2020-02-25,0,88.35487928350969,94.22702105872949,True,35,0.1800691232216763,185.0416184516311
35,2020-02-26,0,88.35487928350969,94.22702105872949,True,36,0.2051027441605144,185.0416184516311
36,2020-02-27,0,88.35487928350969,94.22702105872949,True,37,0.2336122779734415,185.0416184516311
37,2020-02-28,0,88.35487928350969,94.22702105872949,True,38,0.2660790707911992,185.0416184516311
38,2020-02-29,0,88.35487928350969,94.22702105872949,True,39,0.3030507443758366,185.0416184516311
39,2020-03-01,0,88.35487928350969,94.22702105872949,True,40,0.3451502081415188,185.0416184516311
40,2020-03-02,0,88.35487928350969,94.22702105872949,True,41,0.39308586287486025,185.0416184516311
41,2020-03-03,0,88.35487928350969,94.22702105872949,True,42,0.4476631436376282,185.0416184516311
42,2020-03-04,0,88.35487928350969,94.22702105872949,True,43,0.5097975645088207,185.0416184516311
43,2020-03-05,0,88.35487928350969,94.22702105872949,True,44,0.5805294435714071,185.0416184516311
44,2020-03-06,0,88.35487928350969,94.22702105872949,True,45,0.6610405025197148,185.0416184516311
45,2020-03-07,0,88.35487928350969,94.22702105872949,True,46,0.7526725509394186,185.0416184516311
46,2020-03-08,0,88.35487928350969,94.22702105872949,True,47,0.8569484799590356,185.0416184516311
47,2020-03-09,0,88.35487928350969,94.22702105872949,True,48,0.9755958025726043,185.0416184516311
48,2020-03-10,0,88.35487928350969,94.22702105872949,True,49,1.1105729871069765,185.0416184516311
49,2020-03-11,0,88.35487928350969,94.22702105872949,True,50,1.2640988342091761,185.0416184516311
50,2020-03-12,0,88.35487928350969,94.22702105872949,True,51,1.4386851439307158,185.0416184516311
51,2020-03-13,0,88.35487928350969,94.22702105872949,True,52,1.6371729048299397,185.0416184516311
52,2020-03-14,0,88.35487928350969,94.22702105872949,True,53,1.862772207448975,185.0416184516311
53,2020-03-15,0,88.35487928350969,94.22702105872949,True,54,2.119106034915051,185.0416184516311
54,2020-03-16,0,88.35487928350969,94.22702105872949,True,55,2.410258007346365,185.0416184516311
55,2020-03-17,0,88.35487928350969,94.22702105872949,True,56,2.740824046297682,185.0416184516311
56,2020-03-18,0,88.35487928350969,94.22702105872949,True,57,3.1159677710661953,185.0416184516311
57,2020-03-19,0,88.35487928350969,94.22702105872949,True,58,3.5414792288864327,185.0416184516311
58,2020-03-20,0,88.35487928350969,94.22702105872949,True,59,4.023836282627926,185.0416184516311
59,2020-03-21,0,88.35487928350969,94.22702105872949,True,60,4.570267617656387,185.0416184516311
60,2020-03-22,0,88.35487928350969,94.22702105872949,True,61,5.188815867917469,185.0416184516311
61,2020-03-23,0,88.35487928350969,94.22702105872949,True,62,5.888398783686576,185.0416184516311
62,2020-03-24,0,88.35487928350969,94.22702105872949,True,63,6.6788656547823795,185.0416184516311
63,2020-03-25,0,88.35487928350969,94.22702105872949,True,64,7.571045352225588,185.0416184516311
64,2020-03-26,0,88.35487928350969,94.22702105872949,True,65,8.576781354798033,185.0416184516311
65,2020-03-27,8,88.35487928350969,94.22702105872949,True,66,9.7089479939981,185.0416184516311
66,2020-03-28,8,88.35487928350969,94.22702105872949,True,67,10.98144091052075,185.0416184516311
67,2020-03-29,10,88.35487928350969,94.22702105872949,True,68,12.409133425080041,185.0416184516311
68,2020-03-30,14,88.35487928350969,94.22702105872949,True,69,14.00778928221426,185.0416184516311
69,2020-03-31,15,88.35487928350969,94.22702105872949,True,70,15.793921173121225,185.0416184516311
70,2020-04-01,15,88.35487928350969,94.22702105872949,True,71,17.784583786991405,185.0416184516311
71,2020-04-02,20,88.35487928350969,94.22702105872949,True,72,19.997090148634946,185.0416184516311
72,2020-04-03,20,88.35487928350969,94.22702105872949,True,73,22.44864100378543,185.0416184516311
73,2020-04-04,21,88.35487928350969,94.22702105872949,True,74,25.155859386867782,185.0416184516311
74,2020-04-05,21,88.35487928350969,94.22702105872949,True,75,28.134226629944244,185.0416184516311
75,2020-04-06,22,88.35487928350969,94.22702105872949,True,76,31.39742226808018,185.0416184516311
76,2020-04-07,22,88.35487928350969,94.22702105872949,True,77,34.95657873469875,185.0416184516311
77,2020-04-08,22,88.35487928350969,94.22702105872949,True,78,38.81947231735785,185.0416184516311
78,2020-04-09,23,88.35487928350969,94.22702105872949,True,79,42.98968405429557,185.0416184516311
79,2020-04-10,27,88.35487928350969,94.22702105872949,True,80,47.465777077012774,185.0416184516311
80,2020-04-11,38,88.35487928350969,94.22702105872949,True,81,52.24054876641947,185.0416184516311
81,2020-04-12,41,88.35487928350969,94.22702105872949,True,82,57.3004249204556,185.0416184516311
82,2020-04-13,62,88.35487928350969,94.22702105872949,True,83,62.625066597012534,185.0416184516311
83,2020-04-14,63,88.35487928350969,94.22702105872949,True,84,68.18725620541116,185.0416184516311
84,2020-04-15,74,88.35487928350969,94.22702105872949,True,85,73.9531162627375,185.0416184516311
85,2020-04-16,85,88.35487928350969,94.22702105872949,True,86,79.88269175296321,185.0416184516311
86,2020-04-17,88,88.35487928350969,94.22702105872949,True,87,85.93089666440773,185.0416184516311
87,2020-04-18,98,88.35487928350969,94.22702105872949,True,88,92.04879028222753,185.0416184516311
88,2020-04-19,111,88.35487928350969,94.22702105872949,True,89,98.1851138978305,185.0416184516311
89,2020-04-20,119,88.35487928350969,94.22702105872949,True,90,104.28798915670089,185.0416184516311
90,2020-04-21,121,88.35487928350969,94.22702105872949,True,91,110.30666024229004,185.0416184516311
91,2020-04-22,123,88.35487928350969,94.22702105872949,True,92,116.19315684066922,185.0416184516311
92,2020-04-23,139,88.35487928350969,94.22702105872949,True,93,121.90376429487887,185.0416184516311
