,Report_Date,Slovakia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.4792745110629,759.6698619654882,True,1,0.11952414184929556,1516.397076327679
1,2020-01-23,0,80.4792745110629,759.6698619654882,True,2,0.1346137741623886,1516.397076327679
2,2020-01-24,0,80.4792745110629,759.6698619654882,True,3,0.15160824575856796,1516.397076327679
3,2020-01-25,0,80.4792745110629,759.6698619654882,True,4,0.17074796293742758,1516.397076327679
4,2020-01-26,0,80.4792745110629,759.6698619654882,True,5,0.19230365954269446,1516.397076327679
5,2020-01-27,0,80.4792745110629,759.6698619654882,True,6,0.21658021914174613,1516.397076327679
6,2020-01-28,0,80.4792745110629,759.6698619654882,True,7,0.24392097792727502,1516.397076327679
7,2020-01-29,0,80.4792745110629,759.6698619654882,True,8,0.27471256853726567,1516.397076327679
8,2020-01-30,0,80.4792745110629,759.6698619654882,True,9,0.3093903724559481,1516.397076327679
9,2020-01-31,0,80.4792745110629,759.6698619654882,True,10,0.34844465703177274,1516.397076327679
10,2020-02-01,0,80.4792745110629,759.6698619654882,True,11,0.3924274825336466,1516.397076327679
11,2020-02-02,0,80.4792745110629,759.6698619654882,True,12,0.4419604751793017,1516.397076327679
12,2020-02-03,0,80.4792745110629,759.6698619654882,True,13,0.497743573836708,1516.397076327679
13,2020-02-04,0,80.4792745110629,759.6698619654882,True,14,0.5605648712598421,1516.397076327679
14,2020-02-05,0,80.4792745110629,759.6698619654882,True,15,0.6313116854251688,1516.397076327679
15,2020-02-06,0,80.4792745110629,759.6698619654882,True,16,0.7109830129487542,1516.397076327679
16,2020-02-07,0,80.4792745110629,759.6698619654882,True,17,0.8007035348623076,1516.397076327679
17,2020-02-08,0,80.4792745110629,759.6698619654882,True,18,0.901739365397742,1516.397076327679
18,2020-02-09,0,80.4792745110629,759.6698619654882,True,19,1.0155157570727764,1516.397076327679
19,2020-02-10,0,80.4792745110629,759.6698619654882,True,20,1.1436370004917822,1516.397076327679
