,Report_Date,Slovakia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,0,80.4792745110629,759.6698619654882,True,21,1.2879087850889204,1516.397076327679
21,2020-02-12,0,80.4792745110629,759.6698619654882,True,22,1.4503633177573017,1516.397076327679
22,2020-02-13,0,80.4792745110629,759.6698619654882,True,23,1.6332875301348955,1516.397076327679
23,2020-02-14,0,80.4792745110629,759.6698619654882,True,24,1.839254742445839,1516.397076327679
24,2020-02-15,0,80.4792745110629,759.6698619654882,True,25,2.0711601923868375,1516.397076327679
25,2020-02-16,0,80.4792745110629,759.6698619654882,True,26,2.332260881719508,1516.397076327679
26,2020-02-17,0,80.4792745110629,759.6698619654882,True,27,2.626220241029882,1516.397076327679
27,2020-02-18,0,80.4792745110629,759.6698619654882,True,28,2.9571581644981757,1516.397076327679
28,2020-02-19,0,80.4792745110629,759.6698619654882,True,29,3.3297070213030673,1516.397076327679
29,2020-02-20,0,80.4792745110629,759.6698619654882,True,30,3.7490743080993694,1516.397076327679
30,2020-02-21,0,80.4792745110629,759.6698619654882,True,31,4.221112667245707,1516.397076327679
31,2020-02-22,0,80.4792745110629,759.6698619654882,True,32,4.752398057185456,1516.397076327679
32,2020-02-23,0,80.4792745110629,759.6698619654882,True,33,5.350316923244011,1516.397076327679
33,2020-02-24,0,80.4792745110629,759.6698619654882,True,34,6.023163277198119,1516.397076327679
34,2020-02-25,0,80.4792745110629,759.6698619654882,True,35,6.780246649701324,1516.397076327679
35,2020-02-26,0,80.4792745110629,759.6698619654882,True,36,7.632011927533178,1516.397076327679
36,2020-02-27,0,80.4792745110629,759.6698619654882,True,37,8.59017212308747,1516.397076327679
37,2020-02-28,0,80.4792745110629,759.6698619654882,True,38,9.667855140550614,1516.397076327679
38,2020-02-29,0,80.4792745110629,759.6698619654882,True,39,10.879765594160157,1516.397076327679
39,2020-03-01,0,80.4792745110629,759.6698619654882,True,40,12.242362688997108,1516.397076327679
40,2020-03-02,0,80.4792745110629,759.6698619654882,True,41,13.774055081646656,1516.397076327679
41,2020-03-03,0,80.4792745110629,759.6698619654882,True,42,15.49541348142563,1516.397076327679
42,2020-03-04,0,80.4792745110629,759.6698619654882,True,43,17.429401513824683,1516.397076327679
43,2020-03-05,0,80.4792745110629,759.6698619654882,True,44,19.601625023326985,1516.397076327679
44,2020-03-06,1,80.4792745110629,759.6698619654882,True,45,22.040599515150586,1516.397076327679
45,2020-03-07,1,80.4792745110629,759.6698619654882,True,46,24.778034791890448,1516.397076327679
46,2020-03-08,3,80.4792745110629,759.6698619654882,True,47,27.849134993244416,1516.397076327679
47,2020-03-09,3,80.4792745110629,759.6698619654882,True,48,31.292911151324358,1516.397076327679
48,2020-03-10,7,80.4792745110629,759.6698619654882,True,49,35.15250198191674,1516.397076327679
49,2020-03-11,10,80.4792745110629,759.6698619654882,True,50,39.47549689133667,1516.397076327679
50,2020-03-12,16,80.4792745110629,759.6698619654882,True,51,44.3142530359542,1516.397076327679
51,2020-03-13,32,80.4792745110629,759.6698619654882,True,52,49.726195676714504,1516.397076327679
52,2020-03-14,44,80.4792745110629,759.6698619654882,True,53,55.77408798276491,1516.397076327679
53,2020-03-15,54,80.4792745110629,759.6698619654882,True,54,62.5262528334297,1516.397076327679
54,2020-03-16,63,80.4792745110629,759.6698619654882,True,55,70.05672505345636,1516.397076327679
55,2020-03-17,72,80.4792745110629,759.6698619654882,True,56,78.44530794676284,1516.397076327679
56,2020-03-18,105,80.4792745110629,759.6698619654882,True,57,87.77750309058872,1516.397076327679
57,2020-03-19,123,80.4792745110629,759.6698619654882,True,58,98.14427732946595,1516.397076327679
58,2020-03-20,137,80.4792745110629,759.6698619654882,True,59,109.64162610233052,1516.397076327679
59,2020-03-21,178,80.4792745110629,759.6698619654882,True,60,122.36988813221795,1516.397076327679
60,2020-03-22,185,80.4792745110629,759.6698619654882,True,61,136.4327637681886,1516.397076327679
61,2020-03-23,186,80.4792745110629,759.6698619654882,True,62,151.93598874676468,1516.397076327679
62,2020-03-24,204,80.4792745110629,759.6698619654882,True,63,168.98561787532051,1516.397076327679
63,2020-03-25,216,80.4792745110629,759.6698619654882,True,64,187.68588032173037,1516.397076327679
64,2020-03-26,226,80.4792745110629,759.6698619654882,True,65,208.13658107591297,1516.397076327679
65,2020-03-27,269,80.4792745110629,759.6698619654882,True,66,230.43004289840582,1516.397076327679
66,2020-03-28,292,80.4792745110629,759.6698619654882,True,67,254.64761055327298,1516.397076327679
67,2020-03-29,314,80.4792745110629,759.6698619654882,True,68,280.85577460627195,1516.397076327679
68,2020-03-30,336,80.4792745110629,759.6698619654882,True,69,309.1020148833552,1516.397076327679
69,2020-03-31,363,80.4792745110629,759.6698619654882,True,70,339.41051186831686,1516.397076327679
70,2020-04-01,400,80.4792745110629,759.6698619654882,True,71,371.7779243409942,1516.397076327679
71,2020-04-02,426,80.4792745110629,759.6698619654882,True,72,406.16947821528373,1516.397076327679
72,2020-04-03,450,80.4792745110629,759.6698619654882,True,73,442.5156481460214,1516.397076327679
73,2020-04-04,471,80.4792745110629,759.6698619654882,True,74,480.7097324656961,1516.397076327679
74,2020-04-05,485,80.4792745110629,759.6698619654882,True,75,520.6066159666744,1516.397076327679
75,2020-04-06,534,80.4792745110629,759.6698619654882,True,76,562.0229781094404,1516.397076327679
76,2020-04-07,581,80.4792745110629,759.6698619654882,True,77,604.7391337161924,1516.397076327679
77,2020-04-08,682,80.4792745110629,759.6698619654882,True,78,648.5025909796005,1516.397076327679
78,2020-04-09,701,80.4792745110629,759.6698619654882,True,79,693.0332849486769,1516.397076327679
79,2020-04-10,715,80.4792745110629,759.6698619654882,True,80,738.030306036465,1516.397076327679
80,2020-04-11,728,80.4792745110629,759.6698619654882,True,81,783.1798088576977,1516.397076327679
81,2020-04-12,742,80.4792745110629,759.6698619654882,True,82,828.1636745319131,1516.397076327679
82,2020-04-13,769,80.4792745110629,759.6698619654882,True,83,872.668425362224,1516.397076327679
83,2020-04-14,835,80.4792745110629,759.6698619654882,True,84,916.3938655039689,1516.397076327679
84,2020-04-15,863,80.4792745110629,759.6698619654882,True,85,959.060948691916,1516.397076327679
85,2020-04-16,977,80.4792745110629,759.6698619654882,True,86,1000.4184501542252,1516.397076327679
86,2020-04-17,1049,80.4792745110629,759.6698619654882,True,87,1040.2481332676427,1516.397076327679
87,2020-04-18,1089,80.4792745110629,759.6698619654882,True,88,1078.3682362786894,1516.397076327679
88,2020-04-19,1161,80.4792745110629,759.6698619654882,True,89,1114.6352428425205,1516.397076327679
89,2020-04-20,1173,80.4792745110629,759.6698619654882,True,90,1148.9440260010858,1516.397076327679
90,2020-04-21,1199,80.4792745110629,759.6698619654882,True,91,1181.2265562436203,1516.397076327679
91,2020-04-22,1244,80.4792745110629,759.6698619654882,True,92,1211.4494334233912,1516.397076327679
92,2020-04-23,1325,80.4792745110629,759.6698619654882,True,93,1239.6105378787245,1516.397076327679
93,2020-04-24,1360,80.4792745110629,759.6698619654882,True,94,1265.735100981418,1516.397076327679
94,2020-04-25,1373,80.4792745110629,759.6698619654882,True,95,1289.8714754606583,1516.397076327679
95,2020-04-26,1379,80.4792745110629,759.6698619654882,True,96,1312.0868486770971,1516.397076327679
96,2020-04-27,1381,80.4792745110629,759.6698619654882,True,97,1332.4630951004679,1516.397076327679
97,2020-04-28,1384,80.4792745110629,759.6698619654882,True,98,1351.092914205727,1516.397076327679
98,2020-04-29,1391,80.4792745110629,759.6698619654882,True,99,1368.0763519829127,1516.397076327679
99,2020-04-30,1396,80.4792745110629,759.6698619654882,True,100,1383.5177617166617,1516.397076327679
100,2020-05-01,1403,80.4792745110629,759.6698619654882,True,101,1397.523224533746,1516.397076327679
101,2020-05-02,1407,80.4792745110629,759.6698619654882,True,102,1410.1984230659,1516.397076327679
102,2020-05-03,1408,80.4792745110629,759.6698619654882,True,103,1421.646942130572,1516.397076327679
103,2020-05-04,1413,80.4792745110629,759.6698619654882,True,104,1431.968957711598,1516.397076327679
104,2020-05-05,1421,80.4792745110629,759.6698619654882,True,105,1441.2602685490865,1516.397076327679
105,2020-05-06,1429,80.4792745110629,759.6698619654882,True,106,1449.6116220704928,1516.397076327679
106,2020-05-07,1445,80.4792745110629,759.6698619654882,True,107,1457.1082870285907,1516.397076327679
107,2020-05-08,1455,80.4792745110629,759.6698619654882,True,108,1463.8298280239826,1516.397076327679
108,2020-05-09,1455,80.4792745110629,759.6698619654882,True,109,1469.8500412346627,1516.397076327679
109,2020-05-10,1457,80.4792745110629,759.6698619654882,True,110,1475.2370154987125,1516.397076327679
110,2020-05-11,1457,80.4792745110629,759.6698619654882,True,111,1480.0532879194934,1516.397076327679
111,2020-05-12,1465,80.4792745110629,759.6698619654882,True,112,1484.3560680557314,1516.397076327679
112,2020-05-13,1469,80.4792745110629,759.6698619654882,True,113,1488.1975093115745,1516.397076327679
113,2020-05-14,1477,80.4792745110629,759.6698619654882,True,114,1491.625010235592,1516.397076327679
114,2020-05-15,1480,80.4792745110629,759.6698619654882,True,115,1494.6815320210258,1516.397076327679
115,2020-05-16,1493,80.4792745110629,759.6698619654882,True,116,1497.4059215667362,1516.397076327679
116,2020-05-17,1494,80.4792745110629,759.6698619654882,True,117,1499.8332320333873,1516.397076327679
117,2020-05-18,1495,80.4792745110629,759.6698619654882,True,118,1501.995034954291,1516.397076327679
118,2020-05-19,1495,80.4792745110629,759.6698619654882,True,119,1503.9197196855391,1516.397076327679
119,2020-05-20,1496,80.4792745110629,759.6698619654882,True,120,1505.6327773588728,1516.397076327679
120,2020-05-21,1502,80.4792745110629,759.6698619654882,True,121,1507.1570675852347,1516.397076327679
121,2020-05-22,1503,80.4792745110629,759.6698619654882,True,122,1508.5130669954185,1516.397076327679
122,2020-05-23,1504,80.4792745110629,759.6698619654882,True,123,1509.719099340224,1516.397076327679
