,Report_Date,China_shanxi_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
33,2020-02-24,133,39,30.25656977734073,103.08748418758755,True,34,109.60967214472214,200.9359826873696
34,2020-02-25,133,35,30.25656977734073,103.08748418758755,True,35,111.34529733040839,200.9359826873696
35,2020-02-26,133,29,30.25656977734073,103.08748418758755,True,36,113.07622343008943,200.9359826873696
36,2020-02-27,133,26,30.25656977734073,103.08748418758755,True,37,114.80148246226197,200.9359826873696
37,2020-02-28,133,21,30.25656977734073,103.08748418758755,True,38,116.5201192398544,200.9359826873696
38,2020-02-29,133,19,30.25656977734073,103.08748418758755,True,39,118.23119344666107,200.9359826873696
39,2020-03-01,133,17,30.25656977734073,103.08748418758755,True,40,119.93378164335863,200.9359826873696
40,2020-03-02,133,14,30.25656977734073,103.08748418758755,True,41,121.6269791942848,200.9359826873696
41,2020-03-03,133,9,30.25656977734073,103.08748418758755,True,42,123.309902106793,200.9359826873696
42,2020-03-04,133,9,30.25656977734073,103.08748418758755,True,43,124.98168877568341,200.9359826873696
43,2020-03-05,133,7,30.25656977734073,103.08748418758755,True,44,126.64150162594804,200.9359826873696
44,2020-03-06,133,7,30.25656977734073,103.08748418758755,True,45,128.28852864784358,200.9359826873696
45,2020-03-07,133,7,30.25656977734073,103.08748418758755,True,46,129.92198481911288,200.9359826873696
46,2020-03-08,133,7,30.25656977734073,103.08748418758755,True,47,131.54111341000427,200.9359826873696
47,2020-03-09,133,6,30.25656977734073,103.08748418758755,True,48,133.14518716758184,200.9359826873696
48,2020-03-10,133,2,30.25656977734073,103.08748418758755,True,49,134.73350937666285,200.9359826873696
49,2020-03-11,133,2,30.25656977734073,103.08748418758755,True,50,136.30541479556325,200.9359826873696
50,2020-03-12,133,1,30.25656977734073,103.08748418758755,True,51,137.86027046565826,200.9359826873696
51,2020-03-13,133,0,30.25656977734073,103.08748418758755,True,52,139.39747639457556,200.9359826873696
52,2020-03-14,133,0,30.25656977734073,103.08748418758755,True,53,140.9164661136178,200.9359826873696
53,2020-03-15,133,0,30.25656977734073,103.08748418758755,True,54,142.41670711075847,200.9359826873696
54,2020-03-16,133,0,30.25656977734073,103.08748418758755,True,55,143.89770114126188,200.9359826873696
55,2020-03-17,133,0,30.25656977734073,103.08748418758755,True,56,145.3589844186391,200.9359826873696
56,2020-03-18,133,0,30.25656977734073,103.08748418758755,True,57,146.80012768926386,200.9359826873696
57,2020-03-19,133,0,30.25656977734073,103.08748418758755,True,58,148.22073619453283,200.9359826873696
58,2020-03-20,133,0,30.25656977734073,103.08748418758755,True,59,149.62044952495705,200.9359826873696
59,2020-03-21,133,0,30.25656977734073,103.08748418758755,True,60,150.9989413710194,200.9359826873696
60,2020-03-22,133,0,30.25656977734073,103.08748418758755,True,61,152.35591917602008,200.9359826873696
61,2020-03-23,134,1,30.25656977734073,103.08748418758755,True,62,153.69112369646143,200.9359826873696
62,2020-03-24,134,1,30.25656977734073,103.08748418758755,True,63,155.00432847579475,200.9359826873696
63,2020-03-25,134,1,30.25656977734073,103.08748418758755,True,64,156.29533923756424,200.9359826873696
64,2020-03-26,135,2,30.25656977734073,103.08748418758755,True,65,157.5639932041399,200.9359826873696
65,2020-03-27,135,2,30.25656977734073,103.08748418758755,True,66,158.81015834733554,200.9359826873696
66,2020-03-28,135,2,30.25656977734073,103.08748418758755,True,67,160.03373257725792,200.9359826873696
67,2020-03-29,136,3,30.25656977734073,103.08748418758755,True,68,161.23464287573768,200.9359826873696
68,2020-03-30,136,3,30.25656977734073,103.08748418758755,True,69,162.41284438064864,200.9359826873696
69,2020-03-31,136,3,30.25656977734073,103.08748418758755,True,70,163.56831942733922,200.9359826873696
70,2020-04-01,137,4,30.25656977734073,103.08748418758755,True,71,164.7010765532758,200.9359826873696
71,2020-04-02,137,4,30.25656977734073,103.08748418758755,True,72,165.81114947184184,200.9359826873696
72,2020-04-03,137,4,30.25656977734073,103.08748418758755,True,73,166.89859602104795,200.9359826873696
73,2020-04-04,137,4,30.25656977734073,103.08748418758755,True,74,167.96349709269475,200.9359826873696
74,2020-04-05,138,5,30.25656977734073,103.08748418758755,True,75,169.00595554729165,200.9359826873696
75,2020-04-06,138,5,30.25656977734073,103.08748418758755,True,76,170.0260951197789,200.9359826873696
76,2020-04-07,138,5,30.25656977734073,103.08748418758755,True,77,171.0240593208279,200.9359826873696
77,2020-04-08,163,29,30.25656977734073,103.08748418758755,True,78,172.00001033821042,200.9359826873696
78,2020-04-09,166,32,30.25656977734073,103.08748418758755,True,79,172.9541279424343,200.9359826873696
79,2020-04-10,168,34,30.25656977734073,103.08748418758755,True,80,173.8866084005434,200.9359826873696
80,2020-04-11,172,37,30.25656977734073,103.08748418758755,True,81,174.79766340168035,200.9359826873696
81,2020-04-12,172,37,30.25656977734073,103.08748418758755,True,82,175.6875189977056,200.9359826873696
82,2020-04-13,173,38,30.25656977734073,103.08748418758755,True,83,176.55641456186848,200.9359826873696
83,2020-04-14,173,38,30.25656977734073,103.08748418758755,True,84,177.4046017682308,200.9359826873696
84,2020-04-15,186,51,30.25656977734073,103.08748418758755,True,85,178.23234359425265,200.9359826873696
85,2020-04-16,194,59,30.25656977734073,103.08748418758755,True,86,179.03991334867064,200.9359826873696
86,2020-04-17,197,62,30.25656977734073,103.08748418758755,True,87,179.82759372652663,200.9359826873696
87,2020-04-18,197,62,30.25656977734073,103.08748418758755,True,88,180.59567589294278,200.9359826873696
88,2020-04-19,197,62,30.25656977734073,103.08748418758755,True,89,181.34445859699073,200.9359826873696
89,2020-04-20,197,62,30.25656977734073,103.08748418758755,True,90,182.07424731676412,200.9359826873696
90,2020-04-21,197,57,30.25656977734073,103.08748418758755,True,91,182.78535343654104,200.9359826873696
91,2020-04-22,197,57,30.25656977734073,103.08748418758755,True,92,183.4780934567106,200.9359826873696
92,2020-04-23,197,55,30.25656977734073,103.08748418758755,True,93,184.1527882369425,200.9359826873696
93,2020-04-24,197,48,30.25656977734073,103.08748418758755,True,94,184.80976227289423,200.9359826873696
94,2020-04-25,197,43,30.25656977734073,103.08748418758755,True,95,185.44934300658147,200.9359826873696
95,2020-04-26,197,40,30.25656977734073,103.08748418758755,True,96,186.07186017038273,200.9359826873696
96,2020-04-27,197,37,30.25656977734073,103.08748418758755,True,97,186.67764516450555,200.9359826873696
97,2020-04-28,197,37,30.25656977734073,103.08748418758755,True,98,187.26703046761418,200.9359826873696
98,2020-04-29,197,33,30.25656977734073,103.08748418758755,True,99,187.84034908020212,200.9359826873696
99,2020-04-30,197,25,30.25656977734073,103.08748418758755,True,100,188.39793400018885,200.9359826873696
100,2020-05-01,197,25,30.25656977734073,103.08748418758755,True,101,188.94011773012872,200.9359826873696
101,2020-05-02,197,21,30.25656977734073,103.08748418758755,True,102,189.46723181533918,200.9359826873696
102,2020-05-03,198,18,30.25656977734073,103.08748418758755,True,103,189.9796064121856,200.9359826873696
103,2020-05-04,198,8,30.25656977734073,103.08748418758755,True,104,190.4775698857005,200.9359826873696
104,2020-05-05,198,5,30.25656977734073,103.08748418758755,True,105,190.96144843566375,200.9359826873696
105,2020-05-06,198,4,30.25656977734073,103.08748418758755,True,106,191.43156575023085,200.9359826873696
106,2020-05-07,198,3,30.25656977734073,103.08748418758755,True,107,191.88824268616074,200.9359826873696
107,2020-05-08,198,3,30.25656977734073,103.08748418758755,True,108,192.3317969746711,200.9359826873696
108,2020-05-09,198,1,30.25656977734073,103.08748418758755,True,109,192.76254295193021,200.9359826873696
109,2020-05-10,198,1,30.25656977734073,103.08748418758755,True,110,193.18079131318095,200.9359826873696
110,2020-05-11,198,1,30.25656977734073,103.08748418758755,True,111,193.586848889489,200.9359826873696
111,2020-05-12,198,0,30.25656977734073,103.08748418758755,True,112,193.98101844610395,200.9359826873696
112,2020-05-13,198,0,30.25656977734073,103.08748418758755,True,113,194.36359850142688,200.9359826873696
113,2020-05-14,198,0,30.25656977734073,103.08748418758755,True,114,194.73488316558777,200.9359826873696
114,2020-05-15,198,0,30.25656977734073,103.08748418758755,True,115,195.09516199764445,200.9359826873696
115,2020-05-16,198,0,30.25656977734073,103.08748418758755,True,116,195.4447198804345,200.9359826873696
116,2020-05-17,198,0,30.25656977734073,103.08748418758755,True,117,195.78383691212605,200.9359826873696
117,2020-05-18,198,0,30.25656977734073,103.08748418758755,True,118,196.11278831353724,200.9359826873696
118,2020-05-19,198,0,30.25656977734073,103.08748418758755,True,119,196.4318443503146,200.9359826873696
119,2020-05-20,198,0,30.25656977734073,103.08748418758755,True,120,196.74127026908724,200.9359826873696
120,2020-05-21,198,0,30.25656977734073,103.08748418758755,True,121,197.04132624673935,200.9359826873696
121,2020-05-22,198,0,30.25656977734073,103.08748418758755,True,122,197.33226735197044,200.9359826873696
122,2020-05-23,198,0,30.25656977734073,103.08748418758755,True,123,197.61434351834234,200.9359826873696
123,2020-05-24,198,0,30.25656977734073,103.08748418758755,True,124,197.8877995280402,200.9359826873696
124,2020-05-25,198,0,30.25656977734073,103.08748418758755,True,125,198.15287500560464,200.9359826873696
125,2020-05-26,198,0,30.25656977734073,103.08748418758755,True,126,198.4098044209223,200.9359826873696
126,2020-05-27,198,0,30.25656977734073,103.08748418758755,True,127,198.6588171007916,200.9359826873696
127,2020-05-28,198,0,30.25656977734073,103.08748418758755,True,128,198.9001372484104,200.9359826873696
