,Report_Date,Taiwan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,1,63.87106334486648,217.9014316704928,True,1,0.07119794579883233,435.7879196839192
1,2020-01-23,1,1,63.87106334486648,217.9014316704928,True,2,0.08178757778479537,435.7879196839192
2,2020-01-24,3,3,63.87106334486648,217.9014316704928,True,3,0.09395191989458217,435.7879196839192
3,2020-01-25,3,3,63.87106334486648,217.9014316704928,True,4,0.10792502773073819,435.7879196839192
4,2020-01-26,4,4,63.87106334486648,217.9014316704928,True,5,0.12397571085680563,435.7879196839192
5,2020-01-27,5,5,63.87106334486648,217.9014316704928,True,6,0.14241268218922737,435.7879196839192
6,2020-01-28,8,8,63.87106334486648,217.9014316704928,True,7,0.16359046681735867,435.7879196839192
7,2020-01-29,8,8,63.87106334486648,217.9014316704928,True,8,0.1879161811181785,435.7879196839192
8,2020-01-30,9,9,63.87106334486648,217.9014316704928,True,9,0.21585730885380994,435.7879196839192
9,2020-01-31,10,10,63.87106334486648,217.9014316704928,True,10,0.24795061890186187,435.7879196839192
10,2020-02-01,10,10,63.87106334486648,217.9014316704928,True,11,0.28481238962181415,435.7879196839192
11,2020-02-02,10,10,63.87106334486648,217.9014316704928,True,12,0.32715012787220416,435.7879196839192
12,2020-02-03,10,10,63.87106334486648,217.9014316704928,True,13,0.3757759966421523,435.7879196839192
13,2020-02-04,11,11,63.87106334486648,217.9014316704928,True,14,0.4316221944307402,435.7879196839192
14,2020-02-05,11,11,63.87106334486648,217.9014316704928,True,15,0.495758562177431,435.7879196839192
15,2020-02-06,16,15,63.87106334486648,217.9014316704928,True,16,0.5694127299736981,435.7879196839192
16,2020-02-07,16,15,63.87106334486648,217.9014316704928,True,17,0.6539931561849196,435.7879196839192
17,2020-02-08,17,16,63.87106334486648,217.9014316704928,True,18,0.7511154561230388,435.7879196839192
18,2020-02-09,18,17,63.87106334486648,217.9014316704928,True,19,0.8626324660584065,435.7879196839192
19,2020-02-10,18,17,63.87106334486648,217.9014316704928,True,20,0.9906685409926435,435.7879196839192
20,2020-02-11,18,17,63.87106334486648,217.9014316704928,True,21,1.13765864082918,435.7879196839192
21,2020-02-12,18,17,63.87106334486648,217.9014316704928,True,22,1.3063928186128393,435.7879196839192
22,2020-02-13,18,17,63.87106334486648,217.9014316704928,True,23,1.500066785108209,435.7879196839192
23,2020-02-14,18,16,63.87106334486648,217.9014316704928,True,24,1.722339284218154,435.7879196839192
24,2020-02-15,18,16,63.87106334486648,217.9014316704928,True,25,1.9773970707720367,435.7879196839192
25,2020-02-16,20,17,63.87106334486648,217.9014316704928,True,26,2.2700283319985854,435.7879196839192
26,2020-02-17,22,19,63.87106334486648,217.9014316704928,True,27,2.605705430923113,435.7879196839192
27,2020-02-18,22,19,63.87106334486648,217.9014316704928,True,28,2.990677866328911,435.7879196839192
28,2020-02-19,23,20,63.87106334486648,217.9014316704928,True,29,3.4320763295129044,435.7879196839192
29,2020-02-20,24,21,63.87106334486648,217.9014316704928,True,30,3.938028679247435,435.7879196839192
30,2020-02-21,26,23,63.87106334486648,217.9014316704928,True,31,4.517788535409371,435.7879196839192
31,2020-02-22,26,23,63.87106334486648,217.9014316704928,True,32,5.1818769858830045,435.7879196839192
32,2020-02-23,28,25,63.87106334486648,217.9014316704928,True,33,5.942237581769496,435.7879196839192
33,2020-02-24,30,24,63.87106334486648,217.9014316704928,True,34,6.812404326789906,435.7879196839192
34,2020-02-25,31,25,63.87106334486648,217.9014316704928,True,35,7.807681704297944,435.7879196839192
35,2020-02-26,32,26,63.87106334486648,217.9014316704928,True,36,8.945334877369568,435.7879196839192
36,2020-02-27,32,26,63.87106334486648,217.9014316704928,True,37,10.244786983661735,435.7879196839192
37,2020-02-28,34,27,63.87106334486648,217.9014316704928,True,38,11.727818860022337,435.7879196839192
38,2020-02-29,39,29,63.87106334486648,217.9014316704928,True,39,13.418764501716925,435.7879196839192
39,2020-03-01,40,30,63.87106334486648,217.9014316704928,True,40,15.34469302013771,435.7879196839192
40,2020-03-02,41,28,63.87106334486648,217.9014316704928,True,41,17.53556475709009,435.7879196839192
41,2020-03-03,42,29,63.87106334486648,217.9014316704928,True,42,20.024345519249962,435.7879196839192
42,2020-03-04,42,29,63.87106334486648,217.9014316704928,True,43,22.847058642780357,435.7879196839192
43,2020-03-05,44,31,63.87106334486648,217.9014316704928,True,44,26.042749900944415,435.7879196839192
44,2020-03-06,45,32,63.87106334486648,217.9014316704928,True,45,29.65333536977876,435.7879196839192
45,2020-03-07,45,32,63.87106334486648,217.9014316704928,True,46,33.72329768791605,435.7879196839192
46,2020-03-08,45,31,63.87106334486648,217.9014316704928,True,47,38.29919233441265,435.7879196839192
47,2020-03-09,45,29,63.87106334486648,217.9014316704928,True,48,43.428923524406365,435.7879196839192
48,2020-03-10,47,29,63.87106334486648,217.9014316704928,True,49,49.16075030248915,435.7879196839192
49,2020-03-11,48,30,63.87106334486648,217.9014316704928,True,50,55.5419888797024,435.7879196839192
50,2020-03-12,49,28,63.87106334486648,217.9014316704928,True,51,62.617388849165465,435.7879196839192
